source,item_id,title,family,eval_count,delta_hit10,orig_sid,orig_l1,orig_l2,orig_l1_bucket_size,orig_l2_bucket_size,orig_l1_same_family_count,orig_l2_same_family_count,orig_l1_family_purity,orig_l2_family_purity,v2_sid,v2_l1,v2_l2,v2_l1_bucket_size,v2_l2_bucket_size,v2_l1_same_family_count,v2_l2_same_family_count,v2_l1_family_purity,v2_l2_family_purity,r650_sid,r650_l1,r650_l2,r650_l1_bucket_size,r650_l2_bucket_size,r650_l1_same_family_count,r650_l2_same_family_count,r650_l1_family_purity,r650_l2_family_purity,r660_sid,r660_l1,r660_l2,r660_l1_bucket_size,r660_l2_bucket_size,r660_l1_same_family_count,r660_l2_same_family_count,r660_l1_family_purity,r660_l2_family_purity
r650_hotspot,2736,Signswise 2 Pack 5mm 40T Extruder Driver Feeder Gear Bore for Makerbot Mk7 Mk8 3D Printer,3d_filament,6,-0.1666666666666666,<a_159><b_19><c_56>,<a_159>,<a_159><b_19>,52,1,4,1,0.07692307692307693,1.0,<a_182><b_140><c_49>,<a_182>,<a_182><b_140>,17,2,8,2,0.47058823529411764,1.0,<a_252><b_51><c_92>,<a_252>,<a_252><b_51>,22,2,12,2,0.5454545454545454,1.0,<a_195><b_214><c_144>,<a_195>,<a_195><b_214>,27,1,2,1,0.07407407407407407,1.0
r650_hotspot,1824,DTOL 10 X Mini Laser Dot Diode Module Head WL Red 650nm 6mm 5V 5mW Pack of 10,other,6,-0.1666666666666666,<a_73><b_110><c_3>,<a_73>,<a_73><b_110>,114,2,81,2,0.7105263157894737,1.0,<a_170><b_181><c_30>,<a_170>,<a_170><b_181>,34,2,28,2,0.8235294117647058,1.0,<a_56><b_202><c_19>,<a_56>,<a_56><b_202>,23,2,21,2,0.9130434782608695,1.0,<a_172><b_71><c_224>,<a_172>,<a_172><b_71>,27,2,25,2,0.9259259259259259,1.0
r650_hotspot,3466,"3D Solutech Real Red 3D Printer PLA Filament 1.75MM, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - RA-I00I-DQUY",3d_filament,11,0.8181818181818181,<a_223><b_80><c_165>,<a_223>,<a_223><b_80>,247,24,229,24,0.9271255060728745,1.0,<a_112><b_122><c_30>,<a_112>,<a_112><b_122>,97,25,97,25,1.0,1.0,<a_107><b_1><c_77>,<a_107>,<a_107><b_1>,74,18,74,18,1.0,1.0,<a_58><b_150><c_81>,<a_58>,<a_58><b_150>,64,14,57,14,0.890625,1.0
r650_hotspot,326,J-B Weld 8276 KwikWeld Quick Setting Steel Reinforced Epoxy - 2 oz.,adhesive_epoxy,3,0.6666666666666666,<a_165><b_59><c_20>,<a_165>,<a_165><b_59>,72,4,59,4,0.8194444444444444,1.0,<a_135><b_25><c_215>,<a_135>,<a_135><b_25>,26,4,15,4,0.5769230769230769,1.0,<a_125><b_107><c_25>,<a_125>,<a_125><b_107>,29,3,23,3,0.7931034482758621,1.0,<a_0><b_171><c_187>,<a_0>,<a_0><b_171>,17,4,15,4,0.8823529411764706,1.0
r650_hotspot,2311,"TEMCo 3/4"" Marine Heat Shrink Tube 3:1 Adhesive Glue Lined 4 ft RED",adhesive_epoxy,3,0.6666666666666666,<a_228><b_198><c_249>,<a_228>,<a_228><b_198>,96,6,9,6,0.09375,1.0,<a_83><b_75><c_78>,<a_83>,<a_83><b_75>,56,7,8,7,0.14285714285714285,1.0,<a_47><b_44><c_154>,<a_47>,<a_47><b_44>,21,7,8,7,0.38095238095238093,1.0,<a_118><b_46><c_108>,<a_118>,<a_118><b_46>,34,7,8,7,0.23529411764705882,1.0
r650_hotspot,3546,Inland 1.75mm Orange PLA 3D Printer Filament - 1kg Spool (2.2 lbs),3d_filament,3,0.6666666666666666,<a_158><b_72><c_76>,<a_158>,<a_158><b_72>,109,19,61,19,0.5596330275229358,1.0,<a_33><b_35><c_89>,<a_33>,<a_33><b_35>,33,10,33,10,1.0,1.0,<a_243><b_254><c_19>,<a_243>,<a_243><b_254>,47,16,36,16,0.7659574468085106,1.0,<a_111><b_184><c_113>,<a_111>,<a_111><b_184>,45,15,19,15,0.4222222222222222,1.0
r650_hotspot,125,"Gorilla 6100101 Tape Handy Roll, 1-Pack, Black",tape,5,0.6,<a_202><b_52><c_122>,<a_202>,<a_202><b_52>,117,8,115,8,0.9829059829059829,1.0,<a_246><b_72><c_138>,<a_246>,<a_246><b_72>,9,1,9,1,1.0,1.0,<a_89><b_28><c_88>,<a_89>,<a_89><b_28>,39,2,24,2,0.6153846153846154,1.0,<a_21><b_206><c_123>,<a_21>,<a_21><b_206>,24,1,16,1,0.6666666666666666,1.0
r650_hotspot,3453,"3D Solutech Real Gold 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3d_filament,12,0.5,<a_223><b_80><c_91>,<a_223>,<a_223><b_80>,247,24,229,24,0.9271255060728745,1.0,<a_112><b_122><c_5>,<a_112>,<a_112><b_122>,97,25,97,25,1.0,1.0,<a_107><b_1><c_32>,<a_107>,<a_107><b_1>,74,18,74,18,1.0,1.0,<a_58><b_150><c_107>,<a_58>,<a_58><b_150>,64,14,57,14,0.890625,1.0
r650_hotspot,970,Wixey WR25 Mini Digital Height Gauge,gauge_meter,5,0.4,<a_104><b_25><c_13>,<a_104>,<a_104><b_25>,60,1,38,1,0.6333333333333333,1.0,<a_228><b_248><c_122>,<a_228>,<a_228><b_248>,13,3,8,3,0.6153846153846154,1.0,<a_170><b_63><c_215>,<a_170>,<a_170><b_63>,17,3,10,3,0.5882352941176471,1.0,<a_128><b_191><c_47>,<a_128>,<a_128><b_191>,15,1,12,1,0.8,1.0
r650_hotspot,675,J-B Weld 8265S Original Cold-Weld Steel Reinforced Epoxy - 2 oz.,adhesive_epoxy,5,0.3999999999999999,<a_165><b_59><c_69>,<a_165>,<a_165><b_59>,72,4,59,4,0.8194444444444444,1.0,<a_135><b_25><c_11>,<a_135>,<a_135><b_25>,26,4,15,4,0.5769230769230769,1.0,<a_125><b_107><c_5>,<a_125>,<a_125><b_107>,29,3,23,3,0.7931034482758621,1.0,<a_0><b_64><c_42>,<a_0>,<a_0><b_64>,17,3,15,3,0.8823529411764706,1.0
r650_hotspot,1035,"Anderson Metals Brass Pipe Fitting, 90 Degree Barstock Street Elbow, 3/8"" Male Pipe x 3/8"" Female Pipe",connector_fitting,3,0.3333333333333333,<a_108><b_1><c_46>,<a_108>,<a_108><b_1>,143,8,87,8,0.6083916083916084,1.0,<a_122><b_229><c_106>,<a_122>,<a_122><b_229>,31,1,31,1,1.0,1.0,<a_128><b_30><c_208>,<a_128>,<a_128><b_30>,22,3,22,3,1.0,1.0,<a_239><b_237><c_209>,<a_239>,<a_239><b_237>,56,2,54,2,0.9642857142857143,1.0
r650_hotspot,1285,"Anderson Metals Brass Pipe Fitting, Coupling, 1/2"" x 1/2"" Female Pipe",connector_fitting,3,0.3333333333333333,<a_108><b_244><c_167>,<a_108>,<a_108><b_244>,143,4,87,4,0.6083916083916084,1.0,<a_122><b_39><c_61>,<a_122>,<a_122><b_39>,31,1,31,1,1.0,1.0,<a_128><b_25><c_55>,<a_128>,<a_128><b_25>,22,1,22,1,1.0,1.0,<a_239><b_2><c_190>,<a_239>,<a_239><b_2>,56,1,54,1,0.9642857142857143,1.0
r650_hotspot,467,"3M Utility Duct Tape 2929 Silver, 1.88 in x 50 yd 5.8 mils (Pack of 1)",tape,3,0.3333333333333333,<a_202><b_160><c_184>,<a_202>,<a_202><b_160>,117,7,115,7,0.9829059829059829,1.0,<a_177><b_162><c_184>,<a_177>,<a_177><b_162>,34,3,34,3,1.0,1.0,<a_66><b_237><c_6>,<a_66>,<a_66><b_237>,31,2,31,2,1.0,1.0,<a_137><b_150><c_188>,<a_137>,<a_137><b_150>,23,1,23,1,1.0,1.0
r650_hotspot,333,DEWALT DW4930 4-Inch by 5/8-Inch-11 Full Cable Twist Wire Wheel/Carbon Steel .020-Inch,other,3,0.3333333333333333,<a_193><b_58><c_166>,<a_193>,<a_193><b_58>,133,2,118,2,0.8872180451127819,1.0,<a_53><b_247><c_106>,<a_53>,<a_53><b_247>,16,1,15,1,0.9375,1.0,<a_142><b_6><c_24>,<a_142>,<a_142><b_6>,13,1,12,1,0.9230769230769231,1.0,<a_106><b_162><c_149>,<a_106>,<a_106><b_162>,26,1,16,1,0.6153846153846154,1.0
r650_hotspot,353,"Scotch Aluminum Foil Tape 3311 Silver, 2 in x 10 yd 3.6 mil (Pack of 1)",tape,3,0.3333333333333333,<a_202><b_10><c_78>,<a_202>,<a_202><b_10>,117,4,115,4,0.9829059829059829,1.0,<a_223><b_32><c_122>,<a_223>,<a_223><b_32>,22,3,20,2,0.9090909090909091,0.6666666666666666,<a_57><b_37><c_101>,<a_57>,<a_57><b_37>,21,2,20,2,0.9523809523809523,1.0,<a_89><b_98><c_133>,<a_89>,<a_89><b_98>,16,2,16,2,1.0,1.0
r650_hotspot,51,HATCHBOX 1 Spool 3D Printer Filament Tabletop Wall Mount Rack,3d_filament,7,0.2857142857142857,<a_223><b_29><c_58>,<a_223>,<a_223><b_29>,247,3,229,3,0.9271255060728745,1.0,<a_187><b_234><c_7>,<a_187>,<a_187><b_234>,19,3,17,3,0.8947368421052632,1.0,<a_240><b_214><c_58>,<a_240>,<a_240><b_214>,25,3,24,3,0.96,1.0,<a_177><b_77><c_131>,<a_177>,<a_177><b_77>,23,3,3,3,0.13043478260869565,1.0
r650_hotspot,3112,"3D Solutech Real Black 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175RBLK",3d_filament,32,0.25,<a_223><b_80><c_3>,<a_223>,<a_223><b_80>,247,24,229,24,0.9271255060728745,1.0,<a_112><b_122><c_191>,<a_112>,<a_112><b_122>,97,25,97,25,1.0,1.0,<a_107><b_131><c_184>,<a_107>,<a_107><b_131>,74,3,74,3,1.0,1.0,<a_58><b_228><c_169>,<a_58>,<a_58><b_228>,64,3,57,3,0.890625,1.0
r650_hotspot,57,"Gorilla 2 Part Epoxy, 5 Minute Set, .85 ounce Syringe, Clear",adhesive_epoxy,16,0.25,<a_165><b_247><c_68>,<a_165>,<a_165><b_247>,72,1,59,1,0.8194444444444444,1.0,<a_107><b_32><c_247>,<a_107>,<a_107><b_32>,21,1,15,1,0.7142857142857143,1.0,<a_195><b_82><c_0>,<a_195>,<a_195><b_82>,25,1,12,1,0.48,1.0,<a_223><b_24><c_188>,<a_223>,<a_223><b_24>,21,1,1,1,0.047619047619047616,1.0
r650_hotspot,1554,Inland 1.75mm Peak Green PLA 3D Printer Filament - 1kg Spool (2.2 lbs),3d_filament,8,0.25,<a_158><b_72><c_243>,<a_158>,<a_158><b_72>,109,19,61,19,0.5596330275229358,1.0,<a_33><b_35><c_171>,<a_33>,<a_33><b_35>,33,10,33,10,1.0,1.0,<a_243><b_254><c_62>,<a_243>,<a_243><b_254>,47,16,36,16,0.7659574468085106,1.0,<a_111><b_184><c_108>,<a_111>,<a_111><b_184>,45,15,19,15,0.4222222222222222,1.0
r650_hotspot,1553,Inland 1.75mm Red PLA 3D Printer Filament - 1kg Spool (2.2 lbs),3d_filament,8,0.25,<a_158><b_72><c_191>,<a_158>,<a_158><b_72>,109,19,61,19,0.5596330275229358,1.0,<a_33><b_35><c_27>,<a_33>,<a_33><b_35>,33,10,33,10,1.0,1.0,<a_243><b_254><c_116>,<a_243>,<a_243><b_254>,47,16,36,16,0.7659574468085106,1.0,<a_111><b_184><c_97>,<a_111>,<a_111><b_184>,45,15,19,15,0.4222222222222222,1.0
r650_hotspot,1098,J-B Weld 50112 ClearWeld Quick-Setting Epoxy Syringe - Dries Clear - 25 ml,adhesive_epoxy,4,0.25,<a_165><b_159><c_154>,<a_165>,<a_165><b_159>,72,1,59,1,0.8194444444444444,1.0,<a_135><b_7><c_254>,<a_135>,<a_135><b_7>,26,2,15,2,0.5769230769230769,1.0,<a_125><b_145><c_85>,<a_125>,<a_125><b_145>,29,2,23,2,0.7931034482758621,1.0,<a_0><b_141><c_8>,<a_0>,<a_0><b_141>,17,1,15,1,0.8823529411764706,1.0
r650_hotspot,2106,"Noga NG8150 Heavy Duty Deburr Tool, with 10 S10 blades",other,4,0.25,<a_193><b_113><c_174>,<a_193>,<a_193><b_113>,133,5,118,5,0.8872180451127819,1.0,<a_88><b_119><c_168>,<a_88>,<a_88><b_119>,23,1,21,1,0.9130434782608695,1.0,<a_226><b_136><c_24>,<a_226>,<a_226><b_136>,10,1,9,1,0.9,1.0,<a_29><b_134><c_205>,<a_29>,<a_29><b_134>,11,2,11,2,1.0,1.0
r650_hotspot,3312,"TEMCo 3/4"" Marine Heat Shrink Tube 3:1 Adhesive Glue Lined 4 ft BLACK",adhesive_epoxy,4,0.25,<a_228><b_198><c_25>,<a_228>,<a_228><b_198>,96,6,9,6,0.09375,1.0,<a_83><b_75><c_159>,<a_83>,<a_83><b_75>,56,7,8,7,0.14285714285714285,1.0,<a_47><b_44><c_150>,<a_47>,<a_47><b_44>,21,7,8,7,0.38095238095238093,1.0,<a_118><b_46><c_146>,<a_118>,<a_118><b_46>,34,7,8,7,0.23529411764705882,1.0
r650_hotspot,1184,"Keeper Foot x 2 Inch 02612 6' x 2"" Lift Sling",other,4,0.25,<a_71><b_93><c_169>,<a_71>,<a_71><b_93>,118,3,98,3,0.8305084745762712,1.0,<a_37><b_37><c_66>,<a_37>,<a_37><b_37>,16,1,15,1,0.9375,1.0,<a_105><b_75><c_6>,<a_105>,<a_105><b_75>,17,3,17,3,1.0,1.0,<a_186><b_73><c_143>,<a_186>,<a_186><b_73>,20,2,18,2,0.9,1.0
r650_hotspot,1695,"HATCHBOX ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Red",3d_filament,4,0.25,<a_223><b_121><c_15>,<a_223>,<a_223><b_121>,247,1,229,1,0.9271255060728745,1.0,<a_45><b_39><c_70>,<a_45>,<a_45><b_39>,19,2,18,2,0.9473684210526315,1.0,<a_215><b_97><c_208>,<a_215>,<a_215><b_97>,50,1,49,1,0.98,1.0,<a_238><b_133><c_90>,<a_238>,<a_238><b_133>,45,1,44,1,0.9777777777777777,1.0
r650_hotspot,2714,NinjaFlex TPU 3D Printing Filament - 1.75mm .50kg - SAPPHIRE,3d_filament,4,0.25,<a_223><b_242><c_216>,<a_223>,<a_223><b_242>,247,3,229,3,0.9271255060728745,1.0,<a_211><b_214><c_5>,<a_211>,<a_211><b_214>,38,2,38,2,1.0,1.0,<a_252><b_86><c_7>,<a_252>,<a_252><b_86>,22,2,12,2,0.5454545454545454,1.0,<a_90><b_105><c_60>,<a_90>,<a_90><b_105>,59,2,59,2,1.0,1.0
r650_hotspot,975,"X-Treme Tape TPE-XZLB Silicone Rubber Self Fusing Tape, 1"" x 10', Triangular, Black",tape,4,0.25,<a_202><b_198><c_77>,<a_202>,<a_202><b_198>,117,10,115,10,0.9829059829059829,1.0,<a_177><b_238><c_218>,<a_177>,<a_177><b_238>,34,10,34,10,1.0,1.0,<a_89><b_88><c_62>,<a_89>,<a_89><b_88>,39,10,24,10,0.6153846153846154,1.0,<a_175><b_131><c_66>,<a_175>,<a_175><b_131>,34,10,33,10,0.9705882352941176,1.0
r650_hotspot,3469,"3D Solutech Real Pink 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3d_filament,4,0.25,<a_223><b_80><c_9>,<a_223>,<a_223><b_80>,247,24,229,24,0.9271255060728745,1.0,<a_112><b_122><c_65>,<a_112>,<a_112><b_122>,97,25,97,25,1.0,1.0,<a_107><b_1><c_104>,<a_107>,<a_107><b_1>,74,18,74,18,1.0,1.0,<a_58><b_68><c_8>,<a_58>,<a_58><b_68>,64,9,57,8,0.890625,0.8888888888888888
r650_hotspot,979,"Anderson Metals Brass Threaded Pipe Fitting, Hex Bushing, 3/4"" Male x 1/2"" Female",connector_fitting,4,0.25,<a_108><b_133><c_0>,<a_108>,<a_108><b_133>,143,3,87,3,0.6083916083916084,1.0,<a_122><b_137><c_109>,<a_122>,<a_122><b_137>,31,3,31,3,1.0,1.0,<a_128><b_21><c_177>,<a_128>,<a_128><b_21>,22,1,22,1,1.0,1.0,<a_239><b_150><c_78>,<a_239>,<a_239><b_150>,56,1,54,1,0.9642857142857143,1.0
r650_hotspot,40,"Forney 20859 Cutting Fluid, Industrial Pro Tap Magic, 1-Gallon",other,17,0.2352941176470588,<a_173><b_93><c_124>,<a_173>,<a_173><b_93>,64,2,59,2,0.921875,1.0,<a_114><b_112><c_29>,<a_114>,<a_114><b_112>,12,1,12,1,1.0,1.0,<a_193><b_104><c_254>,<a_193>,<a_193><b_104>,12,1,11,1,0.9166666666666666,1.0,<a_88><b_103><c_194>,<a_88>,<a_88><b_103>,16,2,14,2,0.875,1.0
r650_hotspot,172,"Gorilla Super Glue Gel, 15 Gram, Clear",adhesive_epoxy,5,0.2,<a_165><b_52><c_74>,<a_165>,<a_165><b_52>,72,2,59,2,0.8194444444444444,1.0,<a_65><b_81><c_238>,<a_65>,<a_65><b_81>,18,1,17,1,0.9444444444444444,1.0,<a_24><b_166><c_11>,<a_24>,<a_24><b_166>,14,2,13,2,0.9285714285714286,1.0,<a_13><b_109><c_11>,<a_13>,<a_13><b_109>,16,2,15,2,0.9375,1.0
r650_hotspot,406,"Hillman 830502 Flat Washer, Stainless-Steel",other,5,0.2,<a_224><b_209><c_0>,<a_224>,<a_224><b_209>,191,10,59,7,0.3089005235602094,0.7,<a_105><b_142><c_23>,<a_105>,<a_105><b_142>,36,3,13,3,0.3611111111111111,1.0,<a_44><b_127><c_25>,<a_44>,<a_44><b_127>,22,1,11,1,0.5,1.0,<a_41><b_44><c_34>,<a_41>,<a_41><b_44>,35,2,16,1,0.45714285714285713,0.5
r650_hotspot,1435,"Rigol DS1054Z Digital Oscilloscopes - Bandwidth: 50 Mhz, Channels: 4",other,5,0.2,<a_36><b_186><c_16>,<a_36>,<a_36><b_186>,54,3,32,3,0.5925925925925926,1.0,<a_77><b_254><c_79>,<a_77>,<a_77><b_254>,14,1,13,1,0.9285714285714286,1.0,<a_227><b_152><c_170>,<a_227>,<a_227><b_152>,24,1,22,1,0.9166666666666666,1.0,<a_154><b_16><c_183>,<a_154>,<a_154><b_16>,19,1,19,1,1.0,1.0
r650_hotspot,3114,Inland 1.75mm Purple PLA 3D Printer Filament - 1kg Spool (2.2 lbs),3d_filament,5,0.1999999999999999,<a_158><b_72><c_213>,<a_158>,<a_158><b_72>,109,19,61,19,0.5596330275229358,1.0,<a_33><b_35><c_247>,<a_33>,<a_33><b_35>,33,10,33,10,1.0,1.0,<a_243><b_254><c_211>,<a_243>,<a_243><b_254>,47,16,36,16,0.7659574468085106,1.0,<a_111><b_184><c_193>,<a_111>,<a_111><b_184>,45,15,19,15,0.4222222222222222,1.0
r650_hotspot,2734,Inland 1.75mm White PLA 3D Printer Filament - 1kg Spool (2.2 lbs),3d_filament,21,0.1904761904761904,<a_158><b_72><c_232>,<a_158>,<a_158><b_72>,109,19,61,19,0.5596330275229358,1.0,<a_33><b_35><c_116>,<a_33>,<a_33><b_35>,33,10,33,10,1.0,1.0,<a_243><b_254><c_71>,<a_243>,<a_243><b_254>,47,16,36,16,0.7659574468085106,1.0,<a_111><b_184><c_226>,<a_111>,<a_111><b_184>,45,15,19,15,0.4222222222222222,1.0
r650_hotspot,176,URBEST 530 Pcs 2:1 Heat Shrink Tubing Tube Sleeving Wrap Cable Wire 5 Color 8 Size,other,11,0.1818181818181818,<a_17><b_80><c_8>,<a_17>,<a_17><b_80>,99,1,59,1,0.5959595959595959,1.0,<a_250><b_21><c_4>,<a_250>,<a_250><b_21>,18,5,8,4,0.4444444444444444,0.8,<a_243><b_172><c_226>,<a_243>,<a_243><b_172>,47,4,8,4,0.1702127659574468,1.0,<a_210><b_251><c_4>,<a_210>,<a_210><b_251>,32,3,20,2,0.625,0.6666666666666666
r650_hotspot,563,Foreasy 3D Printer Tool 3D Print Removal Tool Enhanced Version Set of 2,3d_filament,6,0.1666666666666666,<a_223><b_59><c_60>,<a_223>,<a_223><b_59>,247,3,229,2,0.9271255060728745,0.6666666666666666,<a_204><b_38><c_221>,<a_204>,<a_204><b_38>,19,1,5,1,0.2631578947368421,1.0,<a_145><b_223><c_13>,<a_145>,<a_145><b_223>,17,2,8,2,0.47058823529411764,1.0,<a_174><b_168><c_4>,<a_174>,<a_174><b_168>,18,2,11,2,0.6111111111111112,1.0
r650_hotspot,2544,"SainSmart Clear Flexible TPU 3D Printing Filament, 1.75 mm, 0.8 kg, Dimensional Accuracy +/- 0.05 mm",3d_filament,8,0.125,<a_223><b_86><c_176>,<a_223>,<a_223><b_86>,247,1,229,1,0.9271255060728745,1.0,<a_211><b_147><c_178>,<a_211>,<a_211><b_147>,38,1,38,1,1.0,1.0,<a_240><b_53><c_79>,<a_240>,<a_240><b_53>,25,1,24,1,0.96,1.0,<a_90><b_105><c_83>,<a_90>,<a_90><b_105>,59,2,59,2,1.0,1.0
r650_hotspot,1255,"SE 82331TF 30-Piece Set of Titanium-Coated Diamond Burrs, Grits 120-150",other,8,0.125,<a_193><b_203><c_191>,<a_193>,<a_193><b_203>,133,1,118,1,0.8872180451127819,1.0,<a_48><b_109><c_238>,<a_48>,<a_48><b_109>,18,2,18,2,1.0,1.0,<a_159><b_242><c_233>,<a_159>,<a_159><b_242>,14,1,13,1,0.9285714285714286,1.0,<a_34><b_5><c_246>,<a_34>,<a_34><b_5>,14,1,13,1,0.9285714285714286,1.0
r650_hotspot,3557,3D Solutech Chocolate Brown 3D Printer PLA Filament 1.75MM Filament 2.2 LBS (1.0KG),3d_filament,8,0.125,<a_223><b_80><c_0>,<a_223>,<a_223><b_80>,247,24,229,24,0.9271255060728745,1.0,<a_112><b_122><c_11>,<a_112>,<a_112><b_122>,97,25,97,25,1.0,1.0,<a_107><b_223><c_187>,<a_107>,<a_107><b_223>,74,6,74,6,1.0,1.0,<a_58><b_68><c_181>,<a_58>,<a_58><b_68>,64,9,57,8,0.890625,0.8888888888888888
r650_hotspot,84,Neiko 01409A Electronic Digital Caliper with Extra Large LCD Screen | 0 - 12 Inches | Inch/Fractions/Millimeter Conversion,gauge_meter,18,0.1111111111111111,<a_104><b_186><c_66>,<a_104>,<a_104><b_186>,60,2,38,2,0.6333333333333333,1.0,<a_198><b_187><c_97>,<a_198>,<a_198><b_187>,19,1,19,1,1.0,1.0,<a_93><b_81><c_215>,<a_93>,<a_93><b_81>,20,1,15,1,0.75,1.0,<a_217><b_60><c_132>,<a_217>,<a_217><b_60>,27,2,20,2,0.7407407407407407,1.0
r650_hotspot,821,"Apera Instruments AI209 PH20 Value Waterproof pH Pocket Tester, &plusmn;0.1 pH Accuracy, 0-14.0 pH Range, Complete Kit",other,10,0.1,<a_107><b_231><c_0>,<a_107>,<a_107><b_231>,66,2,23,2,0.3484848484848485,1.0,<a_232><b_20><c_228>,<a_232>,<a_232><b_20>,10,1,5,1,0.5,1.0,<a_58><b_162><c_2>,<a_58>,<a_58><b_162>,11,2,4,2,0.36363636363636365,1.0,<a_115><b_76><c_35>,<a_115>,<a_115><b_76>,22,5,12,3,0.5454545454545454,0.6
r650_hotspot,2697,"3D Solutech Real White 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3d_filament,30,0.0999999999999999,<a_223><b_80><c_159>,<a_223>,<a_223><b_80>,247,24,229,24,0.9271255060728745,1.0,<a_112><b_122><c_79>,<a_112>,<a_112><b_122>,97,25,97,25,1.0,1.0,<a_107><b_1><c_198>,<a_107>,<a_107><b_1>,74,18,74,18,1.0,1.0,<a_58><b_150><c_191>,<a_58>,<a_58><b_150>,64,14,57,14,0.890625,1.0
r650_hotspot,266,"iGaging ABSOLUTE ORIGIN 0-6"" Digital Electronic Caliper - IP54 Protection/Extreme Accuracy",gauge_meter,11,0.0909090909090909,<a_104><b_60><c_152>,<a_104>,<a_104><b_60>,60,1,38,1,0.6333333333333333,1.0,<a_198><b_16><c_136>,<a_198>,<a_198><b_16>,19,2,19,2,1.0,1.0,<a_93><b_201><c_1>,<a_93>,<a_93><b_201>,20,1,15,1,0.75,1.0,<a_217><b_148><c_80>,<a_217>,<a_217><b_148>,27,2,20,2,0.7407407407407407,1.0
r650_hotspot,159,"Etekcity Lasergrip 774 Non-contact Digital Laser Infrared Thermometer Temperature Gun -58~ 716 (-50 ~ 380), Yellow and Black",gauge_meter,14,0.0714285714285714,<a_107><b_90><c_68>,<a_107>,<a_107><b_90>,66,2,38,2,0.5757575757575758,1.0,<a_209><b_166><c_114>,<a_209>,<a_209><b_166>,28,3,13,3,0.4642857142857143,1.0,<a_65><b_251><c_155>,<a_65>,<a_65><b_251>,16,1,13,1,0.8125,1.0,<a_92><b_246><c_173>,<a_92>,<a_92><b_246>,18,3,15,3,0.8333333333333334,1.0
r650_hotspot,2161,"3D Solutech Natural Clear 1.75mm 3D Printer PLA Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3d_filament,19,0.0526315789473684,<a_223><b_80><c_140>,<a_223>,<a_223><b_80>,247,24,229,24,0.9271255060728745,1.0,<a_112><b_122><c_3>,<a_112>,<a_112><b_122>,97,25,97,25,1.0,1.0,<a_107><b_1><c_0>,<a_107>,<a_107><b_1>,74,18,74,18,1.0,1.0,<a_58><b_150><c_4>,<a_58>,<a_58><b_150>,64,14,57,14,0.890625,1.0
r650_hotspot,2058,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Gray",3d_filament,25,0.04,<a_223><b_198><c_34>,<a_223>,<a_223><b_198>,247,47,229,47,0.9271255060728745,1.0,<a_112><b_65><c_98>,<a_112>,<a_112><b_65>,97,23,97,23,1.0,1.0,<a_18><b_11><c_177>,<a_18>,<a_18><b_11>,60,22,60,22,1.0,1.0,<a_58><b_109><c_205>,<a_58>,<a_58><b_109>,64,22,57,22,0.890625,1.0
