source,item_id,title,family,eval_count,delta_hit10_rate,orig_hit10_rate,r650_hit10_rate,orig_sid,orig_l1,orig_l2,orig_l1_bucket_size,orig_l2_bucket_size,orig_l1_same_family_count,orig_l2_same_family_count,orig_l1_family_purity,orig_l2_family_purity,v2_sid,v2_l1,v2_l2,v2_l1_bucket_size,v2_l2_bucket_size,v2_l1_same_family_count,v2_l2_same_family_count,v2_l1_family_purity,v2_l2_family_purity,r650_sid,r650_l1,r650_l2,r650_l1_bucket_size,r650_l2_bucket_size,r650_l1_same_family_count,r650_l2_same_family_count,r650_l1_family_purity,r650_l2_family_purity,r660_sid,r660_l1,r660_l2,r660_l1_bucket_size,r660_l2_bucket_size,r660_l1_same_family_count,r660_l2_same_family_count,r660_l1_family_purity,r660_l2_family_purity
r650_regression,1699,Install Bay 3MBTT 3M T-Tap Connector 18/14 Gauge - 100 Pack (Blue),connector_fitting,1,-1.0,1.0,0.0,<a_23><b_3><c_183>,<a_23>,<a_23><b_3>,50,1,9,1,0.18,1.0,<a_24><b_222><c_167>,<a_24>,<a_24><b_222>,29,1,27,1,0.9310344827586207,1.0,<a_17><b_33><c_201>,<a_17>,<a_17><b_33>,32,1,30,1,0.9375,1.0,<a_105><b_29><c_115>,<a_105>,<a_105><b_29>,22,1,16,1,0.7272727272727273,1.0
r650_regression,1801,"Loos Cableware MS20664C2 Stainless Steel Single Shank Ball for 1/16"" Diameter Wire Rope",gauge_meter,1,-1.0,1.0,0.0,<a_71><b_251><c_254>,<a_71>,<a_71><b_251>,118,2,3,1,0.025423728813559324,0.5,<a_248><b_125><c_68>,<a_248>,<a_248><b_125>,21,1,6,1,0.2857142857142857,1.0,<a_198><b_9><c_167>,<a_198>,<a_198><b_9>,7,1,1,1,0.14285714285714285,1.0,<a_98><b_234><c_43>,<a_98>,<a_98><b_234>,20,1,10,1,0.5,1.0
r650_regression,1870,"iGaging 100-D68 Caliper Depth Base T-Bar Attachment for Dial/Digital/Vernier Calipers, 4"", 6"", 8"", 12",gauge_meter,1,-1.0,1.0,0.0,<a_104><b_7><c_204>,<a_104>,<a_104><b_7>,60,1,38,1,0.6333333333333333,1.0,<a_198><b_180><c_72>,<a_198>,<a_198><b_180>,19,1,19,1,1.0,1.0,<a_170><b_120><c_16>,<a_170>,<a_170><b_120>,17,1,10,1,0.5882352941176471,1.0,<a_217><b_30><c_66>,<a_217>,<a_217><b_30>,27,1,20,1,0.7407407407407407,1.0
r650_regression,1881,Phantom YoYo 170 Points Mini Breadboard for Arduino Proto Shield (6 PCS),other,1,-1.0,1.0,0.0,<a_73><b_108><c_83>,<a_73>,<a_73><b_108>,114,3,81,2,0.7105263157894737,0.6666666666666666,<a_222><b_2><c_41>,<a_222>,<a_222><b_2>,21,1,18,1,0.8571428571428571,1.0,<a_141><b_179><c_1>,<a_141>,<a_141><b_179>,17,2,15,2,0.8823529411764706,1.0,<a_21><b_19><c_134>,<a_21>,<a_21><b_19>,24,1,3,1,0.125,1.0
r650_regression,2301,"Anderson Metals Brass Tube Fitting, Short Flare Nut, 3/8"" Tube OD",connector_fitting,1,-1.0,1.0,0.0,<a_108><b_58><c_1>,<a_108>,<a_108><b_58>,143,3,87,3,0.6083916083916084,1.0,<a_122><b_111><c_0>,<a_122>,<a_122><b_111>,31,2,31,2,1.0,1.0,<a_128><b_221><c_209>,<a_128>,<a_128><b_221>,22,1,22,1,1.0,1.0,<a_239><b_44><c_20>,<a_239>,<a_239><b_44>,56,5,54,5,0.9642857142857143,1.0
r650_regression,2564,20 Pieces LM386N-1 LM386N LM386 Low Voltage Audio Power Amplifier,other,1,-1.0,1.0,0.0,<a_30><b_127><c_195>,<a_30>,<a_30><b_127>,68,3,64,3,0.9411764705882353,1.0,<a_186><b_61><c_124>,<a_186>,<a_186><b_61>,14,1,11,1,0.7857142857142857,1.0,<a_90><b_239><c_196>,<a_90>,<a_90><b_239>,9,1,9,1,1.0,1.0,<a_170><b_49><c_236>,<a_170>,<a_170><b_49>,22,1,19,1,0.8636363636363636,1.0
r650_regression,2586,10 Assorted Kelly Locking Hemostat Forceps 5.5,other,1,-1.0,1.0,0.0,<a_42><b_143><c_169>,<a_42>,<a_42><b_143>,100,1,48,1,0.48,1.0,<a_178><b_64><c_50>,<a_178>,<a_178><b_64>,23,1,23,1,1.0,1.0,<a_53><b_146><c_55>,<a_53>,<a_53><b_146>,10,1,10,1,1.0,1.0,<a_187><b_235><c_220>,<a_187>,<a_187><b_235>,18,1,16,1,0.8888888888888888,1.0
r650_regression,2745,HM Digital 1000ppm TDS Calibration Solution,other,1,-1.0,1.0,0.0,<a_107><b_135><c_157>,<a_107>,<a_107><b_135>,66,1,23,1,0.3484848484848485,1.0,<a_13><b_202><c_70>,<a_13>,<a_13><b_202>,10,1,4,1,0.4,1.0,<a_228><b_130><c_239>,<a_228>,<a_228><b_130>,14,1,8,1,0.5714285714285714,1.0,<a_115><b_34><c_168>,<a_115>,<a_115><b_34>,22,1,12,1,0.5454545454545454,1.0
r650_regression,2897,Ginsco 110pcs Female Red 22-18 Gauge Nylon Fully-Insulated Quick Disconnects Wiring Spade Wire Connector Crimp Terminal,connector_fitting,1,-1.0,1.0,0.0,<a_67><b_23><c_175>,<a_67>,<a_67><b_23>,119,8,94,8,0.7899159663865546,1.0,<a_24><b_110><c_8>,<a_24>,<a_24><b_110>,29,4,27,4,0.9310344827586207,1.0,<a_191><b_163><c_12>,<a_191>,<a_191><b_163>,29,3,24,3,0.8275862068965517,1.0,<a_63><b_172><c_133>,<a_63>,<a_63><b_172>,30,5,23,5,0.7666666666666667,1.0
r650_regression,285,Z&T Solderless Flexible Breadboard Jumper Wires M/M 100pcs,other,2,-0.5,0.5,0.0,<a_73><b_8><c_168>,<a_73>,<a_73><b_8>,114,2,81,2,0.7105263157894737,1.0,<a_222><b_21><c_237>,<a_222>,<a_222><b_21>,21,1,18,1,0.8571428571428571,1.0,<a_59><b_158><c_29>,<a_59>,<a_59><b_158>,10,1,1,1,0.1,1.0,<a_74><b_95><c_14>,<a_74>,<a_74><b_95>,32,3,26,3,0.8125,1.0
r650_regression,332,DEWALT DW4523 4-1/2-Inch by 1/4-Inch by 5/8-Inch General Purpose Metal Grinding Wheel,other,2,-0.5,0.5,0.0,<a_193><b_67><c_19>,<a_193>,<a_193><b_67>,133,5,118,5,0.8872180451127819,1.0,<a_53><b_208><c_112>,<a_53>,<a_53><b_208>,16,1,15,1,0.9375,1.0,<a_75><b_120><c_24>,<a_75>,<a_75><b_120>,9,1,9,1,1.0,1.0,<a_106><b_183><c_110>,<a_106>,<a_106><b_183>,26,2,16,2,0.6153846153846154,1.0
r650_regression,335,"Dewalt DW8061B5 4 x 0.045 Inch Metal and Stainless Steel Cutting Wheels , 4 Inch by 0.045-Inch",other,2,-0.5,0.5,0.0,<a_193><b_33><c_227>,<a_193>,<a_193><b_33>,133,1,118,1,0.8872180451127819,1.0,<a_53><b_250><c_103>,<a_53>,<a_53><b_250>,16,4,15,4,0.9375,1.0,<a_142><b_44><c_0>,<a_142>,<a_142><b_44>,13,2,12,2,0.9230769230769231,1.0,<a_106><b_141><c_42>,<a_106>,<a_106><b_141>,26,2,16,2,0.6153846153846154,1.0
r650_regression,567,"ProTapes Pro Duct 100 PE-Coated Cloth Economy Duct Tape, 60 yds Length x 2"" Width, Black (Pack of 1)",tape,2,-0.5,0.5,0.0,<a_202><b_62><c_99>,<a_202>,<a_202><b_62>,117,6,115,6,0.9829059829059829,1.0,<a_177><b_32><c_4>,<a_177>,<a_177><b_32>,34,4,34,4,1.0,1.0,<a_66><b_130><c_241>,<a_66>,<a_66><b_130>,31,2,31,2,1.0,1.0,<a_137><b_72><c_183>,<a_137>,<a_137><b_72>,23,4,23,4,1.0,1.0
r650_regression,824,"213C2 Karter Scientific Glass Graduated Cylinder 3 Piece Set 10, 50 & 100ml",other,2,-0.5,0.5,0.0,<a_94><b_75><c_129>,<a_94>,<a_94><b_75>,111,2,94,2,0.8468468468468469,1.0,<a_233><b_3><c_202>,<a_233>,<a_233><b_3>,35,1,33,1,0.9428571428571428,1.0,<a_112><b_129><c_149>,<a_112>,<a_112><b_129>,22,1,22,1,1.0,1.0,<a_108><b_184><c_15>,<a_108>,<a_108><b_184>,24,1,23,1,0.9583333333333334,1.0
r650_regression,1134,FiberFix 10x Tape- 10x Stonger Than Duct Tape- Weight Bearing Untearable Water Resistant Repair Tape,tape,2,-0.5,0.5,0.0,<a_122><b_121><c_22>,<a_122>,<a_122><b_121>,35,1,15,1,0.42857142857142855,1.0,<a_171><b_165><c_110>,<a_171>,<a_171><b_165>,27,2,22,2,0.8148148148148148,1.0,<a_232><b_120><c_133>,<a_232>,<a_232><b_120>,22,1,22,1,1.0,1.0,<a_175><b_158><c_0>,<a_175>,<a_175><b_158>,34,2,33,2,0.9705882352941176,1.0
r650_regression,1182,"Super Lube 51004 Synthetic Oil with PTFE, High Viscosity, 4 oz Bottle",other,2,-0.5,0.5,0.0,<a_173><b_60><c_25>,<a_173>,<a_173><b_60>,64,1,59,1,0.921875,1.0,<a_36><b_46><c_169>,<a_36>,<a_36><b_46>,23,1,18,1,0.782608695652174,1.0,<a_193><b_136><c_223>,<a_193>,<a_193><b_136>,12,1,11,1,0.9166666666666666,1.0,<a_91><b_182><c_36>,<a_91>,<a_91><b_182>,13,1,12,1,0.9230769230769231,1.0
r650_regression,1666,"ATP Vinyl-Flex PVC Food Grade Plastic Tubing, Clear, 1/2"" ID x 5/8"" OD, 100 feet Length",other,2,-0.5,0.5,0.0,<a_228><b_40><c_163>,<a_228>,<a_228><b_40>,96,5,55,5,0.5729166666666666,1.0,<a_179><b_211><c_214>,<a_179>,<a_179><b_211>,30,5,26,5,0.8666666666666667,1.0,<a_180><b_232><c_89>,<a_180>,<a_180><b_232>,26,5,11,5,0.4230769230769231,1.0,<a_35><b_2><c_2>,<a_35>,<a_35><b_2>,31,5,23,5,0.7419354838709677,1.0
r650_regression,1715,Acid Blend - 8 oz.,other,2,-0.5,1.0,0.5,<a_150><b_48><c_173>,<a_150>,<a_150><b_48>,116,4,110,4,0.9482758620689655,1.0,<a_237><b_62><c_221>,<a_237>,<a_237><b_62>,20,2,18,2,0.9,1.0,<a_167><b_47><c_237>,<a_167>,<a_167><b_47>,17,1,15,1,0.8823529411764706,1.0,<a_72><b_192><c_18>,<a_72>,<a_72><b_192>,15,1,13,1,0.8666666666666667,1.0
r650_regression,1768,"Anderson Metals Brass Pipe Fitting, Barstock Street Tee, 1/8"" Female Pipe x 1/8"" Male Pipe x 1/8"" Female Pipe",connector_fitting,2,-0.5,0.5,0.0,<a_108><b_107><c_125>,<a_108>,<a_108><b_107>,143,1,87,1,0.6083916083916084,1.0,<a_122><b_21><c_112>,<a_122>,<a_122><b_21>,31,5,31,5,1.0,1.0,<a_128><b_130><c_105>,<a_128>,<a_128><b_130>,22,1,22,1,1.0,1.0,<a_239><b_31><c_1>,<a_239>,<a_239><b_31>,56,2,54,2,0.9642857142857143,1.0
r650_regression,1887,"Bare Copper Wire, Bright, 12 AWG, 0.08"" Diameter, 50' Length (Pack of 1)",gauge_meter,2,-0.5,0.5,0.0,<a_228><b_85><c_197>,<a_228>,<a_228><b_85>,96,4,17,4,0.17708333333333334,1.0,<a_83><b_200><c_204>,<a_83>,<a_83><b_200>,56,4,15,4,0.26785714285714285,1.0,<a_173><b_172><c_219>,<a_173>,<a_173><b_172>,35,4,25,4,0.7142857142857143,1.0,<a_98><b_144><c_19>,<a_98>,<a_98><b_144>,20,3,10,3,0.5,1.0
r650_regression,2431,Ginsco 110pcs Male Red 22-18 Gauge Nylon Fully-Insulated Quick Disconnects Wiring Spade Wire Connector Crimp Terminal,connector_fitting,2,-0.5,0.5,0.0,<a_67><b_23><c_39>,<a_67>,<a_67><b_23>,119,8,94,8,0.7899159663865546,1.0,<a_24><b_110><c_9>,<a_24>,<a_24><b_110>,29,4,27,4,0.9310344827586207,1.0,<a_191><b_163><c_19>,<a_191>,<a_191><b_163>,29,3,24,3,0.8275862068965517,1.0,<a_63><b_172><c_5>,<a_63>,<a_63><b_172>,30,5,23,5,0.7666666666666667,1.0
r650_regression,2617,Yueton&reg; 100pcs Yellow 12/10-Gauge Economy Nylon Male Fully-Insulated Quick Disconnects Wiring Spade Wire Crimp Terminal,connector_fitting,2,-0.5,0.5,0.0,<a_67><b_23><c_20>,<a_67>,<a_67><b_23>,119,8,94,8,0.7899159663865546,1.0,<a_24><b_79><c_181>,<a_24>,<a_24><b_79>,29,1,27,1,0.9310344827586207,1.0,<a_17><b_200><c_184>,<a_17>,<a_17><b_200>,32,3,30,3,0.9375,1.0,<a_63><b_79><c_0>,<a_63>,<a_63><b_79>,30,2,23,2,0.7666666666666667,1.0
r650_regression,3414,"eSUN 1.75mm White ABS+ 3D Printer filament 1kg Spool (2.2lbs), White",3d_filament,2,-0.5,0.5,0.0,<a_223><b_232><c_186>,<a_223>,<a_223><b_232>,247,1,229,1,0.9271255060728745,1.0,<a_211><b_39><c_6>,<a_211>,<a_211><b_39>,38,7,38,7,1.0,1.0,<a_215><b_185><c_0>,<a_215>,<a_215><b_185>,50,6,49,6,0.98,1.0,<a_238><b_131><c_8>,<a_238>,<a_238><b_131>,45,6,44,6,0.9777777777777777,1.0
r650_regression,3210,Ancor Heat Shrink Ring Terminals,connector_fitting,3,-0.3333333333333333,1.0,0.6666666666666666,<a_67><b_199><c_0>,<a_67>,<a_67><b_199>,119,3,94,3,0.7899159663865546,1.0,<a_83><b_203><c_0>,<a_83>,<a_83><b_203>,56,2,7,2,0.125,1.0,<a_84><b_124><c_0>,<a_84>,<a_84><b_124>,23,2,9,2,0.391304347826087,1.0,<a_118><b_179><c_1>,<a_118>,<a_118><b_179>,34,4,10,4,0.29411764705882354,1.0
r650_regression,3,"Kreg SML-C125-500 1-1/4-Inch #8 Coarse Pocket Hole Screws with Washer-Head, 500-Pack",fastener,3,-0.3333333333333333,0.3333333333333333,0.0,<a_224><b_163><c_184>,<a_224>,<a_224><b_163>,191,7,117,7,0.612565445026178,1.0,<a_87><b_180><c_156>,<a_87>,<a_87><b_180>,37,4,37,4,1.0,1.0,<a_225><b_207><c_5>,<a_225>,<a_225><b_207>,22,3,11,3,0.5,1.0,<a_122><b_8><c_4>,<a_122>,<a_122><b_8>,27,3,27,3,1.0,1.0
r650_regression,339,"Drill America DWT Series Qualtech High-Speed Steel Round Adjustable Threading Die, 1-1/2"" Diameter, 11/16""-18 Size (Pack of 1)",gauge_meter,3,-0.3333333333333333,0.3333333333333333,0.0,<a_224><b_188><c_21>,<a_224>,<a_224><b_188>,191,1,8,1,0.041884816753926704,1.0,<a_160><b_193><c_92>,<a_160>,<a_160><b_193>,18,1,3,1,0.16666666666666666,1.0,<a_122><b_167><c_175>,<a_122>,<a_122><b_167>,22,1,2,1,0.09090909090909091,1.0,<a_38><b_31><c_108>,<a_38>,<a_38><b_31>,20,1,2,1,0.1,1.0
r650_regression,734,"microtivity IL188 5mm Assorted Clear LED w/Resistors (8 Colors, Pack of 80)",other,3,-0.3333333333333333,0.3333333333333333,0.0,<a_73><b_231><c_56>,<a_73>,<a_73><b_231>,114,1,81,1,0.7105263157894737,1.0,<a_170><b_21><c_30>,<a_170>,<a_170><b_21>,34,2,28,2,0.8235294117647058,1.0,<a_56><b_254><c_138>,<a_56>,<a_56><b_254>,23,1,21,1,0.9130434782608695,1.0,<a_172><b_123><c_241>,<a_172>,<a_172><b_123>,27,1,25,1,0.9259259259259259,1.0
r650_regression,1376,"Century Drill and Tool 97205 Plug Hand Pipe Tap, 3/4-14 NPT",other,3,-0.3333333333333333,0.3333333333333333,0.0,<a_224><b_88><c_115>,<a_224>,<a_224><b_88>,191,3,59,3,0.3089005235602094,1.0,<a_160><b_169><c_180>,<a_160>,<a_160><b_169>,18,3,14,3,0.7777777777777778,1.0,<a_122><b_191><c_215>,<a_122>,<a_122><b_191>,22,2,17,2,0.7727272727272727,1.0,<a_38><b_36><c_1>,<a_38>,<a_38><b_36>,20,2,14,2,0.7,1.0
r650_regression,1805,PODOY 20PCS Photoresistor GL5537 5537 LDR Photo Resistors Light-Dependent,other,3,-0.3333333333333333,0.3333333333333333,0.0,<a_73><b_37><c_3>,<a_73>,<a_73><b_37>,114,3,81,3,0.7105263157894737,1.0,<a_157><b_234><c_14>,<a_157>,<a_157><b_234>,8,2,8,2,1.0,1.0,<a_79><b_57><c_18>,<a_79>,<a_79><b_57>,17,2,12,2,0.7058823529411765,1.0,<a_125><b_7><c_44>,<a_125>,<a_125><b_7>,23,2,18,2,0.782608695652174,1.0
r650_regression,2732,PTFE Teflon Bowden Tube for 1.75 Filament (2.0mm ID/4.0mm OD) &ndash; WhiteConnector Tubing for 3D Printer - 1.5 Meters,3d_filament,3,-0.3333333333333333,0.3333333333333333,0.0,<a_223><b_147><c_138>,<a_223>,<a_223><b_147>,247,2,229,2,0.9271255060728745,1.0,<a_250><b_133><c_92>,<a_250>,<a_250><b_133>,18,3,3,3,0.16666666666666666,1.0,<a_252><b_184><c_201>,<a_252>,<a_252><b_184>,22,2,12,2,0.5454545454545454,1.0,<a_164><b_24><c_92>,<a_164>,<a_164><b_24>,29,2,13,2,0.4482758620689655,1.0
r650_regression,2871,"3M 468MP Adhesive Transfer Tape, 4"" width x 5yd length (1 roll)",tape,3,-0.3333333333333333,0.3333333333333333,0.0,<a_202><b_82><c_207>,<a_202>,<a_202><b_82>,117,4,115,4,0.9829059829059829,1.0,<a_201><b_47><c_33>,<a_201>,<a_201><b_47>,13,1,11,1,0.8461538461538461,1.0,<a_15><b_246><c_226>,<a_15>,<a_15><b_246>,18,1,16,1,0.8888888888888888,1.0,<a_201><b_95><c_64>,<a_201>,<a_201><b_95>,19,2,18,2,0.9473684210526315,1.0
r650_regression,225,"Anderson Metals Brass Hose Fitting, Connector, 5/16"" Barb x 3/8"" Male Pipe",connector_fitting,4,-0.25,0.25,0.0,<a_108><b_88><c_41>,<a_108>,<a_108><b_88>,143,3,87,3,0.6083916083916084,1.0,<a_5><b_53><c_61>,<a_5>,<a_5><b_53>,27,3,26,3,0.9629629629629629,1.0,<a_128><b_153><c_84>,<a_128>,<a_128><b_153>,22,2,22,2,1.0,1.0,<a_239><b_173><c_77>,<a_239>,<a_239><b_173>,56,2,54,2,0.9642857142857143,1.0
r650_regression,377,"Gorilla Tape, Black Tough & Wide Duct Tape, 2.88"" x 30 yd, Black, (Pack of 1)",tape,4,-0.25,0.25,0.0,<a_202><b_52><c_132>,<a_202>,<a_202><b_52>,117,8,115,8,0.9829059829059829,1.0,<a_171><b_140><c_211>,<a_171>,<a_171><b_140>,27,5,22,5,0.8148148148148148,1.0,<a_89><b_247><c_3>,<a_89>,<a_89><b_247>,39,4,24,4,0.6153846153846154,1.0,<a_175><b_145><c_129>,<a_175>,<a_175><b_145>,34,5,33,5,0.9705882352941176,1.0
r650_regression,699,"POWERTEC 15501 1/2"" Arbor 60-Grit Silicon Carbide Grinding Wheel, 6"" by 3/4",other,4,-0.25,0.25,0.0,<a_193><b_177><c_173>,<a_193>,<a_193><b_177>,133,3,118,3,0.8872180451127819,1.0,<a_136><b_246><c_246>,<a_136>,<a_136><b_246>,25,2,22,2,0.88,1.0,<a_159><b_121><c_162>,<a_159>,<a_159><b_121>,14,1,13,1,0.9285714285714286,1.0,<a_112><b_14><c_176>,<a_112>,<a_112><b_14>,24,2,21,2,0.875,1.0
