idx,item_id,title,family,eval_count_global,r720b_output_sid,r720b_top1_sid,r720b_hit1,r720b_hit10,r720b_hit50,r720b_top1_item_ids,r720b_top1_titles,orig_align_output_sid,orig_align_top1_sid,orig_align_hit1,orig_align_hit10,orig_align_hit50,orig_align_top1_item_ids,orig_align_top1_titles,orig_best_output_sid,orig_best_top1_sid,orig_best_hit1,orig_best_hit10,orig_best_hit50,orig_best_top1_item_ids,orig_best_top1_titles
971,3112,"3D Solutech Real Black 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175RBLK",3d_filament,32,<a_58><b_78><c_198>,<a_71><b_98><c_88>,0,0,0,2544,"SainSmart Clear Flexible TPU 3D Printing Filament, 1.75 mm, 0.8 kg, Dimensional Accuracy +/- 0.05 mm",<a_223><b_80><c_3>,<a_223><b_86><c_176>,0,0,0,2544,"SainSmart Clear Flexible TPU 3D Printing Filament, 1.75 mm, 0.8 kg, Dimensional Accuracy +/- 0.05 mm",<a_223><b_80><c_3>,<a_223><b_86><c_176>,0,0,0,2544,"SainSmart Clear Flexible TPU 3D Printing Filament, 1.75 mm, 0.8 kg, Dimensional Accuracy +/- 0.05 mm"
972,2544,"SainSmart Clear Flexible TPU 3D Printing Filament, 1.75 mm, 0.8 kg, Dimensional Accuracy +/- 0.05 mm",3d_filament,8,<a_71><b_98><c_88>,<a_58><b_78><c_0>,0,0,1,2909,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS",<a_223><b_86><c_176>,<a_223><b_80><c_84>,0,0,1,2909,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS",<a_223><b_86><c_176>,<a_223><b_80><c_84>,0,0,1,2909,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS"
973,2912,Inland 1.75mm Black PLA 3D Printer Filament - 1kg Spool (2.2 lbs),3d_filament,31,<a_237><b_122><c_37>,<a_71><b_98><c_88>,0,0,0,2544,"SainSmart Clear Flexible TPU 3D Printing Filament, 1.75 mm, 0.8 kg, Dimensional Accuracy +/- 0.05 mm",<a_158><b_72><c_141>,<a_223><b_80><c_84>,0,0,0,2909,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS",<a_158><b_72><c_141>,<a_223><b_86><c_176>,0,0,1,2544,"SainSmart Clear Flexible TPU 3D Printing Filament, 1.75 mm, 0.8 kg, Dimensional Accuracy +/- 0.05 mm"
974,2734,Inland 1.75mm White PLA 3D Printer Filament - 1kg Spool (2.2 lbs),3d_filament,21,<a_237><b_122><c_136>,<a_71><b_98><c_88>,0,0,1,2544,"SainSmart Clear Flexible TPU 3D Printing Filament, 1.75 mm, 0.8 kg, Dimensional Accuracy +/- 0.05 mm",<a_158><b_72><c_232>,<a_158><b_72><c_88>,0,1,1,2979,Inland 1.75mm Gray PLA 3D Printer Filament - 1kg Spool (2.2 lbs),<a_158><b_72><c_232>,<a_158><b_72><c_88>,0,1,1,2979,Inland 1.75mm Gray PLA 3D Printer Filament - 1kg Spool (2.2 lbs)
975,2979,Inland 1.75mm Gray PLA 3D Printer Filament - 1kg Spool (2.2 lbs),3d_filament,6,<a_237><b_122><c_170>,<a_71><b_98><c_88>,0,1,1,2544,"SainSmart Clear Flexible TPU 3D Printing Filament, 1.75 mm, 0.8 kg, Dimensional Accuracy +/- 0.05 mm",<a_158><b_72><c_88>,<a_158><b_72><c_88>,1,1,1,2979,Inland 1.75mm Gray PLA 3D Printer Filament - 1kg Spool (2.2 lbs),<a_158><b_72><c_88>,<a_158><b_72><c_88>,1,1,1,2979,Inland 1.75mm Gray PLA 3D Printer Filament - 1kg Spool (2.2 lbs)
976,1265,"Gardner Bender 10-104 100PK Ring Terminal, 100 Pack, Blue",connector_fitting,1,<a_186><b_0><c_0>,<a_131><b_6><c_0>,0,0,0,181|182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator | AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_67><b_49><c_7>,<a_107><b_90><c_68>,0,0,0,159,"Etekcity Lasergrip 774 Non-contact Digital Laser Infrared Thermometer Temperature Gun -58~ 716 (-50 ~ 380), Yellow and Black",<a_67><b_49><c_7>,<a_211><b_92><c_43>,0,0,0,2026,9M Antenna RP-SMA Extension Cable for Wi-Fi Wi Fi Router
977,417,American Terminal E-FFB250N-100 16/14-Gauge Economy Nylon Fully-Insulated Female Quick Disconnects,connector_fitting,1,<a_247><b_121><c_3>,<a_186><b_0><c_1>,0,1,1,593,"Gardner Bender 10-106 50PK Ring Terminal, Yellow",<a_67><b_56><c_2>,<a_67><b_49><c_7>,0,0,1,1265,"Gardner Bender 10-104 100PK Ring Terminal, 100 Pack, Blue",<a_67><b_56><c_2>,<a_67><b_49><c_7>,0,1,1,1265,"Gardner Bender 10-104 100PK Ring Terminal, 100 Pack, Blue"
978,1455,Absolute USA MQD1614B 16/14 Gauge Nylon Fully Insulated Male Quick Disconnects (Blue),gauge_meter,1,<a_247><b_42><c_139>,<a_247><b_121><c_9>,0,0,0,418,American Terminal E-FMB250N-100 16/14-Gauge Economy Nylon Fully-Insulated Male Quick Disconnects,<a_23><b_202><c_201>,<a_67><b_56><c_0>,0,0,0,418,American Terminal E-FMB250N-100 16/14-Gauge Economy Nylon Fully-Insulated Male Quick Disconnects,<a_23><b_202><c_201>,<a_67><b_56><c_2>,0,0,0,417,American Terminal E-FFB250N-100 16/14-Gauge Economy Nylon Fully-Insulated Female Quick Disconnects
979,2018,"TP-LINKTL-ANT24EC5S 5m/16ft Antenna Extension Cable, RP-SMA Male to Female connector",connector_fitting,1,<a_221><b_225><c_21>,<a_130><b_113><c_1>,0,0,0,3325,"Rok Hardware #6 x 3/4"" Flat Head Phillips Deep Thread Wood Screws Nickel (Zinc finish) - Super Value 100 Pack",<a_211><b_49><c_14>,<a_224><b_95><c_24>,0,0,0,3325,"Rok Hardware #6 x 3/4"" Flat Head Phillips Deep Thread Wood Screws Nickel (Zinc finish) - Super Value 100 Pack",<a_211><b_49><c_14>,<a_228><b_114><c_76>,0,0,0,1586,"White Translucent Nylon 101 Round Tubing, 3/4"" OD, 5/8"" ID, 24"" Length"
980,561,GREAT STUFF Gaps & Cracks 20 oz Insulating Foam Sealant,other,3,<a_110><b_91><c_216>,<a_34><b_81><c_83>,0,0,0,280,WD-40 Multi-Use Product with SMART STRAW&nbsp;SPRAYS 2 WAYS 8 OZ,<a_244><b_55><c_46>,<a_165><b_52><c_74>,0,0,0,172,"Gorilla Super Glue Gel, 15 Gram, Clear",<a_244><b_55><c_46>,<a_165><b_107><c_20>,0,0,0,257,"Gorilla 5000408  Original Gorilla Glue, Waterproof Polyurethane Glue, 4 ounce Bottle, Brown"
981,1433,"Frost King Available R534H Sponge Rubber Foam Tape 5/16-Inch, Black, 3/4"" W, 5/16"" T, 10 ft L",tape,1,<a_83><b_233><c_29>,<a_162><b_227><c_129>,0,0,0,659,Stanley MR100CG Contractor Grade Riveter,<a_202><b_16><c_147>,<a_173><b_93><c_124>,0,0,0,40,"Forney 20859 Cutting Fluid, Industrial Pro Tap Magic, 1-Gallon",<a_202><b_16><c_147>,<a_173><b_255><c_127>,0,0,0,457,CRC 03400 16oz Truetap Cutting Fluid Heavy Duty Bottle
982,2326,"Hypafix Dressing Retention Tape: 2"" X 10 Yds Each",tape,1,<a_14><b_28><c_108>,<a_162><b_227><c_129>,0,0,0,659,Stanley MR100CG Contractor Grade Riveter,<a_122><b_57><c_206>,<a_202><b_16><c_147>,0,0,0,1433,"Frost King Available R534H Sponge Rubber Foam Tape 5/16-Inch, Black, 3/4"" W, 5/16"" T, 10 ft L",<a_122><b_57><c_206>,<a_173><b_255><c_127>,0,0,0,457,CRC 03400 16oz Truetap Cutting Fluid Heavy Duty Bottle
983,605,Loctite Clear Silicone Waterproof Sealant 2.7-Ounce Tube (908570),other,3,<a_198><b_83><c_37>,<a_247><b_245><c_54>,0,0,0,201,"ColorConnex Coupler & Plug Kit (7 Piece), Industrial Type D, 1/4 in. NPT, Red - A73457D",<a_165><b_190><c_62>,<a_67><b_185><c_54>,0,0,1,201,"ColorConnex Coupler & Plug Kit (7 Piece), Industrial Type D, 1/4 in. NPT, Red - A73457D",<a_165><b_190><c_62>,<a_67><b_185><c_54>,0,0,0,201,"ColorConnex Coupler & Plug Kit (7 Piece), Industrial Type D, 1/4 in. NPT, Red - A73457D"
984,1820,Uxcell a14041800ux1143 25Pcs Double Sided Protoboard Prototyping Pcb Board 4cm x 6cm,other,1,<a_178><b_123><c_142>,<a_5><b_117><c_80>,0,0,0,3266,2x ATMEL ATTINY85-20PU 8-BIT 20MHz MCU,<a_73><b_234><c_141>,<a_223><b_160><c_251>,0,0,1,2477,BAMtack! 1.75mm Black PLA 3D Printer Filament - 1kg (2.2 lbs) - Dimensional Accuracy +/- 0.03mm,<a_73><b_234><c_141>,<a_30><b_229><c_164>,0,0,0,1602,"STMicroelectronics L7805CV 5V 1.5A Positive Voltage Regulator, 5 Pieces"
985,2196,"ZING 7100 RecycLockout Lockout Tagout, Large Plug Lockout, Recycled Plastic",other,5,<a_210><b_8><c_105>,<a_2><b_12><c_170>,0,0,0,465,"Dorman Hardware 4-9845 Peggable Wire Basket Set, 3-Pack",<a_71><b_135><c_19>,<a_173><b_197><c_47>,0,0,0,280,WD-40 Multi-Use Product with SMART STRAW&nbsp;SPRAYS 2 WAYS 8 OZ,<a_71><b_135><c_19>,<a_24><b_134><c_24>,0,0,0,313,Dyson Cinetic Animal Canister Vacuum
986,1098,J-B Weld 50112 ClearWeld Quick-Setting Epoxy Syringe - Dries Clear - 25 ml,adhesive_epoxy,4,<a_211><b_63><c_157>,<a_211><b_156><c_223>,0,0,0,2211,J-B Weld 8297 HighHeat 550 Degree Epoxy Putty Stick - 2 oz.,<a_165><b_159><c_154>,<a_165><b_16><c_198>,0,1,1,2211,J-B Weld 8297 HighHeat 550 Degree Epoxy Putty Stick - 2 oz.,<a_165><b_159><c_154>,<a_165><b_59><c_69>,0,1,1,675,J-B Weld 8265S Original Cold-Weld Steel Reinforced Epoxy - 2 oz.
987,531,"General Electric GE360 Kitchen and Bath  Silicone I Caulk, 2.8-Ounce, Clear",other,1,<a_41><b_43><c_232>,<a_10><b_181><c_169>,0,0,0,2079,"Dap 00680 Bathtub Silicone Rubber Caulk 2.8-Ounce, White",<a_244><b_191><c_143>,<a_244><b_35><c_177>,0,0,0,2079,"Dap 00680 Bathtub Silicone Rubber Caulk 2.8-Ounce, White",<a_244><b_191><c_143>,<a_244><b_35><c_177>,0,0,0,2079,"Dap 00680 Bathtub Silicone Rubber Caulk 2.8-Ounce, White"
988,944,"General Hydroponics PH Test Kit, 1-Ounce",test_strip,4,<a_69><b_171><c_50>,<a_131><b_6><c_0>,0,0,0,181|182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator | AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_94><b_166><c_170>,<a_24><b_115><c_10>,0,0,0,2369,"Norton Hand Scratch Brush for Stainless Steel with Plastic Handle, Stainless Steel Bristles (1 Brush)",<a_94><b_166><c_170>,<a_24><b_115><c_171>,0,0,0,1642,"Nylon Tube Brush Set Nylon Cleaning Brushes 20 pieces for Drinking Straws Glasses Keyboards Jewelry Cleaning,Antistatic Brushes,Beaker Cleaning Brushes"
989,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,132,<a_131><b_6><c_0>,<a_131><b_6><c_0>,1,1,1,181|182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator | AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_107><b_93><c_0>,<a_107><b_93><c_0>,1,1,1,181|182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator | AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_107><b_93><c_0>,<a_107><b_93><c_0>,1,1,1,181|182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator | AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator"
990,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,132,<a_131><b_6><c_0>,<a_131><b_6><c_0>,1,1,1,181|182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator | AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_107><b_93><c_0>,<a_107><b_93><c_0>,1,1,1,181|182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator | AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_107><b_93><c_0>,<a_107><b_93><c_0>,1,1,1,181|182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator | AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator"
991,182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,68,<a_131><b_6><c_0>,<a_131><b_6><c_0>,1,1,1,181|182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator | AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_107><b_93><c_0>,<a_107><b_93><c_0>,1,1,1,181|182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator | AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_107><b_93><c_0>,<a_107><b_93><c_0>,1,1,1,181|182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator | AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator"
992,742,"Kingston KMBVM Series Brass Mini Ball Valve, Lever, 1/4"" NPT Male x NPT Female",other,4,<a_51><b_182><c_134>,<a_48><b_212><c_37>,0,0,0,57,"Gorilla 2 Part Epoxy, 5 Minute Set, .85 ounce Syringe, Clear",<a_108><b_114><c_7>,<a_165><b_15><c_16>,0,0,0,202,Loctite Liquid Professional Super Glue  20-Gram Bottle (1365882),<a_108><b_114><c_7>,<a_165><b_59><c_69>,0,0,0,675,J-B Weld 8265S Original Cold-Weld Steel Reinforced Epoxy - 2 oz.
993,1289,Install Bay Copper Ring Terminal Connector 8 Gauge 1/4 Inch 25 Pack - CUR814,connector_fitting,2,<a_186><b_244><c_8>,<a_247><b_129><c_46>,0,0,0,157,Yueton 100pcs Female Fully Insulated Wire Crimp Terminal Nylon Quick Connectors Wiring Spade,<a_67><b_1><c_220>,<a_67><b_23><c_3>,0,0,0,2430,Yueton 100pcs Red 22/18- Gauge Nylon Male Fully-Insulated Quick Disconnects Wiring Spade Wire Crimp Terminal,<a_67><b_1><c_220>,<a_67><b_23><c_3>,0,0,0,2430,Yueton 100pcs Red 22/18- Gauge Nylon Male Fully-Insulated Quick Disconnects Wiring Spade Wire Crimp Terminal
994,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,132,<a_131><b_6><c_0>,<a_238><b_67><c_120>,0,1,1,2328,iMBAPrice iMBA-100-4x6 Reclosable Bags,<a_107><b_93><c_0>,<a_210><b_202><c_48>,0,1,1,2328,iMBAPrice iMBA-100-4x6 Reclosable Bags,<a_107><b_93><c_0>,<a_44><b_124><c_167>,0,1,1,2793,"First Aid Only Splinter Out, 10 Per Box"
995,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,132,<a_131><b_6><c_0>,<a_131><b_6><c_0>,1,1,1,181|182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator | AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_107><b_93><c_0>,<a_107><b_93><c_0>,1,1,1,181|182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator | AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_107><b_93><c_0>,<a_107><b_93><c_0>,1,1,1,181|182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator | AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator"
996,182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,68,<a_131><b_6><c_0>,<a_131><b_6><c_0>,1,1,1,181|182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator | AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_107><b_93><c_0>,<a_107><b_93><c_0>,1,1,1,181|182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator | AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_107><b_93><c_0>,<a_107><b_93><c_0>,1,1,1,181|182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator | AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator"
997,1359,"Big Gator Tools V-Tap Guide, Standard sizes 0-80 to 5/8",other,3,<a_202><b_64><c_184>,<a_139><b_128><c_213>,0,0,0,663,"Anytime Tools 1-2-3 Blocks Matched Pair Hardened Steel 1 Hole (1""x2""x3"") 123 Set Precision Machinist Milling",<a_224><b_75><c_97>,<a_193><b_64><c_16>,0,0,0,1042,uxcell Mandrel Mounted White Conical Felt Point Polishing Tool,<a_224><b_75><c_97>,<a_15><b_206><c_230>,0,0,0,54,"Industrial & Scientific"" />"
998,1359,"Big Gator Tools V-Tap Guide, Standard sizes 0-80 to 5/8",other,3,<a_202><b_64><c_184>,<a_202><b_64><c_184>,1,1,1,1359,"Big Gator Tools V-Tap Guide, Standard sizes 0-80 to 5/8",<a_224><b_75><c_97>,<a_224><b_75><c_97>,1,1,1,1359,"Big Gator Tools V-Tap Guide, Standard sizes 0-80 to 5/8",<a_224><b_75><c_97>,<a_224><b_75><c_97>,1,1,1,1359,"Big Gator Tools V-Tap Guide, Standard sizes 0-80 to 5/8"
999,648,"3M Foil Tape 3381 Silver, 1.88 in x 50 yd 2.7 mil (Pack of 1)",tape,2,<a_229><b_215><c_231>,<a_216><b_132><c_216>,0,0,0,913,"Housing Bracket for Big blue 10"" and 20"" filter housings",<a_202><b_221><c_59>,<a_71><b_65><c_55>,0,0,0,913,"Housing Bracket for Big blue 10"" and 20"" filter housings",<a_202><b_221><c_59>,<a_52><b_209><c_25>,0,0,0,1525,Pentek 150296 SW-3 Wrench for #10 Big Blue Housings
1000,1171,"Drill America DWTSMT15X1.5 HSS Metric Tap, Special Size, M15 x 1.5",other,3,<a_202><b_221><c_93>,<a_121><b_21><c_209>,0,0,0,2624,"Uxcell a13060500ux0042 3 Pins Split Shaft Rotary Linear Taper Potentiometers with Knob, 10 Kohm, 10 Piece, 6 mm",<a_224><b_109><c_0>,<a_73><b_8><c_168>,0,0,0,285,Z&T Solderless Flexible Breadboard Jumper Wires M/M 100pcs,<a_224><b_109><c_0>,<a_73><b_168><c_236>,0,0,0,1753,5pcs 6x8cm Double-Side Prototype PCB Universal Printed Circuit Board
1001,339,"Drill America DWT Series Qualtech High-Speed Steel Round Adjustable Threading Die, 1-1/2"" Diameter, 11/16""-18 Size (Pack of 1)",gauge_meter,3,<a_202><b_177><c_50>,<a_202><b_177><c_50>,1,1,1,339,"Drill America DWT Series Qualtech High-Speed Steel Round Adjustable Threading Die, 1-1/2"" Diameter, 11/16""-18 Size (Pack of 1)",<a_224><b_188><c_21>,<a_224><b_239><c_0>,0,0,0,524,"Innovative Components AN4C-5S3L-21 1.75"" Star Knob thru hole&nbsp; 1/4-20 steel zinc lock nut black pp (Pack of 10)",<a_224><b_188><c_21>,<a_224><b_188><c_21>,1,1,1,339,"Drill America DWT Series Qualtech High-Speed Steel Round Adjustable Threading Die, 1-1/2"" Diameter, 11/16""-18 Size (Pack of 1)"
1002,735,"E-Projects EPC-102 43 Value Resistor Kit, 1 Ohm - 10M Ohm (Pack of 1075)",other,1,<a_101><b_127><c_1>,<a_202><b_177><c_50>,0,0,0,339,"Drill America DWT Series Qualtech High-Speed Steel Round Adjustable Threading Die, 1-1/2"" Diameter, 11/16""-18 Size (Pack of 1)",<a_73><b_56><c_12>,<a_224><b_239><c_0>,0,0,0,524,"Innovative Components AN4C-5S3L-21 1.75"" Star Knob thru hole&nbsp; 1/4-20 steel zinc lock nut black pp (Pack of 10)",<a_73><b_56><c_12>,<a_224><b_188><c_21>,0,0,0,339,"Drill America DWT Series Qualtech High-Speed Steel Round Adjustable Threading Die, 1-1/2"" Diameter, 11/16""-18 Size (Pack of 1)"
1003,3600,"Micro-Swiss HW-NOZ-MK10-04 Plated Brass Wear Resistant Nozzles, 1.75 mm, MK10 (Flash Forge/Dremel/Wanhao) 0.4 mm, Bright Nickel",other,3,<a_120><b_100><c_85>,<a_234><b_170><c_149>,0,0,0,2151,Signstek 3D Printer MK2 MK3 Heated Bed Tempered Borosilicate Glass Plate 213x200x3mm,<a_91><b_96><c_90>,<a_91><b_29><c_123>,0,0,0,1848,Kamo 5PCS 3D Printer 0.4mm Extruder Brass Nozzle Print Head for MK8 1.75mm ABS PLA Printer,<a_91><b_96><c_90>,<a_251><b_128><c_154>,0,0,0,2966,Sprite Science 12 pcs LM8UU Linear Bearings for 3D Printer 8mm x 15mm x 24mm
1004,16,PORTER-CABLE 740001201 4 1/2-Inch by 10yd 120 Grit Adhesive-Backed Sanding Roll,adhesive_epoxy,1,<a_199><b_106><c_5>,<a_131><b_6><c_0>,0,0,0,181|182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator | AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_193><b_196><c_0>,<a_180><b_226><c_22>,0,0,0,1686,econoLED 10M 30ft USB Waterproof Endoscope Borescope Inspection Camera Pibe Locator,<a_193><b_196><c_0>,<a_224><b_172><c_198>,0,0,0,1985,"Kreg SML-C2 2-Inch Washer Head #8 Coarse Pocket Screws, 50 Count"
1005,17,"BOSTITCH BT1335B-1M 1-3/8-Inch 18-Gauge Brads, 1000 per Box",gauge_meter,1,<a_136><b_180><c_4>,<a_172><b_5><c_187>,0,0,0,524,"Innovative Components AN4C-5S3L-21 1.75"" Star Knob thru hole&nbsp; 1/4-20 steel zinc lock nut black pp (Pack of 10)",<a_42><b_244><c_29>,<a_224><b_239><c_0>,0,0,0,524,"Innovative Components AN4C-5S3L-21 1.75"" Star Knob thru hole&nbsp; 1/4-20 steel zinc lock nut black pp (Pack of 10)",<a_42><b_244><c_29>,<a_193><b_196><c_0>,0,0,0,16,PORTER-CABLE 740001201 4 1/2-Inch by 10yd 120 Grit Adhesive-Backed Sanding Roll
1006,18,Shop-Vac 9064900 2-1/2-to-1-1/2-Inch Conversion Unit,other,1,<a_19><b_251><c_249>,<a_130><b_109><c_36>,0,0,0,359,Kreg SK03 Pocket-Hole Screw Kit in 5 Sizes,<a_24><b_173><c_157>,<a_224><b_163><c_205>,0,0,0,359,Kreg SK03 Pocket-Hole Screw Kit in 5 Sizes,<a_24><b_173><c_157>,<a_193><b_196><c_0>,0,0,0,16,PORTER-CABLE 740001201 4 1/2-Inch by 10yd 120 Grit Adhesive-Backed Sanding Roll
1007,19,"BOSTITCH BT1309B-1M 1-Inch 18-Gauge Brads, 1000 per Box",gauge_meter,1,<a_136><b_180><c_62>,<a_130><b_109><c_36>,0,0,1,359,Kreg SK03 Pocket-Hole Screw Kit in 5 Sizes,<a_42><b_244><c_17>,<a_224><b_238><c_35>,0,0,0,2491,"Kreg SML-F125-100 1-1/4-Inch 7-Fine Washer-Head Pocket Screws, 100-Count",<a_42><b_244><c_17>,<a_193><b_196><c_0>,0,0,0,16,PORTER-CABLE 740001201 4 1/2-Inch by 10yd 120 Grit Adhesive-Backed Sanding Roll
1008,20,"PORTER-CABLE (PBN18075-1) 18 Gauge Brad Nails, 3/4-Inch, 1000-Pack",gauge_meter,2,<a_136><b_141><c_246>,<a_19><b_251><c_249>,0,0,1,18,Shop-Vac 9064900 2-1/2-to-1-1/2-Inch Conversion Unit,<a_42><b_226><c_185>,<a_42><b_9><c_185>,0,0,1,346,"BOSTITCH BT1300B 5/8-Inch 18-Gauge Brad Nails, 3000 per Box",<a_42><b_226><c_185>,<a_193><b_196><c_0>,0,0,1,16,PORTER-CABLE 740001201 4 1/2-Inch by 10yd 120 Grit Adhesive-Backed Sanding Roll
1009,21,"Swordfish 32051 Brass Plated Wood Screw Assortment, 500 Piece",fastener,2,<a_231><b_93><c_151>,<a_136><b_34><c_52>,0,0,0,897,"PORTER-CABLE NS18Pp 18 Gauge Narrow Crown Staple Project Pack, 900 Count, Various Sizes",<a_224><b_128><c_119>,<a_42><b_9><c_185>,0,0,0,346,"BOSTITCH BT1300B 5/8-Inch 18-Gauge Brad Nails, 3000 per Box",<a_224><b_128><c_119>,<a_42><b_226><c_0>,0,0,0,356,"PORTER-CABLE PNS18075 3/4-Inch, 18 Gauge Narrow Crown (1/4-Inch) Staple (5000-Pack)"
1010,2015,"TDS Meter, Dr.meter TDS-3C Water Quality TDS Tester 0-9990 ppm Range 1 ppm Resolution +/- 2% Accuracy",gauge_meter,2,<a_25><b_93><c_88>,<a_130><b_141><c_159>,0,0,0,1985,"Kreg SML-C2 2-Inch Washer Head #8 Coarse Pocket Screws, 50 Count",<a_107><b_186><c_141>,<a_224><b_172><c_11>,0,0,0,909,"Kreg SML-C250-50 2-1/2-Inch #8 Coarse Washer-Head Pocket Screws, 50 Count",<a_107><b_186><c_141>,<a_224><b_172><c_11>,0,0,0,909,"Kreg SML-C250-50 2-1/2-Inch #8 Coarse Washer-Head Pocket Screws, 50 Count"
