variant,l1,size,dominant_family,family_purity,brand_purity,family_counts,sample_titles
l3_collab,<a_112>,58,other,0.5862068965517241,0.15517241379310345,other:34; gauge_meter:14; adhesive_epoxy:7; fastener:2; connector_fitting:1,"Dico 541-774-21/2 Nyalox Cup Brush 21/2-Inch Grey 80 Grit || Brush Research FLEX-HONE Cylinder Hone, GB Series, Silicon Carbide Abrasive, 3-1/4"" (83 mm) Diameter, 240 Grit Size || Red Devil 0325 Steel Wool, 2 Medium Course, 8 Pads || Rubbermaid Commercial Sanded Wood Handle with TapeRed Tip, 60-Inch Length, Natural (FG636200NAT) || Carlisle 3621962414 Sweep Complete Aluminum Handle Floor Sweep with Squeegee, Plastic Bristles, 24"" Length, 3"" Bristle T"
l3_collab,<a_160>,60,adhesive_epoxy,0.8666666666666667,0.18333333333333332,adhesive_epoxy:52; tape:5; fastener:1; 3d_filament:1; other:1,"Hot Stuff Super T Medium Instant CA Glue, 2oz HST-4 || Gorilla 2 Part Epoxy, 5 Minute Set, .85 ounce Syringe, Clear || Loctite Ultra Gel Control Super Glue 4-Gram (1363589) || Super Glue 15187 Super Glue, 12-Pack || Gorilla Original Gorilla Glue, Waterproof Polyurethane Glue, 8 ounce Bottle, Brown"
l3_collab,<a_65>,62,other,0.6129032258064516,0.20967741935483872,other:38; gauge_meter:12; adhesive_epoxy:9; fastener:2; connector_fitting:1,"PORTER-CABLE 740000801 4 1/2-Inch x 10yd 80 Grit Adhesive-Backed Sanding Roll || PORTER-CABLE 740001201 4 1/2-Inch by 10yd 120 Grit Adhesive-Backed Sanding Roll || 4-1/2"" Cut-off Wheels for Metal, for Cutting All Ferrous Metals and Stainless Steel || Dremel EZ407SA EZ Drum Sanding Band and Mandrel || United Abrasives-SAIT 20063 Type 27 4-1/2-Inch x 1/4-Inch x 7/8-Inch Grade A24R Long Life Depressed Center Grinding Whee"
l3_collab,<a_171>,48,other,0.9791666666666666,0.22916666666666666,other:47; gauge_meter:1,"UltraSource 192033 Hamburger Patty Paper, 5.5"" x 5.5"" (Pack of 1000) || UltraSource 192033 Hamburger Patty Paper, 5.5"" x 5.5"" (Pack of 1000) || Augbunny 100% Cotton 5- by 7-Inch Muslin Bags with Drawstring, 12-Pack || Silica Gel Desiccants 2-1/4 x 1 1/2 Inches - 25 Silica Gel Packets of 10 Grams Each by Dry-Packs || Ultrasac Platinum ULP 013009065 &ndash; Single Kitchen Drawstring Trash Bags, 13 gal, Tall (Pack of 65)"
l3_collab,<a_131>,73,connector_fitting,0.6164383561643836,0.3561643835616438,connector_fitting:45; gauge_meter:22; other:4; adhesive_epoxy:2,"Anderson Metals Brass Tube Fitting, Half-Union, 3/8"" Flare x 1/8"" Male Pipe || Dixon BCN100 Brass Fitting, Hex Nipple, 1"" NPT Male || Stainless Steel 304/304L Pipe Fitting, Nipple, Schedule 40 Welded, 4"" X 6"" NPT Male by Merit Brass || Spears 1407 Series PVC Tube Fitting, 90 Degree Elbow, Schedule 40, Gray, 1-1/4"" Barbed x NPT Female || Anderson Metals Brass Hose Fitting, Connector, 5/16"" Barb x 3/8"" Male Pipe"
l3_collab,<a_39>,56,tape,0.9642857142857143,0.17857142857142858,tape:54; adhesive_epoxy:2,"Scotch Foil Tape, 2-Inch by 50-Yard || Gardner Bender 07315001126 LTB-400 Liquid Electrical Tape, Easy-on, Waterproof, Indoor/Outdoor Use, 4 Oz. Jar, Black, Bo || Rescue Tape RT1000201202USCO || Morris 60202 Black Commercial Grade Vinyl Electrical Tape, 8.5 mil, 66' Length, 2"" Width || JVCC EL7566-AW Synthetic Rubber Electrical Tape, 3 in. x 66 ft. (72mm x 20m), Black"
l3_collab,<a_148>,41,gauge_meter,0.9024390243902439,0.12195121951219512,gauge_meter:37; other:2; adhesive_epoxy:1; 3d_filament:1,"T&Uuml;RLEN DIAL INDICATOR 0-1"" AGD SPEC 0.001"" w/LUG BACK || Wixey WR300 Digital Angle Gauge || T&uuml;rlen Precision TEST DIAL INDICATOR 7 JEWELS .0005"" 0-15-0 || Anytime Tools Dial Caliper 6"" / 150mm DUAL Reading Scale METRIC SAE Standard INCH MM || Neiko 01409A Electronic Digital Caliper with Extra Large LCD Screen | 0 - 12 Inches | Inch/Fractions/Millimeter Conversi"
l3_collab,<a_86>,45,other,0.5555555555555556,0.1111111111111111,other:25; gauge_meter:13; fastener:3; adhesive_epoxy:3; tape:1,"Eclipse Quick Release Woodworking Vise, Gray Cast Iron, 9"" Size || Set of Rubber Magnetic Vise Jaws. Protection for your Projects || Bessey BV-NVJ Multi-Purpose Vise Jaws (Jaws Only) || Olympia Tools 38-644 5-Inch Open End Multi-Purpose Vise || Wilton 11106 Wilton Bench Vise, Jaw Width 6-Inch, Jaw Opening 6-Inch"
l3_collab,<a_190>,28,gauge_meter,0.6428571428571429,0.25,gauge_meter:18; connector_fitting:5; fastener:2; other:2; adhesive_epoxy:1,"Amprobe TL36A Test Leads with Alligator Clips, 1000V || Fluke 1AC-A1-II VoltAlert Non-Contact Voltage Tester || Fluke TP1 Slim-Reach Flat Blade Test Probe with Stainless Steel Tip, 1000V Voltage, 10A Current || Uni-T B4Q094 UT210E True RMS AC/DC Current Mini Clamp M W Capacitance Tester || Amprobe TL35B Test Leads with Alligator Clips"
l3_collab,<a_150>,22,other,0.5454545454545454,0.13636363636363635,other:12; gauge_meter:7; connector_fitting:1; tape:1; fastener:1,"Titan Tools 11185 Telescoping Inspection Mirror || General Tools 80560 Telescoping LED Lighted Inspection Mirror, 360 Swivel  for Extra Viewing || Carson MagniFlip 3X Flip-Open Pocket Magnifiers with Built-in Case for Reading, Inspection, Crafts, Hobby and Tasks (GN- || Ullman C-2 Circular Telescopic Inspection Mirror, Mirror diameter 2 1/4"", Length 10 inches || Carson Multi-Power LED Lighted Pocket Magnifiers for Reading, Inspection, Low Vision, Crafts, Hobby and Tasks (PM-33, PM"
l3_collab,<a_89>,41,other,0.7317073170731707,0.34146341463414637,other:30; adhesive_epoxy:4; gauge_meter:3; connector_fitting:2; fastener:2,"Shop-Vac 9064900 2-1/2-to-1-1/2-Inch Conversion Unit || Shop-Vac 2030100 1.5-Gallon 2.0 Peak HP Wet Dry Vacuum, Small, Red/Black || Shop-Vac 9068400 2.5-Inch by 40-Inch Extension Wands || Shop-Vac 9197000 2.5-Inch Gutter Cleaning Kit || Stanley Wet/Dry Vacuum with Wall Mount, 1 Gallon, 1.5 Horsepower"
l3_collab,<a_163>,68,fastener,0.7205882352941176,0.16176470588235295,fastener:49; gauge_meter:13; other:5; connector_fitting:1,"Swordfish 32051 Brass Plated Wood Screw Assortment, 500 Piece || Hilitchi 260pcs M3/4/5/6/8 Allen Head Socket Hex Grub Screw Set Assortment Kit with Plastic Box 12.9 Class Black Alloy S || Woodstock D4158 4-84 Screw Pitch-Gauge || Neiko 50484A Internal Hex/Allen Socket-Head Set Screw Assortment, (200 Piece), 5/32"" x 3/16""/1/4"" x 3/8 || M14 x 1.0 Metric Left hand Thread Die"
l3_collab,<a_146>,33,gauge_meter,0.2727272727272727,0.12121212121212122,gauge_meter:9; adhesive_epoxy:6; fastener:6; other:6; 3d_filament:4; ventilation_fan:1,"Eye-Vac EVPRO Tuxedo Black Touchless Stationary Vacuum &ndash; 1400 Watts Professional Vacuum with HEPA Filtration, Bag- || Racor LDL-1B Ladder Lift || Wixey WR510 Digital Planer Readout with Fractions || TPI Corporation CE24-DS Direct Drive Exhaust Fan, Shutter Mounted, Single Phase, 24"" Diameter, 120 Volt || Panasonic NN-H765BF 1.6 Cubic Foot Countertop Microwave Oven with Inverter Technology, Black"
l3_collab,<a_172>,35,other,0.5714285714285714,0.17142857142857143,other:20; fastener:6; adhesive_epoxy:4; gauge_meter:3; connector_fitting:1; test_strip:1,"Wine Yeast Red Star Premier Classique Formerly Montrachet For Wine Making x10 || MG Chemicals 824-1L 99.9% Isopropyl Alcohol Liquid Cleaner, Clear , 945 mL (1 US Quart) || PhysiciansCare by First Aid Only 24-101 Eye Flush Solution, 16 oz Bottle || Resolve Easy Clean Pro Carpet Cleaner Gadget & Foam Spray Refill, Clean & Fresh 22 oz Can, Carpet Shampooer System || Propylene Glycol 1 Quart - USP - KOSHER - PURE"
l3_collab,<a_38>,72,other,0.7777777777777778,0.1527777777777778,other:56; fastener:8; gauge_meter:5; adhesive_epoxy:3,"Shark Navigator Lift-Away Professional NV356E || SharkNinja Rocket DeluxePro Ultra-Light Upright Corded Stick Vacuum, Bordeaux || Colgate Cavity Protection Toothpaste with Fluoride - 1 ounce (24 Pack) || Oral-B Deep Sweep Toothbrush || iRobot Roomba 880 Robot Vacuum"
l3_collab,<a_96>,26,other,0.46153846153846156,0.3076923076923077,other:12; gauge_meter:7; connector_fitting:6; adhesive_epoxy:1,Uxcell a11060700ux0191 RG6 F-Type Coax Coaxial Cable RF Connector Male (Pack of 5) || SE TL10 10-Piece Test Lead Set with Alligator Clips || MotoBatt MBCL5 5' 18AWG Cable Lead Extension || Tonor TM RJ45 RJ11 RJ12 CAT5 CAT 6 UTP Network Lan Cable Tester Test Tool || VicTsing RJ45 RJ11 Cable Tester Network LAN Ethernet Phone Telephone Cable Tester Wire Tracker Scanning Device Wire Meas
l3_collab,<a_156>,19,other,0.5263157894736842,0.15789473684210525,other:10; gauge_meter:4; adhesive_epoxy:3; fastener:1; connector_fitting:1,"A World Of Deals 1 oz. Non-Sterile Graduated Plastic Medicine Cups, 100 Piece || Polar Ice PI125200CT 125 Count Plastic Jello Shot Cups with Lids, 2-Ounce || SG-40 Silica Gel Dehumidifier Desiccant 40 Gram Orange/Green No Cobalt (II) Chloride || ACM Economy Wash Bottle, LDPE, Squeeze Bottle Medical Label Tattoo (500ml / 16oz / 1 Bottle) || Brew in a Bag Straining Bag, 24"" x 26"
l3_collab,<a_130>,45,adhesive_epoxy,0.9111111111111111,0.2,adhesive_epoxy:41; other:3; fastener:1,"System Three 1100K16 T-88 Kit, 1 quart Bottle, Amber || Loctite 1329837 243 Blue Medium Strength Threadlockers, 0.34 oz., 10 mL, 3/4"" Thread || Permatex 51813 Anaerobic Gasket Maker, 50 ml Tube || BSI BSI-202 Quick-Cure 5Min Epoxy Bob Smith Ind, 9 oz. || J-B Weld 50133 Plastic Bonder Structural Adhesive Syringe - Dries Tan - 25 ml"
l3_collab,<a_93>,11,other,0.9090909090909091,0.2727272727272727,other:10; fastener:1,"Ludell 11604 High Grade Steel Splitting Wedge, 4lb || Osborn International 75116SP Steel File Card, 3-3/4"" Brush Area Length || Enkay 150 Carded Polishing Compound Kit, 4 Piece || Tradespro 836357 Fiber Washer Assortment, 600-Piece || BreakFree CLP-PS Precision Shooter"
l3_collab,<a_250>,50,connector_fitting,0.38,0.06,connector_fitting:19; gauge_meter:13; other:7; adhesive_epoxy:6; fastener:4; 3d_filament:1,"Neiko 50463A SAE Hydraulic Grease Fitting Kit, 110 Piece | Straight and Angled | 1/4"", 1/8 || Precision Brand M6S Micro Seal, Miniature All Stainless Worm Gear Hose Clamp, 5/16"" - 7/8"" (Pack of 10) || Woodstock W1038 4-Inch Quick Connect and Disconnect || ColorConnex Coupler & Plug Kit (7 Piece), Industrial Type D, 1/4 in. NPT, Red - A73457D || Thogus Polyethylene Tube Fitting, 90 Degree Elbow, Black, 3/8"" Barbed (Pack of 10)"
l3_collab,<a_196>,42,fastener,0.5238095238095238,0.30952380952380953,fastener:22; gauge_meter:8; other:8; adhesive_epoxy:4,"The Hillman Group 591521 Small Flat and Lock Washer Assortment, 270-Pack || 18-8 Stainless Steel Flat Washer, Plain Finish, #10 Hole Size, 13/64"" ID, 7/16"" OD, 0.03"" Nominal Thickness (Pack of 100 || Hillman 830504 Stainless Steel 5/16-Inch Flat Washers, 100-Pack, 1 Pack || DANCO Assorted Flat Washer PRO Set, Black, 100-Piece (34441) || Crown Bolt 30092 3/4 Inch Zinc-Plated SAE Flat Washers, 25-Count"
l3_collab,<a_12>,54,other,0.5925925925925926,0.18518518518518517,other:32; gauge_meter:8; fastener:7; adhesive_epoxy:5; connector_fitting:2,"Forney 20859 Cutting Fluid, Industrial Pro Tap Magic, 1-Gallon || POR-15 40204 Metal Prep - 1 quart || CRC 5037 White Lithium Grease - 10 Wt Oz. || Hot Max 27050 Tap Magic Cutting Fluid, 4 oz. || Rust Bullet MB24SP Metal Blast Rust Treatment and Rust Remover, 24 oz. Spray Bottle, Clear Liquid"
l3_collab,<a_74>,54,other,0.5740740740740741,0.09259259259259259,other:31; gauge_meter:9; fastener:7; connector_fitting:4; adhesive_epoxy:3,"4 Pack Caster Wheels Swivel Plate Stem Brake Casters On Red Polyurethane Wheels (4 inch with brake) || RhinoGear 11909ABMI RhinoRamps Vehicle Ramp - Set of 2 (12,000lb. GVW Capacity) || WEN 73002 500-Pound Capacity Service Cart || Vestil FWD-1824-3R Fiberwood Dolly with 3"" Rubber Casters, 800 lbs Capacity, 23-3/4"" Length x 17-7/8"" Width x 4-11/16"" H || MegaDeal AC201710300001 12 Pack 2"" Swivel Caster Wheels Rubber Base with Top Plate & Bearing Heavy Duty"
l3_collab,<a_106>,35,adhesive_epoxy,0.9142857142857143,0.14285714285714285,adhesive_epoxy:32; other:3,"Permatex 80050 Clear RTV Silicone Adhesive Sealant, 3 oz || Rutland Products 76C 500-Degree RTV High Heat Silicone Seal, 10.3-Ounce Cartridge, Clear || GE Silicone 2+ Window & Door Caulk, 10.1 Oz. Tube, Clear, GE5000 || J-B Weld 31314 Red High Temperature RTV Silicone Gasket Maker and Sealant - 3 oz. || Silicone RTV 4500 FDA Grade High Strength Silicone Sealant, Clear (2.8 fl.oz)"
l3_collab,<a_175>,91,other,0.5054945054945055,0.06593406593406594,other:46; gauge_meter:30; 3d_filament:8; connector_fitting:4; ventilation_fan:3,"New 12V 5A 12V 19mm Red LED Momentary Push Button Metal Switch Car Boat Speakers Bells Horn || Wixey WR300 Type 2 Digital Angle Gauge with Backlight&hellip; || Stainless Steel Tumbling Media Pins - 0.047"" Diameter, 0.255"" Length (5 lb Pack) || 110 Copper Round Rod, Unpolished (Mill) Finish, H04 Temper, ASTM B187, 0.25"" Diameter, 24"" Length || Ancor Tinned Copper Lugs 8 AWG - 4/0 AWG"
l3_collab,<a_58>,26,3d_filament,0.46153846153846156,0.2692307692307692,3d_filament:12; other:11; adhesive_epoxy:1; gauge_meter:1; fastener:1,"Geeetech I3 Pro C, Dual Extruder,double Head,reprap Pursa I3 3d Printer,two-color Printing, High Resolution || XYZprinting da Vinci 1.0 AiO All-in-One 3D Printer (Scan/Edit/Print) || XYZprinting RFPLCXUS00B da Vinci Jr. & mini Series Filament, PLA (NFC), 600 g, Nature || da Vinci 1.0 3D Printer - 7.8"" x 7.8"" x 7.8"" Built Volume (Fully Enclosed Design for ABS/PLA/Flexible Material) || [Open Resin] XYZprinting Nobel 1.0 SLA 3D Printer (Included FREE Resin, FREE Printing Platform & Tank)"
l3_collab,<a_254>,212,3d_filament,0.9952830188679245,0.29245283018867924,3d_filament:211; other:1,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Blue || HATCHBOX Glow in the Dark PLA 3D Printer Filament, Dimension Accuracy +/-0.03 mm, 1 kg Spool, 1.75 mm - Blue || USAFilament 9800429 ABS 3D Printing Filament, 2.2 lb, 1.75 mm, White Spool || HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Green || UP! ABS Plastic Filament, 1.75 mm Diameter, 1.54 lbs Spool, Black"
l3_collab,<a_88>,43,3d_filament,0.6744186046511628,0.16279069767441862,3d_filament:29; other:12; gauge_meter:1; tape:1,"HATCHBOX 1 Spool 3D Printer Filament Tabletop Wall Mount Rack || Foreasy 3D Printer Tool 3D Print Removal Tool Enhanced Version Set of 2 || Octave Tool Kit A for 3D Printer || BuildTak 3D Printing Build Surface, 4.5"" x 4.5"" Square, Black (Pack of 3) || Filabot TCBL1 Taulman Clear t-glase Filament, 1.75 mm, Black"
l3_collab,<a_239>,25,gauge_meter,0.48,0.08,gauge_meter:12; fastener:6; other:6; adhesive_epoxy:1,"Industrial & Scientific"" /> || Industrial & Scientific"" /> || Industrial & Scientific"" /> || Industrial & Scientific"" /> || Industrial & Scientific"" />"
l3_collab,<a_174>,30,gauge_meter,0.5333333333333333,0.3,gauge_meter:16; connector_fitting:9; other:4; adhesive_epoxy:1,"American Terminal E-FFR250N-100 22/18-Gauge Economy Nylon Fully-Insulated Female Quick Disconnects || American Terminal E-FFB250N-100 16/14-Gauge Economy Nylon Fully-Insulated Female Quick Disconnects || American Terminal E-FMB250N-100 16/14-Gauge Economy Nylon Fully-Insulated Male Quick Disconnects || Apache 44048748Female Metric x 3/8"" Quick Disconnect Socket/Plug Pressure Washer Adapter Set || Parts Express Cable TV In-Line Coaxial Surge Protector"
l3_collab,<a_78>,14,gauge_meter,0.7857142857142857,0.21428571428571427,gauge_meter:11; other:2; fastener:1,"B&K Precision 879B Dual Display Handheld Deluxe Universal LCR Meter with Backlit Display || RADEX RD1503+ w/o dosimeter: High accuracy Geiger counter, radiation detector (English) || RADEX RD1212 Advanced Radiation Detector/Geiger Counter with Online Software || RADEX RD1503+ Safety PRO with Dosimeter: high accuracy geiger counter, radiation detector || Marine Sextant, Davis"
l3_collab,<a_22>,27,gauge_meter,0.5185185185185185,0.1111111111111111,gauge_meter:14; other:10; fastener:2; 3d_filament:1,"Brown & Sharpe 599-792-30 Adjustable Spring Tensioned Tap Guide || HHIP 6 X 3-1/8 X 3-1/2 INCH CAST IRON V BLOCK SET (3402-1006) || PSI LCENTLT2 No. 2MT Heavy Duty Live Tailstock Center || Drill America DWT Series Qualtech High-Speed Steel Round Adjustable Threading Die, 1-1/2"" Diameter, 11/16""-18 Size (Pack || Miller Electric 229895 Gage, Wire Metal Sizes"
l3_collab,<a_247>,61,other,0.4262295081967213,0.16393442622950818,other:26; gauge_meter:17; fastener:9; adhesive_epoxy:5; connector_fitting:3; 3d_filament:1,"W1 Tool Steel Round Rod, Polished Finish, Precision Ground, Annealed, 0.0625"" Diameter, 36"" Length || Gorilla Gripper 44010 Panel Carrier || Marrywindix 6pcs ESD Precision Anti-Static Tweezers, Tweezers Stainless Steel Tweezers with a Bag for Electronics Jewelr || Spears 497 Series PVC Pipe Fitting, Union with EPDM O-Ring, Schedule 40, 1"" Socket || Tach-It B-1 Single Edge Industrial Razor Blade (Pack of 100)"
l3_collab,<a_149>,50,other,0.36,0.48,other:18; connector_fitting:16; gauge_meter:12; fastener:3; adhesive_epoxy:1,"MLCS 9080 Billy Pedal Foot Switch, Deadman Style || Packard C230B 2 Pole 30 Amp Contactor, 120 Voltage Coil || Gardner Bender GSW-17  Electrical Toggle Switch, SPST, ON-OFF, 6 A/120V AC,  Screw Terminal || Gardner Bender GSW-20  Electrical Toggle Switch Covers, EDPM Rubber Cover, Moisture, Dust and Dirt Resistant, Pack of 2, || Gardner Bender GSW-16  Heavy-Duty Electrical Toggle Switch, DPDT, ON-(OFF)-ON, 20 A/125V AC, Screw Terminal"
l3_collab,<a_111>,12,other,0.5833333333333334,0.16666666666666666,other:7; adhesive_epoxy:4; tape:1,"Spectra 360 Electrode Gel - Parker Laboratories - 60g (2oz) Tube - (Pack of 3) || GT-5000 (3 strips) Grip Tape for guns, cell phones, cameras, knives, tools - makes anything""Grippy"". || IIT 90690 Super Glue, 3 Grams Each, 5-Pack || Tensive Parker Labs Conductive Adhesive Gel, 50 Gram || 2-P10KIT Available 2-P10 Adhesive Kit, Clear"
l3_collab,<a_34>,88,other,0.4090909090909091,0.20454545454545456,other:36; 3d_filament:32; tape:9; connector_fitting:4; gauge_meter:3; adhesive_epoxy:2,"Metronic 12 inch Impulse Bag Sealer Poly Bag Sealing Machine Heat Seal Closer with Repair Kit(12 inch) || Polycarbonate (PC) Sheet, Transparent Clear, Standard Tolerance, ASTM D3935, 0.093"" Thickness, 12"" Width, 24"" Length || Polycarbonate (PC) Sheet, Transparent Clear, Standard Tolerance, ASTM D3935, 0.08"" Thickness, 12"" Width, 24"" Length || High Temperature Heat Resistant Tape Sublimation Tape Koptan Tape 2 Rolls 10mm X 33m 100ft || Syrtenty TENS Unit Electrodes Pads 2x2 20 Pcs Replacement Pads Electrode Patches For Electrotherapy"
l3_collab,<a_158>,46,other,0.5217391304347826,0.06521739130434782,other:24; adhesive_epoxy:8; gauge_meter:6; tape:6; 3d_filament:1; fastener:1,"Eagle 1654 Yellow Blow-Molded HDPE Salvage Drum with Metal Ring Lever-Lock Lid, 20 gallon Capacity, 21"" Height, 21"" Diam || RapidFix Dual Adhesive System, 25 mL,Boss Products USA,RFX7121100,RFX7121101"" /> || Bercom BER-2520-CT INC 6PK Handy 2520-CT Paint Pail Liners, 6-Count, Clear || DuPont Teflon Non-Stick || 3M Scotch 2120-A Tough Transparent Duct Tape, 1.8-Inch, 20 yds"
l3_collab,<a_100>,18,other,0.7777777777777778,0.2222222222222222,other:14; fastener:3; adhesive_epoxy:1,"Jumbo 51pc Drum Sanding Kit - Fits Dremel - Includes Rubber Drum Mandrels - 1/2, 3/8 & 1/4 || 25-Pack 7/64"" Stainless Steel Screw Eye Rings || First Aid Only Scissors & Metal Forcep Pack || Skin Staple Remover Kit || Premiere 9411 Disposable Scalpels with #11 High-Carbon Steel Blades, Plastic Handle, Sterile, Individually Foil Wrapped,"
l3_collab,<a_218>,37,other,0.7027027027027027,0.1891891891891892,other:26; fastener:5; gauge_meter:5; connector_fitting:1,"10pcs Mini Cabinet Drawer Butt Hinge || South Main Hardware 810180, 12'/1"""", Silver Lashing Strap (2 Pack) || Master Lock Strap, 12 ft. Long Lashing Strap, 3060DAT (Pack of 2) || Koch 7640040 Roller Chain Offset Link, 4-Pack, 40 || Highland (9002900) Fat Strap Bungee Cord Assortment - 6 Piece"
l3_collab,<a_132>,86,tape,0.8837209302325582,0.18604651162790697,tape:76; 3d_filament:8; other:1; adhesive_epoxy:1,"Scotch Heavy Duty Shipping Packaging Tape, 3"" Core, 1.88"" x 54.6 Yards, 6-Rolls (3850-6) || Gorilla 6100101 Tape Handy Roll, 1-Pack, Black || Gorilla Tape, Black Duct Tape, 1.88"" x 35 yd, Black, (Pack of 1) || 3M Multi-Use Duct Tape, 2930-C, 1.88 Inches by 30 Yards || 3M Contractor Grade Pro Strength Duct Tape 3979 Silver, 1.88 in x 60 yd 8.0 mil, Individually Wrapped, Conveniently Pack"
l3_collab,<a_72>,39,other,0.8205128205128205,0.20512820512820512,other:32; adhesive_epoxy:5; gauge_meter:1; fastener:1,"SafeTouch Nitrile Exam Gloves, Non Latex, Powder Free, Small, 100/Box || Nitrile Exam Glove (non-latex) PF Medium Blue 100/BX || AMMEX - AINPF46100 - Medical Nitrile Gloves - Disposable, Powder Free, Exam Grade, 3 mil, Large, Indigo (Case of 1000) || Kimberly-Clark Professional Kimtech Science KimWipes Delicate Task Wipers, 4.4 x 8.4 in. 1-ply || Dynarex Nitrile Exam Gloves, Black, X-Large, 100 Count"
l3_collab,<a_54>,58,gauge_meter,0.46551724137931033,0.1206896551724138,gauge_meter:27; other:12; tape:9; adhesive_epoxy:9; connector_fitting:1,"White SiliconeTubing, 1/2""ID, 3/4""OD, 1/8""Wall, 25' Length || White SiliconeTubing, 3/16""ID, 1/4""OD, 1/32"" Wall, 10' Length || 3M High Temperature Flue Tape, 15-Foot Roll || LDR Industries 516 B1210 Nylon Tubing, 1/2"" x 10', Clear || Camco 4ft TastePURE Drinking Water Hose - Lead and BPA Free, Reinforced for Maximum Kink Resistance,  1/2""Inner Diameter"
l3_collab,<a_143>,30,connector_fitting,0.8333333333333334,0.5666666666666667,connector_fitting:25; gauge_meter:3; other:1; fastener:1,uxcell 5 Pcs Dual Row 4 Position Covered Screw Terminal Strip 600V 25A || 520 Piece Electrical Terminal Assortment with Storage Box || Uxcell a14092200ux1053 LED Pilot Light Panel Indicator (Pack of 3) || Nilight GA0005 Holder TAP Adapter Mini ATM APM Blade Fuse Holder-10 Pack || Uxcell a10073000ux0031 2 Pcs 8 Position Double Row Screw Terminal Covered Barrier Strip 600V 25A
l3_collab,<a_121>,23,gauge_meter,0.8260869565217391,0.17391304347826086,gauge_meter:19; adhesive_epoxy:2; other:2,"1 X Hydrometer - Triple Scale || Vintage Shop PW-COIA-QACH Hydrometer 12"" Test Jar with Removable Base || Magnum Media DUAL SCALE 0-32% Brix and 1.000-1.130SG Wort Refractometer RSG-100ATC Beer Home Brew || AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator || AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator"
l3_collab,<a_21>,63,other,0.5555555555555556,0.5238095238095238,other:35; gauge_meter:24; adhesive_epoxy:2; 3d_filament:1; fastener:1,"Stainless Steel 304L Welded Round Tubing, 2"" OD, 1.93"" ID, 0.035"" Wall, 36"" Length || Applied Magnets 2-pc, 1.5"" Strong NdFeB Neodymium Cup Magnet with Countersunk Hole. || 110 Copper Rectangular Bar, Unpolished (Mill) Finish, H04 Temper, ASTM B187, 1/4"" Thickness, 2"" Width, 36"" Length || 6061 Aluminum Rectangular Bar, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 1/8"" Thickness, 1"" Width, 36 || 6101 Aluminum Rectangular Bar, Unpolished (Mill) Finish, T61 Temper, ASTM B317, 1/4"" Thickness, 2"" Width, 12"" Length"
l3_collab,<a_251>,43,other,0.46511627906976744,0.09302325581395349,other:20; gauge_meter:10; adhesive_epoxy:6; fastener:6; connector_fitting:1,"#10 Solid Rubber Stopper || Science Purchase Disposable Luer-Slip Tip 3mL Syringe, Sterile without Needle, 100 Count || SEOH 4 inch Glass Pipette Droppers (pack of 12) || Eagle F-15 HDPE 10"" Poly Funnel For Metal Type I Safety Cans, 4"" Height, 8"" Width, 9"" Length || Racers Edge 3000 1/2-Ounce Bottle W Needle Tip"
l3_collab,<a_240>,25,other,0.6,0.16,other:15; fastener:6; gauge_meter:3; 3d_filament:1,"Mist Coolant Lubrication Spray System For 8mm Air Pipe CNC Lathe Milling Drill || MG Chemicals Liquid Tin, 475 ml Bottle || Chemical Guys ACC_121.32HD Chemical Resistant Heavy Duty Bottle and Sprayer (32 oz) || 24 Oz. Sprayer Bottles, Pack Of 3 || VACTRA OIL NO.2, 1 QUART(32OZ)EXPEDITED DELIVERY NOT AVAILABLE"
l3_collab,<a_20>,95,gauge_meter,0.5473684210526316,0.18947368421052632,gauge_meter:52; connector_fitting:31; adhesive_epoxy:11; tape:1,"Wago Wire Connector 600 V Clear 4 Conductor 100 / Box || Arlington LPCG50-1 Low-Profile Strain Relief Cord Connector, 1/2 Inch || HOODDEAL 50pcs Waterproof Solder Seal Heat Shrink Butt Connectors with Soldering Sleeve || Yueton 100pcs Female Fully Insulated Wire Crimp Terminal Nylon Quick Connectors Wiring Spade || Loos Cableware ST2-4 Copper Crimping Stop Sleeve Set for 1/8"" Diameter Wire Rope (50 Piece)"
l3_collab,<a_101>,32,other,0.84375,0.21875,other:27; gauge_meter:3; fastener:1; adhesive_epoxy:1,"LEDMart(tm) 50w LED Flood Light (2) Cool White Lamp Landscape Outdoor Waterproof 90-240v, 120 Degree Beam Angle (2) || SUNKEE 20pcs Photo Light Sensitive Resistor Photoresistor Optoresistor 5mm GM5539 5539 || microtivity IL188 5mm Assorted Clear LED w/Resistors (8 Colors, Pack of 80) || CB 7101S1 72-Pieces Blank Microscope Slides & 100-Pieces Square Cover Glass || Uxcell a14041500ux1277 10Pairs Black Red 13cm JST SM 2Pins Jack Male to F (Pack of 20)"
