item_id,title,brand,family,r720b_l1,r720b_l2,r720b_l3,orig_l1,orig_l2
704,"Stanley Wet/Dry Vacuum, 1 Gallon, 1.5 Horsepower",Stanley,other,<a_213>,<a_213><b_211>,<c_58>,<a_24>,<a_24><b_2>
705,"Shepherd Hardware 9782 4-Inch Cast Iron Swivel Plate Caster, 500-lb Load Capacity",Shepherd Hardware,other,<a_54>,<a_54><b_106>,<c_56>,<a_87>,<a_87><b_249>
706,"Shepherd Hardware 9174 2-Inch Cast Iron Swivel Plate Caster, 125-lb Load Capacity",Shepherd Hardware,other,<a_54>,<a_54><b_123>,<c_52>,<a_87>,<a_87><b_222>
707,Gino UF35B 5mm Inner Diameter Black Core Ferrite Cable Clip 10 Pcs,Gino,gauge_meter,<a_65>,<a_65><b_129>,<c_166>,<a_158>,<a_158><b_96>
708,Grizzly H2940 Round Bar Center Finder,Grizzly,other,<a_181>,<a_181><b_38>,<c_129>,<a_104>,<a_104><b_63>
709,VicTsing RJ45 RJ11 Cable Tester Network LAN Ethernet Phone Telephone Cable Tester Wire Tracker Scanning Device Wire Measuring Instrument,VicTsing,other,<a_209>,<a_209><b_134>,<c_87>,<a_211>,<a_211><b_236>
710,"PORTER-CABLE PBN18200-1 2-Inch, 18 ga. brad nails (1000-Pack)",PORTER-CABLE,other,<a_136>,<a_136><b_141>,<c_93>,<a_42>,<a_42><b_133>
711,3M Scotch #35 Electrical Tape Value Pack (10457NA),3M,tape,<a_76>,<a_76><b_188>,<c_153>,<a_202>,<a_202><b_218>
712,Wixey WR100 6-Inch Digital Calipers with Fractions,Wixey,gauge_meter,<a_181>,<a_181><b_60>,<c_58>,<a_104>,<a_104><b_95>
713,"Rubbermaid Commercial Products FG295673BLUE Plastic Resin Deskside Recycling Can, 7 Gallon/28 Quart, Blue Recycling Symbol (Pack of 12)",Rubbermaid Commercial Products,ventilation_fan,<a_214>,<a_214><b_224>,<c_2>,<a_210>,<a_210><b_201>
714,Shop-Vac 9067200 Type I 10-14-Gallon High Efficiency Disposable Collection Filter Bag 2-Pack,Shop-Vac,other,<a_213>,<a_213><b_238>,<c_53>,<a_24>,<a_24><b_29>
715,Amprobe TL35B Test Leads with Alligator Clips,Amprobe,other,<a_36>,<a_36><b_40>,<c_215>,<a_211>,<a_211><b_68>
716,"GORILLA PVC R08000 Pvc Glue 8 OZ, Clear",True Value,adhesive_epoxy,<a_230>,<a_230><b_147>,<c_217>,<a_233>,<a_233><b_52>
717,HH-66 PVC Vinyl Cement Glue with Brush 8oz,HH-66 PVC Vinyl Cement,adhesive_epoxy,<a_230>,<a_230><b_7>,<c_58>,<a_233>,<a_233><b_191>
718,Tear-Aid Repair Type B Vinyl Kit,Tear-Aid Repair,other,<a_11>,<a_11><b_224>,<c_87>,<a_122>,<a_122><b_118>
719,"Gorilla Heavy Duty Construction Adhesive, 2.5 ounce Squeeze Tube, White",Gorilla,adhesive_epoxy,<a_230>,<a_230><b_123>,<c_172>,<a_99>,<a_99><b_53>
720,"Dicor BT-1834-1 1/8"" x 3/4"" x 30' Butyl Seal Tape",Dicor,tape,<a_83>,<a_83><b_151>,<c_88>,<a_170>,<a_170><b_49>
721,"Kreg SML-C2B-250 Blue-Kote Weather Resistant Pocket Hole Screws - 2"", 8 Coarse, Washer Head, 250 count",Kreg,fastener,<a_130>,<a_130><b_73>,<c_174>,<a_224>,<a_224><b_230>
722,ITW Brands 25350#50 Plastic Dry Anchor,ITW Brands,other,<a_33>,<a_33><b_240>,<c_232>,<a_224>,<a_224><b_196>
723,"4"" x 6"" 4 Mil (Heavy Duty) Plymor Brand Zipper Reclosable Storage Bags, DispenserBag Pack of 100",Plymor,other,<a_238>,<a_238><b_198>,<c_21>,<a_210>,<a_210><b_219>
724,"Duck Brand EZ Start Packing Tape With Dispenser, 1.88 Inch x 22.2 Yard, Clear, 1 Roll (393185)",Duck,tape,<a_14>,<a_14><b_223>,<c_109>,<a_202>,<a_202><b_55>
725,"Bissell Zing Bagged Canister Vacuum, Maroon, 4122 - Corded",Bissell,other,<a_125>,<a_125><b_145>,<c_102>,<a_197>,<a_197><b_33>
726,5 Gallon Plastic Hedpack with cap,Midwest Brewing and Winemaking Supplies,other,<a_248>,<a_248><b_6>,<c_86>,<a_14>,<a_14><b_137>
727,"The Hillman Group 180297 Pronged Tee Nut, 1/4 20, 100-Pack",Hillman,fastener,<a_6>,<a_6><b_109>,<c_164>,<a_224>,<a_224><b_9>
728,"Cold Rolled Steel A513 Drawn Over Mandrel Round Tubing, ASTM A513, 1-1/4"" OD, 1.01"" ID, 0.12"" Wall, 72"" Length",Small Parts,other,<a_185>,<a_185><b_253>,<c_134>,<a_251>,<a_251><b_54>
729,"Rust-Oleum 203373 Professional Floor Coating Kit, Silver Gray, 1 Pack",Rust-Oleum,other,<a_225>,<a_225><b_212>,<c_215>,<a_122>,<a_122><b_41>
730,"Crest Pro-Health Advanced Extra Deep Clean Toothpaste Twin Pack, 5.1 Ounce",Crest,other,<a_15>,<a_15><b_236>,<c_152>,<a_66>,<a_66><b_207>
731,"ARROW 160376 1-1/4"" Cup Hooks (Pack of 18), Rubbed Bronze",Arrow,other,<a_150>,<a_150><b_144>,<c_164>,<a_71>,<a_71><b_174>
732,Yellow Jacket 93842 Mini Ball Valve (3 Pack),Yellow Jacket,other,<a_51>,<a_51><b_42>,<c_174>,<a_108>,<a_108><b_167>
733,"MG Chemicals 824-1L 99.9% Isopropyl Alcohol Liquid Cleaner, Clear , 945 mL (1 US Quart)",MG Chemicals,other,<a_20>,<a_20><b_20>,<c_161>,<a_206>,<a_206><b_216>
734,"microtivity IL188 5mm Assorted Clear LED w/Resistors (8 Colors, Pack of 80)",microtivity,other,<a_30>,<a_30><b_178>,<c_90>,<a_73>,<a_73><b_231>
735,"E-Projects EPC-102 43 Value Resistor Kit, 1 Ohm - 10M Ohm (Pack of 1075)",E-Projects,other,<a_101>,<a_101><b_127>,<c_1>,<a_73>,<a_73><b_56>
736,GUM Proxabrush Go-Betweens Cleaners 8 ct - Ultratight Pack of (3),Sunstar,other,<a_66>,<a_66><b_199>,<c_200>,<a_180>,<a_180><b_7>
737,Webstone 44443WPR 3/4-Inch IPS Isolator EXP E2 Tankless Water Heater Service Valve Kit with Clean Brass Construction,Webstone,other,<a_51>,<a_51><b_224>,<c_123>,<a_108>,<a_108><b_158>
738,Rectorseal 74026 3-Ounce C-Flux,Rectorseal,other,<a_75>,<a_75><b_3>,<c_77>,<a_79>,<a_79><b_32>
739,"Tensive Parker Labs Conductive Adhesive Gel, 50 Gram",Tensive,3d_filament,<a_222>,<a_222><b_224>,<c_220>,<a_233>,<a_233><b_155>
740,"Loc-Line Coolant Hose Component, Acetal Copolymer, 90 Degree Nozzle, 1/8"" Diameter, 1/4"" Hose ID (Pack of 4)",Loc-Line,connector_fitting,<a_165>,<a_165><b_79>,<c_8>,<a_228>,<a_228><b_202>
741,"Hillman Group 829720 1/4 by 20-Inch Stainless Steel Nylon Insert Locknut, 50-Pack, Single",Hillman,fastener,<a_6>,<a_6><b_253>,<c_19>,<a_224>,<a_224><b_251>
742,"Kingston KMBVM Series Brass Mini Ball Valve, Lever, 1/4"" NPT Male x NPT Female",Kingston Valves,other,<a_51>,<a_51><b_182>,<c_134>,<a_108>,<a_108><b_114>
743,Shoreline Marine Liquid Electrical Tape,Shoreline Marine,tape,<a_76>,<a_76><b_55>,<c_165>,<a_202>,<a_202><b_208>
744,"SCIGRIP 4 Acrylic Solvent Cement, Water-thin, 1 Pint Can with Screw-On Cap, Clear",SCIGRIP,fastener,<a_124>,<a_124><b_213>,<c_122>,<a_165>,<a_165><b_219>
745,"Rockler Cyanoacrylate Quick-Set Medium Adhesive, 4.5 oz Bottle",Stick Fast,adhesive_epoxy,<a_124>,<a_124><b_98>,<c_182>,<a_165>,<a_165><b_187>
746,Applicator Bottle with Stainless Steel Needle - 3 Pack,IPS,other,<a_38>,<a_38><b_44>,<c_1>,<a_150>,<a_150><b_110>
747,"Soft 'n Style BMX-8031 Plastic Clear Spray Bottle, 16 fl.oz. Capacity",Soft 'N Style,other,<a_128>,<a_128><b_139>,<c_65>,<a_150>,<a_150><b_197>
748,Replacement Filter Fits Shop Vac 90304,4YourHome,other,<a_154>,<a_154><b_25>,<c_77>,<a_109>,<a_109><b_82>
749,"BSI Bob Smith 152 Insta Set Accelerator, 8 oz.",BSI,other,<a_158>,<a_158><b_45>,<c_124>,<a_99>,<a_99><b_170>
750,"Rubbermaid Commercial FG9T6600BLA Service/Utility Cart, Two-Shelf, 300 lb capactiy, Black",Rubbermaid Commercial Products,other,<a_214>,<a_214><b_211>,<c_249>,<a_210>,<a_210><b_229>
751,Install Bay CC2218 Crimp Cap Nylon Connector 22/18 Gauge (100-Pack),Install Bay,connector_fitting,<a_186>,<a_186><b_14>,<c_207>,<a_67>,<a_67><b_133>
752,"Fowler Full Warranty Stainless Steel Shockproof Dial Caliper, 52-008-706-0, 0-6"" Measuring Range, 0.001"" Graduation Interval, Face Color White",Fowler,gauge_meter,<a_192>,<a_192><b_251>,<c_16>,<a_17>,<a_17><b_180>
753,"PVC (Polyvinyl Chloride) Sheet, Opaque White, Standard Tolerance, UL 94/ASTM D1784, 1/4"" Thickness, 12"" Width, 12"" Length",Small Parts,other,<a_67>,<a_67><b_223>,<c_13>,<a_79>,<a_79><b_114>
754,Fluke Networks 26200900 Pro3000 Tone Generator with ABN Clips and RJ11 Plug,Fluke Networks,other,<a_7>,<a_7><b_141>,<c_205>,<a_197>,<a_197><b_35>
755,"Marine Sextant, Davis",Davis,other,<a_1>,<a_1><b_166>,<c_227>,<a_229>,<a_229><b_5>
756,"Gardner Bender GSW-20  Electrical Toggle Switch Covers, EDPM Rubber Cover, Moisture, Dust and Dirt Resistant, Pack of 2, Black",Gardner Bender,other,<a_205>,<a_205><b_193>,<c_96>,<a_236>,<a_236><b_87>
757,"Shepherd Hardware 9615 10-Inch Semi-Pneumatic Rubber Replacement Tire, Plastic Wheel, 1-3/4-Inch Diamond Tread, 1/2-Inch Bore Offset Axle",Shepherd Hardware,other,<a_54>,<a_54><b_31>,<c_230>,<a_87>,<a_87><b_147>
758,Push-On Alligator Clips for Test Leads,Elenco Electronics,other,<a_29>,<a_29><b_46>,<c_80>,<a_211>,<a_211><b_133>
759,"National Hardware N199-810 3214BC Fixed Double Pulleys in Zinc, 1-1/2",National Hardware,other,<a_79>,<a_79><b_214>,<c_113>,<a_71>,<a_71><b_149>
760,Sun Company 201-F Lev-o-gage Inclinometer and Tilt Gauge,Sun Company,gauge_meter,<a_144>,<a_144><b_148>,<c_132>,<a_15>,<a_15><b_159>
761,"Concord Blades GCD045FCP 4.5 Inch Double Row Diamond Cup Wheel with 5/8""-11 Thread",Concord Blades,other,<a_42>,<a_42><b_207>,<c_178>,<a_193>,<a_193><b_229>
762,"BOSTITCH BT1350B 2-Inch 18-Gauge Brad Nails, 2000-Per Box",BOSTITCH,gauge_meter,<a_136>,<a_136><b_23>,<c_119>,<a_42>,<a_42><b_58>
763,Rope King CSC-6100 Cotton Sash Cord #6 - 3/16 inch x 100 feet,Rope King,other,<a_45>,<a_45><b_187>,<c_250>,<a_251>,<a_251><b_87>
764,Shop-Vac 9050300 2.5-Inch by 8-Foot Hose,Shop-Vac,connector_fitting,<a_19>,<a_19><b_172>,<c_74>,<a_24>,<a_24><b_173>
765,WAGO 222-413 LEVER-NUTS 3 Conductor Compact Connectors,Wago,connector_fitting,<a_187>,<a_187><b_64>,<c_206>,<a_67>,<a_67><b_162>
766,"3M 05539 Roloc 2"" Disc Pad Assembly",3M,other,<a_240>,<a_240><b_60>,<c_17>,<a_159>,<a_159><b_196>
767,J-B Weld 50101 MinuteWeld Instant-Setting Epoxy Syringe - Dries Clear - 25ml,J-B Weld,adhesive_epoxy,<a_211>,<a_211><b_63>,<c_49>,<a_165>,<a_165><b_85>
768,"Oil Slick Sheet Labratory Grade PTFE Roll Solvent Resistant Alternative to Parchment Paper, 48x16",Oil Slick,other,<a_37>,<a_37><b_1>,<c_206>,<a_79>,<a_79><b_135>
769,Nubee Temperature Gun Non-contact Digital Laser Infrared IR Thermometer,Nubee,gauge_meter,<a_50>,<a_50><b_243>,<c_9>,<a_107>,<a_107><b_42>
770,"Universal 63036 Plastic Thank You Shopping Bag, 11.5 x 3.15 x 22, 0.55 mil, White/Red (Box of 250)",Universal,other,<a_163>,<a_163><b_244>,<c_52>,<a_210>,<a_210><b_114>
771,LOW ODOR DMSO Glass 8 oz Bottle 99.995% Pharma Grade Dimethyl Sulfoxide,DMSO Store,other,<a_171>,<a_171><b_80>,<c_4>,<a_150>,<a_150><b_188>
772,"Watts 0009257 25AUB-Z3, 3/4"", bronz",Watts,other,<a_123>,<a_123><b_189>,<c_225>,<a_108>,<a_108><b_6>
773,"Duck Brand Standard Packaging Tape Refill, 1.88 Inch x 54.6 Yard, Clear, 1 Roll (240408)",Duck,tape,<a_14>,<a_14><b_223>,<c_180>,<a_202>,<a_202><b_18>
774,DuPont Teflon Non-Stick,DuPont,other,<a_12>,<a_12><b_251>,<c_0>,<a_197>,<a_197><b_204>
775,"BOSTITCH FN1532-1M 2-Inch 15-Gauge FN Style Angled Finish Nails, 1000 per Box",BOSTITCH,gauge_meter,<a_136>,<a_136><b_128>,<c_90>,<a_42>,<a_42><b_191>
776,"Pumice Cleaning Stone (4-Pack) - High Density, Sturdy, Fine Grit (4)",Powerhouse Pumice,other,<a_119>,<a_119><b_244>,<c_206>,<a_66>,<a_66><b_28>
777,"Dynarex Tongue Depressor Senior, Sterile, 6 Inches, 100 Count",Dynarex,other,<a_208>,<a_208><b_83>,<c_136>,<a_180>,<a_180><b_4>
778,Spinbrush Truly Radiant Soft Powered Toothbrush (Colors May Vary),Spinbrush,other,<a_203>,<a_203><b_81>,<c_213>,<a_24>,<a_24><b_26>
779,"Dorman Hardware 4-9995 Magnetic Tool Bar, 16 Inch",Dorman Hardware,other,<a_2>,<a_2><b_233>,<c_96>,<a_71>,<a_71><b_229>
780,"Dynarex 2513 SafeTouch Nitrile Exam Gloves, Non-Latex, Powder Free, Large, Blue (Pack of 100)",Dynarex,other,<a_146>,<a_146><b_74>,<c_134>,<a_44>,<a_44><b_9>
781,"KitchenAid KSM8990WH 8-Quart Commercial Countertop Mixer, 10-Speed, Gear-Driven, White",KitchenAid,other,<a_246>,<a_246><b_39>,<c_163>,<a_109>,<a_109><b_231>
782,Extech 480172 AC Line Splitter,Extech,other,<a_127>,<a_127><b_32>,<c_36>,<a_36>,<a_36><b_236>
783,"3M 90128-00001, 18"" Professional Quality Non Reflective  Safety Cone, 1-Pack,3M,90128-00001"" />",3M,other,<a_35>,<a_35><b_220>,<c_115>,<a_68>,<a_68><b_204>
784,"National Hardware N100-792 15 Bar Holder in Zinc plated,",National Hardware,other,<a_111>,<a_111><b_59>,<c_216>,<a_71>,<a_71><b_34>
785,"Enerlites HET06A-White 1-5-10-15-20-30 Minutes Preset In-Wall Countdown Timer Switch, w Decorator Wall Plate, White",Enerlites,fastener,<a_196>,<a_196><b_208>,<c_24>,<a_236>,<a_236><b_6>
786,Lifegard Aquatics 3/4-Inch Double Threaded Bulkhead,Lifegard Aquatics,other,<a_166>,<a_166><b_130>,<c_0>,<a_108>,<a_108><b_123>
787,"Covidien 6818 Webcol Alcohol Prep, Sterile, Medium, 2-Ply (Pack of 200)",COVIDIEN,other,<a_106>,<a_106><b_11>,<c_40>,<a_44>,<a_44><b_98>
788,FeelGlad(TM)5pcs Titanium Step Drill Bits Set with Aluminum Case,FeelGlad,other,<a_44>,<a_44><b_83>,<c_200>,<a_224>,<a_224><b_247>
789,"Everflow 811-5 PTFE Thread Seal Tape for Plumbers, White 1/2 Inch x 520 Inch (Pack of 5 Rolls)",Everflow,tape,<a_151>,<a_151><b_183>,<c_43>,<a_79>,<a_79><b_61>
790,DayMark Stainless Steel Pocket Thermometer with Calibration Sleeve,DayMark Safety Systems,gauge_meter,<a_144>,<a_144><b_21>,<c_100>,<a_107>,<a_107><b_225>
791,Stanley 21-106 8-Inch Mill Bastard File,Stanley,other,<a_199>,<a_199><b_179>,<c_87>,<a_193>,<a_193><b_253>
792,"100pcs Solder Seal Wire Connectors, Sopoby Heat Shrink Butt Connectors, Waterproof Marine Automotive Electrical Terminals Insulated (35Red 30Blue 25White 10Yellow)",Sopoby,connector_fitting,<a_65>,<a_65><b_106>,<c_59>,<a_17>,<a_17><b_96>
793,"Yost MU360 Universal Jaw Cover, 6",Yost Tools,other,<a_72>,<a_72><b_8>,<c_172>,<a_193>,<a_193><b_60>
794,"Keeper (07512) Koastal 12' x 1-1/2"" Lashing Strap with Protective Cover, (Pack of 2)",Keeper,other,<a_210>,<a_210><b_107>,<c_56>,<a_71>,<a_71><b_225>
795,"The Hillman Group 41429 Round Head Toggle Bolt, 1/4-Inch x 4-Inch, 5-Pack",The Hillman Group,fastener,<a_250>,<a_250><b_76>,<c_33>,<a_224>,<a_224><b_47>
796,Hillman Toggle Bolt 90 Lb. 5 / Card,The Hillman Group,fastener,<a_250>,<a_250><b_84>,<c_158>,<a_224>,<a_224><b_47>
797,"Dorman Hardware 4-9327 Storage Hooks, 8-Pack",Dorman Hardware,other,<a_2>,<a_2><b_18>,<c_185>,<a_71>,<a_71><b_33>
798,PRO 1 Fuel Line Hose 5/16 Inch Inside Diameter X 25 Feet Length NRB/PVCC SAE30R6,Pro-1,connector_fitting,<a_123>,<a_123><b_113>,<c_210>,<a_228>,<a_228><b_75>
799,"Dap 18268 Roof Sealant, 10.1 oz, Black",DAP,other,<a_10>,<a_10><b_113>,<c_252>,<a_244>,<a_244><b_179>
800,"Anderson Metals 57001-0402 Brass Hose Fitting, Adapter, 1/4"" Barb x 1/8"" NPT Male Pipe",Anderson Metals,connector_fitting,<a_242>,<a_242><b_35>,<c_206>,<a_108>,<a_108><b_88>
801,"Pro Series 1400750340 6"" Caster",Pro Series,other,<a_182>,<a_182><b_34>,<c_120>,<a_52>,<a_52><b_55>
802,"4.5"" x 7/8"" Premium Zirconia Flap Discs Grinding Wheels 60 Grit Type 27-10 Pack",Benchmark Abrasives,other,<a_0>,<a_0><b_178>,<c_241>,<a_193>,<a_193><b_104>
803,Koehler Enterprises KE20BX 10 Piece Hose Clamp Box (Size SAE 20),Koehler,connector_fitting,<a_109>,<a_109><b_249>,<c_212>,<a_71>,<a_71><b_204>
804,Water & Wood 100pcs Insulated Heat Shrink Butt Wire Electrical Crimp Terminal Connector 18-22AWG,Waterwood,connector_fitting,<a_253>,<a_253><b_3>,<c_148>,<a_67>,<a_67><b_64>
805,American Weigh Scales 200WGT Carbon Steel 200gm Calibration Weight Scale with Chrome Finish,American Weigh Scales,other,<a_98>,<a_98><b_93>,<c_112>,<a_229>,<a_229><b_95>
806,"HUMCO HOLDING GROUP 303950303963 Boric Acid Powder, 6 oz.",HUMCO HOLDING GROUP,other,<a_177>,<a_177><b_3>,<c_156>,<a_150>,<a_150><b_233>
807,"M-D Building Products Available 3822 Vinyl Garage Door Top and Sides Seal, 30 Feet, White",M-D Building Products,ventilation_fan,<a_230>,<a_230><b_133>,<c_10>,<a_244>,<a_244><b_46>
808,"Loos Cableware SL1-2 Aluminum Duplex Oval Crimping Sleeve Set for 1/16"" Diameter Wire Rope (50 Piece)",Loos & Co.,gauge_meter,<a_186>,<a_186><b_161>,<c_48>,<a_67>,<a_67><b_108>
809,"Loos Cableware AN100-C4 Stainless Steel Thimble for 3/32"" and 1/8"" Diameter Wire Rope (10 Piece)",Loos & Co.,gauge_meter,<a_172>,<a_172><b_91>,<c_68>,<a_67>,<a_67><b_108>
810,"Koch 002023 1/16 by 500-Feet 7 by 7 Cable, Galvanized",Koch,other,<a_246>,<a_246><b_52>,<c_180>,<a_23>,<a_23><b_178>
811,Install Bay Copper Ring Terminal 2 Gauge 5/16 Inch 10 Pack - CUR2516,Install Bay,connector_fitting,<a_186>,<a_186><b_244>,<c_4>,<a_67>,<a_67><b_244>
812,ShipGuard 600 Ziplock Bags 6 Assorted Sizes Clear 2MIL baggies1.5x2 2x2 2x3 3x3 3x4 3x5,ShipGuard,other,<a_238>,<a_238><b_194>,<c_233>,<a_210>,<a_210><b_239>
813,"Industrial Test Systems WaterWorks 481108 Total Hardness Test Strip, 3 Second Test Time, 0-1000ppm Range (Pack of 30)",Industrial Test Systems,test_strip,<a_69>,<a_69><b_140>,<c_49>,<a_107>,<a_107><b_60>
814,"DEWALT DW4902 1-Inch by 1/4-Inch High Performance Carbon Knot Wire End Brush, 0.020-Inch Wire",DEWALT,other,<a_17>,<a_17><b_67>,<c_28>,<a_193>,<a_193><b_58>
815,"Flex-Drain ADP53102 Downspout Adaptor, Landscaping Drain Pipe Adapter 3 by 4 by 4-Inch",Flex-Drain,other,<a_45>,<a_45><b_179>,<c_25>,<a_108>,<a_108><b_92>
816,Maxline M8067 Elbow Fitting for 3/4-Inch Tubing,Maxline,connector_fitting,<a_13>,<a_13><b_193>,<c_241>,<a_108>,<a_108><b_216>
817,Maxline M8011 Equal Tee Fitting for 3/4-Inch Tubing,Maxline,connector_fitting,<a_13>,<a_13><b_85>,<c_36>,<a_108>,<a_108><b_216>
818,"Anderson Metals 38116 Red Brass Pipe Fitting, 90 Degree Street Elbow, 3/4"" Female x 3/4"" Male",Anderson Metals,connector_fitting,<a_13>,<a_13><b_161>,<c_73>,<a_108>,<a_108><b_1>
819,"Inkbird ITC-1000 Dual Stage Digital Temperature Controller Fahrenheit  Celsius Thermostat with Sensor for 3D Printer,Freezer,Fridge,Hatching ect (12 Volt)",Inkbird,3d_filament,<a_131>,<a_131><b_183>,<c_233>,<a_107>,<a_107><b_35>
820,Philips Sonicare Flexcare Platinum Connected Rechargeable Toothbrush,Philips Sonicare,other,<a_122>,<a_122><b_41>,<c_19>,<a_24>,<a_24><b_20>
821,"Apera Instruments AI209 PH20 Value Waterproof pH Pocket Tester, &plusmn;0.1 pH Accuracy, 0-14.0 pH Range, Complete Kit","Apera Instruments, LLC",other,<a_25>,<a_25><b_204>,<c_186>,<a_107>,<a_107><b_231>
822,"Anytime Tools 24 pc Wire Brush Wheel & Cup - Brass & Stainless Steel 1/8"" Shank for Rotary Tools",Anytime Tools,other,<a_17>,<a_17><b_68>,<c_182>,<a_193>,<a_193><b_76>
823,Stanley Proto J000AA 25 Blade Master Feeler Gauge Set,Proto,gauge_meter,<a_164>,<a_164><b_221>,<c_202>,<a_104>,<a_104><b_3>
824,"213C2 Karter Scientific Glass Graduated Cylinder 3 Piece Set 10, 50 & 100ml",Karter Scientific,other,<a_251>,<a_251><b_72>,<c_220>,<a_94>,<a_94><b_75>
825,TEKTON 7608 Telescoping Inspection Mirror,TEKTON,other,<a_236>,<a_236><b_158>,<c_245>,<a_180>,<a_180><b_116>
826,"M-D Building Products 2311 High Density Foam Tape, 1/2-by-3/4-Inch by 10 feet, Gray",M-D Building Products,tape,<a_83>,<a_83><b_161>,<c_110>,<a_244>,<a_244><b_0>
827,Loctite Glass Glue 2-Gram Tube (233841),Loctite,adhesive_epoxy,<a_198>,<a_198><b_57>,<c_146>,<a_165>,<a_165><b_129>
828,Liquid Nails LN903 10-Ounce Heavy-Duty Liquid Nails Construction Adhesive,Liquid Nails,adhesive_epoxy,<a_114>,<a_114><b_66>,<c_79>,<a_165>,<a_165><b_244>
829,Dynarex 2611 Safe-Touch Vinyl Exam Glove Powder Less Small Box,Dynarex,other,<a_146>,<a_146><b_144>,<c_203>,<a_44>,<a_44><b_254>
830,Stanley Hardware 75-6111 Corner Braces,National Hardware,other,<a_111>,<a_111><b_116>,<c_61>,<a_71>,<a_71><b_164>
831,"DEWALT DW8062B5 4-1/2-Inch by 0.045-Inch Metal and Stainless Cutting Wheel, 7/8-Inch Arbor, 5-Pack",DEWALT,other,<a_132>,<a_132><b_82>,<c_220>,<a_193>,<a_193><b_42>
832,"MKT Steel Conset Masonry Screw Anchor, Phillips Flat Head, 3/16"" Diameter x 2-1/4"" Length (Box of 100)",MKT,gauge_meter,<a_207>,<a_207><b_101>,<c_83>,<a_224>,<a_224><b_5>
833,WallPeg 43 Pc. Peg Board Storage System - Pegboard Hook Assortment Organizer Bins Y/B # AM 302- 2,WallPeg,other,<a_2>,<a_2><b_57>,<c_91>,<a_42>,<a_42><b_87>
834,315 Pieces Roll Pin Assortment Kit Set - SAE,FindingKing,other,<a_138>,<a_138><b_42>,<c_49>,<a_42>,<a_42><b_76>
835,"Industrial & Scientific"" />",Boltsize-It,metadata_placeholder,<a_191>,<a_191><b_49>,<c_0>,<a_15>,<a_15><b_113>
836,"RhinoGear 11912ABMI RhinoRamps MAX Vehicle Ramp - Pair (16,000lb. GVW Capacity)",RhinoGear,other,<a_73>,<a_73><b_161>,<c_188>,<a_87>,<a_87><b_242>
837,Commando Grinding Wheel Dresser with Flat Diamond Coated Surface for Truing Grinding & Deburring Wheels,"Commando Products, Inc.",other,<a_0>,<a_0><b_228>,<c_208>,<a_193>,<a_193><b_7>
838,"3M Littmann Classic II S.E. Stethoscope, Black Tube, 28 inch, 2201",3M Littmann,other,<a_18>,<a_18><b_153>,<c_5>,<a_180>,<a_180><b_186>
839,CB 7101S1 72-Pieces Blank Microscope Slides & 100-Pieces Square Cover Glass,CB,other,<a_93>,<a_93><b_48>,<c_247>,<a_14>,<a_14><b_75>
840,Santamedical Adult Deluxe Aneroid Sphygmomanometer - Professional Blood Pressure Monitor with Adult black cuff and Carrying case (Light Black),Santamedical,gauge_meter,<a_218>,<a_218><b_124>,<c_205>,<a_180>,<a_180><b_15>
841,Stainlesstown K18FWC Stainless Steel Flat Washer Assortment Kit,Stainless Town,other,<a_138>,<a_138><b_116>,<c_162>,<a_224>,<a_224><b_38>
842,Stainless Steel Hex Nut Assortment Kit,Stainless Town,fastener,<a_231>,<a_231><b_68>,<c_95>,<a_224>,<a_224><b_195>
843,"Industrial & Scientific"" />",VXB,metadata_placeholder,<a_191>,<a_191><b_34>,<c_141>,<a_15>,<a_15><b_105>
844,"Dr.meter 30V/5A DC Bench Power Supply Single-Output 110V/220V Switchable with Alligator Clip included, US 3-prong Cable,PS305DM",Dr.meter,gauge_meter,<a_220>,<a_220><b_217>,<c_198>,<a_158>,<a_158><b_60>
845,"The Hillman Group 58528 1/4 x 2-Inch Round Loop Wire Lock Pin, 4-Pack",Hillman,other,<a_172>,<a_172><b_250>,<c_138>,<a_71>,<a_71><b_160>
846,"Guardian EcoGuard Indoor Wiper Floor Mat, Recycled Plastic and Rubber, 3' x 5', Green",Guardian,other,<a_235>,<a_235><b_127>,<c_249>,<a_122>,<a_122><b_6>
847,Hi-Lift Jack ORB Off-Road Base,Hi-Lift,other,<a_73>,<a_73><b_250>,<c_167>,<a_87>,<a_87><b_174>
848,Rapidair 50200 Equal Tee Fitting with 1/2-Inch Tubing,Rapidair,connector_fitting,<a_13>,<a_13><b_8>,<c_76>,<a_108>,<a_108><b_86>
849,Neiko 53100A 4-Inch Pegboard Hooks and Organizer Assortment | 50-Piece Value Pack,Neiko,other,<a_2>,<a_2><b_68>,<c_135>,<a_71>,<a_71><b_2>
850,"HBD Thermoid NBR/PVC SAE30R6 Fuel Line Hose, 3/8"" x 25' Length, 0.375"" ID, Black",HBD Thermoid,connector_fitting,<a_165>,<a_165><b_191>,<c_235>,<a_79>,<a_79><b_169>
851,3M Aqua-Pure Whole House Replacement Water Filter &ndash; Model AP810,,other,<a_167>,<a_167><b_229>,<c_3>,<a_197>,<a_197><b_193>
852,"Sponge Neoprene 1/8"" Thick X 54"" Wide X 1&#39;",CLEVERBRAND INC.,other,<a_45>,<a_45><b_107>,<c_121>,<a_170>,<a_170><b_230>
