idx,item_id,title,family,eval_count_global,r720b_output_sid,r720b_top1_sid,r720b_hit1,r720b_hit10,r720b_hit50,r720b_top1_item_ids,r720b_top1_titles,orig_align_output_sid,orig_align_top1_sid,orig_align_hit1,orig_align_hit10,orig_align_hit50,orig_align_top1_item_ids,orig_align_top1_titles,orig_best_output_sid,orig_best_top1_sid,orig_best_hit1,orig_best_hit10,orig_best_hit50,orig_best_top1_item_ids,orig_best_top1_titles
1098,175,"Gorilla Crystal Clear Duct Tape, 1.88&rdquo; x 9 yd, Clear, (Pack of 1)",tape,8,<a_59><b_183><c_212>,<a_59><b_183><c_212>,1,1,1,175,"Gorilla Crystal Clear Duct Tape, 1.88&rdquo; x 9 yd, Clear, (Pack of 1)",<a_202><b_52><c_97>,<a_180><b_11><c_69>,0,0,0,1008,"3M Virtua CCS Protective Eyewear 11872-00000-20, Foam Gasket, Anti Fog Lens, Clear",<a_202><b_52><c_97>,<a_122><b_52><c_0>,0,0,0,1382|1788,"Shoe GOO&reg; Adhesive, 3.7 fl oz | Shoe GOO&reg; Adhesive, 3.7 fl oz"
1149,1847,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, White",3d_filament,25,<a_237><b_128><c_211>,<a_58><b_172><c_168>,0,1,1,1850,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Red",<a_223><b_20><c_170>,<a_223><b_80><c_84>,0,0,1,2909,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS",<a_223><b_20><c_170>,<a_223><b_80><c_3>,0,0,1,3112|3493,"3D Solutech Real Black 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175RBLK | 3D Solutech Printer Filament, Real Blue PLA, 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 1.1 LBS (0.5KG)"
1155,98,"Industrial & Scientific"" />",metadata_placeholder,5,<a_191><b_221><c_34>,<a_139><b_128><c_213>,0,1,1,663,"Anytime Tools 1-2-3 Blocks Matched Pair Hardened Steel 1 Hole (1""x2""x3"") 123 Set Precision Machinist Milling",<a_15><b_155><c_49>,<a_104><b_7><c_204>,0,0,0,1870,"iGaging 100-D68 Caliper Depth Base T-Bar Attachment for Dial/Digital/Vernier Calipers, 4"", 6"", 8"", 12",<a_15><b_155><c_49>,<a_193><b_177><c_105>,0,0,0,1115,TEKTON 8-Inch Swivel Bench Vise | 54008
1158,201,"ColorConnex Coupler & Plug Kit (7 Piece), Industrial Type D, 1/4 in. NPT, Red - A73457D",connector_fitting,8,<a_247><b_245><c_54>,<a_220><b_59><c_150>,0,1,1,145,"Marrywindix 6pcs ESD Precision Anti-Static Tweezers, Tweezers Stainless Steel Tweezers with a Bag for Electronics Jewelry-Making Repairing",<a_67><b_185><c_54>,<a_173><b_93><c_124>,0,0,1,40,"Forney 20859 Cutting Fluid, Industrial Pro Tap Magic, 1-Gallon",<a_67><b_185><c_54>,<a_193><b_236><c_163>,0,0,0,1326,"2pc 1/8""-Shank Mandrel Set - For 1/8"" & 1/4"" Wheel Disc Arbor Holes - Fits Dremel"
1171,1552,"3D Solutech Teal Blue 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3d_filament,11,<a_58><b_78><c_27>,<a_58><b_78><c_0>,0,1,1,2909,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS",<a_223><b_80><c_114>,<a_223><b_80><c_84>,0,0,1,2909,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS",<a_223><b_80><c_114>,<a_223><b_80><c_0>,0,1,1,2659|3557|3631,"3D Solutech Apple Green 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) | 3D Solutech Chocolate Brown 3D Printer PLA Filament 1.75MM Filament 2.2 LBS (1.0KG)"
1198,3576,5PCS Nema17 Stepper Motor 2A 64oz.in 40mm Body 4-lead 1m Cable W/Connector DIY CNC,connector_fitting,2,<a_137><b_170><c_160>,<a_120><b_122><c_251>,0,1,1,2926,HICTOP 5 Pieces 3D Printer Extruder Hotend 1.75mm Nozzle Throat for Reprap Prusa I3,<a_30><b_192><c_4>,<a_158><b_217><c_2>,0,0,1,3444,RepRap Champion Metal J-Head V6 Hot End for RepRap 3D Printer 1.75mm Filament Direct Feed Extruder 0.4mm Nozzle,<a_30><b_192><c_4>,<a_158><b_211><c_119>,0,0,1,3151,Anycubic Pulley Version Unassemble Delta Rostock 3D Printer Kossel Kit Large Print Size with Heatbed and Power Supply
1199,3649,"[3D CAM] 5 PCS DRV8825 StepStick Stepper Motor Drivers for 3D Printer Electronics, CNC Machine or Robotics",3d_filament,1,<a_255><b_143><c_152>,<a_120><b_122><c_251>,0,1,1,2926,HICTOP 5 Pieces 3D Printer Extruder Hotend 1.75mm Nozzle Throat for Reprap Prusa I3,<a_158><b_89><c_233>,<a_158><b_217><c_2>,0,0,0,3444,RepRap Champion Metal J-Head V6 Hot End for RepRap 3D Printer 1.75mm Filament Direct Feed Extruder 0.4mm Nozzle,<a_158><b_89><c_233>,<a_158><b_211><c_119>,0,0,0,3151,Anycubic Pulley Version Unassemble Delta Rostock 3D Printer Kossel Kit Large Print Size with Heatbed and Power Supply
1221,544,"Oreck Commercial XL Commercial Upright Vacuum Cleaner, XL2100RHS",other,2,<a_23><b_63><c_128>,<a_34><b_81><c_83>,0,1,1,280,WD-40 Multi-Use Product with SMART STRAW&nbsp;SPRAYS 2 WAYS 8 OZ,<a_24><b_102><c_186>,<a_202><b_182><c_42>,0,0,0,2259,"IPG Iron Grip 17 Mil Heavy Duty Duct Tape 1.88"" x 35 yd, Black",<a_24><b_102><c_186>,<a_202><b_182><c_42>,0,0,0,2259,"IPG Iron Grip 17 Mil Heavy Duty Duct Tape 1.88"" x 35 yd, Black"
1224,2597,"Karter Scientific 206D2 Plastic Petri Dishes, 60 mm x 15 mm, 3 Vents, Sterile (Pack of 10)",other,2,<a_245><b_33><c_127>,<a_72><b_64><c_74>,0,1,1,296,"EISCO CH0688 Labs Clamp Retort, 3 PVC Coated Prongs (opens to 90mm in dia.) with Boss Head",<a_14><b_97><c_86>,<a_94><b_144><c_130>,0,0,1,1835,"Karter Scientific 214T2, 3.3 Boro, Griffin Low Form, Glass Beaker Set - 3 Sizes - 50ml, 100ml, 250ml",<a_14><b_97><c_86>,<a_94><b_189><c_188>,0,0,0,2254,"Glass Erlenmeyer Flask Set - 3 Sizes - 50, 150 and 250ml, Karter Scientific 214U2"
1260,2161,"3D Solutech Natural Clear 1.75mm 3D Printer PLA Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3d_filament,19,<a_58><b_226><c_201>,<a_58><b_78><c_0>,0,1,1,2909,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS",<a_223><b_80><c_140>,<a_223><b_246><c_2>,0,0,1,2721,"3D Solutech Navy Blue 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",<a_223><b_80><c_140>,<a_223><b_80><c_140>,1,1,1,2161,"3D Solutech Natural Clear 1.75mm 3D Printer PLA Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)"
1291,1851,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Yellow",3d_filament,20,<a_58><b_148><c_73>,<a_58><b_172><c_168>,0,1,1,1850,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Red",<a_223><b_198><c_9>,<a_223><b_198><c_230>,0,0,1,1107,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Glow in the Dark",<a_223><b_198><c_9>,<a_223><b_198><c_230>,0,1,1,1107,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Glow in the Dark"
1403,2472,"HATCHBOX ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Black",3d_filament,10,<a_58><b_115><c_66>,<a_237><b_128><c_211>,0,1,1,1847,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, White",<a_223><b_198><c_6>,<a_223><b_20><c_170>,0,0,1,1847,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, White",<a_223><b_198><c_6>,<a_223><b_198><c_114>,0,0,1,444,"HATCHBOX ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, White"
1411,84,Neiko 01409A Electronic Digital Caliper with Extra Large LCD Screen | 0 - 12 Inches | Inch/Fractions/Millimeter Conversion,gauge_meter,18,<a_241><b_85><c_125>,<a_54><b_35><c_24>,0,1,1,1345,POWERTEC 17000 Workbench Caster Kit (Pack of 4),<a_104><b_186><c_66>,<a_87><b_158><c_26>,0,0,1,3011,Little Giant 10940 Retrofit Wheel Kit,<a_104><b_186><c_66>,<a_107><b_93><c_0>,0,0,0,181|182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator | AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator"
1531,2507,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Silver",3d_filament,7,<a_58><b_172><c_41>,<a_58><b_172><c_168>,0,1,1,1850,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Red",<a_223><b_198><c_173>,<a_223><b_198><c_36>,0,0,1,50,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Blue",<a_223><b_198><c_173>,<a_223><b_29><c_58>,0,0,1,51,HATCHBOX 1 Spool 3D Printer Filament Tabletop Wall Mount Rack
1550,1531,"Prestige Medical Fluoride Scissor, Black, 7 1/2 Inch",other,1,<a_61><b_176><c_77>,<a_18><b_39><c_31>,0,1,1,3328,MDF MD One Stainless Steel Premium Dual Head Stethoscope - Free-Parts-for-Life & Lifetime Warranty (MDF777-01) - Pink,<a_180><b_41><c_58>,<a_180><b_31><c_128>,0,0,0,3328,MDF MD One Stainless Steel Premium Dual Head Stethoscope - Free-Parts-for-Life & Lifetime Warranty (MDF777-01) - Pink,<a_180><b_41><c_58>,<a_180><b_31><c_128>,0,1,1,3328,MDF MD One Stainless Steel Premium Dual Head Stethoscope - Free-Parts-for-Life & Lifetime Warranty (MDF777-01) - Pink
1584,2477,BAMtack! 1.75mm Black PLA 3D Printer Filament - 1kg (2.2 lbs) - Dimensional Accuracy +/- 0.03mm,3d_filament,5,<a_71><b_55><c_53>,<a_237><b_57><c_120>,0,1,1,2158,"eSUN 3D 1.75mm PETG Green Filament 1kg (2.2lb), PETG 3D Printer Filament, Semi-Transparent 1.75mm Green",<a_223><b_160><c_251>,<a_223><b_126><c_0>,0,0,1,2703,"eSUN 3D 1.75mm PETG Black Filament 1kg (2.2lb), PETG 3D Printer Filament, 1.75mm Solid Opaque Black",<a_223><b_160><c_251>,<a_223><b_126><c_0>,0,0,1,2703,"eSUN 3D 1.75mm PETG Black Filament 1kg (2.2lb), PETG 3D Printer Filament, 1.75mm Solid Opaque Black"
1598,175,"Gorilla Crystal Clear Duct Tape, 1.88&rdquo; x 9 yd, Clear, (Pack of 1)",tape,8,<a_59><b_183><c_212>,<a_238><b_58><c_27>,0,1,1,1983,"Plymor 6"" x 9"", 4 Mil (Case of 1000) Heavy Duty Plastic Reclosable Zipper Bags",<a_202><b_52><c_97>,<a_210><b_219><c_1>,0,0,1,1983,"Plymor 6"" x 9"", 4 Mil (Case of 1000) Heavy Duty Plastic Reclosable Zipper Bags",<a_202><b_52><c_97>,<a_165><b_107><c_20>,0,1,1,257,"Gorilla 5000408  Original Gorilla Glue, Waterproof Polyurethane Glue, 4 ounce Bottle, Brown"
1613,1809,"UHMW (Ultra High Molecular Weight Polyethylene) Sheet, Opaque White, Standard Tolerance, ASTM D4020, 1/8"" Thickness, 12"" Width, 24"" Length",other,3,<a_67><b_222><c_147>,<a_156><b_244><c_157>,0,1,1,500,"HDPE (High Density Polyethylene) Sheet, Opaque Off-White, Standard Tolerance, ASTM D4976-245, 0.250"" Thickness, 12"" Width, 12"" Length",<a_79><b_114><c_108>,<a_17><b_180><c_0>,0,0,0,2094,"Fowler 54-101-150-2 Xtra-Value Cal Electronic Caliper, Stainless Steel, 0 to 6""/0 to 150mm Measuring Range, 0.0005""/0.01mm Resolution, LCD",<a_79><b_114><c_108>,<a_17><b_62><c_1>,0,0,1,108,"Polycarbonate (PC) Sheet, Transparent Clear, Standard Tolerance, ASTM D3935, 0.08"" Thickness, 12"" Width, 24"" Length"
1639,395,Arctic Silver 5 AS5-3.5G Thermal Paste,other,1,<a_222><b_45><c_68>,<a_167><b_29><c_228>,0,1,1,1406,"Yonisun Sound Dampening Door Bumpers, 1/2"" Diameter, Sheet of 100",<a_79><b_24><c_40>,<a_210><b_156><c_39>,0,0,1,119,"Rubbermaid Commercial BRUTE Heavy-Duty Round Waste/Utility Container with Venting Channels, 20-gallon, Gray (FG262000GRAY)",<a_79><b_24><c_40>,<a_107><b_93><c_0>,0,0,0,181|182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator | AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator"
1641,84,Neiko 01409A Electronic Digital Caliper with Extra Large LCD Screen | 0 - 12 Inches | Inch/Fractions/Millimeter Conversion,gauge_meter,18,<a_241><b_85><c_125>,<a_131><b_6><c_0>,0,1,1,181|182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator | AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_104><b_186><c_66>,<a_211><b_100><c_25>,0,0,1,281,SE TL10 10-Piece Test Lead Set with Alligator Clips,<a_104><b_186><c_66>,<a_211><b_100><c_25>,0,0,0,281,SE TL10 10-Piece Test Lead Set with Alligator Clips
1682,500,"HDPE (High Density Polyethylene) Sheet, Opaque Off-White, Standard Tolerance, ASTM D4976-245, 0.250"" Thickness, 12"" Width, 12"" Length",other,4,<a_156><b_244><c_157>,<a_156><b_244><c_157>,1,1,1,500,"HDPE (High Density Polyethylene) Sheet, Opaque Off-White, Standard Tolerance, ASTM D4976-245, 0.250"" Thickness, 12"" Width, 12"" Length",<a_17><b_62><c_235>,<a_17><b_118><c_175>,0,0,1,649,BQLZR M4 Stainless Steel 304 Hook & Eye Turnbuckle Wire Rope Tension Pack Of 5,<a_17><b_62><c_235>,<a_17><b_62><c_235>,1,1,1,500,"HDPE (High Density Polyethylene) Sheet, Opaque Off-White, Standard Tolerance, ASTM D4976-245, 0.250"" Thickness, 12"" Width, 12"" Length"
1738,1246,"Keeper (02604 6' x 1"" Lift Sling, 1 Ply",other,2,<a_210><b_144><c_135>,<a_34><b_81><c_83>,0,1,1,280,WD-40 Multi-Use Product with SMART STRAW&nbsp;SPRAYS 2 WAYS 8 OZ,<a_71><b_28><c_190>,<a_173><b_197><c_47>,0,0,1,280,WD-40 Multi-Use Product with SMART STRAW&nbsp;SPRAYS 2 WAYS 8 OZ,<a_71><b_28><c_190>,<a_71><b_28><c_190>,1,1,1,1246,"Keeper (02604 6' x 1"" Lift Sling, 1 Ply"
1775,2152,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Gold",3d_filament,8,<a_58><b_172><c_45>,<a_58><b_172><c_168>,0,1,1,1850,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Red",<a_223><b_198><c_100>,<a_223><b_198><c_173>,0,0,1,2507,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Silver",<a_223><b_198><c_100>,<a_223><b_198><c_230>,0,1,1,1107,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Glow in the Dark"
1794,50,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Blue",3d_filament,13,<a_58><b_172><c_1>,<a_58><b_172><c_168>,0,1,1,1850,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Red",<a_223><b_198><c_36>,<a_107><b_93><c_0>,0,0,0,181|182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator | AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_223><b_198><c_36>,<a_107><b_93><c_0>,0,1,1,181|182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator | AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator"
1807,2697,"3D Solutech Real White 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3d_filament,30,<a_58><b_78><c_18>,<a_58><b_78><c_0>,0,1,1,2909,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS",<a_223><b_80><c_159>,<a_223><b_80><c_84>,0,0,1,2909,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS",<a_223><b_80><c_159>,<a_223><b_80><c_3>,0,0,1,3112|3493,"3D Solutech Real Black 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175RBLK | 3D Solutech Printer Filament, Real Blue PLA, 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 1.1 LBS (0.5KG)"
1831,2102,"TEMCo 3/8"" Marine Heat Shrink Tube 3:1 Adhesive Glue Lined 4 ft RED",adhesive_epoxy,1,<a_254><b_114><c_1>,<a_254><b_114><c_6>,0,1,1,2103,"TEMCo 1/2"" Marine Heat Shrink Tube 3:1 Adhesive Glue Lined 4 ft RED",<a_228><b_198><c_109>,<a_228><b_198><c_25>,0,0,1,3312,"TEMCo 3/4"" Marine Heat Shrink Tube 3:1 Adhesive Glue Lined 4 ft BLACK",<a_228><b_198><c_109>,<a_228><b_198><c_1>,0,0,1,3232,"TEMCo 3/8"" Marine Heat Shrink Tube 3:1 Adhesive Glue Lined 4 ft BLACK"
1916,1182,"Super Lube 51004 Synthetic Oil with PTFE, High Viscosity, 4 oz Bottle",other,2,<a_215><b_182><c_29>,<a_220><b_59><c_150>,0,1,1,145,"Marrywindix 6pcs ESD Precision Anti-Static Tweezers, Tweezers Stainless Steel Tweezers with a Bag for Electronics Jewelry-Making Repairing",<a_173><b_60><c_25>,<a_228><b_114><c_83>,0,0,0,1585,"White Translucent Nylon 101 Round Tubing, 3/4"" OD, 1/2"" ID, 36"" Length",<a_173><b_60><c_25>,<a_107><b_93><c_0>,0,1,1,181|182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator | AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator"
1928,84,Neiko 01409A Electronic Digital Caliper with Extra Large LCD Screen | 0 - 12 Inches | Inch/Fractions/Millimeter Conversion,gauge_meter,18,<a_241><b_85><c_125>,<a_82><b_220><c_82>,0,1,1,285,Z&T Solderless Flexible Breadboard Jumper Wires M/M 100pcs,<a_104><b_186><c_66>,<a_73><b_8><c_168>,0,0,1,285,Z&T Solderless Flexible Breadboard Jumper Wires M/M 100pcs,<a_104><b_186><c_66>,<a_211><b_255><c_174>,0,0,0,3291,Uxcell a11041200ux0135 1M Type K Thermocouple Wire Lead 0-250C
2007,145,"Marrywindix 6pcs ESD Precision Anti-Static Tweezers, Tweezers Stainless Steel Tweezers with a Bag for Electronics Jewelry-Making Repairing",other,1,<a_220><b_59><c_150>,<a_191><b_221><c_34>,0,1,1,98,"Industrial & Scientific"" />",<a_17><b_14><c_32>,<a_104><b_7><c_204>,0,0,0,1870,"iGaging 100-D68 Caliper Depth Base T-Bar Attachment for Dial/Digital/Vernier Calipers, 4"", 6"", 8"", 12",<a_17><b_14><c_32>,<a_42><b_5><c_69>,0,0,0,2443,LeHigh Crawford 4 Bin Pegboard Tool and Parts Tray #PT16
2020,57,"Gorilla 2 Part Epoxy, 5 Minute Set, .85 ounce Syringe, Clear",adhesive_epoxy,16,<a_48><b_212><c_37>,<a_34><b_81><c_83>,0,1,1,280,WD-40 Multi-Use Product with SMART STRAW&nbsp;SPRAYS 2 WAYS 8 OZ,<a_165><b_247><c_68>,<a_202><b_215><c_194>,0,0,0,1054,3M Rubber Splicing Tape,<a_165><b_247><c_68>,<a_202><b_147><c_0>,0,0,1,168,"Scotch Super 33+ Vinyl Electrical Tape, 3/4 in x 66 ft"
2031,450,"X-Treme Tape TPE-X36ZLB Silicone Rubber Self Fusing Tape, 1"" x 36', Triangular, Black",tape,4,<a_179><b_162><c_202>,<a_76><b_151><c_121>,0,1,1,23,"Gardner Bender 07315001126 LTB-400 Liquid Electrical Tape, Easy-on, Waterproof, Indoor/Outdoor Use, 4 Oz. Jar, Black, Bottle",<a_202><b_198><c_80>,<a_202><b_100><c_73>,0,0,1,23,"Gardner Bender 07315001126 LTB-400 Liquid Electrical Tape, Easy-on, Waterproof, Indoor/Outdoor Use, 4 Oz. Jar, Black, Bottle",<a_202><b_198><c_80>,<a_202><b_198><c_218>,0,0,0,950,"X-Treme Tape TPE-XZLCLR Silicone Rubber Self Fusing Tape, 1"" x 10', Triangular, Clear"
2038,2477,BAMtack! 1.75mm Black PLA 3D Printer Filament - 1kg (2.2 lbs) - Dimensional Accuracy +/- 0.03mm,3d_filament,5,<a_71><b_55><c_53>,<a_120><b_122><c_251>,0,1,1,2926,HICTOP 5 Pieces 3D Printer Extruder Hotend 1.75mm Nozzle Throat for Reprap Prusa I3,<a_223><b_160><c_251>,<a_223><b_198><c_36>,0,0,1,50,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Blue",<a_223><b_160><c_251>,<a_223><b_86><c_176>,0,1,1,2544,"SainSmart Clear Flexible TPU 3D Printing Filament, 1.75 mm, 0.8 kg, Dimensional Accuracy +/- 0.05 mm"
2181,338,"Etekcity Lasergrip 1080 Non-Contact Digital Laser Infrared Thermometer Temperature Gun -58~1022 (-50550), Yellow and Black",gauge_meter,19,<a_50><b_235><c_31>,<a_131><b_6><c_0>,0,1,1,181|182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator | AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_107><b_90><c_50>,<a_107><b_93><c_0>,0,0,1,181|182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator | AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_107><b_90><c_50>,<a_107><b_93><c_0>,0,1,1,181|182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator | AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator"
2186,734,"microtivity IL188 5mm Assorted Clear LED w/Resistors (8 Colors, Pack of 80)",other,3,<a_30><b_178><c_90>,<a_82><b_220><c_82>,0,1,1,285,Z&T Solderless Flexible Breadboard Jumper Wires M/M 100pcs,<a_73><b_231><c_56>,<a_202><b_71><c_66>,0,0,0,548,"Intertape Polymer Group 5936USW Sheathing Tape, 2-1/2 in. x 55 yd, White",<a_73><b_231><c_56>,<a_107><b_90><c_50>,0,0,0,338,"Etekcity Lasergrip 1080 Non-Contact Digital Laser Infrared Thermometer Temperature Gun -58~1022 (-50550), Yellow and Black"
2201,831,"DEWALT DW8062B5 4-1/2-Inch by 0.045-Inch Metal and Stainless Cutting Wheel, 7/8-Inch Arbor, 5-Pack",other,7,<a_132><b_82><c_220>,<a_132><b_82><c_171>,0,1,1,335,"Dewalt DW8061B5 4 x 0.045 Inch Metal and Stainless Steel Cutting Wheels , 4 Inch by 0.045-Inch",<a_193><b_42><c_1>,<a_71><b_119><c_163>,0,0,1,3170,"Loos Stainless Steel 302/304 Wire Rope, 1x7 Strand, 3/64"" Bare OD, 250' Length, 375 lbs Breaking Strength",<a_193><b_42><c_1>,<a_193><b_67><c_19>,0,1,1,332,DEWALT DW4523 4-1/2-Inch by 1/4-Inch by 5/8-Inch General Purpose Metal Grinding Wheel
2257,1850,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Red",3d_filament,15,<a_58><b_172><c_168>,<a_58><b_172><c_168>,1,1,1,1850,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Red",<a_223><b_198><c_182>,<a_223><b_80><c_3>,0,0,0,3112|3493,"3D Solutech Real Black 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175RBLK | 3D Solutech Printer Filament, Real Blue PLA, 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 1.1 LBS (0.5KG)",<a_223><b_198><c_182>,<a_223><b_80><c_3>,0,0,0,3112|3493,"3D Solutech Real Black 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175RBLK | 3D Solutech Printer Filament, Real Blue PLA, 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 1.1 LBS (0.5KG)"
