label,idx,item_id,family,title,r720e_l1,r720e_l1_size,r720e_l1_purity,r720e_stage10,r720e_exact_rank,r720e_pred1_item_id,r720e_pred1_family,r720e_pred1_title,r720b_stage10,r720b_exact_rank,orig_align_stage10,orig_align_exact_rank
e_miss_vs_r720b,469,40,other,"Forney 20859 Cutting Fluid, Industrial Pro Tap Magic, 1-Gallon",<a_191>,20,1.0,L1_missing_top10,33,339,gauge_meter,"Drill America DWT Series Qualtech High-Speed Steel Round Adjustable Threading Die, 1-1/2"" Diameter, 11/16""-18 Size (Pack of 1)",exact_in_top10,8,L1_missing_top10,9999
e_miss_vs_r720b,512,3112,3d_filament,"3D Solutech Real Black 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175RBLK",<a_168>,67,0.8059701492537313,L12_present_leaf_missing_top10,37,2161,3d_filament,"3D Solutech Natural Clear 1.75mm 3D Printer PLA Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",exact_in_top10,7,exact_in_top10,3
e_miss_vs_r720b,514,3522,3d_filament,"3D Solutech Real Blue 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - ST176BLPLA",<a_168>,67,0.8059701492537313,L12_present_leaf_missing_top10,17,2697,3d_filament,"3D Solutech Real White 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",exact_in_top10,8,exact_in_top10,8
e_miss_vs_r720b,516,331,fastener,"Stanley TRA700BN Heavy-Duty Staple & Brad Assortment, 2500-Pack",<a_85>,38,0.868421052631579,L1_present_L2_missing_top10,14,571,fastener,"The Hillman Group 591516 Small Anchors with Screws Assortment, 95-Pack",exact_in_top10,10,L1_missing_top10,9999
e_miss_vs_r720b,526,54,metadata_placeholder,"Industrial & Scientific"" />",<a_238>,19,1.0,L1_missing_top10,9999,384,fastener,Skin Staple Remover Kit,exact_in_top10,6,L1_missing_top10,9999
e_miss_vs_r720b,536,172,adhesive_epoxy,"Gorilla Super Glue Gel, 15 Gram, Clear",<a_0>,20,0.8,L1_present_L2_missing_top10,21,272,adhesive_epoxy,"Gorilla Original Gorilla Glue, Waterproof Polyurethane Glue, 2 ounce Bottle, Brown",exact_in_top10,8,exact_in_top10,4
e_miss_vs_r720b,541,1553,3d_filament,Inland 1.75mm Red PLA 3D Printer Filament - 1kg Spool (2.2 lbs),<a_165>,58,0.9655172413793104,L12_present_leaf_missing_top10,12,2979,3d_filament,Inland 1.75mm Gray PLA 3D Printer Filament - 1kg Spool (2.2 lbs),exact_in_top10,9,L12_present_leaf_missing_top10,9999
e_miss_vs_r720b,548,140,other,DuPont Teflon Silicone Lubricant,<a_31>,18,0.5555555555555556,L1_missing_top10,9999,359,fastener,Kreg SK03 Pocket-Hole Screw Kit in 5 Sizes,exact_in_top10,1,exact_in_top10,1
e_miss_vs_r720b,577,2869,other,"13cm Dia. (5.1"") Filter Funnel, Buchner Style - 2 Parts, Polypropylene, Designed for 11-12.5cm Filter Paper",<a_73>,25,0.8,L1_present_L2_missing_top10,20,2323,other,10 Pack - 20x150mm Pyrex Glass Test Tubes with Rubber Stoppers New,exact_in_top10,8,L12_present_leaf_missing_top10,20
e_miss_vs_r720b,613,1881,other,Phantom YoYo 170 Points Mini Breadboard for Arduino Proto Shield (6 PCS),<a_105>,16,0.75,L1_present_L2_missing_top10,15,2561,connector_fitting,"Uxcell a11102000ux0355 2N3906 General Purpose 3 Terminals PNP Transistors, 100 Piece",exact_in_top10,8,L1_present_L2_missing_top10,43
e_miss_vs_r720b,645,2301,connector_fitting,"Anderson Metals Brass Tube Fitting, Short Flare Nut, 3/8"" Tube OD",<a_222>,44,1.0,L12_present_leaf_missing_top10,20,1285,connector_fitting,"Anderson Metals Brass Pipe Fitting, Coupling, 1/2"" x 1/2"" Female Pipe",exact_in_top10,9,exact_in_top10,1
e_miss_vs_r720b,648,232,other,"Karter Scientific 213A2 Borosilicate Glass Low Form Glass Beaker, 50/100/250/500/1000 mL (Pack of 5)",<a_140>,41,0.975609756097561,L1_present_L2_missing_top10,9999,148,other,"Plastic Transfer Pipettes 3ml, Graduated, Pack of 100",exact_in_top10,9,exact_in_top10,6
e_miss_vs_r720b,714,3266,other,2x ATMEL ATTINY85-20PU 8-BIT 20MHz MCU,<a_106>,22,0.9090909090909091,L1_missing_top10,9999,1851,3d_filament,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Yellow",exact_in_top10,1,L1_present_L2_missing_top10,9999
e_miss_vs_r720b,767,178,other,"Neiko 10194A Titanium Step Drill Bit, High Speed Steel | 1/4"" to 1-3/8"" | Total 10 Step Sizes",<a_98>,13,0.6923076923076923,L1_missing_top10,18,96,gauge_meter,1 X Hydrometer - Triple Scale,exact_in_top10,9,exact_in_top10,3
e_miss_vs_r720b,777,338,gauge_meter,"Etekcity Lasergrip 1080 Non-Contact Digital Laser Infrared Thermometer Temperature Gun -58~1022 (-50550), Yellow and Black",<a_81>,21,0.7619047619047619,L1_missing_top10,34,819,3d_filament,"Inkbird ITC-1000 Dual Stage Digital Temperature Controller Fahrenheit  Celsius Thermostat with Sensor for 3D Printer,Freezer,Fridge,Hatching ect (12 Volt)",exact_in_top10,4,L1_present_L2_missing_top10,50
e_miss_vs_r720b,851,265,other,"ZJchao 10 pieces Tungsten Carbide Rotary Burr SET 1/8"" shank [Misc.]",<a_93>,21,0.9047619047619048,L12_present_leaf_missing_top10,17,338,gauge_meter,"Etekcity Lasergrip 1080 Non-Contact Digital Laser Infrared Thermometer Temperature Gun -58~1022 (-50550), Yellow and Black",exact_in_top10,8,L1_present_L2_missing_top10,11
e_miss_vs_r720b,864,176,other,URBEST 530 Pcs 2:1 Heat Shrink Tubing Tube Sleeving Wrap Cable Wire 5 Color 8 Size,<a_120>,26,0.7692307692307693,L1_missing_top10,24,181,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",exact_in_top10,7,exact_in_top10,9
e_miss_vs_r720b,879,2624,tape,"Uxcell a13060500ux0042 3 Pins Split Shaft Rotary Linear Taper Potentiometers with Knob, 10 Kohm, 10 Piece, 6 mm",<a_250>,22,0.5,L1_missing_top10,9999,734,other,"microtivity IL188 5mm Assorted Clear LED w/Resistors (8 Colors, Pack of 80)",exact_in_top10,2,L1_present_L2_missing_top10,9999
e_miss_vs_r720b,994,181,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_160>,14,0.6428571428571429,L1_missing_top10,16,2328,other,iMBAPrice iMBA-100-4x6 Reclosable Bags,exact_in_top10,9,exact_in_top10,3
e_miss_vs_r720b,1106,3112,3d_filament,"3D Solutech Real Black 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175RBLK",<a_168>,67,0.8059701492537313,L12_present_leaf_missing_top10,33,2909,3d_filament,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS",exact_in_top10,5,exact_in_top10,2
e_miss_vs_r720b,1155,98,metadata_placeholder,"Industrial & Scientific"" />",<a_238>,19,1.0,L1_present_L2_missing_top10,32,40,other,"Forney 20859 Cutting Fluid, Industrial Pro Tap Magic, 1-Gallon",exact_in_top10,4,L1_present_L2_missing_top10,9999
e_miss_vs_r720b,1158,201,connector_fitting,"ColorConnex Coupler & Plug Kit (7 Piece), Industrial Type D, 1/4 in. NPT, Red - A73457D",<a_52>,27,0.7407407407407407,L1_missing_top10,9999,78,other,PSI LCENTLT2 No. 2MT Heavy Duty Live Tailstock Center,exact_in_top10,7,L1_missing_top10,13
e_miss_vs_r720b,1166,181,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_160>,14,0.6428571428571429,L1_missing_top10,11,824,other,"213C2 Karter Scientific Glass Graduated Cylinder 3 Piece Set 10, 50 & 100ml",exact_in_top10,1,exact_in_top10,1
e_miss_vs_r720b,1198,3576,connector_fitting,5PCS Nema17 Stepper Motor 2A 64oz.in 40mm Body 4-lead 1m Cable W/Connector DIY CNC,<a_98>,13,0.6923076923076923,L1_missing_top10,9999,3444,3d_filament,RepRap Champion Metal J-Head V6 Hot End for RepRap 3D Printer 1.75mm Filament Direct Feed Extruder 0.4mm Nozzle,exact_in_top10,7,L1_missing_top10,48
e_miss_vs_r720b,1210,84,gauge_meter,Neiko 01409A Electronic Digital Caliper with Extra Large LCD Screen | 0 - 12 Inches | Inch/Fractions/Millimeter Conversion,<a_38>,19,1.0,L1_missing_top10,33,414,other,"Koch 7640040 Roller Chain Offset Link, 4-Pack, 40",exact_in_top10,5,exact_in_top10,10
e_miss_vs_r720b,1221,544,other,"Oreck Commercial XL Commercial Upright Vacuum Cleaner, XL2100RHS",<a_2>,13,1.0,L12_present_leaf_missing_top10,9999,2259,tape,"IPG Iron Grip 17 Mil Heavy Duty Duct Tape 1.88"" x 35 yd, Black",exact_in_top10,3,L1_present_L2_missing_top10,9999
e_miss_vs_r720b,1224,2597,other,"Karter Scientific 206D2 Plastic Petri Dishes, 60 mm x 15 mm, 3 Vents, Sterile (Pack of 10)",<a_1>,14,1.0,L1_missing_top10,9999,2323,other,10 Pack - 20x150mm Pyrex Glass Test Tubes with Rubber Stoppers New,exact_in_top10,10,L1_missing_top10,44
e_miss_vs_r720b,1358,40,other,"Forney 20859 Cutting Fluid, Industrial Pro Tap Magic, 1-Gallon",<a_191>,20,1.0,L1_missing_top10,9999,503,other,"Pratt Plus ST.I-15V.20 Polyethylene Standard Bundling Cast Stretch Wrap, 2000' Length x 15"" Width x 8.1 microns Thick, Clear",exact_in_top10,3,exact_in_top10,4
e_miss_vs_r720b,1378,415,other,"Miller Electric 229895 Gage, Wire Metal Sizes",<a_153>,22,0.9545454545454546,L1_missing_top10,9999,1353,other,Forney 72395 Reducing Bushing Adapters for 3/4-Inch Thick Bench Grinding Wheels,exact_in_top10,4,exact_in_top10,7
e_miss_vs_r720b,1403,2472,3d_filament,"HATCHBOX ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Black",<a_142>,77,0.987012987012987,L12_present_leaf_missing_top10,15,1847,3d_filament,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, White",exact_in_top10,4,L12_present_leaf_missing_top10,11
e_miss_vs_r720b,1411,84,gauge_meter,Neiko 01409A Electronic Digital Caliper with Extra Large LCD Screen | 0 - 12 Inches | Inch/Fractions/Millimeter Conversion,<a_38>,19,1.0,L1_missing_top10,16,2325,other,"SPACECARE 4 Pack of 2"" Swivel Caster Blue Polyurethane Wheels Base with Brake Top Plate Double Ball",exact_in_top10,3,L1_missing_top10,37
e_miss_vs_r720b,1513,1554,3d_filament,Inland 1.75mm Peak Green PLA 3D Printer Filament - 1kg Spool (2.2 lbs),<a_165>,58,0.9655172413793104,L12_present_leaf_missing_top10,13,2979,3d_filament,Inland 1.75mm Gray PLA 3D Printer Filament - 1kg Spool (2.2 lbs),exact_in_top10,10,exact_in_top10,8
e_miss_vs_r720b,1559,1982,other,"Plymor 6"" x 9"", 4 Mil (Pack of 100) Heavy Duty Plastic Reclosable Zipper Bags",<a_254>,30,1.0,L1_missing_top10,20,130,tape,"Gorilla Tape, Black Duct Tape, 1.88"" x 35 yd, Black, (Pack of 1)",exact_in_top10,7,exact_in_top10,9
e_miss_vs_r720b,1584,2477,3d_filament,BAMtack! 1.75mm Black PLA 3D Printer Filament - 1kg (2.2 lbs) - Dimensional Accuracy +/- 0.03mm,<a_168>,67,0.8059701492537313,L1_missing_top10,32,2157,3d_filament,"eSUN 3D 1.75mm PETG Blue Filament 1kg (2.2lb), PETG 3D Printer Filament, 1.75mm Semi-Transparent Blue",exact_in_top10,7,L1_present_L2_missing_top10,22
e_miss_vs_r720b,1591,2909,3d_filament,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS",<a_168>,67,0.8059701492537313,L1_present_L2_missing_top10,16,2333,3d_filament,"eSUN 3D Printer CLEANING Filament 1.75mm Natural 0.1kg for all 1.75mm FDM 3D Printers, 1.75mm Cleaning",exact_in_top10,1,exact_in_top10,1
e_miss_vs_r720b,1598,175,tape,"Gorilla Crystal Clear Duct Tape, 1.88&rdquo; x 9 yd, Clear, (Pack of 1)",<a_122>,26,1.0,L1_missing_top10,46,1983,other,"Plymor 6"" x 9"", 4 Mil (Case of 1000) Heavy Duty Plastic Reclosable Zipper Bags",exact_in_top10,7,L1_present_L2_missing_top10,13
e_miss_vs_r720b,1610,2721,3d_filament,"3D Solutech Navy Blue 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",<a_206>,13,0.7692307692307693,L1_missing_top10,9999,2909,3d_filament,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS",exact_in_top10,10,exact_in_top10,1
e_miss_vs_r720b,1613,1809,other,"UHMW (Ultra High Molecular Weight Polyethylene) Sheet, Opaque White, Standard Tolerance, ASTM D4020, 1/8"" Thickness, 12"" Width, 24"" Length",<a_76>,16,0.6875,L12_present_leaf_missing_top10,13,1205,other,"PEI (Polyetherimide) Sheet, Opaque Off-White, Standard Tolerance, ASTM D5205 PEI0113, 0.03"" Thickness, 12"" Width, 24"" Length",exact_in_top10,2,L1_present_L2_missing_top10,9999
e_miss_vs_r720b,1639,395,other,Arctic Silver 5 AS5-3.5G Thermal Paste,<a_114>,10,0.5,L1_missing_top10,18,181,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",exact_in_top10,7,L1_present_L2_missing_top10,37
e_miss_vs_r720b,1641,84,gauge_meter,Neiko 01409A Electronic Digital Caliper with Extra Large LCD Screen | 0 - 12 Inches | Inch/Fractions/Millimeter Conversion,<a_38>,19,1.0,L1_missing_top10,24,281,other,SE TL10 10-Piece Test Lead Set with Alligator Clips,exact_in_top10,9,L1_missing_top10,13
e_miss_vs_r720b,1687,1552,3d_filament,"3D Solutech Teal Blue 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",<a_168>,67,0.8059701492537313,L12_present_leaf_missing_top10,41,2909,3d_filament,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS",exact_in_top10,10,exact_in_top10,9
e_miss_vs_r720b,1710,1809,other,"UHMW (Ultra High Molecular Weight Polyethylene) Sheet, Opaque White, Standard Tolerance, ASTM D4020, 1/8"" Thickness, 12"" Width, 24"" Length",<a_76>,16,0.6875,L1_present_L2_missing_top10,44,1205,other,"PEI (Polyetherimide) Sheet, Opaque Off-White, Standard Tolerance, ASTM D5205 PEI0113, 0.03"" Thickness, 12"" Width, 24"" Length",exact_in_top10,2,exact_in_top10,7
e_miss_vs_r720b,1732,2869,other,"13cm Dia. (5.1"") Filter Funnel, Buchner Style - 2 Parts, Polypropylene, Designed for 11-12.5cm Filter Paper",<a_73>,25,0.8,L1_present_L2_missing_top10,9999,3602,other,American Educational 7-771000 Clear Borosilicate Glass 1000mL Flat Bomex Bottom Boiling Flask,exact_in_top10,8,exact_in_top10,3
e_miss_vs_r720b,1752,2932,3d_filament,Inland 1.75mm Blue PLA 3D Printer Filament - 1kg Spool (2.2 lbs),<a_165>,58,0.9655172413793104,L12_present_leaf_missing_top10,13,2979,3d_filament,Inland 1.75mm Gray PLA 3D Printer Filament - 1kg Spool (2.2 lbs),exact_in_top10,2,exact_in_top10,1
e_miss_vs_r720b,1775,2152,3d_filament,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Gold",<a_142>,77,0.987012987012987,L1_present_L2_missing_top10,16,1851,3d_filament,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Yellow",exact_in_top10,10,L12_present_leaf_missing_top10,13
e_miss_vs_r720b,1794,50,3d_filament,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Blue",<a_142>,77,0.987012987012987,L12_present_leaf_missing_top10,13,338,gauge_meter,"Etekcity Lasergrip 1080 Non-Contact Digital Laser Infrared Thermometer Temperature Gun -58~1022 (-50550), Yellow and Black",exact_in_top10,5,L12_present_leaf_missing_top10,9999
e_miss_vs_orig_align,17,152,connector_fitting,"Camco 4ft TastePURE Drinking Water Hose - Lead and BPA Free, Reinforced for Maximum Kink Resistance,  1/2""Inner Diameter (22763)",<a_163>,19,0.7894736842105263,L1_missing_top10,9999,1745,other,Uxcell Toggle Switch (10 Piece),L1_missing_top10,9999,exact_in_top10,6
e_miss_vs_orig_align,49,3475,3d_filament,"3D Solutech Real Orange 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",<a_168>,67,0.8059701492537313,L12_present_leaf_missing_top10,17,2909,3d_filament,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS",L12_present_leaf_missing_top10,37,exact_in_top10,8
e_miss_vs_orig_align,51,3468,3d_filament,"3D Solutech Real Green 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",<a_206>,13,0.7692307692307693,L1_missing_top10,9999,3453,3d_filament,"3D Solutech Real Gold 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",L1_missing_top10,9999,exact_in_top10,7
e_miss_vs_orig_align,128,181,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_160>,14,0.6428571428571429,L1_missing_top10,26,1257,gauge_meter,The Ghost Meter EMF Sensor,exact_in_top10,2,exact_in_top10,2
e_miss_vs_orig_align,136,2530,other,"Think Safe 1095TS 7"" Trauma Shear",<a_11>,6,0.8333333333333334,L1_present_L2_missing_top10,9999,556,other,"Waterjel 2120 Bacitracin Zinc Triple Antibiotic Ointment, 0.5gm Packet (Pack of 144)",L1_missing_top10,16,exact_in_top10,2
e_miss_vs_orig_align,145,2721,3d_filament,"3D Solutech Navy Blue 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",<a_206>,13,0.7692307692307693,L1_missing_top10,17,3453,3d_filament,"3D Solutech Real Gold 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",exact_in_top10,5,exact_in_top10,4
e_miss_vs_orig_align,160,151,tape,"Monoprice Hook & Loop Fastening Tape 5 yard/roll, 0.75-inch - Blue (105830)",<a_41>,15,0.5333333333333333,L1_missing_top10,9999,306,other,RADEX RD1212 Advanced Radiation Detector/Geiger Counter with Online Software,L1_missing_top10,9999,exact_in_top10,10
e_miss_vs_orig_align,170,181,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_160>,14,0.6428571428571429,L1_missing_top10,12,269,other,"Philips Sonicare HealthyWhite+ electric rechargeable toothbrush, HX8911",exact_in_top10,9,exact_in_top10,10
e_miss_vs_orig_align,208,2718,3d_filament,Inland 1.75mm Pink PLA 3D Printer Filament - 1kg Spool (2.2 lbs),<a_165>,58,0.9655172413793104,L12_present_leaf_missing_top10,42,2979,3d_filament,Inland 1.75mm Gray PLA 3D Printer Filament - 1kg Spool (2.2 lbs),L12_present_leaf_missing_top10,9999,exact_in_top10,4
e_miss_vs_orig_align,209,3466,3d_filament,"3D Solutech Real Red 3D Printer PLA Filament 1.75MM, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - RA-I00I-DQUY",<a_168>,67,0.8059701492537313,L12_present_leaf_missing_top10,9999,1851,3d_filament,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Yellow",L12_present_leaf_missing_top10,36,exact_in_top10,8
e_miss_vs_orig_align,220,3112,3d_filament,"3D Solutech Real Black 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175RBLK",<a_168>,67,0.8059701492537313,L1_missing_top10,9999,1851,3d_filament,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Yellow",L1_present_L2_missing_top10,37,exact_in_top10,3
e_miss_vs_orig_align,364,1847,3d_filament,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, White",<a_209>,36,1.0,L1_missing_top10,9999,2036,other,"3mm and 5mm LED Lights Emitting Diodes Assortment Set Kit for Arduino Bright White Red Blue Green Yellow, 300-Pack",exact_in_top10,1,exact_in_top10,1
e_miss_vs_orig_align,394,2472,3d_filament,"HATCHBOX ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Black",<a_142>,77,0.987012987012987,L1_present_L2_missing_top10,32,50,3d_filament,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Blue",L1_present_L2_missing_top10,15,exact_in_top10,8
e_miss_vs_orig_align,413,1267,connector_fitting,Wago 222-412 LEVER-NUTS 2 Conductor Compact Connectors 100 PK,<a_199>,22,0.7727272727272727,L1_missing_top10,19,181,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",L1_present_L2_missing_top10,9999,exact_in_top10,2
e_miss_vs_orig_align,512,3112,3d_filament,"3D Solutech Real Black 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175RBLK",<a_168>,67,0.8059701492537313,L12_present_leaf_missing_top10,37,2161,3d_filament,"3D Solutech Natural Clear 1.75mm 3D Printer PLA Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",exact_in_top10,7,exact_in_top10,3
e_miss_vs_orig_align,514,3522,3d_filament,"3D Solutech Real Blue 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - ST176BLPLA",<a_168>,67,0.8059701492537313,L12_present_leaf_missing_top10,17,2697,3d_filament,"3D Solutech Real White 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",exact_in_top10,8,exact_in_top10,8
e_miss_vs_orig_align,536,172,adhesive_epoxy,"Gorilla Super Glue Gel, 15 Gram, Clear",<a_0>,20,0.8,L1_present_L2_missing_top10,21,272,adhesive_epoxy,"Gorilla Original Gorilla Glue, Waterproof Polyurethane Glue, 2 ounce Bottle, Brown",exact_in_top10,8,exact_in_top10,4
e_miss_vs_orig_align,548,140,other,DuPont Teflon Silicone Lubricant,<a_31>,18,0.5555555555555556,L1_missing_top10,9999,359,fastener,Kreg SK03 Pocket-Hole Screw Kit in 5 Sizes,exact_in_top10,1,exact_in_top10,1
e_miss_vs_orig_align,604,2507,3d_filament,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Silver",<a_142>,77,0.987012987012987,L1_missing_top10,9999,1755,3d_filament,BIQU GT2 20Teeth 5mm Bore Aluminum Timing Belt Idler Pulley for 3D Printer 6mm Width Timing Belt (Pack of 5pcs),L12_present_leaf_missing_top10,22,exact_in_top10,4
e_miss_vs_orig_align,645,2301,connector_fitting,"Anderson Metals Brass Tube Fitting, Short Flare Nut, 3/8"" Tube OD",<a_222>,44,1.0,L12_present_leaf_missing_top10,20,1285,connector_fitting,"Anderson Metals Brass Pipe Fitting, Coupling, 1/2"" x 1/2"" Female Pipe",exact_in_top10,9,exact_in_top10,1
e_miss_vs_orig_align,646,2468,connector_fitting,"Anderson Metals Brass Pipe Fitting, 45 Degree Barstock Street Elbow, 1/8"" Female Pipe x 1/8"" Male Pipe",<a_222>,44,1.0,L1_present_L2_missing_top10,45,1285,connector_fitting,"Anderson Metals Brass Pipe Fitting, Coupling, 1/2"" x 1/2"" Female Pipe",L1_present_L2_missing_top10,9999,exact_in_top10,9
e_miss_vs_orig_align,648,232,other,"Karter Scientific 213A2 Borosilicate Glass Low Form Glass Beaker, 50/100/250/500/1000 mL (Pack of 5)",<a_140>,41,0.975609756097561,L1_present_L2_missing_top10,9999,148,other,"Plastic Transfer Pipettes 3ml, Graduated, Pack of 100",exact_in_top10,9,exact_in_top10,6
e_miss_vs_orig_align,738,3546,3d_filament,Inland 1.75mm Orange PLA 3D Printer Filament - 1kg Spool (2.2 lbs),<a_165>,58,0.9655172413793104,L12_present_leaf_missing_top10,9999,2912,3d_filament,Inland 1.75mm Black PLA 3D Printer Filament - 1kg Spool (2.2 lbs),L12_present_leaf_missing_top10,9999,exact_in_top10,8
e_miss_vs_orig_align,767,178,other,"Neiko 10194A Titanium Step Drill Bit, High Speed Steel | 1/4"" to 1-3/8"" | Total 10 Step Sizes",<a_98>,13,0.6923076923076923,L1_missing_top10,18,96,gauge_meter,1 X Hydrometer - Triple Scale,exact_in_top10,9,exact_in_top10,3
e_miss_vs_orig_align,864,176,other,URBEST 530 Pcs 2:1 Heat Shrink Tubing Tube Sleeving Wrap Cable Wire 5 Color 8 Size,<a_120>,26,0.7692307692307693,L1_missing_top10,24,181,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",exact_in_top10,7,exact_in_top10,9
e_miss_vs_orig_align,986,1098,adhesive_epoxy,J-B Weld 50112 ClearWeld Quick-Setting Epoxy Syringe - Dries Clear - 25 ml,<a_89>,16,1.0,L1_present_L2_missing_top10,9999,800,connector_fitting,"Anderson Metals 57001-0402 Brass Hose Fitting, Adapter, 1/4"" Barb x 1/8"" NPT Male Pipe",L1_present_L2_missing_top10,9999,exact_in_top10,2
e_miss_vs_orig_align,994,181,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_160>,14,0.6428571428571429,L1_missing_top10,16,2328,other,iMBAPrice iMBA-100-4x6 Reclosable Bags,exact_in_top10,9,exact_in_top10,3
e_miss_vs_orig_align,1032,3466,3d_filament,"3D Solutech Real Red 3D Printer PLA Filament 1.75MM, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - RA-I00I-DQUY",<a_168>,67,0.8059701492537313,L12_present_leaf_missing_top10,30,2909,3d_filament,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS",L12_present_leaf_missing_top10,23,exact_in_top10,5
