variant,l1,l2,size,dominant_family,family_purity,brand_purity,family_counts,sample_titles
original,<a_24>,<b_112>,1,other,1.0,1.0,other:1,Hoover Dual V Tank For Hoover V2 SteamVacs
original,<a_165>,<b_243>,1,adhesive_epoxy,1.0,1.0,adhesive_epoxy:1,"Loctite Vinyl, Fabric and Plastic Repair Adhesive 1-Ounce Tube (1360694)"
original,<a_173>,<b_177>,1,other,1.0,1.0,other:1,Performix 12213 Plasti Dip Black  - 22 oz. Dip Can
original,<a_150>,<b_129>,5,gauge_meter,1.0,1.0,gauge_meter:5,"Vestil BTL-RC-8-LBL Low Density Polyethylene (LDPE) Round Graduated Dispensing Bottle with Label and Red Cap, 8 oz Capac || Vestil BTL-RC-16 Low Density Polyethylene (LDPE) Round Squeeze Dispensing Bottle with Removable Red Cap, 16 oz Capacity, || Vestil BTL-RC-4 Low Density Polyethylene (LDPE) Round Squeeze Dispensing Bottle with Removable Red Cap, 4 oz Capacity, C || Vestil BTL-RC-6 Low Density Polyethylene (LDPE) Round Squeeze Dispensing Bottle with Removable Red Cap, 6 oz Capacity, C || Vestil BTL-RC-8 Low Density Polyethylene (LDPE) Round Squeeze Dispensing Bottle with Removable Red Cap, 8 oz Capacity, C"
original,<a_14>,<b_223>,1,other,1.0,1.0,other:1,Diffraction Grating Slides-Linear 1000 Line/mm
original,<a_73>,<b_71>,1,connector_fitting,1.0,1.0,connector_fitting:1,uxcell 2 Pcs 12 Position Covered Barrier Screw Terminal Block 600V 15A
original,<a_79>,<b_232>,1,other,1.0,1.0,other:1,Thermal Grizzly Conductonaut Thermal Grease Paste - 1.0 Gram
original,<a_224>,<b_1>,2,fastener,1.0,0.5,fastener:2,Hilitchi 360pcs M2 M3 M4 Male Female Brass Spacer Standoff Screw Nut Assortment Kit || 240Pcs M2 M3 Brass Spacer Standoff Screw Nut Assortment Kit
original,<a_71>,<b_67>,1,adhesive_epoxy,1.0,1.0,adhesive_epoxy:1,"Dorman Hardware 4-9771 Pliers Holders, 4-Pack"
original,<a_224>,<b_176>,3,fastener,0.6666666666666666,0.6666666666666666,fastener:2; other:1,"Alloy Steel Socket Cap Screw Assortment with Internal Hex Drive (255 Pieces), Plain Finish, Metric, With Case || uxcell Metric Taps M2 Pitch 3 Flutes H2 Thread Plug Tap HSS for Clocks and Watches DIY || M3 x 6mm Alloy Steel Hex Bolt Socket Head Cap Screws Black 100 Pcs"
original,<a_67>,<b_249>,2,gauge_meter,1.0,1.0,gauge_meter:2,"Aluminum Crimping Loop Sleeve for 1/8"" Diameter Wire Rope and Cable, (Pack of 100) || Aluminum Crimping Loop Sleeve for 3/16"" Diameter Wire Rope and Cable, (Pack of 25)"
original,<a_36>,<b_200>,1,gauge_meter,1.0,1.0,gauge_meter:1,Yosoo GM328 Lcd Display Transistor Tester ESR Meter Cymometer Square Wave Generator
original,<a_87>,<b_247>,1,gauge_meter,1.0,1.0,gauge_meter:1,"Vestil FJB-100 Basement Floor Jack, 54"" - 100"" Height Range, Maximum Height Capacity (lbs.) 5600, Minimum Height Capacit"
original,<a_108>,<b_81>,1,gauge_meter,1.0,1.0,gauge_meter:1,Genova Products 31410CP 1-Inch PVC Pipe Tee - 10 Pack
original,<a_170>,<b_84>,1,other,1.0,1.0,other:1,Wedge-It - The Ultimate Door Stop - Black
original,<a_67>,<b_245>,1,connector_fitting,1.0,1.0,connector_fitting:1,"Gardner Bender 10-145F 12-10 Female Terminal, 100 Pack, Yellow AWG"
original,<a_107>,<b_200>,2,gauge_meter,1.0,1.0,gauge_meter:2,SEOH Thermometer Red Spirit Total Immersion -10 to 60C 20 to 140F Dual Scale || SEOH Red Spirit Partial Immersion Thermometer (-20 to 110C & 0 to 230F) Dual Scale
original,<a_180>,<b_41>,2,other,1.0,1.0,other:2,"Prestige Medical Fluoride Scissor, Black, 7 1/2 Inch || Prestige Medical Fluoride Scissor, Black, 5 1/2 Inch"
original,<a_122>,<b_11>,1,other,1.0,1.0,other:1,"First Voice TS-3183 Sterile Self-Adherent Stretch Sensi-Wrap Bandage, 5 yds Length x 3"" Width (Pack of 10)"
original,<a_206>,<b_243>,1,other,1.0,1.0,other:1,"Dealmed Brand Nitrile Medical Grade Exam Gloves, Disposable, Latex-Free, 200 Count, Size Large"
original,<a_15>,<b_234>,2,gauge_meter,1.0,0.5,gauge_meter:2,"Industrial & Scientific"" /> || Industrial & Scientific"" />"
original,<a_67>,<b_6>,2,connector_fitting,0.5,0.5,connector_fitting:1; adhesive_epoxy:1,"Uxcell a10060200ux0163 Splice Joints UY Connector 2-Port Network Wire Connectors, 50 Piece, Yellow || 3M Scotchlok IDC Butt Connector, 100 Pack Yellow"
original,<a_224>,<b_33>,2,gauge_meter,0.5,1.0,gauge_meter:1; fastener:1,"FastenMaster FMTLOK10-12 TimberLOK Heavy-Duty Wood Screw, 10 Inches, 12-Count || FastenMaster FMHLGM278-50 HeadLOK Heavy-Duty Flathead Fastener, 2-7/8 Inches, 50-Count"
original,<a_24>,<b_46>,1,other,1.0,1.0,other:1,"Shop-Vac 90526 Small Foam Sleeve, Type CC"
original,<a_67>,<b_127>,1,connector_fitting,1.0,1.0,connector_fitting:1,Ginsco 260pcs Insulated Female&Male Bullet Butt Connector wire Crimp Terminals Set Red Blue Yellow
original,<a_251>,<b_0>,3,gauge_meter,1.0,1.0,gauge_meter:3,"Aluminum 6061-T6 Seamless Round Tubing, WW-T 700/6, 1-1/8"" OD, 1.009"" ID, 0.058"" Wall, 12 || Aluminum 6061-T6 Seamless Round Tubing, WW-T 700/6, 1-1/4"" OD, 1.18"" ID, 0.035"" Wall, 24"" Length || Aluminum 6061-T6 Seamless Round Tubing, WW-T 700/6, 1/2"" OD, 0.26"" ID, 0.125"" Wall, 24"" Length"
original,<a_73>,<b_183>,3,other,0.6666666666666666,0.3333333333333333,other:2; connector_fitting:1,Top-cofrLD 1/4w Resistors Pack 164 values x 10pcs = 1640pcs 0-22M Metal Film Full range resistors Assortment Kits || 2W Metal Film Resistor Assorted Kit 1% tolerance 30Values 300pcs || Resistor Land - 1400pcs 1/4W 70 Value Resistor Assortment Kit for Prototyping
original,<a_173>,<b_100>,2,other,1.0,0.5,other:2,"BreakFree CLP-PS Precision Shooter || JB Industries DVO-24 Bottle of Black Gold Vacuum Pump Oil, 1 gallon - GIDDS-2463009"
original,<a_228>,<b_69>,1,gauge_meter,1.0,1.0,gauge_meter:1,Capri Tools 10019 Assorted Heat Shrink Tubing for Wires and Cables
original,<a_223>,<b_184>,6,3d_filament,1.0,1.0,3d_filament:6,"BuildTak 3D Printing Build Surface, 4.5"" x 4.5"" Square, Black (Pack of 3) || BuildTak 3D Printing Build Surface, 12"" x 12"" Square, Black (Pack of 3) || BuildTak 3D Printing Build Surface, 8"" x 10"" Rectangle, Black (Pack of 3) || BuildTak 3D Printing Build Surface, 9"" x 10"" Rectangle, Black (Pack of 3) || BuildTak 3D Printing Build Surface, 6.5"" x 6.5"" Square, Black (Pack of 3)"
original,<a_223>,<b_80>,24,3d_filament,1.0,0.9583333333333334,3d_filament:24,"3D Solutech Teal Blue 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) || 3D Solutech Hot Pink 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) || 3D Solutech Natural Clear 1.75mm 3D Printer PLA Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) || 3D Solutech Apple Green 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) || 3D Solutech Real Grey 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)"
original,<a_158>,<b_72>,19,3d_filament,1.0,0.9473684210526315,3d_filament:19,Inland 1.75mm Red PLA 3D Printer Filament - 1kg Spool (2.2 lbs) || Inland 1.75mm Peak Green PLA 3D Printer Filament - 1kg Spool (2.2 lbs) || Inland 1.75mm Gold PLA 3D Printer Filament - 1kg Spool (2.2 lbs) || Inland 1.75mm Pink PLA 3D Printer Filament - 1kg Spool (2.2 lbs) || Inland 1.75mm White PLA 3D Printer Filament - 1kg Spool (2.2 lbs)
original,<a_17>,<b_31>,2,other,1.0,0.5,other:2,10 Pack of 10ml 10cc 2 Tsp. Oral Medication Syringes with Tip Cap W/o Needle(1 Pack) || G.S 100 SCALPEL STERILE BLADES #10 WITH FREE SCALPEL HANDLE #3
original,<a_73>,<b_114>,1,adhesive_epoxy,1.0,1.0,adhesive_epoxy:1,"microtivity IM414 Double-sided Prototyping Board (4x6cm, Pack of 5)"
original,<a_94>,<b_122>,1,other,1.0,1.0,other:1,"Glass Beakers, 100ml Pack of 12"
original,<a_42>,<b_110>,2,other,1.0,1.0,other:2,"Hakko CHP 7-SA Stainless Steel Non-Magnetic Precision Tweezers with Very-Fine Point Curved Tips, 4-1/2"" Length || Hakko CHP 3-SA Stainless Steel Non-Magnetic Precision Tweezers with Very Fine Point Tips for Microelectronics Applicatio"
original,<a_87>,<b_82>,2,other,1.0,0.5,other:2,"Rock-N-Roller R10RT (Max) 8-in-1 Folding Multi-Cart/Hand Truck/Dolly/Platform Cart/34"" to 52"" Telescoping Frame/500 lbs. || 50-5401 TruePower 18"" X 12"" Mover's Dolly, 1000lbs Furniture Appliance, 4 x 3"" Rubber Swiveable Casters"
original,<a_159>,<b_147>,2,gauge_meter,1.0,1.0,gauge_meter:2,"Uxcell a13041000ux0023 Metal 6 mm Knurled Shaft Insert Dia. Potentiometer Control Knobs, 10 Piece, Black || Uxcell a13041000ux0108 Silver Tone Top Rotary Knobs for 6 mm Dia. Shaft Potentiometer, 10 Piece, 19 mm, Black"
original,<a_17>,<b_245>,1,other,1.0,1.0,other:1,15 Value 270 pcs Electrolytic Capacitors Assortment Box Easy Use
original,<a_79>,<b_137>,1,fastener,1.0,1.0,fastener:1,"MG Chemicals Red Insulating Varnish, 225 mL Can"
original,<a_109>,<b_253>,1,fastener,1.0,1.0,fastener:1,Westek SLC4CG Gray Automatic Photocell Sensor Control
original,<a_236>,<b_183>,2,other,1.0,0.5,other:2,"Electronics-Salon 0.47uF to 1000uF Electrolytic Capacitors Assortment Kit, 13 Values, Total 200 Pieces || sunkee 12 Value (1uf-470UF) 120 pcs Electrolytic Capacitors kit,50V1UF,each 10 pcs"
original,<a_122>,<b_126>,1,tape,1.0,1.0,tape:1,"FiberFix 1"" Repair Tape Wrap - Fix Anything with Permanent Waterproof Repair Tape 100X Stronger than Duct Tape"
original,<a_122>,<b_70>,1,adhesive_epoxy,1.0,1.0,adhesive_epoxy:1,"Gear Aid Aquaseal FD Flexible Repair Adhesive for Outdoor Gear and Vinyl, Clear Glue"
original,<a_73>,<b_218>,2,connector_fitting,0.5,0.5,connector_fitting:1; fastener:1,SUNKEE 100PCS Dupont Jumper Wire Cable Male Pin Connector 2.54mm || 2x 40pcs Female to Female 2.54mm 0.1 in Jumper Wires F/F (2x40pcs)
original,<a_91>,<b_176>,2,3d_filament,1.0,0.5,3d_filament:2,"ROBO 3D R1 Fully Assembled 3D Printer, 8"" x 9"" x 10"" (Discontinued) || Original Prusa i3 3D Printer kit"
original,<a_165>,<b_205>,2,3d_filament,0.5,1.0,3d_filament:1; adhesive_epoxy:1,"IPS Weld-On 3 Acrylic Plastic Cement with Weld-On Applicator Bottle with Needle, 4 oz Can, Clear || Weld-On 4 Acrylic Adhesive - 4 Oz and Weld-On Applicator Bottle with Needle"
original,<a_23>,<b_83>,1,gauge_meter,1.0,1.0,gauge_meter:1,Uxcell a09082800ux0246 Red Motherboard Screw Insularing Fiber Washers (Pack of 100)
original,<a_108>,<b_28>,1,3d_filament,1.0,1.0,3d_filament:1,"Superior Pump 99555 Universal Check Valve, Plastic, Fits all 1-1/4-Inch or 1-1/2-Inch MIP or FIP"
original,<a_150>,<b_212>,1,other,1.0,1.0,other:1,Walter Surface Technologies 53L350 Trigger Sprayer - Refillable Empty Spray Bottle. Janitorial Supplies
original,<a_17>,<b_219>,2,other,1.0,0.5,other:2,"Uxcell Wire Wrap Sleeve 3 mm Dia 30 mm Long Heat Shrink Tubing 240Pcs Black || Clear PVC Tubing, 3/32"" ID, 5/32"" OD, 1/32"" Wall, 10' Length"
original,<a_108>,<b_22>,3,gauge_meter,1.0,0.6666666666666666,gauge_meter:3,"Primefit R1401G Mini Air Regulator with steel-Protected Gauge, 60-Scfm At 100-Psi, 1/4"" Npt || PneumaticPlus PPR2-N02BG-2 Miniature Air Pressure Regulator 1/4"" NPT - Gauge, Bracket, Instrument Pressure (3-30 PSI) || PneumaticPlus SAR4000T-N04BG Air Pressure Regulator T-Handle 1/2"" NPT with Gauge & Bracket"
original,<a_211>,<b_35>,2,other,1.0,0.5,other:2,Uxcell a14032100ux0438 1m Long Alligator Clip Electrical Clamp Insulated Test Lead Cable Pair || SMAKN 10 Pcs Colorful Insulating Alligator Clip Test Lead Cable 55cm
original,<a_173>,<b_11>,2,other,1.0,1.0,other:2,"Super Lube 41160/UV Synthetic UV Grease (NLGI 2), 14.1 oz Canister, Translucent White || Super Lube 41160 Synthetic Grease (NLGI 2), 14.1 oz Canister, Translucent White"
original,<a_99>,<b_12>,1,other,1.0,1.0,other:1,Cerium Oxide Glass Polishing Compound - 8 Oz
original,<a_68>,<b_214>,1,adhesive_epoxy,1.0,1.0,adhesive_epoxy:1,"3M 03142 5"" Backed Adhesive Disc Pad"
original,<a_14>,<b_11>,1,fastener,1.0,1.0,fastener:1,5 Gallon White Bucket & Gamma Seal Lid - Food Grade Plastic Pail & Gamma2 Screw Seal Tight Lid (Red)
original,<a_30>,<b_112>,1,other,1.0,1.0,other:1,uxcell 1N60P Germanium Detector Diode FM AM TV Radio Detection 60 Pcs
original,<a_165>,<b_155>,1,adhesive_epoxy,1.0,1.0,adhesive_epoxy:1,Krazy Glue KG98848R Instant Crazy Glue Color Change Brush 0.18-Ounce
original,<a_202>,<b_2>,2,tape,1.0,0.5,tape:2,"Scotch 1110-C Multi Use Duct Tape, 10-Yards || Duck Brand 240866 MAX Strength Duct Tape, 1.88 Inches by 35 Yards, White, Single Roll"
original,<a_42>,<b_85>,1,fastener,1.0,1.0,fastener:1,"Stanley TRA704SST 1/4-Inch Heavy Duty Stainless Steel Narrow Crown Staples, 1,000-Count"
original,<a_236>,<b_191>,2,connector_fitting,0.5,1.0,connector_fitting:1; other:1,"Uxcell a11102000ux0369 2N3904 Through Hole Three Terminal NPN Transistors, 20 Piece || BC547 Transistor"
original,<a_73>,<b_83>,1,other,1.0,1.0,other:1,uxcell 5 Pcs 5cm x 7cm Double Sided Prototype Universal PCB Circuit Board
original,<a_30>,<b_229>,2,other,1.0,1.0,other:2,"STMicroelectronics L7805CV 5V 1.5A Positive Voltage Regulator, 5 Pieces || STMicroelectronics LM317T LM317 Adjustable Voltage Regulator IC 1.2V To 37V 1.5A 1 Pack"
original,<a_236>,<b_252>,1,connector_fitting,1.0,1.0,connector_fitting:1,HONBAY 20 Pcs 1.2inch Thread Green & Red Cap SPST Latching Type Push Button Switch OFF-ON
original,<a_68>,<b_161>,1,other,1.0,1.0,other:1,"1805-OW-PB/B-5 Nylon Onewrap Strap, Hook and Loop, 1-1/2"" Wide, 5' Length, Black"
original,<a_193>,<b_234>,1,adhesive_epoxy,1.0,1.0,adhesive_epoxy:1,Forney 72391 Replacement Cutters for Bench Grinding Wheel Dresser
original,<a_36>,<b_49>,1,connector_fitting,1.0,1.0,connector_fitting:1,"Optical SPDIF Toslink/Coaxial Digital to Analog Audio Decoder Converter with PCM, 5.1 Dolby Digital & DTS Support"
original,<a_99>,<b_151>,1,adhesive_epoxy,1.0,1.0,adhesive_epoxy:1,"3M 38191 Static Mixing Nozzle for 50 ml Cartridges, 12 Nozzles"
original,<a_108>,<b_245>,2,connector_fitting,1.0,0.5,connector_fitting:2,"Mr. Heater Propane/Natural Gas Connector Kit 3/8 Male Pipe Thread x 3/8"" Female Pipe Thread || Coilhose Pneumatics 150 1/4-Inch Body Size, Coilflow Industrial Interchange Coupler, 1/4-Inch NPT, Female"
original,<a_180>,<b_5>,1,other,1.0,1.0,other:1,Supereyes Hook Magnet Side View Mirror Set for Borescope Endoscope N005 N013J
original,<a_244>,<b_195>,1,adhesive_epoxy,1.0,1.0,adhesive_epoxy:1,"Red Devil 0820 100 Percent Silicone Sealant Architectural Grade, Clear, 2.8-Ounce"
original,<a_202>,<b_82>,4,tape,1.0,0.5,tape:4,"3M Scotch 75346883137 3M Scotch Scotchcal Striping Tape: 1/8"" x 40', Ultra Charcoal || 3M Scotchcal Striping Tape, 1/8 inch, White, 70201 || Scotch Color Coding Tape 690 Red, 48 mm x 66 m, Conveniently Packaged (Pack of 1) || 3M 468MP Adhesive Transfer Tape, 4"" width x 5yd length (1 roll)"
original,<a_210>,<b_3>,2,other,1.0,1.0,other:2,"ClearlyBags Reclosable Plastic Bag 3""x5"" 6-mil Zip Lock pk/100 || ClearlyBags Reclosable Plastic Bag 4""x6"" 6-mil Zip Lock pk/100"
original,<a_73>,<b_137>,1,gauge_meter,1.0,1.0,gauge_meter:1,HOODDEAL 50 PCS 3296 Fine-tune Multiturn Trimmer Potentiometers Kit 10 value Variable Resistor
original,<a_224>,<b_250>,1,fastener,1.0,1.0,fastener:1,uxcell 50 Pcs Metal Hex M3 Female Screw PCB Standoff Spacers 8mm Body
original,<a_71>,<b_44>,2,adhesive_epoxy,1.0,1.0,adhesive_epoxy:2,"Round Spacer, Aluminum, Plain Finish, #10 Screw Size, 3/8"" OD, 0.192"" ID, 1/8"" Length, Made in US (Pack of 10) || Round Spacer, Nylon, Off-White, 3/8"" Screw Size, 0.675"" OD, 11/64"" ID, 9/16"" Length, Made in US (Pack of 100)"
original,<a_173>,<b_224>,1,gauge_meter,1.0,1.0,gauge_meter:1,"Krytox GPL 205 Grease, Pure PFPE/PTFE, 2 oz Tube"
original,<a_68>,<b_143>,1,other,1.0,1.0,other:1,"Bel-Art Labmat Bench Liner; 50 Feet, White (F24675-0000)"
original,<a_30>,<b_149>,2,other,1.0,0.5,other:2,"KORAD KA3005D - Precision Variable Adjustable 30V, 5A DC Linear Power Supply Digital Regulated Lab Grade || Function Generator DIY KIT by JYE Tech FG085"
original,<a_159>,<b_124>,1,gauge_meter,1.0,1.0,gauge_meter:1,American Educational 7-G65 Cast Aluminum Right Angle Clamp Holder with Nickel-Plated Steel Thumbscrew
original,<a_23>,<b_18>,1,other,1.0,1.0,other:1,Uxcell a12071000ux1058 Noise Suppressor Cable Ferrite Core Filters (Pack of 5)
original,<a_94>,<b_150>,3,gauge_meter,0.6666666666666666,0.6666666666666666,gauge_meter:2; other:1,"Bel-Art Single Scale 50ml Polypropylene Graduated Cylinder; 1.0ml Graduation (F28454-0000) || Bel-Art Single Scale 250ml Polypropylene Graduated Cylinder; 2.0ml Graduation (F28456-0000) || ETA hand2mind Graduated Measuring Cylinders, Polypropylene (Set of 7)"
original,<a_229>,<b_221>,1,gauge_meter,1.0,1.0,gauge_meter:1,"Eisco Labs Mortar and Pestle, Porcelain, Lab Quality, 4"" Diameter, 5oz. Capacity - Textured Bowl with Spout"
original,<a_14>,<b_108>,1,3d_filament,1.0,1.0,3d_filament:1,"Hammond 1551KBK Black ABS Plastic Project Box -- Inches (3.15"" x 1.58"" x 0.79"") mm (80mm x 40mm x 20mm)"
original,<a_94>,<b_34>,1,other,1.0,1.0,other:1,Karter Scientific PIPETTE PUMP 25ml Red
original,<a_94>,<b_21>,1,other,1.0,1.0,other:1,SEOH PIPETTE PUMP 2ml Blue
original,<a_73>,<b_131>,1,other,1.0,1.0,other:1,Elenco RS-500 Resistance Substitution Box
original,<a_211>,<b_169>,1,gauge_meter,1.0,1.0,gauge_meter:1,Uxcell a14062100ux0345 2PCS K Type 0-400C Temperature Sensor Thermocouple Probe 2 Meter 6.6Ft (Pack of 2)
original,<a_211>,<b_75>,1,gauge_meter,1.0,1.0,gauge_meter:1,"Perfect-Prime TC41, 4-Channel K-Type Digital Thermometer Thermocouple Sensor -200~1372&deg;C/2501&deg;F"
original,<a_23>,<b_164>,1,gauge_meter,1.0,1.0,gauge_meter:1,"MakerBeam Regular Starter Kit Black anodized including beams (10x10mm in diameter), brackets, nuts and bolts"
original,<a_206>,<b_72>,1,tape,1.0,1.0,tape:1,"XFasten Anti Slip Tape, 4-Inch by 15-Foot Pet-Safe, Hypo-Allergenic, Weather proof and Non Skid Indoor and Outdoor Safet"
original,<a_170>,<b_221>,1,tape,1.0,1.0,tape:1,"2 PACK- Milrose 70885 Blue Monster 1/2"" x 1429' Blue Teflon Tape"
original,<a_36>,<b_253>,1,gauge_meter,1.0,1.0,gauge_meter:1,Extech TL747 Electronic Sharp Test Probe Set
original,<a_17>,<b_255>,5,other,0.6,0.2,other:3; gauge_meter:2,Docooler 1 ohm - 10M ohm 1/4W Metal Film Resistors Assortment Kit Set 64 Values Total 1280pcs || Sunshine Variable Resistor Assorted Kit 14 Value 280pcs Potentiometer || (100&Omega;&ndash;1M&Omega;) 130pcs 13 Values RoHS Variable Resistor Potentiometers Assortment Kit Assorted Set || WYPH 30 Values 10 ohm - 1M ohm 1/4W Metal Film Resistors Assortment Kit Assorted Set Pack of 600pcs || Docooler (1pf-100nf) 1000pcs 50value 50V Ceramic Capacitor Assorted kit Assortment Set
original,<a_30>,<b_227>,1,other,1.0,1.0,other:1,Haobase 100Pcs 1A 50V Diode 1N4001 IN4001 DO-41
original,<a_66>,<b_30>,1,other,1.0,1.0,other:1,"Colgate Total Anticavity Fluoride and Antigingivitis Toothpaste, 4.2 oz (119 g)"
original,<a_71>,<b_142>,1,adhesive_epoxy,1.0,1.0,adhesive_epoxy:1,Genie Screw & Trac Drive Garage Door Opener Replacement Limit Switch 20113R
original,<a_109>,<b_106>,1,other,1.0,1.0,other:1,Seville Classics Commercial NSF Stainless Steel Top Worktable 49 x 24 inches
original,<a_159>,<b_27>,1,other,1.0,1.0,other:1,IIT 78000 Mini Table Vice
original,<a_236>,<b_35>,4,gauge_meter,0.75,1.0,gauge_meter:3; other:1,"Uxcell a12110700ux0244 5 x 10mm Red Square Wired Car Horn Momentary Push Button Switch AC 250V 3A || Uxcell a12081400ux0336 5 x Momentary SPST NO Red Round Cap Push Button Switch, AC 6 Amp/125V, 3 Amp/250V || Uxcell a12072100ux0193 16mm High Round Cap Momentary Metal Push Button Switch || Uxcell a12081400ux0273 10 x Momentary SPST NO Red Push Button Switch AC 250V/1.5A 125V/3A"
original,<a_206>,<b_99>,2,other,1.0,1.0,other:2,"AmScope 25pc Assorted Specimen Collection of Prepared Microscope Slides Glass Slide with Storage Case || AmScope PS100E 100 Piece Assorted Specimen Collection for Home School Students, Basic Biology Science Glass Prepared Mic"
original,<a_150>,<b_214>,1,other,1.0,1.0,other:1,2 oz Amber Boston Round Glass Bottle with Fine Mist sprayer 6/bx
original,<a_165>,<b_132>,1,adhesive_epoxy,1.0,1.0,adhesive_epoxy:1,System Three Resins 1-Quart SculpWood Epoxy Paste Kit
original,<a_122>,<b_62>,1,tape,1.0,1.0,tape:1,"Allstar Performance ALL14261 White 4"" x 165' Gaffer's Tape"
original,<a_71>,<b_36>,2,gauge_meter,1.0,1.0,gauge_meter:2,"Prime-Line Products P 7645 Screen Retainer Spline, .250-in, 25-ft, Gray || Prime-Line Products P 7530 Screen Retainer Spline, .250-in, 25-ft, Black"
original,<a_52>,<b_156>,1,other,1.0,1.0,other:1,CloSYS Trial Size Intro Kit TSA Compliant
original,<a_122>,<b_59>,1,adhesive_epoxy,1.0,1.0,adhesive_epoxy:1,"Command Bath Water-Resistant Replacement Strips, White, 2-Medium, 4-Large Strips (17615B)"
original,<a_66>,<b_4>,1,other,1.0,1.0,other:1,"Gel-Kam Flouride Preventative Treatment Gel, Fruit and Berry Flavor, 4.3 Oz."
original,<a_44>,<b_248>,1,gauge_meter,1.0,1.0,gauge_meter:1,"Medline Skin integrity Wound Cleansers, 16 fl oz."
original,<a_202>,<b_131>,1,tape,1.0,1.0,tape:1,"3M Vinyl Duct Tape, Red, 2-Inch by 50-Yard"
original,<a_193>,<b_218>,1,gauge_meter,1.0,1.0,gauge_meter:1,"CMT 529.095.31 Plug Cutter, 3/8-Inch Minor Diameter, 49/64-Inch Diameter, 1/2-Inch Shank"
original,<a_224>,<b_182>,1,fastener,1.0,1.0,fastener:1,"The Hillman Group 42006 3/16-Inch by 1-1/4-Inch WallDog Pan Head Phillip Screw, Black"
original,<a_67>,<b_137>,1,gauge_meter,1.0,1.0,gauge_meter:1,American Terminal E-BCY-100 12/10-Gauge Economy Vinyl Butt Connectors
original,<a_173>,<b_112>,1,other,1.0,1.0,other:1,Chemical Guys AIR_102_04 Premium Air Freshener and Odor Eliminator with Leather Scent (4 oz)
original,<a_122>,<b_13>,1,adhesive_epoxy,1.0,1.0,adhesive_epoxy:1,"Barge All-Purpose TF Cement Rubber, leather, Wood, Glass, Metal Glue 2 oz"
original,<a_150>,<b_142>,1,adhesive_epoxy,1.0,1.0,adhesive_epoxy:1,Precision Applicators - Dispense Pack by Rockler
original,<a_73>,<b_141>,6,other,1.0,1.0,other:6,"microtivity IL142 5mm Diffused Blue LED w/ Resistors (Pack of 30) || microtivity IL151 5mm Clear White LED w/Resistors (Pack of 30) || microtivity IL184 5mm Assorted Clear LED w/ Resistors (6 Colors, Pack of 60) || microtivity IL612 5mm Diffused RGB Controllable LED, Common Anode (Pack of 12) || microtivity IL185 5mm Assorted Diffused LED w/ Resistors (5 Colors, Pack of 50)"
original,<a_236>,<b_167>,1,other,1.0,1.0,other:1,Saim Momentary Switch Mushroom Push Button Station
original,<a_180>,<b_226>,4,gauge_meter,1.0,0.5,gauge_meter:4,econoLED 10M 30ft USB Waterproof Endoscope Borescope Inspection Camera Pibe Locator || econoLED 16ft USB Waterproof Endoscope Borescope Inspection Camera || DBPOWER 2 MP 15M Tube USB Waterproof Hd 6-led Borescope Endoscope Inspection Camera(Silver Head) || DBPOWER 2 MP 15M Tube USB Waterproof Hd 6-led Borescope Endoscope Inspection Camera(Silver Head)
original,<a_107>,<b_168>,2,gauge_meter,1.0,1.0,gauge_meter:2,"Supco ST08 Stainless Steel Pocket Dial Thermometer, 5"" Stem, 1-3/4"" Dial, -40 to 160 Degrees F || Supco ST01 Stainless Steel Pocket Dial Thermometer, 5"" Stem, 1"" Dial, -40 to 160 Degrees F"
original,<a_236>,<b_174>,1,gauge_meter,1.0,1.0,gauge_meter:1,Parts Express Momentary N.O. Classic Small Push Button Switch Red
original,<a_73>,<b_236>,2,connector_fitting,1.0,1.0,connector_fitting:2,Uxcell a13121300ux0338 2.1 mmx5.5 mm DC Power Jack Socket Threaded Female Connector 3 Piece || Uxcell a13102400ux0146 AC 300V 10A 5.08mm Pitch 2 Pin Screw Pluggable Terminal Block (Pack of 20)
original,<a_52>,<b_222>,1,gauge_meter,1.0,1.0,gauge_meter:1,Water Pressure Regulator. Brass Lead-free Adjustable Water Pressure Reducer for Rv with Guage. Includes Inlet Screened F
original,<a_158>,<b_66>,4,other,1.0,0.5,other:4,"HICTOP Prusa I3 3D Desktop Printer, DIY High Accuracy CNC Self-Assembly Tridimensional || XYZprinting Da Vinci 1.0 3D Printer, Grey || JGAURORA 3d Printer A3kit Prusa i3 DIY 3d Printers Self Assembly Metal Frame LCD Display Heated bed || HICTOP Desktop 3D Printer, Black"
original,<a_223>,<b_121>,1,3d_filament,1.0,1.0,3d_filament:1,"HATCHBOX ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Red"
