item_id,item_title,family,target_sid,target_l1,target_l2,eval_count,hit1_rate,hit10_rate,mean_rank,top1_same_family,top1_history_repeat,l1_bucket_size,l2_bucket_size
490,"Duck Brand 300877 Professional Grade Electrical Tape, 3/4-Inch by 66 Feet, Single Roll, White",adhesive_epoxy,<a_202><b_161><c_182>,<a_202>,<a_202><b_161>,2,0.0,0.0,999.0,0.5,1.0,117,3
506,"Stainless 1/4-20 Hex Nuts, USS Coarse Thread, 304 Stainless Steel, 100 pieces (1/4 Hex Nuts)",fastener,<a_224><b_195><c_115>,<a_224>,<a_224><b_195>,2,0.0,0.0,999.0,0.0,0.5,191,2
515,Chemical Guys ACC_121.32HD Chemical Resistant Heavy Duty Bottle and Sprayer (32 oz),3d_filament,<a_150><b_132><c_2>,<a_150>,<a_150><b_132>,2,0.0,0.0,999.0,0.0,0.5,116,2
518,MotoBatt MBCL5 5' 18AWG Cable Lead Extension,other,<a_23><b_181><c_212>,<a_23>,<a_23><b_181>,2,0.0,0.0,999.0,0.0,0.5,50,1
520,"Copper Sheet Metal - 12"" x 12",other,<a_68><b_192><c_222>,<a_68>,<a_68><b_192>,2,0.0,0.0,999.0,0.5,1.0,67,2
523,"Industrial & Scientific"" />",metadata_placeholder,<a_15><b_138><c_46>,<a_15>,<a_15><b_138>,2,0.0,0.0,999.0,0.0,0.5,31,1
534,"Century Drill and Tool 76221 Coarse Drill Cup Wire Brush, 2-3/4-Inch",adhesive_epoxy,<a_193><b_104><c_2>,<a_193>,<a_193><b_104>,2,0.0,0.0,506.5,0.0,1.0,133,4
536,"Eagle F-15 HDPE 10"" Poly Funnel For Metal Type I Safety Cans, 4"" Height, 8"" Width, 9"" Length",other,<a_44><b_119><c_9>,<a_44>,<a_44><b_119>,2,0.0,0.0,999.0,0.5,0.5,65,1
544,"Oreck Commercial XL Commercial Upright Vacuum Cleaner, XL2100RHS",other,<a_24><b_102><c_186>,<a_24>,<a_24><b_102>,2,0.0,0.0,999.0,0.0,0.5,119,1
583,Marathon Universal Fit Pneumatic (Air Filled) Hand Truck / All Purpose Utility Tire on Wheel with Adapter Kit Included,connector_fitting,<a_87><b_54><c_195>,<a_87>,<a_87><b_54>,2,0.0,0.0,999.0,0.0,0.5,71,1
591,Nubee Temperature Gun Non-contact Infrared Thermometer MAX Display & EMS Adjustable,gauge_meter,<a_107><b_42><c_214>,<a_107>,<a_107><b_42>,2,0.0,0.0,999.0,0.0,0.5,66,5
600,Vktech 5pcs 2M Waterproof Digital Temperature Temp Sensor Probe DS18b20,other,<a_211><b_97><c_129>,<a_211>,<a_211><b_97>,2,0.0,0.0,999.0,0.0,0.0,45,2
608,3M Tape Primer 94 1/2 Pint 8oz For Vinyl Di-Noc,tape,<a_233><b_205><c_196>,<a_233>,<a_233><b_205>,2,0.0,0.0,999.0,0.0,0.0,20,1
609,"Dap 7079812343 Drydex 5.5 Oz 6Pk Raw Building Material, 5.5-Ounce, Pink/White",other,<a_244><b_136><c_142>,<a_244>,<a_244><b_136>,2,0.0,0.0,505.5,0.5,0.5,72,1
616,"Hard-to-Find Fastener 014973291433 Phillips Flat TwinFast Wood Screws, 6 x 1/2-Inch, 100-Piece",fastener,<a_224><b_44><c_92>,<a_224>,<a_224><b_44>,2,0.0,0.0,999.0,0.0,0.0,191,2
620,"Nubee Non-Contact Digital Laser Infrared Thermometer Temperature Gun -58 &deg;F - 1022&deg;F(-50&deg;C - 550&deg;C) MAX Display, EMS Adjustable Function, Orange",gauge_meter,<a_107><b_133><c_57>,<a_107>,<a_107><b_133>,2,0.0,0.0,999.0,0.0,0.0,66,1
627,"Shop Vac, 37987, Black Plastic",other,<a_24><b_249><c_10>,<a_24>,<a_24><b_249>,2,0.0,0.0,999.0,0.0,0.5,119,1
648,"3M Foil Tape 3381 Silver, 1.88 in x 50 yd 2.7 mil (Pack of 1)",adhesive_epoxy,<a_202><b_221><c_59>,<a_202>,<a_202><b_221>,2,0.0,0.0,999.0,0.0,0.5,117,1
649,BQLZR M4 Stainless Steel 304 Hook & Eye Turnbuckle Wire Rope Tension Pack Of 5,other,<a_17><b_118><c_175>,<a_17>,<a_17><b_118>,2,0.0,0.0,508.5,0.0,0.5,99,3
660,"Cofufu 4 Pcs 1"" Plastic Wheel Rectangle Top Plate Fixed Swivel Caster Set",fastener,<a_87><b_104><c_91>,<a_87>,<a_87><b_104>,2,0.0,0.0,999.0,0.0,1.0,71,1
661,"PneumaticPlus PSL15-160 Pressure Gauge, Lower Mount, 1-1/2"" Dial, 0-160 PSI, 1/8"" NPT",connector_fitting,<a_229><b_169><c_129>,<a_229>,<a_229><b_169>,2,0.0,0.0,999.0,0.0,0.0,36,3
671,Kimtech Science KimWipes Delicate Task Wipers 1-ply 280 count (Pack of 2),other,<a_210><b_12><c_136>,<a_210>,<a_210><b_12>,2,0.0,0.0,515.5,0.5,0.5,95,4
679,iRobot Braava 380t Robot Mop,other,<a_197><b_132><c_32>,<a_197>,<a_197><b_132>,2,0.0,0.0,999.0,0.5,0.0,60,1
690,"SharkBite 22223-0000LFA Ball Valve 1 Inch x 1 Inch, Water Valve Shut Off, Push-to-Connect, PEX, Copper, CPVC, PE-RT",connector_fitting,<a_108><b_252><c_21>,<a_108>,<a_108><b_252>,2,0.0,0.0,999.0,0.0,0.0,143,2
691,"Deft Interior Clear Wood Finish Gloss Lacquer, 12.25-Ounce Aerosol Spray",other,<a_99><b_132><c_145>,<a_99>,<a_99><b_132>,2,0.0,0.0,999.0,1.0,0.0,32,2
693,"SE DM201 Stainless Steel Inspection Mirror, 0.75"" Dia, 7",other,<a_180><b_196><c_39>,<a_180>,<a_180><b_196>,2,0.0,0.0,999.0,1.0,0.5,81,1
694,"Colormetrics Gray Putty Tape / Butyl Tape 1/8"" x 1"" x 30' (Single Roll)",tape,<a_244><b_221><c_2>,<a_244>,<a_244><b_221>,2,0.0,0.0,999.0,0.0,0.5,72,2
700,"Anderson Metals 06130 Brass Pipe Fitting, 90 Degree Barstock Elbow, 1/4"" NPT Male x 1/4"" NPT Male Pipe",tape,<a_108><b_1><c_2>,<a_108>,<a_108><b_1>,2,0.0,0.0,999.0,0.0,0.5,143,8
705,"Shepherd Hardware 9782 4-Inch Cast Iron Swivel Plate Caster, 500-lb Load Capacity",other,<a_87><b_249><c_104>,<a_87>,<a_87><b_249>,2,0.0,0.0,999.0,1.0,0.5,71,1
711,3M Scotch #35 Electrical Tape Value Pack (10457NA),tape,<a_202><b_218><c_109>,<a_202>,<a_202><b_218>,2,0.0,0.0,999.0,0.0,1.0,117,3
713,"Rubbermaid Commercial Products FG295673BLUE Plastic Resin Deskside Recycling Can, 7 Gallon/28 Quart, Blue Recycling Symbol (Pack of 12)",other,<a_210><b_201><c_191>,<a_210>,<a_210><b_201>,2,0.0,0.0,999.0,0.0,0.5,95,2
714,Shop-Vac 9067200 Type I 10-14-Gallon High Efficiency Disposable Collection Filter Bag 2-Pack,adhesive_epoxy,<a_24><b_29><c_6>,<a_24>,<a_24><b_29>,2,0.0,0.0,999.0,0.0,0.0,119,2
719,"Gorilla Heavy Duty Construction Adhesive, 2.5 ounce Squeeze Tube, White",adhesive_epoxy,<a_99><b_53><c_168>,<a_99>,<a_99><b_53>,2,0.0,0.0,999.0,1.0,0.5,32,1
721,"Kreg SML-C2B-250 Blue-Kote Weather Resistant Pocket Hole Screws - 2"", 8 Coarse, Washer Head, 250 count",fastener,<a_224><b_230><c_193>,<a_224>,<a_224><b_230>,2,0.0,0.0,999.0,0.0,1.0,191,2
727,"The Hillman Group 180297 Pronged Tee Nut, 1/4 20, 100-Pack",fastener,<a_224><b_9><c_148>,<a_224>,<a_224><b_9>,2,0.0,0.0,999.0,0.5,0.5,191,1
748,Replacement Filter Fits Shop Vac 90304,other,<a_109><b_82><c_143>,<a_109>,<a_109><b_82>,2,0.0,0.0,999.0,0.5,0.0,40,1
754,Fluke Networks 26200900 Pro3000 Tone Generator with ABN Clips and RJ11 Plug,other,<a_197><b_35><c_191>,<a_197>,<a_197><b_35>,2,0.0,0.0,999.0,0.5,1.0,60,1
756,"Gardner Bender GSW-20  Electrical Toggle Switch Covers, EDPM Rubber Cover, Moisture, Dust and Dirt Resistant, Pack of 2, Black",fastener,<a_236><b_87><c_68>,<a_236>,<a_236><b_87>,2,0.0,0.0,999.0,0.0,0.0,84,2
772,"Watts 0009257 25AUB-Z3, 3/4"", bronz",other,<a_108><b_6><c_237>,<a_108>,<a_108><b_6>,2,0.0,0.0,999.0,0.0,0.0,143,1
773,"Duck Brand Standard Packaging Tape Refill, 1.88 Inch x 54.6 Yard, Clear, 1 Roll (240408)",tape,<a_202><b_18><c_120>,<a_202>,<a_202><b_18>,2,0.0,0.0,999.0,0.0,0.5,117,2
799,"Dap 18268 Roof Sealant, 10.1 oz, Black",adhesive_epoxy,<a_244><b_179><c_220>,<a_244>,<a_244><b_179>,2,0.0,0.0,999.0,0.0,0.5,72,1
811,Install Bay Copper Ring Terminal 2 Gauge 5/16 Inch 10 Pack - CUR2516,other,<a_67><b_244><c_160>,<a_67>,<a_67><b_244>,2,0.0,0.0,999.0,0.5,0.5,119,3
819,"Inkbird ITC-1000 Dual Stage Digital Temperature Controller Fahrenheit  Celsius Thermostat with Sensor for 3D Printer,Freezer,Fridge,Hatching ect (12 Volt)",3d_filament,<a_107><b_35><c_90>,<a_107>,<a_107><b_35>,2,0.0,0.0,999.0,0.5,1.0,66,7
843,"Industrial & Scientific"" />",metadata_placeholder,<a_15><b_105><c_128>,<a_15>,<a_15><b_105>,2,0.0,0.0,999.0,0.0,0.5,31,1
845,"The Hillman Group 58528 1/4 x 2-Inch Round Loop Wire Lock Pin, 4-Pack",fastener,<a_71><b_160><c_159>,<a_71>,<a_71><b_160>,2,0.0,0.0,999.0,0.0,0.5,118,1
856,Tesa  Wire Loom Harness Tape Used By Mercedes BMW VW Audi,tape,<a_233><b_239><c_74>,<a_233>,<a_233><b_239>,2,0.0,0.0,999.0,0.0,0.0,20,1
857,"Dixon FBVG100 Brass Ball Valve, 1"" NPT Female",connector_fitting,<a_108><b_83><c_114>,<a_108>,<a_108><b_83>,2,0.0,0.0,999.0,0.5,0.5,143,1
886,"O1 Tool Steel Round Rod, Annealed/Precision Ground, ASTM A681, 0.359375"" Diameter, 36"" Length",connector_fitting,<a_17><b_200><c_15>,<a_17>,<a_17><b_200>,2,0.0,0.0,999.0,0.0,0.5,99,4
890,Octave Tool Kit A for 3D Printer,3d_filament,<a_91><b_27><c_216>,<a_91>,<a_91><b_27>,2,0.0,0.0,999.0,1.0,0.5,72,1
898,Personalized Office Name Plate With Wall or Desk Holder - 2x8 - CUSTOMIZE,other,<a_71><b_143><c_185>,<a_71>,<a_71><b_143>,2,0.0,0.0,999.0,0.0,1.0,118,1
908,"Kreg SML-C150-100 Pocket Screws 1-1/2-Inch, 8 Coarse, Washer-Head, 100-Count",fastener,<a_224><b_163><c_54>,<a_224>,<a_224><b_163>,2,0.0,0.0,999.0,0.0,0.5,191,7
917,Reliable Hardware Company RH-5112BO-A 1/2-Inch Wood Screw with Black Oxide and Wax,fastener,<a_224><b_44><c_65>,<a_224>,<a_224><b_44>,2,0.0,0.0,521.5,0.5,0.5,191,2
919,"Flex Seal Spray Rubber Sealant Coating, 14-oz, Clear",adhesive_epoxy,<a_244><b_1><c_199>,<a_244>,<a_244><b_1>,2,0.0,0.0,999.0,0.0,0.5,72,1
937,"Covidien 5750 Curity Alcohol Prep, Sterile, Medium, 2-ply (Pack of 200)",other,<a_44><b_98><c_1>,<a_44>,<a_44><b_98>,2,0.0,0.0,999.0,0.5,0.5,65,2
946,"Crest Cavity Protection Toothpaste, 6.4 Ounce (Pack of 6)",other,<a_66><b_48><c_22>,<a_66>,<a_66><b_48>,2,0.0,0.0,999.0,1.0,0.5,40,1
962,Yobett Large Plastic 100ml Syringe +120cm (47in) handy plastic tubing,fastener,<a_150><b_130><c_6>,<a_150>,<a_150><b_130>,2,0.0,0.0,999.0,0.0,0.5,116,2
980,"Anderson Metals Brass Pipe Fitting, Adapter, 1/8"" Male Pipe x 1/8"" Female Pipe",tape,<a_108><b_3><c_204>,<a_108>,<a_108><b_3>,2,0.0,0.0,999.0,0.0,0.0,143,1
986,Stanley 93-301 14-Inch Yellow Panel Carry Handle,other,<a_87><b_161><c_199>,<a_87>,<a_87><b_161>,2,0.0,0.0,999.0,0.5,0.5,71,2
999,Curt Manufacturing 28276 Towing Wiring,other,<a_87><b_77><c_76>,<a_87>,<a_87><b_77>,2,0.0,0.0,999.0,0.0,1.0,71,1
1019,"Oatey 30200 Clear Cutting Oil, Hand Threads, 16-Ounce",3d_filament,<a_173><b_192><c_99>,<a_173>,<a_173><b_192>,2,0.0,0.0,999.0,0.0,1.0,64,2
1021,GAVAN M14 x 1.5 Metric Taper and Plug Tap 14mm,tape,<a_224><b_215><c_102>,<a_224>,<a_224><b_215>,2,0.0,0.0,999.0,0.0,0.0,191,1
1031,ABN Adhesive Sticky Back 80-Grit Sandpaper Roll 2-3/4&rdquo; Inch x 20 Yards Aluminum Oxide Golden Yellow Longboard Dura PSA,adhesive_epoxy,<a_206><b_62><c_3>,<a_206>,<a_206><b_62>,2,0.0,0.0,999.0,0.0,1.0,60,3
1047,"Magnolia Brush 233 Low Cost Single Thickness Paint or Chip Brush, 1-1/2"" Trim, 2"" Width, White (Case of 24)",other,<a_24><b_57><c_95>,<a_24>,<a_24><b_57>,2,0.0,0.0,999.0,0.5,0.5,119,1
1106,DAOKI 10PCS Digital DC 5V Amplifier Board Class D 23W USB Power Mini PAM8403 Audio Module,other,<a_30><b_92><c_36>,<a_30>,<a_30><b_92>,2,0.0,0.0,999.0,0.5,0.5,68,1
1115,TEKTON 8-Inch Swivel Bench Vise | 54008,fastener,<a_193><b_177><c_105>,<a_193>,<a_193><b_177>,2,0.0,0.0,999.0,0.0,0.5,133,3
1122,"Halulu 8"" x 10"" Resealable Poly Bags Reclosable Plastic Bags Zip Bags, Clear, 2 Mil, Pack of 100",other,<a_210><b_54><c_219>,<a_210>,<a_210><b_54>,2,0.0,0.0,999.0,1.0,0.5,95,2
1133,"AMMEX - ABNPF46100-BX - Medical Nitrile Gloves - Disposable, Powder Free, Exam Grade, 4 mil, Large, Black (Box of 100)",other,<a_44><b_217><c_83>,<a_44>,<a_44><b_217>,2,0.0,0.0,999.0,0.5,0.0,65,4
1135,"Durham 385-95 Gray Cold Rolled Steel 6 Sections Aerosol Can Caddy, 21-1/2"" Width x 5-1/4"" Height x 3-1/8"" Depth",other,<a_210><b_36><c_88>,<a_210>,<a_210><b_36>,2,0.0,0.0,999.0,0.0,0.5,95,1
1152,"Irwin Tools 2629- 3 Piece High Carbon Steel- Tap 5/16"" - 24 NF",other,<a_224><b_140><c_169>,<a_224>,<a_224><b_140>,2,0.0,0.0,999.0,0.0,1.0,191,2
1164,"Fowler Full Warranty 52-104-025-0 Machinist Jack Set, 1000 lbs. capacity",fastener,<a_87><b_17><c_227>,<a_87>,<a_87><b_17>,2,0.0,0.0,999.0,0.0,1.0,71,1
1174,"Nashua 2280 Polyethylene Coated Cloth Multi-Purpose Duct Tape, 55m Length x 48mm Width, Tan",adhesive_epoxy,<a_202><b_170><c_66>,<a_202>,<a_202><b_170>,2,0.0,0.0,999.0,0.0,0.0,117,3
1192,Hilitchi 420pcs M2 M3 Stainless Steel Hex Socket Head Cap Screws Nuts Assortment Kit with Box (304 Stainless Steel),fastener,<a_224><b_153><c_233>,<a_224>,<a_224><b_153>,2,0.0,0.0,999.0,0.0,0.0,191,5
1194,"Gorilla Gripper 'GP' 0 to 3/4"" (0 to 22mm)",other,<a_159><b_43><c_162>,<a_159>,<a_159><b_43>,2,0.0,0.0,999.0,0.0,0.5,52,2
1197,TapeCase 3432 1in X 5yd Red Reflective Tape (1 Roll),tape,<a_68><b_121><c_4>,<a_68>,<a_68><b_121>,2,0.0,0.0,999.0,0.0,0.5,67,4
1205,"PEI (Polyetherimide) Sheet, Opaque Off-White, Standard Tolerance, ASTM D5205 PEI0113, 0.03"" Thickness, 12"" Width, 24"" Length",other,<a_17><b_62><c_227>,<a_17>,<a_17><b_62>,2,0.0,0.0,518.0,0.0,0.0,99,5
1210,"Sparco Sealing Tape Transparent Heavy Duty, 48mm x 50m, 6 Rolls (60041)",tape,<a_202><b_46><c_193>,<a_202>,<a_202><b_46>,2,0.0,0.0,999.0,0.0,1.0,117,1
1219,"Install Bay BVBC Vinyl Connector, Blue 16/14 Gauge (100-Bag)",connector_fitting,<a_67><b_140><c_199>,<a_67>,<a_67><b_140>,2,0.0,0.0,523.5,1.0,0.5,119,4
1251,"OOK 55300 Hangman Double Headed Bear Claw 4 In 1 Screw, 12-Count",fastener,<a_159><b_113><c_46>,<a_159>,<a_159><b_113>,2,0.0,0.0,999.0,0.0,0.5,52,1
1259,"Phenolic Sheet, Tan, 0.25"" Thickness, 6"" Width, 12"" Length (Pack of 1)",other,<a_79><b_112><c_9>,<a_79>,<a_79><b_112>,2,0.0,0.0,999.0,0.0,1.0,60,1
1273,FLIR TG165 Spot Thermal Camera,gauge_meter,<a_107><b_68><c_7>,<a_107>,<a_107><b_68>,2,0.0,0.0,999.0,0.0,0.0,66,5
1279,"Rutland Products 601 Rutland Castable Refractory Cement, 25-Pound",adhesive_epoxy,<a_79><b_248><c_121>,<a_79>,<a_79><b_248>,2,0.0,0.0,999.0,0.5,0.5,60,1
1284,"2-P10KIT Available 2-P10 Adhesive Kit, Clear",adhesive_epoxy,<a_99><b_190><c_233>,<a_99>,<a_99><b_190>,2,0.0,0.0,999.0,0.0,0.5,32,1
1286,Accessbuy 180-Piece Rubber Grommet Shop Assortment,other,<a_71><b_201><c_34>,<a_71>,<a_71><b_201>,2,0.0,0.0,516.0,0.0,0.0,118,1
1289,Install Bay Copper Ring Terminal Connector 8 Gauge 1/4 Inch 25 Pack - CUR814,connector_fitting,<a_67><b_1><c_220>,<a_67>,<a_67><b_1>,2,0.0,0.0,999.0,0.5,0.0,119,4
1304,"Duda Energy borp1 Fine Powder Boric Acid H3BO3 99, 1 lb. (Packaging may vary)",other,<a_173><b_22><c_11>,<a_173>,<a_173><b_22>,2,0.0,0.0,999.0,0.5,1.0,64,1
1319,"ProTapes Pro 950 Polyimide Film Tape, 7500V Dielectric Strength, 36 yds Length x 1/2"" Width (Pack of 1)",adhesive_epoxy,<a_79><b_199><c_17>,<a_79>,<a_79><b_199>,2,0.0,0.0,999.0,0.0,0.0,60,2
1363,5 Neodymium Hook Magnets - Each Holds up to 12 Pounds by Emovendo,other,<a_251><b_53><c_151>,<a_251>,<a_251><b_53>,2,0.0,0.0,999.0,0.5,1.0,92,2
1375,"Brown & Sharpe 599-579-12-5-1 Dial Caliper, Stainless Steel, Black Face, 0-12"" Range, +/-0.001"" Accuracy, 0.001"" Resolution, Meets DIN 862 Specifications",gauge_meter,<a_17><b_75><c_7>,<a_17>,<a_17><b_75>,2,0.0,0.0,999.0,0.5,0.5,99,2
1383,"Justrite AccuFlow 7225420 Type II Galvanized Steel Safety Can with 5/8"" Flexible Spout, 2.5 Gallon Capacity, Green",3d_filament,<a_44><b_158><c_169>,<a_44>,<a_44><b_158>,2,0.0,0.0,999.0,0.0,0.0,65,1
1388,"Bob Smith Industries BSI-131H Insta-Cure Thin Super Glue, 1 oz.",adhesive_epoxy,<a_165><b_157><c_233>,<a_165>,<a_165><b_157>,2,0.0,0.0,999.0,0.0,0.5,72,1
1408,"Swordfish 31390 Screw & U Nut/U-Clip Assortment, 170 Piece",fastener,<a_224><b_158><c_71>,<a_224>,<a_224><b_158>,2,0.0,0.0,999.0,0.0,0.0,191,1
1410,"Tygon F-4040-A PVC Fuel And Lubricant Tubing, 1/2"" ID, 3/4"" OD, 1/8"" Wall, 10' Length, Yellow",connector_fitting,<a_206><b_36><c_144>,<a_206>,<a_206><b_36>,2,0.0,0.0,999.0,0.5,1.0,60,1
1414,Temco Terminal Lug Tinned Copper Uninsulated Gauge AWG,adhesive_epoxy,<a_67><b_230><c_156>,<a_67>,<a_67><b_230>,2,0.0,0.0,999.0,0.0,0.5,119,2
1419,Eagle Brewing BE510 Siphon Spray Wort Aerator,other,<a_150><b_101><c_162>,<a_150>,<a_150><b_101>,2,0.0,0.0,999.0,0.0,1.0,116,1
1432,"Sashco Pre-Caulking Filler Rope Backer Rod Roll, 100' Length x 3/8"" Width, Grey",adhesive_epoxy,<a_244><b_185><c_140>,<a_244>,<a_244><b_185>,2,0.0,0.0,999.0,0.0,0.5,72,1
1457,Vacuum Pump - 12V,other,<a_24><b_247><c_58>,<a_24>,<a_24><b_247>,2,0.0,0.0,999.0,0.0,0.5,119,1
1460,"Forney 72729 Wire Cup Brush, Coarse Crimped with 1/4-Inch Hex Shank, 2-Inch-by-.012-Inch",other,<a_193><b_178><c_239>,<a_193>,<a_193><b_178>,2,0.0,0.0,999.0,0.5,0.5,133,7
1468,"Hillman 1/4-20 C NEX 150003 Coarse Thread Hex Nuts, 1/4 X 20-Inch, 100-Pack, Steel",fastener,<a_224><b_77><c_86>,<a_224>,<a_224><b_77>,2,0.0,0.0,999.0,1.0,0.5,191,7
1481,Install Bay CCL1614 Crimp Cap Nylon Connector 16/14 Gauge Long Neck -100-Pack,connector_fitting,<a_67><b_133><c_141>,<a_67>,<a_67><b_133>,2,0.0,0.0,999.0,0.5,0.5,119,3
1499,Smart Weigh CW-500G Carbon Steel 500g OIML Class M1: &plusmn; 25 mg Calibration Weight with Chrome Finish,other,<a_229><b_95><c_66>,<a_229>,<a_229><b_95>,2,0.0,0.0,999.0,0.0,0.5,36,2
1502,"Dap 18275 DYNAFLEX 230, White 100% Waterproof Window, Door & Trim Sealant, 10.1 oz",adhesive_epoxy,<a_244><b_103><c_33>,<a_244>,<a_244><b_103>,2,0.0,0.0,999.0,1.0,0.5,72,1
1503,"Homewerks VBV-P40-B7B Ball Valve, PVC Schedule 40, Female Thread x Female Thread, 1-1/2-Inch",other,<a_108><b_64><c_115>,<a_108>,<a_108><b_64>,2,0.0,0.0,999.0,0.5,0.5,143,2
1512,"SharkBite 22461LF Barb PEX Ball Valve, 1/2-Inch, Brass",connector_fitting,<a_108><b_252><c_66>,<a_108>,<a_108><b_252>,2,0.0,0.0,999.0,0.5,0.0,143,2
1519,"TOGGLER ALLIGATOR AF6 Flanged Anchor, Polypropylene, Made in US, For #6 to #12 Fastener Sizes (Pack of 100)",adhesive_epoxy,<a_224><b_47><c_169>,<a_224>,<a_224><b_47>,2,0.0,0.0,999.0,0.0,0.5,191,4
1520,"Loos Stainless Steel 302/304 Wire Rope, 7x7 Strand Core, 1/8"" Bare OD, 25' Length, 1700 lbs Breaking Strength",other,<a_71><b_119><c_105>,<a_71>,<a_71><b_119>,2,0.0,0.0,999.0,0.0,0.0,118,5
1521,"Aluminum Crimping Loop Sleeve for 1/8"" Diameter Wire Rope and Cable, (Pack of 100)",connector_fitting,<a_67><b_249><c_16>,<a_67>,<a_67><b_249>,2,0.0,0.0,999.0,0.0,1.0,119,2
1523,"WEN 73004 500 lb Capacity Service Cart, X-Large",fastener,<a_210><b_90><c_184>,<a_210>,<a_210><b_90>,2,0.0,0.0,999.0,0.0,0.5,95,2
1532,"First Voice TS-3183 Sterile Self-Adherent Stretch Sensi-Wrap Bandage, 5 yds Length x 3"" Width (Pack of 10)",other,<a_122><b_11><c_238>,<a_122>,<a_122><b_11>,2,0.0,0.0,999.0,0.0,1.0,35,1
1543,"Aluminum 6061-T6 Seamless Round Tubing, WW-T 700/6, 1-1/8"" OD, 1.009"" ID, 0.058"" Wall, 12",connector_fitting,<a_251><b_0><c_134>,<a_251>,<a_251><b_0>,2,0.0,0.0,999.0,0.0,0.5,92,3
1551,"BuildTak 3D Printing Build Surface, 4.5"" x 4.5"" Square, Black (Pack of 3)",3d_filament,<a_223><b_184><c_15>,<a_223>,<a_223><b_184>,2,0.0,0.0,999.0,0.0,0.0,247,6
1566,"Electronics-Salon 0.47uF to 1000uF Electrolytic Capacitors Assortment Kit, 13 Values, Total 200 Pieces",other,<a_236><b_183><c_115>,<a_236>,<a_236><b_183>,2,0.0,0.0,999.0,0.0,0.0,84,2
1569,"Gear Aid Aquaseal FD Flexible Repair Adhesive for Outdoor Gear and Vinyl, Clear Glue",adhesive_epoxy,<a_122><b_70><c_106>,<a_122>,<a_122><b_70>,2,0.0,0.0,999.0,0.0,1.0,35,1
1572,"Devcon Epoxy, 2 Ton Epoxy, 4.25 Ounce each, 2 Bottles",adhesive_epoxy,<a_165><b_71><c_28>,<a_165>,<a_165><b_71>,2,0.0,0.0,999.0,0.5,0.0,72,3
1576,"IPS Weld-On 3 Acrylic Plastic Cement with Weld-On Applicator Bottle with Needle, 4 oz Can, Clear",3d_filament,<a_165><b_205><c_147>,<a_165>,<a_165><b_205>,2,0.0,0.0,999.0,0.0,1.0,72,2
1581,Uxcell Wire Wrap Sleeve 3 mm Dia 30 mm Long Heat Shrink Tubing 240Pcs Black,other,<a_17><b_219><c_137>,<a_17>,<a_17><b_219>,2,0.0,0.0,999.0,1.0,0.0,99,2
1588,"Super Lube 41160/UV Synthetic UV Grease (NLGI 2), 14.1 oz Canister, Translucent White",other,<a_173><b_11><c_0>,<a_173>,<a_173><b_11>,2,0.0,0.0,999.0,0.5,0.5,64,2
1589,Cerium Oxide Glass Polishing Compound - 8 Oz,other,<a_99><b_12><c_85>,<a_99>,<a_99><b_12>,2,0.0,0.0,999.0,0.0,0.0,32,1
1597,30 Bearing 608ZZ 8x22x7 Shielded Greased Miniature Ball Bearings,tape,<a_251><b_44><c_109>,<a_251>,<a_251><b_44>,2,0.0,0.0,999.0,0.0,0.0,92,3
1605,"1805-OW-PB/B-5 Nylon Onewrap Strap, Hook and Loop, 1-1/2"" Wide, 5' Length, Black",other,<a_68><b_161><c_169>,<a_68>,<a_68><b_161>,2,0.0,0.0,999.0,0.5,0.5,67,1
1608,"Optical SPDIF Toslink/Coaxial Digital to Analog Audio Decoder Converter with PCM, 5.1 Dolby Digital & DTS Support",connector_fitting,<a_36><b_49><c_254>,<a_36>,<a_36><b_49>,2,0.0,0.0,999.0,0.5,0.5,54,1
1619,"Round Spacer, Aluminum, Plain Finish, #10 Screw Size, 3/8"" OD, 0.192"" ID, 1/8"" Length, Made in US (Pack of 10)",fastener,<a_71><b_44><c_232>,<a_71>,<a_71><b_44>,2,0.0,0.0,999.0,0.0,1.0,118,2
1621,"Bel-Art Labmat Bench Liner; 50 Feet, White (F24675-0000)",other,<a_68><b_143><c_19>,<a_68>,<a_68><b_143>,2,0.0,0.0,999.0,1.0,0.5,67,1
1626,"Kimberly-Clark Kimtech Science Kimwipes Delicate Task Disposable Wiper, 8-25/64"" Length x 4-25/64"" Width, White (Pack of 3)",other,<a_210><b_12><c_17>,<a_210>,<a_210><b_12>,2,0.0,0.0,999.0,0.5,0.5,95,4
1634,Elenco RS-500 Resistance Substitution Box,other,<a_73><b_131><c_210>,<a_73>,<a_73><b_131>,2,0.0,0.0,999.0,0.0,0.5,114,1
1640,"MakerBeam Regular Starter Kit Black anodized including beams (10x10mm in diameter), brackets, nuts and bolts",fastener,<a_23><b_164><c_167>,<a_23>,<a_23><b_164>,2,0.0,0.0,999.0,0.0,0.5,50,1
1645,Extech TL747 Electronic Sharp Test Probe Set,other,<a_36><b_253><c_7>,<a_36>,<a_36><b_253>,2,0.0,0.0,999.0,0.5,0.5,54,1
1675,"CMT 529.095.31 Plug Cutter, 3/8-Inch Minor Diameter, 49/64-Inch Diameter, 1/2-Inch Shank",other,<a_193><b_218><c_44>,<a_193>,<a_193><b_218>,2,0.0,0.0,999.0,0.5,0.5,133,1
