idx,item_id,family,title,brand,target_sid,target_l1,target_l1_size,target_l1_purity,target_l1_top_family,target_family_is_l1_top,target_l1_size_bin,target_l1_purity_bin,l1_rank,l12_rank,exact_rank,hit10,l1_in_top10,l1_in_top50,pred1_sid,pred1_l1,pred1_l1_size,pred1_l1_purity,pred1_l1_top_family,pred1_item_id,pred1_family,pred1_title,top10_unique_l1,top10_has_same_family_bucket,top10_has_same_top_family,top10_pred_l1s
252,1410,other,"Tygon F-4040-A PVC Fuel And Lubricant Tubing, 1/2"" ID, 3/4"" OD, 1/8"" Wall, 10' Length, Yellow",Tygon,<a_221><b_241><c_28>,<a_221>,20,0.9,other,True,11-20,>=0.9,9999,9999,9999,0,0,0,<a_190><b_171><c_15>,<a_190>,17,0.8235294117647058,tape,278,tape,"T-Rex 241309 Shurtech Ferociously Strong Tape, 12 Yd L X 1.88 in W, 1-Roll, 12 Yards, Gunmetal Gray",6,1,1,<a_190> <a_81> <a_191> <a_82> <a_93> <a_191> <a_81> <a_191> <a_122> <a_82>
253,987,other,wall26 Reflective Student Driver Magnetic Car Signs(Set of 3) Safety Caution Sign,wall26,<a_206><b_73><c_138>,<a_206>,13,0.7692307692307693,other,True,11-20,0.75-0.9,17,9999,9999,0,0,1,<a_245><b_3><c_0>,<a_245>,16,0.8125,other,2956,other,DBPOWER 2 MP 15M Tube USB Waterproof Hd 6-led Borescope Endoscope Inspection Camera(Silver Head),6,1,1,<a_245> <a_245> <a_245> <a_245> <a_96> <a_105> <a_101> <a_245> <a_170> <a_246>
254,2883,connector_fitting,"Anderson Metals 56122 Brass Pipe Fitting, Hex Nipple, 1/2"" x 1/2"" NPT Male Pipe",Anderson Metals,<a_222><b_58><c_93>,<a_222>,44,1.0,connector_fitting,True,21-50,>=0.9,32,9999,9999,0,0,1,<a_103><b_131><c_7>,<a_103>,34,0.9705882352941176,connector_fitting,2430,connector_fitting,Yueton 100pcs Red 22/18- Gauge Nylon Male Fully-Insulated Quick Disconnects Wiring Spade Wire Crimp Terminal,5,1,1,<a_103> <a_103> <a_81> <a_52> <a_103> <a_191> <a_103> <a_52> <a_63> <a_191>
255,201,connector_fitting,"ColorConnex Coupler & Plug Kit (7 Piece), Industrial Type D, 1/4 in. NPT, Red - A73457D",Legacy Manufacturing,<a_52><b_60><c_237>,<a_52>,27,0.7407407407407407,connector_fitting,True,21-50,0.5-0.75,15,33,33,0,0,1,<a_222><b_85><c_124>,<a_222>,44,1.0,connector_fitting,100,connector_fitting,"Dixon BCN100 Brass Fitting, Hex Nipple, 1"" NPT Male",4,1,1,<a_222> <a_103> <a_222> <a_222> <a_222> <a_222> <a_103> <a_222> <a_191> <a_233>
256,106,connector_fitting,Wago Wire Connector 600 V Clear 4 Conductor 100 / Box,Wago Corporation,<a_88><b_188><c_148>,<a_88>,19,0.6842105263157895,connector_fitting,True,11-20,0.5-0.75,9999,9999,9999,0,0,0,<a_52><b_60><c_237>,<a_52>,27,0.7407407407407407,connector_fitting,201,connector_fitting,"ColorConnex Coupler & Plug Kit (7 Piece), Industrial Type D, 1/4 in. NPT, Red - A73457D",6,1,1,<a_52> <a_103> <a_222> <a_103> <a_222> <a_222> <a_81> <a_126> <a_222> <a_86>
257,32,other,"4-1/2"" Cut-off Wheels for Metal, for Cutting All Ferrous Metals and Stainless Steel",Warrior,<a_126><b_25><c_25>,<a_126>,14,0.9285714285714286,other,True,11-20,>=0.9,14,9999,9999,0,0,1,<a_52><b_60><c_237>,<a_52>,27,0.7407407407407407,connector_fitting,201,connector_fitting,"ColorConnex Coupler & Plug Kit (7 Piece), Industrial Type D, 1/4 in. NPT, Red - A73457D",5,1,0,<a_52> <a_222> <a_222> <a_222> <a_222> <a_103> <a_81> <a_103> <a_88> <a_88>
258,40,other,"Forney 20859 Cutting Fluid, Industrial Pro Tap Magic, 1-Gallon",Forney,<a_191><b_136><c_21>,<a_191>,20,1.0,other,True,11-20,>=0.9,21,9999,9999,0,0,1,<a_126><b_25><c_25>,<a_126>,14,0.9285714285714286,other,32,other,"4-1/2"" Cut-off Wheels for Metal, for Cutting All Ferrous Metals and Stainless Steel",3,1,1,<a_126> <a_126> <a_52> <a_222> <a_222> <a_222> <a_222> <a_126> <a_222> <a_126>
259,157,connector_fitting,Yueton 100pcs Female Fully Insulated Wire Crimp Terminal Nylon Quick Connectors Wiring Spade,yueton,<a_103><b_131><c_112>,<a_103>,34,0.9705882352941176,connector_fitting,True,21-50,>=0.9,21,31,31,0,0,1,<a_191><b_199><c_125>,<a_191>,20,1.0,other,457,other,CRC 03400 16oz Truetap Cutting Fluid Heavy Duty Bottle,6,1,1,<a_191> <a_52> <a_126> <a_222> <a_126> <a_222> <a_126> <a_191> <a_189> <a_233>
260,2617,connector_fitting,Yueton&reg; 100pcs Yellow 12/10-Gauge Economy Nylon Male Fully-Insulated Quick Disconnects Wiring Spade Wire Crimp Terminal,yueton,<a_103><b_131><c_3>,<a_103>,34,0.9705882352941176,connector_fitting,True,21-50,>=0.9,1,1,14,0,1,1,<a_103><b_131><c_7>,<a_103>,34,0.9705882352941176,connector_fitting,2430,connector_fitting,Yueton 100pcs Red 22/18- Gauge Nylon Male Fully-Insulated Quick Disconnects Wiring Spade Wire Crimp Terminal,6,1,1,<a_103> <a_103> <a_191> <a_52> <a_103> <a_126> <a_191> <a_103> <a_81> <a_120>
261,1012,other,"4.5"" x 7/8"" Premium High Density Jumbo Zirconia Type 29 Flap Disc 40 Grit - 10 Pack",Benchmark Abrasives,<a_213><b_21><c_152>,<a_213>,19,0.6842105263157895,other,True,11-20,0.5-0.75,9999,9999,9999,0,0,0,<a_103><b_131><c_7>,<a_103>,34,0.9705882352941176,connector_fitting,2430,connector_fitting,Yueton 100pcs Red 22/18- Gauge Nylon Male Fully-Insulated Quick Disconnects Wiring Spade Wire Crimp Terminal,7,1,1,<a_103> <a_103> <a_52> <a_191> <a_126> <a_191> <a_81> <a_120> <a_201> <a_103>
262,1035,connector_fitting,"Anderson Metals Brass Pipe Fitting, 90 Degree Barstock Street Elbow, 3/8"" Male Pipe x 3/8"" Female Pipe",Anderson Metals,<a_222><b_248><c_2>,<a_222>,44,1.0,connector_fitting,True,21-50,>=0.9,23,9999,9999,0,0,1,<a_81><b_152><c_61>,<a_81>,21,0.7619047619047619,gauge_meter,338,gauge_meter,"Etekcity Lasergrip 1080 Non-Contact Digital Laser Infrared Thermometer Temperature Gun -58~1022 (-50550), Yellow and Black",8,1,1,<a_81> <a_52> <a_126> <a_191> <a_103> <a_201> <a_191> <a_93> <a_5> <a_103>
263,175,tape,"Gorilla Crystal Clear Duct Tape, 1.88&rdquo; x 9 yd, Clear, (Pack of 1)",Gorilla,<a_122><b_27><c_223>,<a_122>,26,1.0,tape,True,21-50,>=0.9,1,2,2,1,1,1,<a_122><b_107><c_24>,<a_122>,26,1.0,tape,130,tape,"Gorilla Tape, Black Duct Tape, 1.88"" x 35 yd, Black, (Pack of 1)",8,1,1,<a_122> <a_122> <a_122> <a_208> <a_193> <a_195> <a_32> <a_0> <a_89> <a_81>
264,2691,gauge_meter,Ardokit 100 Feet/30 Meter 3/16inch/4.5mm I.D Polyolefin 2:1 Heat Shrink Tubing Tube by Lucksender,Lucksender,<a_12><b_242><c_201>,<a_12>,33,0.7272727272727273,gauge_meter,True,21-50,0.5-0.75,9999,9999,9999,0,0,0,<a_93><b_55><c_201>,<a_93>,21,0.9047619047619048,other,1255,other,"SE 82331TF 30-Piece Set of Titanium-Coated Diamond Burrs, Grits 120-150",7,1,0,<a_93> <a_93> <a_160> <a_76> <a_238> <a_93> <a_251> <a_93> <a_128> <a_185>
265,407,gauge_meter,Lucksender 100 Feet /30 Meter 1/4inch / 6mm I.D Polyolefin 2:1 Heat Shrink Tubing,Lucksender,<a_12><b_185><c_188>,<a_12>,33,0.7272727272727273,gauge_meter,True,21-50,0.5-0.75,1,1,1,1,1,1,<a_12><b_185><c_188>,<a_12>,33,0.7272727272727273,gauge_meter,407,gauge_meter,Lucksender 100 Feet /30 Meter 1/4inch / 6mm I.D Polyolefin 2:1 Heat Shrink Tubing,7,1,1,<a_12> <a_12> <a_206> <a_170> <a_5> <a_160> <a_242> <a_12> <a_105> <a_242>
266,408,gauge_meter,Lucksender 100 Feet/30 Meter 1/8inch / 3mm I.D Polyolefin 2:1 Heat Shrink Tubing,Lucksender,<a_12><b_185><c_108>,<a_12>,33,0.7272727272727273,gauge_meter,True,21-50,0.5-0.75,1,1,1,1,1,1,<a_12><b_185><c_108>,<a_12>,33,0.7272727272727273,gauge_meter,408,gauge_meter,Lucksender 100 Feet/30 Meter 1/8inch / 3mm I.D Polyolefin 2:1 Heat Shrink Tubing,6,1,1,<a_12> <a_12> <a_12> <a_170> <a_206> <a_105> <a_242> <a_242> <a_242> <a_5>
267,3295,tape,"Bertech Double Sided White PE Foam Tape, 1/16"" Thick, 3/4"" Wide x 36 Yards Long, White",Bertech,<a_95><b_157><c_43>,<a_95>,14,1.0,tape,True,11-20,>=0.9,9999,9999,9999,0,0,0,<a_165><b_18><c_6>,<a_165>,58,0.9655172413793104,3d_filament,2739,3d_filament,1.75mm Black PLA 3D Printer Filament - 1kg Spool (2.2 lbs) - Dimensional Accuracy +/- 0.03mm,5,0,0,<a_165> <a_165> <a_108> <a_200> <a_200> <a_146> <a_165> <a_209> <a_165> <a_165>
268,2740,3d_filament,1.75mm White PLA 3D Printer Filament - 1kg Spool (2.2 lbs) - Dimensional Accuracy +/- 0.03mm,AMZ3D,<a_165><b_18><c_4>,<a_165>,58,0.9655172413793104,3d_filament,True,51-100,>=0.9,2,6,9999,0,1,1,<a_146><b_91><c_0>,<a_146>,14,0.5714285714285714,other,3037,3d_filament,Kamo 5PCS Aluminum Heater Block M6 Specialized for MK7 MK8 Makerbot 3D Printer Extruder,6,1,1,<a_146> <a_165> <a_108> <a_123> <a_123> <a_165> <a_123> <a_91> <a_165> <a_200>
269,3598,3d_filament,1.75mm Red PLA 3D Printer Filament - 1kg Spool (2.2 lbs) - Dimensional Accuracy +/- 0.03mm,AMZ3D,<a_165><b_18><c_50>,<a_165>,58,0.9655172413793104,3d_filament,True,51-100,>=0.9,1,1,9999,0,1,1,<a_165><b_18><c_6>,<a_165>,58,0.9655172413793104,3d_filament,2739,3d_filament,1.75mm Black PLA 3D Printer Filament - 1kg Spool (2.2 lbs) - Dimensional Accuracy +/- 0.03mm,5,1,1,<a_165> <a_165> <a_165> <a_123> <a_146> <a_123> <a_209> <a_165> <a_123> <a_44>
270,3127,other,"Campbell 1/4"" x 250' Galvanized Cable 7000827 Aircraft Cable",Apex Tool Group,<a_233><b_186><c_58>,<a_233>,17,0.6470588235294118,connector_fitting,False,11-20,0.5-0.75,31,9999,9999,0,0,1,<a_160><b_8><c_0>,<a_160>,14,0.6428571428571429,other,181,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",9,1,1,<a_160> <a_238> <a_191> <a_101> <a_153> <a_38> <a_137> <a_238> <a_157> <a_26>
271,2217,other,"Diagnostics Direct 0P-PBFT-BFTO Dynarex Disposable Scalpels, Sterile, Number 11 (Pack of 10)",Dynarex,<a_252><b_115><c_110>,<a_252>,23,0.9565217391304348,other,True,21-50,>=0.9,9999,9999,9999,0,0,0,<a_101><b_91><c_89>,<a_101>,14,0.5,gauge_meter,145,other,"Marrywindix 6pcs ESD Precision Anti-Static Tweezers, Tweezers Stainless Steel Tweezers with a Bag for Electronics Jewelry-Making Repairing",9,1,1,<a_101> <a_191> <a_81> <a_160> <a_233> <a_238> <a_201> <a_218> <a_238> <a_157>
272,3290,other,Rectorseal 31631 1/4 Pint Brush Top Tru-Blu&nbsp;Pipe Thread Sealant,Rectorseal,<a_193><b_185><c_154>,<a_193>,15,0.6666666666666666,other,True,11-20,0.5-0.75,9999,9999,9999,0,0,0,<a_252><b_115><c_110>,<a_252>,23,0.9565217391304348,other,2217,other,"Diagnostics Direct 0P-PBFT-BFTO Dynarex Disposable Scalpels, Sterile, Number 11 (Pack of 10)",7,1,1,<a_252> <a_252> <a_252> <a_157> <a_101> <a_81> <a_160> <a_218> <a_153> <a_252>
273,705,other,"Shepherd Hardware 9782 4-Inch Cast Iron Swivel Plate Caster, 500-lb Load Capacity",Shepherd Hardware,<a_34><b_91><c_78>,<a_34>,18,0.9444444444444444,other,True,11-20,>=0.9,9999,9999,9999,0,0,0,<a_22><b_81><c_20>,<a_22>,17,0.5294117647058824,adhesive_epoxy,861,other,"SCIGRIP 16 10315 Acrylic Cement, Low-VOC, Medium bodied, 5 Ounce Tube, Clear",7,1,1,<a_22> <a_57> <a_22> <a_38> <a_160> <a_153> <a_57> <a_101> <a_191> <a_191>
274,706,other,"Shepherd Hardware 9174 2-Inch Cast Iron Swivel Plate Caster, 125-lb Load Capacity",Shepherd Hardware,<a_34><b_183><c_130>,<a_34>,18,0.9444444444444444,other,True,11-20,>=0.9,1,1,1,1,1,1,<a_34><b_183><c_130>,<a_34>,18,0.9444444444444444,other,706,other,"Shepherd Hardware 9174 2-Inch Cast Iron Swivel Plate Caster, 125-lb Load Capacity",8,1,1,<a_34> <a_251> <a_20> <a_143> <a_249> <a_34> <a_160> <a_38> <a_143> <a_114>
275,1019,other,"Oatey 30200 Clear Cutting Oil, Hand Threads, 16-Ounce",Oatey,<a_191><b_139><c_230>,<a_191>,20,1.0,other,True,11-20,>=0.9,9999,9999,9999,0,0,0,<a_34><b_183><c_130>,<a_34>,18,0.9444444444444444,other,706,other,"Shepherd Hardware 9174 2-Inch Cast Iron Swivel Plate Caster, 125-lb Load Capacity",6,1,1,<a_34> <a_251> <a_34> <a_34> <a_34> <a_249> <a_34> <a_20> <a_93> <a_114>
276,680,other,O-Cedar Multi-Use Scrunge Scrub Sponge (Pack of 6),O-Cedar,<a_232><b_141><c_166>,<a_232>,32,0.9375,other,True,21-50,>=0.9,9999,9999,9999,0,0,0,<a_165><b_74><c_62>,<a_165>,58,0.9655172413793104,3d_filament,3444,3d_filament,RepRap Champion Metal J-Head V6 Hot End for RepRap 3D Printer 1.75mm Filament Direct Feed Extruder 0.4mm Nozzle,2,1,1,<a_165> <a_165> <a_165> <a_170> <a_165> <a_165> <a_165> <a_165> <a_165> <a_165>
277,2344,other,"Uxcell a12013100ux0116 High Knob 3P 2 Position 1P2T SPDT Vertical Slide Switch, 0.5 Amp, 50V DC, 50 Piece, 3 mm",uxcell,<a_3><b_20><c_193>,<a_3>,14,0.7142857142857143,other,True,11-20,0.5-0.75,9999,9999,9999,0,0,0,<a_165><b_74><c_62>,<a_165>,58,0.9655172413793104,3d_filament,3444,3d_filament,RepRap Champion Metal J-Head V6 Hot End for RepRap 3D Printer 1.75mm Filament Direct Feed Extruder 0.4mm Nozzle,2,1,0,<a_165> <a_165> <a_165> <a_165> <a_165> <a_165> <a_123> <a_165> <a_165> <a_165>
278,2967,3d_filament,Inland 1.75mm Green PLA 3D Printer Filament - 1kg Spool (2.2 lbs),Inland,<a_165><b_239><c_230>,<a_165>,58,0.9655172413793104,3d_filament,True,51-100,>=0.9,1,9999,9999,0,1,1,<a_165><b_111><c_73>,<a_165>,58,0.9655172413793104,3d_filament,3649,3d_filament,"[3D CAM] 5 PCS DRV8825 StepStick Stepper Motor Drivers for 3D Printer Electronics, CNC Machine or Robotics",4,1,1,<a_165> <a_165> <a_165> <a_165> <a_165> <a_130> <a_165> <a_170> <a_165> <a_154>
279,3579,3d_filament,Inland 1.75mm Natural PETG 3D Printer Filament - 1kg Spool (2.2 Lbs),Inland,<a_165><b_239><c_245>,<a_165>,58,0.9655172413793104,3d_filament,True,51-100,>=0.9,1,1,5,1,1,1,<a_165><b_239><c_95>,<a_165>,58,0.9655172413793104,3d_filament,2979,3d_filament,Inland 1.75mm Gray PLA 3D Printer Filament - 1kg Spool (2.2 lbs),1,1,1,<a_165> <a_165> <a_165> <a_165> <a_165> <a_165> <a_165> <a_165> <a_165> <a_165>
280,3198,3d_filament,Inland 1.75mm Translucent Yellow PETG 3D Printer Filament - 1kg Spool (2.2 Lbs),Inland,<a_165><b_239><c_5>,<a_165>,58,0.9655172413793104,3d_filament,True,51-100,>=0.9,1,1,10,1,1,1,<a_165><b_239><c_95>,<a_165>,58,0.9655172413793104,3d_filament,2979,3d_filament,Inland 1.75mm Gray PLA 3D Printer Filament - 1kg Spool (2.2 lbs),1,1,1,<a_165> <a_165> <a_165> <a_165> <a_165> <a_165> <a_165> <a_165> <a_165> <a_165>
281,3577,3d_filament,HICTOP 5 Meters GT2 2mm pitch 6mm wide Timing Belt for 3D printer CNC,HICTOP,<a_55><b_106><c_112>,<a_55>,21,0.42857142857142855,other,False,21-50,<0.5,9999,9999,9999,0,0,0,<a_142><b_145><c_126>,<a_142>,77,0.987012987012987,3d_filament,2419,3d_filament,"HATCHBOX 3D ABS-1KG1.75-BLU ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Blue",4,1,1,<a_142> <a_209> <a_142> <a_142> <a_142> <a_142> <a_142> <a_123> <a_142> <a_239>
282,3440,3d_filament,HICTOP 5 Pieces 3D Printer Endstops/ Limit Switch/ Mechanical Switch for Reprap Prusa I3,HICTOP,<a_200><b_202><c_221>,<a_200>,16,0.8125,3d_filament,True,11-20,0.75-0.9,9999,9999,9999,0,0,0,<a_142><b_5><c_189>,<a_142>,77,0.987012987012987,3d_filament,444,3d_filament,"HATCHBOX ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, White",3,1,1,<a_142> <a_142> <a_209> <a_142> <a_178> <a_142> <a_142> <a_142> <a_142> <a_142>
283,3097,3d_filament,HICTOP 5 Pcs 100K ohm NTC Thermistors/Temp Sensor for Reprap 3D printer,HICTOP,<a_208><b_193><c_72>,<a_208>,23,0.782608695652174,other,False,21-50,0.75-0.9,9999,9999,9999,0,0,0,<a_209><b_106><c_134>,<a_209>,36,1.0,3d_filament,1847,3d_filament,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, White",4,1,1,<a_209> <a_178> <a_165> <a_142> <a_142> <a_142> <a_142> <a_142> <a_142> <a_165>
284,2911,3d_filament,V6 3D Printer J-head Hotend with Single Cooling Fan for 1.75mm/3.0mm Direct Filament Wade Extruder 0.3mm/0.4mm/0.5mm Nozzle,Mercurry 3D accessaries,<a_165><b_150><c_24>,<a_165>,58,0.9655172413793104,3d_filament,True,51-100,>=0.9,11,9999,9999,0,0,1,<a_142><b_153><c_5>,<a_142>,77,0.987012987012987,3d_filament,1851,3d_filament,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Yellow",3,1,1,<a_142> <a_142> <a_142> <a_142> <a_209> <a_123> <a_142> <a_123> <a_142> <a_142>
285,3171,3d_filament,Signstek 10 PCS Reprap 12V 40W 620 Ceramic Cartridge Heater for 3D Printer Prusa Mendel,Signstek,<a_165><b_113><c_15>,<a_165>,58,0.9655172413793104,3d_filament,True,51-100,>=0.9,13,9999,9999,0,0,1,<a_142><b_66><c_205>,<a_142>,77,0.987012987012987,3d_filament,2544,3d_filament,"SainSmart Clear Flexible TPU 3D Printing Filament, 1.75 mm, 0.8 kg, Dimensional Accuracy +/- 0.05 mm",3,1,1,<a_142> <a_142> <a_123> <a_142> <a_142> <a_142> <a_142> <a_142> <a_209> <a_123>
286,3475,3d_filament,"3D Solutech Real Orange 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3D Solutech,<a_168><b_146><c_52>,<a_168>,67,0.8059701492537313,3d_filament,True,51-100,0.75-0.9,13,9999,9999,0,0,1,<a_142><b_66><c_205>,<a_142>,77,0.987012987012987,3d_filament,2544,3d_filament,"SainSmart Clear Flexible TPU 3D Printing Filament, 1.75 mm, 0.8 kg, Dimensional Accuracy +/- 0.05 mm",3,1,1,<a_142> <a_142> <a_142> <a_123> <a_142> <a_142> <a_105> <a_142> <a_142> <a_142>
287,2328,other,iMBAPrice iMBA-100-4x6 Reclosable Bags,iMBAPrice,<a_254><b_210><c_215>,<a_254>,30,1.0,other,True,21-50,>=0.9,9999,9999,9999,0,0,0,<a_67><b_87><c_213>,<a_67>,20,0.55,adhesive_epoxy,1262,tape,Pro Taper Grip Glue Adhesive Compound Bottle 1 OZ,5,1,1,<a_67> <a_89> <a_67> <a_89> <a_67> <a_22> <a_67> <a_226> <a_195> <a_67>
288,1943,other,Heavy Duty Bat Handle Momentary Toggle Switch - DPDT / (On) - Off - (On) : 30-050,"Philmore / LKG Industries, Inc.",<a_25><b_16><c_114>,<a_25>,23,0.9565217391304348,other,True,21-50,>=0.9,9999,9999,9999,0,0,0,<a_34><b_205><c_10>,<a_34>,18,0.9444444444444444,other,599,other,"Steelex D2581 Swivel Heavy Duty Industrial Wheel, 8-Inch",7,1,1,<a_34> <a_160> <a_34> <a_249> <a_251> <a_34> <a_143> <a_34> <a_242> <a_173>
289,232,other,"Karter Scientific 213A2 Borosilicate Glass Low Form Glass Beaker, 50/100/250/500/1000 mL (Pack of 5)",Karter Scientific,<a_140><b_150><c_111>,<a_140>,41,0.975609756097561,other,True,21-50,>=0.9,9999,9999,9999,0,0,0,<a_222><b_122><c_132>,<a_222>,44,1.0,connector_fitting,101,connector_fitting,"Stainless Steel 304/304L Pipe Fitting, Nipple, Schedule 40 Welded, 4"" X 6"" NPT Male by Merit Brass",1,0,0,<a_222> <a_222> <a_222> <a_222> <a_222> <a_222> <a_222> <a_222> <a_222> <a_222>
290,824,other,"213C2 Karter Scientific Glass Graduated Cylinder 3 Piece Set 10, 50 & 100ml",Karter Scientific,<a_140><b_76><c_251>,<a_140>,41,0.975609756097561,other,True,21-50,>=0.9,2,2,2,1,1,1,<a_222><b_122><c_132>,<a_222>,44,1.0,connector_fitting,101,connector_fitting,"Stainless Steel 304/304L Pipe Fitting, Nipple, Schedule 40 Welded, 4"" X 6"" NPT Male by Merit Brass",5,1,1,<a_222> <a_140> <a_255> <a_222> <a_222> <a_140> <a_222> <a_222> <a_201> <a_233>
291,3454,3d_filament,Wangdd22 3D Printer J-head Hotend with Fan for 1.75mm 12v V6 Direct Filament Wade Extruder 0.4mm Nozzle+Volcano kit,Wangdd22,<a_123><b_59><c_192>,<a_123>,27,0.6666666666666666,3d_filament,True,21-50,0.5-0.75,5,9999,9999,0,1,1,<a_120><b_18><c_136>,<a_120>,26,0.7692307692307693,other,1205,other,"PEI (Polyetherimide) Sheet, Opaque Off-White, Standard Tolerance, ASTM D5205 PEI0113, 0.03"" Thickness, 12"" Width, 24"" Length",8,1,1,<a_120> <a_115> <a_168> <a_142> <a_123> <a_168> <a_22> <a_168> <a_67> <a_76>
292,68,other,"MLCS 9080 Billy Pedal Foot Switch, Deadman Style",MLCS,<a_3><b_7><c_186>,<a_3>,14,0.7142857142857143,other,True,11-20,0.5-0.75,9999,9999,9999,0,0,0,<a_12><b_185><c_108>,<a_12>,33,0.7272727272727273,gauge_meter,408,gauge_meter,Lucksender 100 Feet/30 Meter 1/8inch / 3mm I.D Polyolefin 2:1 Heat Shrink Tubing,7,1,1,<a_12> <a_12> <a_12> <a_206> <a_170> <a_105> <a_242> <a_242> <a_73> <a_5>
293,216,other,Ancor Tinned Copper Lugs 8 AWG - 4/0 AWG,,<a_120><b_160><c_0>,<a_120>,26,0.7692307692307693,other,True,21-50,0.75-0.9,9999,9999,9999,0,0,0,<a_25><b_85><c_85>,<a_25>,23,0.9565217391304348,other,1745,other,Uxcell Toggle Switch (10 Piece),9,1,1,<a_25> <a_52> <a_222> <a_206> <a_25> <a_112> <a_201> <a_5> <a_242> <a_81>
294,217,other,Ancor Tinned Copper Lugs 8 AWG - 4/0 AWG,,<a_120><b_160><c_0>,<a_120>,26,0.7692307692307693,other,True,21-50,0.75-0.9,1,1,1,1,1,1,<a_120><b_160><c_0>,<a_120>,26,0.7692307692307693,other,216,other,Ancor Tinned Copper Lugs 8 AWG - 4/0 AWG,7,1,1,<a_120> <a_201> <a_103> <a_103> <a_74> <a_103> <a_103> <a_233> <a_52> <a_5>
295,883,adhesive_epoxy,Ancor Marine Grade Electrical Heat Activated Adhesive Lined Shrink Tubing,Ancor,<a_91><b_2><c_237>,<a_91>,26,0.9230769230769231,tape,False,21-50,>=0.9,9999,9999,9999,0,0,0,<a_120><b_160><c_0>,<a_120>,26,0.7692307692307693,other,216,other,Ancor Tinned Copper Lugs 8 AWG - 4/0 AWG,9,0,0,<a_120> <a_201> <a_52> <a_242> <a_88> <a_5> <a_233> <a_81> <a_103> <a_103>
296,3209,connector_fitting,Ancor Heat Shrink Ring Terminals,Ancor,<a_82><b_37><c_0>,<a_82>,37,0.43243243243243246,tape,False,21-50,<0.5,15,33,33,0,0,1,<a_120><b_160><c_0>,<a_120>,26,0.7692307692307693,other,216,other,Ancor Tinned Copper Lugs 8 AWG - 4/0 AWG,10,1,1,<a_120> <a_201> <a_233> <a_88> <a_5> <a_81> <a_52> <a_173> <a_91> <a_103>
297,3210,connector_fitting,Ancor Heat Shrink Ring Terminals,Ancor,<a_82><b_37><c_0>,<a_82>,37,0.43243243243243246,tape,False,21-50,<0.5,1,1,1,1,1,1,<a_82><b_37><c_0>,<a_82>,37,0.43243243243243246,tape,3209,connector_fitting,Ancor Heat Shrink Ring Terminals,9,1,1,<a_82> <a_120> <a_201> <a_88> <a_52> <a_5> <a_81> <a_233> <a_91> <a_88>
298,181,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",AcuRite,<a_160><b_8><c_0>,<a_160>,14,0.6428571428571429,other,False,11-20,0.5-0.75,1,1,1,1,1,1,<a_160><b_8><c_0>,<a_160>,14,0.6428571428571429,other,181,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",6,1,1,<a_160> <a_31> <a_31> <a_81> <a_183> <a_183> <a_183> <a_2> <a_183> <a_99>
299,2323,other,10 Pack - 20x150mm Pyrex Glass Test Tubes with Rubber Stoppers New,Karter Scientific,<a_73><b_71><c_0>,<a_73>,25,0.8,other,True,21-50,0.75-0.9,32,36,36,0,0,1,<a_160><b_8><c_0>,<a_160>,14,0.6428571428571429,other,181,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",6,1,1,<a_160> <a_31> <a_31> <a_183> <a_183> <a_225> <a_183> <a_183> <a_81> <a_2>
300,182,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",AcuRite,<a_160><b_8><c_0>,<a_160>,14,0.6428571428571429,other,False,11-20,0.5-0.75,1,1,1,1,1,1,<a_160><b_8><c_0>,<a_160>,14,0.6428571428571429,other,181,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",7,1,0,<a_160> <a_73> <a_31> <a_31> <a_183> <a_183> <a_186> <a_119> <a_83> <a_119>
301,269,other,"Philips Sonicare HealthyWhite+ electric rechargeable toothbrush, HX8911",Philips Sonicare,<a_131><b_102><c_233>,<a_131>,24,1.0,other,True,21-50,>=0.9,9999,9999,9999,0,0,0,<a_160><b_8><c_0>,<a_160>,14,0.6428571428571429,other,181,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",9,1,1,<a_160> <a_31> <a_31> <a_225> <a_81> <a_122> <a_230> <a_2> <a_101> <a_183>
