case_type,idx,family,item_id,target_title,original_rank,r693_rank,r693_failure_type,r693_top1_history_repeat,r693_top10_history_repeat_count,original_top5,r693_top5
r693_gain_vs_original_at10,1100,gauge_meter,84,Neiko 01409A Electronic Digital Caliper with Extra Large LCD Screen | 0 - 12 Inches | Inch/Fractions/Millimeter Conversion,,6.0,hit@10,1,1,"<a_210><b_171><c_210> :: ids=[39] :: fam=other :: Augbunny 100% Cotton 5- by 7-Inch Muslin Bags with Drawstring, 12-Pack
<a_107><b_93><c_0> :: ids=[181, 182] :: fam=gauge_meter :: AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator / AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer
<a_210><b_171><c_62> :: ids=[2607] :: fam=other :: Muslin Bags 10 Count
<a_107><b_90><c_50> :: ids=[338] :: fam=gauge_meter :: Etekcity Lasergrip 1080 Non-Contact Digital Laser Infrared Thermometer Temperature Gun -58~1022 (-50550), Yellow and Black
<a_165><b_107><c_20> :: ids=[257] :: fam=adhesive_epoxy :: Gorilla 5000408  Original Gorilla Glue, Waterproof Polyurethane Glue, 4 ounce Bottle, Brown","<a_171><b_41><c_133> :: ids=[39] :: fam=other :: Augbunny 100% Cotton 5- by 7-Inch Muslin Bags with Drawstring, 12-Pack
<a_171><b_161><c_0> :: ids=[7, 8] :: fam=other :: UltraSource 192033 Hamburger Patty Paper, 5.5"" x 5.5"" (Pack of 1000) / UltraSource 192033 Hamburger Patty Paper, 5.5"" x 5.5"" (Pack of 1000)
<a_190><b_64><c_29> :: ids=[819] :: fam=3d_filament :: Inkbird ITC-1000 Dual Stage Digital Temperature Controller Fahrenheit  Celsius Thermostat with Sensor for 3D Printer,Freezer,Fridge,Hatching ect (12 Volt)
<a_190><b_103><c_0> :: ids=[181, 182] :: fam=gauge_meter :: AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator / AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer
<a_190><b_185><c_201> :: ids=[159] :: fam=gauge_meter :: Etekcity Lasergrip 774 Non-contact Digital Laser Infrared Thermometer Temperature Gun -58~ 716 (-50 ~ 380), Yellow and Black"
r693_gain_vs_original_at10,1103,gauge_meter,159,"Etekcity Lasergrip 774 Non-contact Digital Laser Infrared Thermometer Temperature Gun -58~ 716 (-50 ~ 380), Yellow and Black",34.0,2.0,hit@10,1,1,"<a_107><b_93><c_0> :: ids=[181, 182] :: fam=gauge_meter :: AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator / AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer
<a_94><b_35><c_31> :: ids=[148] :: fam=other :: Plastic Transfer Pipettes 3ml, Graduated, Pack of 100
<a_94><b_166><c_155> :: ids=[560] :: fam=test_strip :: Litmus pH Test Strips, Universal Application (pH 1-14), 2 Packs of 100 Strips
<a_229><b_95><c_222> :: ids=[805] :: fam=other :: American Weigh Scales 200WGT Carbon Steel 200gm Calibration Weight Scale with Chrome Finish
<a_107><b_135><c_157> :: ids=[2745] :: fam=other :: HM Digital 1000ppm TDS Calibration Solution","<a_190><b_103><c_0> :: ids=[181, 182] :: fam=gauge_meter :: AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator / AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer
<a_190><b_185><c_201> :: ids=[159] :: fam=gauge_meter :: Etekcity Lasergrip 774 Non-contact Digital Laser Infrared Thermometer Temperature Gun -58~ 716 (-50 ~ 380), Yellow and Black
<a_35><b_170><c_107> :: ids=[218] :: fam=ventilation_fan :: Phresh Duct Silencer 8 in x 24 in
<a_190><b_64><c_29> :: ids=[819] :: fam=3d_filament :: Inkbird ITC-1000 Dual Stage Digital Temperature Controller Fahrenheit  Celsius Thermostat with Sensor for 3D Printer,Freezer,Fridge,Hatching ect (12 Volt)
<a_190><b_185><c_237> :: ids=[769] :: fam=gauge_meter :: Nubee Temperature Gun Non-contact Digital Laser Infrared IR Thermometer"
r693_gain_vs_original_at10,1115,gauge_meter,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",13.0,6.0,hit@10,1,2,"<a_173><b_201><c_145> :: ids=[140] :: fam=other :: DuPont Teflon Silicone Lubricant
<a_173><b_93><c_124> :: ids=[40] :: fam=other :: Forney 20859 Cutting Fluid, Industrial Pro Tap Magic, 1-Gallon
<a_173><b_224><c_249> :: ids=[1620] :: fam=other :: Krytox GPL 205 Grease, Pure PFPE/PTFE, 2 oz Tube
<a_67><b_156><c_55> :: ids=[214] :: fam=connector_fitting :: 520 Piece Electrical Terminal Assortment with Storage Box
<a_197><b_204><c_0> :: ids=[139, 774] :: fam=other :: DuPont Teflon Non-Stick / DuPont Teflon Non-Stick","<a_77><b_45><c_0> :: ids=[139, 774] :: fam=other :: DuPont Teflon Non-Stick / DuPont Teflon Non-Stick
<a_168><b_85><c_176> :: ids=[140] :: fam=other :: DuPont Teflon Silicone Lubricant
<a_109><b_114><c_135> :: ids=[176] :: fam=other :: URBEST 530 Pcs 2:1 Heat Shrink Tubing Tube Sleeving Wrap Cable Wire 5 Color 8 Size
<a_109><b_35><c_254> :: ids=[568] :: fam=tape :: Strenco 1"" Self Adhesive Black Hook and Loop 5 yards Sticky Back Tape Fastener 15 feet - Light Weight
<a_40><b_18><c_9> :: ids=[521] :: fam=connector_fitting :: Gardner Bender 19-001 WireGard Screw-On Wire Connectors, 22-16 AWG, Electrical Wire Nut, 14 pk, Grey"
r693_gain_vs_original_at10,1210,gauge_meter,84,Neiko 01409A Electronic Digital Caliper with Extra Large LCD Screen | 0 - 12 Inches | Inch/Fractions/Millimeter Conversion,12.0,4.0,hit@10,1,1,"<a_71><b_46><c_148> :: ids=[997] :: fam=other :: The Hillman Group 4839 1/8 Wire Rope Clip, 10-Pack
<a_71><b_244><c_200> :: ids=[1065] :: fam=other :: JawayTool Rubber Grommets Kit & Plug Wire Ring Assortment Set Electrical Gasket Tools - 180 - Pieces
<a_71><b_242><c_21> :: ids=[42] :: fam=connector_fitting :: Precision Brand M6S Micro Seal, Miniature All Stainless Worm Gear Hose Clamp, 5/16"" - 7/8"" (Pack of 10)
<a_71><b_201><c_34> :: ids=[1286] :: fam=other :: Accessbuy 180-Piece Rubber Grommet Shop Assortment
<a_71><b_34><c_83> :: ids=[784] :: fam=other :: National Hardware N100-792 15 Bar Holder in Zinc plated,","<a_209><b_14><c_27> :: ids=[3303] :: fam=other :: 5 Pcs 50mm x 50mm Right Angle Stainless Steel Corner Bracket
<a_190><b_103><c_0> :: ids=[181, 182] :: fam=gauge_meter :: AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator / AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer
<a_209><b_14><c_211> :: ids=[2593] :: fam=gauge_meter :: Master Magnetics Round Base Magnet Fastener with Knob,Chrome,1.43"" Diameter, 0.98"" Total Height with 1"" Diameter Knob/16 Pounds,(Box of 4), HMKR-45X4
<a_197><b_173><c_161> :: ids=[84] :: fam=gauge_meter :: Neiko 01409A Electronic Digital Caliper with Extra Large LCD Screen | 0 - 12 Inches | Inch/Fractions/Millimeter Conversion
<a_209><b_200><c_227> :: ids=[352] :: fam=other :: General Tools 1261-4 1/2-Inch Grommet Refill with 24 Grommets"
r693_gain_vs_original_at10,1426,gauge_meter,159,"Etekcity Lasergrip 774 Non-contact Digital Laser Infrared Thermometer Temperature Gun -58~ 716 (-50 ~ 380), Yellow and Black",,2.0,hit@10,1,2,"<a_150><b_61><c_87> :: ids=[284] :: fam=other :: Silica Gel Desiccants 2-1/4 x 1 1/2 Inches - 25 Silica Gel Packets of 10 Grams Each by Dry-Packs
<a_150><b_61><c_78> :: ids=[501] :: fam=other :: Dry-Packs Silica Gel Desiccant, 40gm
<a_107><b_93><c_0> :: ids=[181, 182] :: fam=gauge_meter :: AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator / AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer
<a_150><b_182><c_50> :: ids=[559] :: fam=other :: Racers Edge 3000 1/2-Ounce Bottle W Needle Tip
<a_150><b_9><c_27> :: ids=[448] :: fam=other :: SG-40 Silica Gel Dehumidifier Desiccant 40 Gram Orange/Green No Cobalt (II) Chloride","<a_190><b_103><c_0> :: ids=[181, 182] :: fam=gauge_meter :: AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator / AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer
<a_190><b_185><c_201> :: ids=[159] :: fam=gauge_meter :: Etekcity Lasergrip 774 Non-contact Digital Laser Infrared Thermometer Temperature Gun -58~ 716 (-50 ~ 380), Yellow and Black
<a_190><b_173><c_203> :: ids=[338] :: fam=gauge_meter :: Etekcity Lasergrip 1080 Non-Contact Digital Laser Infrared Thermometer Temperature Gun -58~1022 (-50550), Yellow and Black
<a_17><b_49><c_23> :: ids=[448] :: fam=other :: SG-40 Silica Gel Dehumidifier Desiccant 40 Gram Orange/Green No Cobalt (II) Chloride
<a_190><b_64><c_29> :: ids=[819] :: fam=3d_filament :: Inkbird ITC-1000 Dual Stage Digital Temperature Controller Fahrenheit  Celsius Thermostat with Sensor for 3D Printer,Freezer,Fridge,Hatching ect (12 Volt)"
r693_gain_vs_original_at10,1641,gauge_meter,84,Neiko 01409A Electronic Digital Caliper with Extra Large LCD Screen | 0 - 12 Inches | Inch/Fractions/Millimeter Conversion,,7.0,hit@10,1,2,"<a_211><b_100><c_25> :: ids=[281] :: fam=other :: SE TL10 10-Piece Test Lead Set with Alligator Clips
<a_73><b_8><c_168> :: ids=[285] :: fam=other :: Z&T Solderless Flexible Breadboard Jumper Wires M/M 100pcs
<a_73><b_231><c_56> :: ids=[734] :: fam=other :: microtivity IL188 5mm Assorted Clear LED w/Resistors (8 Colors, Pack of 80)
<a_228><b_45><c_18> :: ids=[392] :: fam=other :: SummitLink Pack of 328 Pcs Assorted Heat Shrink Tube 5 Colors 8 Sizes Tubing Wrap Sleeve Set Combo
<a_107><b_93><c_0> :: ids=[181, 182] :: fam=gauge_meter :: AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator / AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer","<a_118><b_59><c_100> :: ids=[281] :: fam=other :: SE TL10 10-Piece Test Lead Set with Alligator Clips
<a_109><b_114><c_135> :: ids=[176] :: fam=other :: URBEST 530 Pcs 2:1 Heat Shrink Tubing Tube Sleeving Wrap Cable Wire 5 Color 8 Size
<a_138><b_9><c_137> :: ids=[395] :: fam=other :: Arctic Silver 5 AS5-3.5G Thermal Paste
<a_75><b_107><c_134> :: ids=[734] :: fam=other :: microtivity IL188 5mm Assorted Clear LED w/Resistors (8 Colors, Pack of 80)
<a_190><b_103><c_0> :: ids=[181, 182] :: fam=gauge_meter :: AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator / AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer"
r693_gain_vs_original_at10,2216,gauge_meter,84,Neiko 01409A Electronic Digital Caliper with Extra Large LCD Screen | 0 - 12 Inches | Inch/Fractions/Millimeter Conversion,,4.0,hit@10,1,2,"<a_73><b_8><c_168> :: ids=[285] :: fam=other :: Z&T Solderless Flexible Breadboard Jumper Wires M/M 100pcs
<a_107><b_93><c_0> :: ids=[181, 182] :: fam=gauge_meter :: AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator / AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer
<a_173><b_194><c_0> :: ids=[1354] :: fam=other :: Red Devil Available 3332 Steel Wool Multi-Grade Pack
<a_71><b_242><c_21> :: ids=[42] :: fam=connector_fitting :: Precision Brand M6S Micro Seal, Miniature All Stainless Worm Gear Hose Clamp, 5/16"" - 7/8"" (Pack of 10)
<a_17><b_14><c_32> :: ids=[145] :: fam=other :: Marrywindix 6pcs ESD Precision Anti-Static Tweezers, Tweezers Stainless Steel Tweezers with a Bag for Electronics Jewelry-Making Repairing","<a_185><b_2><c_12> :: ids=[123] :: fam=other :: Red Devil 0325 Steel Wool, 2 Medium Course, 8 Pads
<a_185><b_211><c_122> :: ids=[1354] :: fam=other :: Red Devil Available 3332 Steel Wool Multi-Grade Pack
<a_185><b_254><c_5> :: ids=[1546] :: fam=other :: BreakFree CLP-PS Precision Shooter
<a_197><b_173><c_161> :: ids=[84] :: fam=gauge_meter :: Neiko 01409A Electronic Digital Caliper with Extra Large LCD Screen | 0 - 12 Inches | Inch/Fractions/Millimeter Conversion
<a_211><b_154><c_68> :: ids=[513] :: fam=other :: Kimberly-Clark Professional Kimtech Science KimWipes Delicate Task Wipers, 4.4 x 8.4 in. 1-ply"
r693_gain_vs_original_at10,2524,gauge_meter,769,Nubee Temperature Gun Non-contact Digital Laser Infrared IR Thermometer,17.0,7.0,hit@10,1,1,"<a_107><b_93><c_0> :: ids=[181, 182] :: fam=gauge_meter :: AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator / AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer
<a_109><b_74><c_57> :: ids=[218] :: fam=ventilation_fan :: Phresh Duct Silencer 8 in x 24 in
<a_107><b_135><c_157> :: ids=[2745] :: fam=other :: HM Digital 1000ppm TDS Calibration Solution
<a_229><b_166><c_29> :: ids=[2368] :: fam=other :: Hydrion S/r Dispenser 0.0-6.0 Ph Range 96 - 15 Ft Roll w/ Color Chart/ Dispenser
<a_229><b_95><c_222> :: ids=[805] :: fam=other :: American Weigh Scales 200WGT Carbon Steel 200gm Calibration Weight Scale with Chrome Finish","<a_190><b_103><c_0> :: ids=[181, 182] :: fam=gauge_meter :: AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator / AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer
<a_190><b_185><c_201> :: ids=[159] :: fam=gauge_meter :: Etekcity Lasergrip 774 Non-contact Digital Laser Infrared Thermometer Temperature Gun -58~ 716 (-50 ~ 380), Yellow and Black
<a_35><b_85><c_71> :: ids=[2938] :: fam=ventilation_fan :: VenTech VT DUCT-6 VTD625 Aluminum Duct for Ventilation Ducting, 6''
<a_190><b_64><c_29> :: ids=[819] :: fam=3d_filament :: Inkbird ITC-1000 Dual Stage Digital Temperature Controller Fahrenheit  Celsius Thermostat with Sensor for 3D Printer,Freezer,Fridge,Hatching ect (12 Volt)
<a_35><b_170><c_107> :: ids=[218] :: fam=ventilation_fan :: Phresh Duct Silencer 8 in x 24 in"
r693_gain_vs_original_at10,2987,gauge_meter,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",19.0,10.0,hit@10,1,1,"<a_104><b_186><c_66> :: ids=[84] :: fam=gauge_meter :: Neiko 01409A Electronic Digital Caliper with Extra Large LCD Screen | 0 - 12 Inches | Inch/Fractions/Millimeter Conversion
<a_15><b_155><c_49> :: ids=[98] :: fam=metadata_placeholder :: Industrial & Scientific"" />
<a_193><b_97><c_87> :: ids=[33] :: fam=other :: Bessey BV-NVJ Multi-Purpose Vise Jaws (Jaws Only)
<a_193><b_203><c_191> :: ids=[1255] :: fam=other :: SE 82331TF 30-Piece Set of Titanium-Coated Diamond Burrs, Grits 120-150
<a_193><b_5><c_106> :: ids=[341] :: fam=other :: Neiko 11108A 4.5&rdquo; x 7/8-Inch Aluminum Oxide Flap Disc, 80 Grit | Flat Type #27 | 10-Pack","<a_197><b_173><c_161> :: ids=[84] :: fam=gauge_meter :: Neiko 01409A Electronic Digital Caliper with Extra Large LCD Screen | 0 - 12 Inches | Inch/Fractions/Millimeter Conversion
<a_197><b_173><c_237> :: ids=[2501] :: fam=gauge_meter :: TruePower 04-0446 Stainless Steel Digital Vernier Caliper with Inch Fractions/Decimal SAE/Metric Unit Display & Conversion, 6
<a_197><b_248><c_161> :: ids=[85] :: fam=other :: TEKTON 7169 0-1-Inch Dial Indicator
<a_151><b_40><c_94> :: ids=[78] :: fam=other :: PSI LCENTLT2 No. 2MT Heavy Duty Live Tailstock Center
<a_80><b_233><c_186> :: ids=[87] :: fam=other :: Wixey WR510 Digital Planer Readout with Fractions"
r693_gain_vs_original_at10,3103,gauge_meter,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",11.0,10.0,hit@10,1,2,"<a_210><b_156><c_39> :: ids=[119] :: fam=other :: Rubbermaid Commercial BRUTE Heavy-Duty Round Waste/Utility Container with Venting Channels, 20-gallon, Gray (FG262000GRAY)
<a_210><b_148><c_205> :: ids=[3409] :: fam=ventilation_fan :: Rubbermaid Commercial Products BRUTE Heavy-Duty Round Waste/Utility Lid for 20-Gallon Container, White (FG261960WHT)
<a_210><b_156><c_215> :: ids=[526] :: fam=ventilation_fan :: Rubbermaid Commercial Products FG263100GRAY Rubbermaid Commercial Round Brute Container Lid, Gray, 32G
<a_210><b_156><c_143> :: ids=[2089] :: fam=ventilation_fan :: Rubbermaid Commercial Products 1779699 BRUTE Heavy-Duty Round Trash/Garbage Can, 10-Gallon, Blue
<a_210><b_156><c_68> :: ids=[2905] :: fam=other :: Rubbermaid Commercial Vented BRUTE Trash&nbsp; Can Lid, 10 Gallon, Gray","<a_90><b_109><c_185> :: ids=[119] :: fam=other :: Rubbermaid Commercial BRUTE Heavy-Duty Round Waste/Utility Container with Venting Channels, 20-gallon, Gray (FG262000GRAY)
<a_90><b_109><c_107> :: ids=[1607] :: fam=ventilation_fan :: Rubbermaid Commercial Products Slim Jim Trash Can Waste Receptacle with Venting Channels, 23 Gallons, Gray (FG354060GRAY)
<a_90><b_241><c_8> :: ids=[3409] :: fam=ventilation_fan :: Rubbermaid Commercial Products BRUTE Heavy-Duty Round Waste/Utility Lid for 20-Gallon Container, White (FG261960WHT)
<a_90><b_241><c_3> :: ids=[526] :: fam=ventilation_fan :: Rubbermaid Commercial Products FG263100GRAY Rubbermaid Commercial Round Brute Container Lid, Gray, 32G
<a_90><b_109><c_212> :: ids=[2089] :: fam=ventilation_fan :: Rubbermaid Commercial Products 1779699 BRUTE Heavy-Duty Round Trash/Garbage Can, 10-Gallon, Blue"
r693_gain_vs_original_at10,3211,gauge_meter,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",11.0,4.0,hit@10,1,2,"<a_104><b_251><c_25> :: ids=[415] :: fam=other :: Miller Electric 229895 Gage, Wire Metal Sizes
<a_15><b_155><c_49> :: ids=[98] :: fam=metadata_placeholder :: Industrial & Scientific"" />
<a_165><b_59><c_69> :: ids=[675] :: fam=adhesive_epoxy :: J-B Weld 8265S Original Cold-Weld Steel Reinforced Epoxy - 2 oz.
<a_24><b_132><c_34> :: ids=[570] :: fam=other :: Bissell 9595A CleanView Bagless Vacuum with OnePass
<a_15><b_206><c_230> :: ids=[54] :: fam=metadata_placeholder :: Industrial & Scientific"" />","<a_197><b_130><c_6> :: ids=[415] :: fam=other :: Miller Electric 229895 Gage, Wire Metal Sizes
<a_197><b_173><c_161> :: ids=[84] :: fam=gauge_meter :: Neiko 01409A Electronic Digital Caliper with Extra Large LCD Screen | 0 - 12 Inches | Inch/Fractions/Millimeter Conversion
<a_31><b_235><c_13> :: ids=[1210] :: fam=tape :: Sparco Sealing Tape Transparent Heavy Duty, 48mm x 50m, 6 Rolls (60041)
<a_190><b_103><c_0> :: ids=[181, 182] :: fam=gauge_meter :: AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator / AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer
<a_92><b_110><c_254> :: ids=[1042] :: fam=other :: uxcell Mandrel Mounted White Conical Felt Point Polishing Tool"
r693_gain_vs_original_at10,3491,gauge_meter,159,"Etekcity Lasergrip 774 Non-contact Digital Laser Infrared Thermometer Temperature Gun -58~ 716 (-50 ~ 380), Yellow and Black",20.0,2.0,hit@10,1,1,"<a_107><b_93><c_0> :: ids=[181, 182] :: fam=gauge_meter :: AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator / AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer
<a_109><b_74><c_57> :: ids=[218] :: fam=ventilation_fan :: Phresh Duct Silencer 8 in x 24 in
<a_107><b_135><c_157> :: ids=[2745] :: fam=other :: HM Digital 1000ppm TDS Calibration Solution
<a_229><b_166><c_29> :: ids=[2368] :: fam=other :: Hydrion S/r Dispenser 0.0-6.0 Ph Range 96 - 15 Ft Roll w/ Color Chart/ Dispenser
<a_229><b_95><c_222> :: ids=[805] :: fam=other :: American Weigh Scales 200WGT Carbon Steel 200gm Calibration Weight Scale with Chrome Finish","<a_190><b_103><c_0> :: ids=[181, 182] :: fam=gauge_meter :: AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator / AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer
<a_190><b_185><c_201> :: ids=[159] :: fam=gauge_meter :: Etekcity Lasergrip 774 Non-contact Digital Laser Infrared Thermometer Temperature Gun -58~ 716 (-50 ~ 380), Yellow and Black
<a_35><b_85><c_71> :: ids=[2938] :: fam=ventilation_fan :: VenTech VT DUCT-6 VTD625 Aluminum Duct for Ventilation Ducting, 6''
<a_190><b_64><c_29> :: ids=[819] :: fam=3d_filament :: Inkbird ITC-1000 Dual Stage Digital Temperature Controller Fahrenheit  Celsius Thermostat with Sensor for 3D Printer,Freezer,Fridge,Hatching ect (12 Volt)
<a_35><b_170><c_107> :: ids=[218] :: fam=ventilation_fan :: Phresh Duct Silencer 8 in x 24 in"
r693_gain_vs_original_at10,89,gauge_meter,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",24.0,2.0,hit@10,0,0,"<a_71><b_81><c_211> :: ids=[512] :: fam=other :: Highland (9002900) Fat Strap Bungee Cord Assortment - 6 Piece
<a_71><b_225><c_89> :: ids=[794] :: fam=other :: Keeper (07512) Koastal 12' x 1-1/2"" Lashing Strap with Protective Cover, (Pack of 2)
<a_71><b_44><c_232> :: ids=[1619] :: fam=fastener :: Round Spacer, Aluminum, Plain Finish, #10 Screw Size, 3/8"" OD, 0.192"" ID, 1/8"" Length, Made in US (Pack of 10)
<a_224><b_81><c_180> :: ids=[37] :: fam=other :: The Hillman Group 591521 Small Flat and Lock Washer Assortment, 270-Pack
<a_71><b_69><c_199> :: ids=[495] :: fam=other :: National Hardware S819-841 CD8377 51 Piece Peg Board Hook Kit in Zinc","<a_32><b_152><c_219> :: ids=[1193] :: fam=other :: Forney 70451 Wire Rope, Vinyl Coated Aircraft Cable, 250-Feet-by 3/32-Inch thru 3/16-Inch
<a_190><b_103><c_0> :: ids=[181, 182] :: fam=gauge_meter :: AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator / AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer
<a_32><b_253><c_135> :: ids=[1184] :: fam=other :: Keeper Foot x 2 Inch 02612 6' x 2"" Lift Sling
<a_197><b_173><c_161> :: ids=[84] :: fam=gauge_meter :: Neiko 01409A Electronic Digital Caliper with Extra Large LCD Screen | 0 - 12 Inches | Inch/Fractions/Millimeter Conversion
<a_209><b_200><c_227> :: ids=[352] :: fam=other :: General Tools 1261-4 1/2-Inch Grommet Refill with 24 Grommets"
r693_gain_vs_original_at10,406,gauge_meter,84,Neiko 01409A Electronic Digital Caliper with Extra Large LCD Screen | 0 - 12 Inches | Inch/Fractions/Millimeter Conversion,,7.0,hit@10,0,2,"<a_107><b_93><c_0> :: ids=[181, 182] :: fam=gauge_meter :: AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator / AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer
<a_107><b_42><c_17> :: ids=[769] :: fam=gauge_meter :: Nubee Temperature Gun Non-contact Digital Laser Infrared IR Thermometer
<a_228><b_113><c_68> :: ids=[152] :: fam=connector_fitting :: Camco 4ft TastePURE Drinking Water Hose - Lead and BPA Free, Reinforced for Maximum Kink Resistance,  1/2""Inner Diameter (22763)
<a_165><b_59><c_69> :: ids=[675] :: fam=adhesive_epoxy :: J-B Weld 8265S Original Cold-Weld Steel Reinforced Epoxy - 2 oz.
<a_107><b_90><c_50> :: ids=[338] :: fam=gauge_meter :: Etekcity Lasergrip 1080 Non-Contact Digital Laser Infrared Thermometer Temperature Gun -58~1022 (-50550), Yellow and Black","<a_190><b_103><c_0> :: ids=[181, 182] :: fam=gauge_meter :: AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator / AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer
<a_193><b_130><c_174> :: ids=[926] :: fam=other :: Dap 00272 Original Contact Cement Qt Raw Building Material, Tan
<a_185><b_2><c_12> :: ids=[123] :: fam=other :: Red Devil 0325 Steel Wool, 2 Medium Course, 8 Pads
<a_124><b_153><c_37> :: ids=[675] :: fam=adhesive_epoxy :: J-B Weld 8265S Original Cold-Weld Steel Reinforced Epoxy - 2 oz.
<a_78><b_228><c_74> :: ids=[172] :: fam=adhesive_epoxy :: Gorilla Super Glue Gel, 15 Gram, Clear"
r693_gain_vs_original_at10,928,gauge_meter,84,Neiko 01409A Electronic Digital Caliper with Extra Large LCD Screen | 0 - 12 Inches | Inch/Fractions/Millimeter Conversion,,4.0,hit@10,0,0,"<a_244><b_55><c_46> :: ids=[561] :: fam=other :: GREAT STUFF Gaps & Cracks 20 oz Insulating Foam Sealant
<a_67><b_156><c_55> :: ids=[214] :: fam=connector_fitting :: 520 Piece Electrical Terminal Assortment with Storage Box
<a_244><b_112><c_232> :: ids=[926] :: fam=other :: Dap 00272 Original Contact Cement Qt Raw Building Material, Tan
<a_244><b_177><c_9> :: ids=[624] :: fam=other :: Red Devil 0637 12 Pack 10.1 oz. Blacktop Acrylic Repair Sealant, Black
<a_71><b_201><c_34> :: ids=[1286] :: fam=other :: Accessbuy 180-Piece Rubber Grommet Shop Assortment","<a_190><b_103><c_0> :: ids=[181, 182] :: fam=gauge_meter :: AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator / AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer
<a_109><b_114><c_135> :: ids=[176] :: fam=other :: URBEST 530 Pcs 2:1 Heat Shrink Tubing Tube Sleeving Wrap Cable Wire 5 Color 8 Size
<a_40><b_18><c_9> :: ids=[521] :: fam=connector_fitting :: Gardner Bender 19-001 WireGard Screw-On Wire Connectors, 22-16 AWG, Electrical Wire Nut, 14 pk, Grey
<a_197><b_173><c_161> :: ids=[84] :: fam=gauge_meter :: Neiko 01409A Electronic Digital Caliper with Extra Large LCD Screen | 0 - 12 Inches | Inch/Fractions/Millimeter Conversion
<a_31><b_28><c_220> :: ids=[711] :: fam=tape :: 3M Scotch #35 Electrical Tape Value Pack (10457NA)"
