variant,idx,user_id,item_id,family,item_title,target_sid,target_l1,target_l2,rank,rank_found,hit1,hit3,hit5,hit10,hit20,hit50,ndcg10,ndcg50,top1_sid,top1_l1,top1_l2,top1_item_ids,top1_item_titles,top1_families,top1_same_l1,top1_same_l2,top1_same_family,top1_history_repeat,top10_history_repeat_count,top50_history_repeat_count,top10_has_target_l1,top10_has_target_l2,top50_has_target_l1,top50_has_target_l2,history_len,target_l1_in_history,target_l2_in_history,failure_type_at10
r693a,528,A5167,2722,3d_filament,Mercurry 5PCS M6 3D Printer 0.2mm 0.3mm 0.4mm 0.5mm 0.8mm Extruder Brass Nozzle Print Head for E3D Makerbot,<a_220><b_213><c_201>,<a_220>,<a_220><b_213>,999,,0,0,0,0,0,0,0.0,0.0,<a_126><b_141><c_197>,<a_126>,<a_126><b_141>,2631,Addicore 1 Pack ATmega328P-PU DIP-28 Chip with Arduino Uno Bootloader and Addicore Pinout Sticker,other,0,0,0,0,2,4,0,0,0,0,5,0,0,l1_routing_miss
r693a,529,A5914,1184,other,"Keeper Foot x 2 Inch 02612 6' x 2"" Lift Sling",<a_32><b_253><c_135>,<a_32>,<a_32><b_253>,1,1.0,1,1,1,1,1,1,1.0,1.0,<a_32><b_253><c_135>,<a_32>,<a_32><b_253>,1184,"Keeper Foot x 2 Inch 02612 6' x 2"" Lift Sling",other,1,1,1,0,1,2,1,1,1,1,2,1,1,hit_at_10
r693a,530,A6175,809,gauge_meter,"Loos Cableware AN100-C4 Stainless Steel Thimble for 3/32"" and 1/8"" Diameter Wire Rope (10 Piece)",<a_32><b_136><c_122>,<a_32>,<a_32><b_136>,999,,0,0,0,0,0,0,0.0,0.0,<a_115><b_208><c_18>,<a_115>,<a_115><b_208>,2103,"TEMCo 1/2"" Marine Heat Shrink Tube 3:1 Adhesive Glue Lined 4 ft RED",adhesive_epoxy,0,0,0,0,0,1,0,0,0,0,1,0,0,l1_routing_miss
r693a,531,A6672,3287,other,Pomona 1296 BNC (M) Binding Posts,<a_106><b_81><c_179>,<a_106>,<a_106><b_81>,999,,0,0,0,0,0,0,0.0,0.0,<a_106><b_23><c_156>,<a_106>,<a_106><b_23>,2083,Applied Magnets Strong N52 Neodymium Magnet 1 inch Cube,other,1,0,1,0,0,0,1,0,1,0,4,1,1,l2_routing_miss_after_l1_hit
r693a,532,A7502,3499,ventilation_fan,6-36VDC 4mm Detecting Distance NO Inductive Proximity Switch LJ12A3-4-Z/BY,<a_164><b_37><c_191>,<a_164>,<a_164><b_37>,999,,0,0,0,0,0,0,0.0,0.0,<a_220><b_114><c_145>,<a_220>,<a_220><b_114>,2932,Inland 1.75mm Blue PLA 3D Printer Filament - 1kg Spool (2.2 lbs),3d_filament,0,0,0,0,1,2,0,0,0,0,2,0,0,l1_routing_miss
r693a,533,A7519,3532,gauge_meter,Mercurry 10 Meters GT2 timing belt width 6mm Fit for RepRap Mendel Rostock Prusa GT2-6mm Belt,<a_157><b_9><c_61>,<a_157>,<a_157><b_9>,999,,0,0,0,0,0,0,0.0,0.0,<a_178><b_166><c_183>,<a_178>,<a_178><b_166>,2477,BAMtack! 1.75mm Black PLA 3D Printer Filament - 1kg (2.2 lbs) - Dimensional Accuracy +/- 0.03mm,3d_filament,0,0,0,1,1,3,0,0,0,0,4,0,0,l1_routing_miss
r693a,534,A7519,2726,3d_filament,ANYCUBIC 3D Printer Heating Controller MKS MOSFET for Heatbed Extruder MOS Module,<a_212><b_74><c_180>,<a_212>,<a_212><b_74>,11,11.0,0,0,0,0,1,1,0.0,0.27894294565112987,<a_178><b_166><c_183>,<a_178>,<a_178><b_166>,2477,BAMtack! 1.75mm Black PLA 3D Printer Filament - 1kg (2.2 lbs) - Dimensional Accuracy +/- 0.03mm,3d_filament,0,0,1,1,1,2,1,0,1,1,5,1,0,l2_routing_miss_after_l1_hit
r693a,535,A27,141,other,Break-Free CLP-2 Cleaner Lubricant Preservative 4 oz (113.4 gram) Aerosol,<a_168><b_161><c_138>,<a_168>,<a_168><b_161>,999,,0,0,0,0,0,0,0.0,0.0,<a_168><b_85><c_176>,<a_168>,<a_168><b_85>,140,DuPont Teflon Silicone Lubricant,other,1,0,1,1,2,2,1,0,1,0,8,1,0,l2_routing_miss_after_l1_hit
r693a,536,A1146,172,adhesive_epoxy,"Gorilla Super Glue Gel, 15 Gram, Clear",<a_78><b_228><c_74>,<a_78>,<a_78><b_228>,1,1.0,1,1,1,1,1,1,1.0,1.0,<a_78><b_228><c_74>,<a_78>,<a_78><b_228>,172,"Gorilla Super Glue Gel, 15 Gram, Clear",adhesive_epoxy,1,1,1,0,1,3,1,1,1,1,3,1,0,hit_at_10
r693a,537,A1146,392,other,SummitLink Pack of 328 Pcs Assorted Heat Shrink Tube 5 Colors 8 Sizes Tubing Wrap Sleeve Set Combo,<a_115><b_56><c_4>,<a_115>,<a_115><b_56>,999,,0,0,0,0,0,0,0.0,0.0,<a_78><b_228><c_74>,<a_78>,<a_78><b_228>,172,"Gorilla Super Glue Gel, 15 Gram, Clear",adhesive_epoxy,0,0,0,1,1,4,0,0,0,0,4,0,0,l1_routing_miss
r693a,538,A1526,68,other,"MLCS 9080 Billy Pedal Foot Switch, Deadman Style",<a_100><b_119><c_8>,<a_100>,<a_100><b_119>,999,,0,0,0,0,0,0,0.0,0.0,<a_162><b_132><c_90>,<a_162>,<a_162><b_132>,132,"110 Copper Rectangular Bar, Unpolished (Mill) Finish, H04 Temper, ASTM B187, 1/4"" Thickness, 2"" Width, 36"" Length",other,0,0,1,1,1,3,0,0,0,0,5,0,0,l1_routing_miss
r693a,539,A1526,1909,other,"SE RFW16100 1-1/2"" Reinforced Cut off Wheel with 1/16"" Arbor (100 Count)",<a_238><b_67><c_250>,<a_238>,<a_238><b_67>,999,,0,0,0,0,0,0,0.0,0.0,<a_124><b_153><c_37>,<a_124>,<a_124><b_153>,675,J-B Weld 8265S Original Cold-Weld Steel Reinforced Epoxy - 2 oz.,adhesive_epoxy,0,0,0,0,2,4,0,0,0,0,6,0,0,l1_routing_miss
r693a,540,A1589,1560,other,"Rock-N-Roller R10RT (Max) 8-in-1 Folding Multi-Cart/Hand Truck/Dolly/Platform Cart/34"" to 52"" Telescoping Frame/500 lbs. Load Capacity, Black",<a_90><b_226><c_100>,<a_90>,<a_90><b_226>,999,,0,0,0,0,0,0,0.0,0.0,<a_190><b_173><c_201>,<a_190>,<a_190><b_173>,1853,"Fluke 62 MAX Infrared Thermometer, AA Battery, -20 to +932 Degree F Range with a NIST-Traceable Calibration Certificate with Data",gauge_meter,0,0,0,0,2,2,0,0,1,0,4,0,0,l1_routing_miss
r693a,541,A1670,1553,3d_filament,Inland 1.75mm Red PLA 3D Printer Filament - 1kg Spool (2.2 lbs),<a_220><b_114><c_85>,<a_220>,<a_220><b_114>,999,,0,0,0,0,0,0,0.0,0.0,<a_178><b_154><c_135>,<a_178>,<a_178><b_154>,1851,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Yellow",3d_filament,0,0,1,0,0,3,1,1,1,1,6,1,1,leaf_or_ranking_miss_after_l2_hit
r693a,542,A1711,3016,3d_filament,"HATCHBOX 3D Printer Filament, Dimensional Accuracy +/- 0.03mm, 1.75 mm, 1 kg Spool, Wood",<a_178><b_230><c_5>,<a_178>,<a_178><b_230>,999,,0,0,0,0,0,0,0.0,0.0,<a_190><b_103><c_0>,<a_190>,<a_190><b_103>,181|182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator || AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,0,0,0,0,3,3,0,0,0,0,3,0,0,l1_routing_miss
r693a,543,A2226,621,tape,"IPG AC10 7 Mil Fix-It DUCTape 1.88"" x 50 yd, Silver",<a_31><b_113><c_79>,<a_31>,<a_31><b_113>,999,,0,0,0,0,0,0,0.0,0.0,<a_31><b_208><c_41>,<a_31>,<a_31><b_208>,125,"Gorilla 6100101 Tape Handy Roll, 1-Pack, Black",tape,1,0,1,0,1,3,1,0,1,0,4,1,0,l2_routing_miss_after_l1_hit
r693a,544,A2258,2730,3d_filament,PTFE Teflon Bowden Tube for 1.75 Filament (2.0mm ID/4.0mm OD) &ndash; White Connector Tubing for 3D Printer - 2.0 Meters,<a_0><b_69><c_9>,<a_0>,<a_0><b_69>,999,,0,0,0,0,0,0,0.0,0.0,<a_178><b_14><c_6>,<a_178>,<a_178><b_14>,2909|3494,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS || 3D Solutech Real Yellow 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3d_filament,0,0,1,0,0,0,0,0,0,0,4,0,0,l1_routing_miss
r693a,545,A3573,178,other,"Neiko 10194A Titanium Step Drill Bit, High Speed Steel | 1/4"" to 1-3/8"" | Total 10 Step Sizes",<a_7><b_57><c_14>,<a_7>,<a_7><b_57>,999,,0,0,0,0,0,0,0.0,0.0,<a_190><b_103><c_0>,<a_190>,<a_190><b_103>,181|182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator || AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,0,0,0,1,2,2,0,0,0,0,4,0,0,l1_routing_miss
r693a,546,A4400,139,other,DuPont Teflon Non-Stick,<a_77><b_45><c_0>,<a_77>,<a_77><b_45>,999,,0,0,0,0,0,0,0.0,0.0,<a_31><b_171><c_9>,<a_31>,<a_31><b_171>,450,"X-Treme Tape TPE-X36ZLB Silicone Rubber Self Fusing Tape, 1"" x 36', Triangular, Black",tape,0,0,0,0,1,2,0,0,0,0,3,0,0,l1_routing_miss
r693a,547,A4400,1469,other,National Hardware N278-309 V7710 Wire Nail in Galvanized,<a_68><b_102><c_235>,<a_68>,<a_68><b_102>,999,,0,0,0,0,0,0,0.0,0.0,<a_77><b_45><c_0>,<a_77>,<a_77><b_45>,139|774,DuPont Teflon Non-Stick || DuPont Teflon Non-Stick,other,0,0,1,1,2,2,0,0,0,0,4,0,0,l1_routing_miss
r693a,548,A4400,140,other,DuPont Teflon Silicone Lubricant,<a_168><b_85><c_176>,<a_168>,<a_168><b_85>,2,2.0,0,1,1,1,1,1,0.6309297535714575,0.6309297535714575,<a_77><b_45><c_0>,<a_77>,<a_77><b_45>,139|774,DuPont Teflon Non-Stick || DuPont Teflon Non-Stick,other,0,0,1,1,1,2,1,1,1,1,5,0,0,hit_at_10
r693a,549,A6155,2611,gauge_meter,Pomona 4408/POM Test Lead Holder for Wires Up to .320In Diameter,<a_32><b_204><c_115>,<a_32>,<a_32><b_204>,999,,0,0,0,0,0,0,0.0,0.0,<a_231><b_198><c_94>,<a_231>,<a_231><b_198>,800,"Anderson Metals 57001-0402 Brass Hose Fitting, Adapter, 1/4"" Barb x 1/8"" NPT Male Pipe",connector_fitting,0,0,0,0,2,3,0,0,0,0,4,0,0,l1_routing_miss
r693a,550,A6251,3564,other,"ATMEL ATTINY85-20PU MCU, 8BIT, ATTINY, 20MHZ, DIP-8 (10 pieces)",<a_126><b_141><c_252>,<a_126>,<a_126><b_141>,999,,0,0,0,0,0,0,0.0,0.0,<a_115><b_56><c_4>,<a_115>,<a_115><b_56>,392,SummitLink Pack of 328 Pcs Assorted Heat Shrink Tube 5 Colors 8 Sizes Tubing Wrap Sleeve Set Combo,other,0,0,1,0,2,4,1,1,1,1,5,1,0,leaf_or_ranking_miss_after_l2_hit
r693a,551,A6550,1851,3d_filament,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Yellow",<a_178><b_154><c_135>,<a_178>,<a_178><b_154>,999,,0,0,0,0,0,0,0.0,0.0,<a_134><b_254><c_47>,<a_134>,<a_134><b_254>,145,"Marrywindix 6pcs ESD Precision Anti-Static Tweezers, Tweezers Stainless Steel Tweezers with a Bag for Electronics Jewelry-Making Repairing",other,0,0,0,0,1,3,0,0,0,0,5,0,0,l1_routing_miss
r693a,552,A6690,1383,other,"Justrite AccuFlow 7225420 Type II Galvanized Steel Safety Can with 5/8"" Flexible Spout, 2.5 Gallon Capacity, Green",<a_168><b_32><c_55>,<a_168>,<a_168><b_32>,999,,0,0,0,0,0,0,0.0,0.0,<a_190><b_103><c_0>,<a_190>,<a_190><b_103>,181|182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator || AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,0,0,0,0,2,3,0,0,1,0,3,0,0,l1_routing_miss
r693a,553,A6719,295,other,"American Educational 7-G15-A Cast Iron Support Ring Stand with Acid Resistant Finish, 8"" Length x 5"" Width Base Size",<a_90><b_151><c_35>,<a_90>,<a_90><b_151>,999,,0,0,0,0,0,0,0.0,0.0,<a_190><b_103><c_0>,<a_190>,<a_190><b_103>,181|182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator || AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,0,0,0,0,0,0,0,0,1,0,1,0,0,l1_routing_miss
r693a,554,A6719,3418,connector_fitting,uxcell 660V 20A 6 Terminals 4 Positions Rotary Cam Changeover Switch,<a_164><b_5><c_105>,<a_164>,<a_164><b_5>,999,,0,0,0,0,0,0,0.0,0.0,<a_90><b_151><c_35>,<a_90>,<a_90><b_151>,295,"American Educational 7-G15-A Cast Iron Support Ring Stand with Acid Resistant Finish, 8"" Length x 5"" Width Base Size",other,0,0,0,1,2,2,0,0,0,0,2,0,0,l1_routing_miss
r693a,555,A7477,3652,other,E3D Lite6 Full Kit - 1.75mm Universal (Direct) (12v),<a_212><b_69><c_156>,<a_212>,<a_212><b_69>,999,,0,0,0,0,0,0,0.0,0.0,<a_220><b_114><c_145>,<a_220>,<a_220><b_114>,2932,Inland 1.75mm Blue PLA 3D Printer Filament - 1kg Spool (2.2 lbs),3d_filament,0,0,0,0,0,1,0,0,1,1,1,0,0,l1_routing_miss
r693a,556,A515,1466,other,Seek Thermal Compact Imager for iOS-Apple,<a_114><b_117><c_245>,<a_114>,<a_114><b_117>,999,,0,0,0,0,0,0,0.0,0.0,<a_185><b_22><c_219>,<a_185>,<a_185><b_22>,40,"Forney 20859 Cutting Fluid, Industrial Pro Tap Magic, 1-Gallon",other,0,0,1,0,0,0,0,0,0,0,10,0,0,l1_routing_miss
r693a,557,A576,1783,other,The Bulldog Hardware 131588 Peg-A-System Ultimate Kit,<a_243><b_127><c_190>,<a_243>,<a_243><b_127>,999,,0,0,0,0,0,0,0.0,0.0,<a_106><b_160><c_222>,<a_106>,<a_106><b_160>,1753,5pcs 6x8cm Double-Side Prototype PCB Universal Printed Circuit Board,other,0,0,1,0,0,2,0,0,0,0,7,0,0,l1_routing_miss
r693a,558,A627,1901,gauge_meter,"PneumaticPlus PPR2-N02BG-2 Miniature Air Pressure Regulator 1/4"" NPT - Gauge, Bracket, Instrument Pressure (3-30 PSI)",<a_181><b_65><c_164>,<a_181>,<a_181><b_65>,999,,0,0,0,0,0,0,0.0,0.0,<a_235><b_127><c_108>,<a_235>,<a_235><b_127>,1431,"SPAX Multi-Material Yellow Zinc Screw Assortment Kit, Small",fastener,0,0,0,1,2,3,0,0,0,0,10,0,0,l1_routing_miss
r693a,559,A1722,476,gauge_meter,Primacare DL-9325 Reusable LED Penlight with Pupil Gauge - Batteries Included,<a_8><b_42><c_93>,<a_8>,<a_8><b_42>,999,,0,0,0,0,0,0,0.0,0.0,<a_168><b_142><c_70>,<a_168>,<a_168><b_142>,982,"Schaeffer Manufacturing Co. 0190-011S Penetro 90, 13 oz.",other,0,0,0,0,2,6,0,0,0,0,8,0,0,l1_routing_miss
r693a,560,A1822,1533,other,"Dealmed Brand Nitrile Medical Grade Exam Gloves, Disposable, Latex-Free, 200 Count, Size Large",<a_77><b_229><c_177>,<a_77>,<a_77><b_229>,999,,0,0,0,0,0,0,0.0,0.0,<a_78><b_171><c_172>,<a_78>,<a_78><b_171>,114,"Super Glue 15187 Super Glue, 12-Pack",adhesive_epoxy,0,0,0,1,2,2,0,0,0,0,3,0,0,l1_routing_miss
r693a,561,A2093,152,connector_fitting,"Camco 4ft TastePURE Drinking Water Hose - Lead and BPA Free, Reinforced for Maximum Kink Resistance,  1/2""Inner Diameter (22763)",<a_181><b_139><c_99>,<a_181>,<a_181><b_139>,29,29.0,0,0,0,0,0,1,0.0,0.2037950470905062,<a_157><b_166><c_7>,<a_157>,<a_157><b_166>,2840,"No Trespassing - This Property is Protected by Video Surveillance"" Label by SmartSign | 10"" x 7"" Laminated Vinyl",other,0,0,0,0,1,2,0,0,1,1,2,0,0,l1_routing_miss
r693a,562,A2343,1117,gauge_meter,"Anytime Tools Premium 0-1"" /0.0001 MICROMETER Precision Machinist Tool",<a_197><b_37><c_161>,<a_197>,<a_197><b_37>,999,,0,0,0,0,0,0,0.0,0.0,<a_126><b_141><c_197>,<a_126>,<a_126><b_141>,2631,Addicore 1 Pack ATmega328P-PU DIP-28 Chip with Arduino Uno Bootloader and Addicore Pinout Sticker,other,0,0,0,0,1,2,0,0,0,0,6,0,0,l1_routing_miss
r693a,563,A2811,476,gauge_meter,Primacare DL-9325 Reusable LED Penlight with Pupil Gauge - Batteries Included,<a_8><b_42><c_93>,<a_8>,<a_8><b_42>,999,,0,0,0,0,0,0,0.0,0.0,<a_82><b_48><c_176>,<a_82>,<a_82><b_48>,2143,"3Doodler Start Emoji & Symbol DoodleBlock Kit with 2 Plastic Packs, (3D Pen not Included)",other,0,0,0,1,1,3,0,0,0,0,5,0,0,l1_routing_miss
r693a,564,A3797,622,tape,"Gorilla Tape, Black Duct Tape, 1.88"" x 12 yd, Black, (Pack of 1)",<a_31><b_89><c_7>,<a_31>,<a_31><b_89>,999,,0,0,0,0,0,0,0.0,0.0,<a_40><b_76><c_42>,<a_40>,<a_40><b_76>,371,"Loos Cableware SL2-3P 50 Piece Zinc Plated Copper Crimping Sleeve Set for 3/32"" Diameter Wire Rope",gauge_meter,0,0,0,1,2,2,0,0,1,0,3,0,0,l1_routing_miss
r693a,565,A3797,2367,fastener,"The Hillman Group 45632 5/8-Inch Axle Cap Nut, 8-Pack",<a_68><b_110><c_63>,<a_68>,<a_68><b_110>,999,,0,0,0,0,0,0,0.0,0.0,<a_40><b_76><c_42>,<a_40>,<a_40><b_76>,371,"Loos Cableware SL2-3P 50 Piece Zinc Plated Copper Crimping Sleeve Set for 3/32"" Diameter Wire Rope",gauge_meter,0,0,0,1,2,3,0,0,0,0,4,0,0,l1_routing_miss
r693a,566,A5027,218,ventilation_fan,Phresh Duct Silencer 8 in x 24 in,<a_35><b_170><c_107>,<a_35>,<a_35><b_170>,10,10.0,0,0,0,1,1,1,0.2890648263178879,0.2890648263178879,<a_190><b_103><c_0>,<a_190>,<a_190><b_103>,181|182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator || AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,0,0,0,1,1,3,1,1,1,1,5,0,0,hit_at_10
r693a,567,A5588,98,metadata_placeholder,"Industrial & Scientific"" />",<a_154><b_254><c_212>,<a_154>,<a_154><b_254>,16,16.0,0,0,0,0,1,1,0.0,0.24465054211822604,<a_78><b_165><c_1>,<a_78>,<a_78><b_165>,202,Loctite Liquid Professional Super Glue  20-Gram Bottle (1365882),adhesive_epoxy,0,0,0,0,2,3,0,0,1,1,3,0,0,l1_routing_miss
r693a,568,A5786,1604,other,HONBAY 20 Pcs 1.2inch Thread Green & Red Cap SPST Latching Type Push Button Switch OFF-ON,<a_164><b_61><c_16>,<a_164>,<a_164><b_61>,999,,0,0,0,0,0,0,0.0,0.0,<a_134><b_254><c_47>,<a_134>,<a_134><b_254>,145,"Marrywindix 6pcs ESD Precision Anti-Static Tweezers, Tweezers Stainless Steel Tweezers with a Bag for Electronics Jewelry-Making Repairing",other,0,0,1,1,1,1,0,0,0,0,3,0,0,l1_routing_miss
r693a,569,A5914,32,other,"4-1/2"" Cut-off Wheels for Metal, for Cutting All Ferrous Metals and Stainless Steel",<a_238><b_82><c_33>,<a_238>,<a_238><b_82>,999,,0,0,0,0,0,0,0.0,0.0,<a_32><b_253><c_135>,<a_32>,<a_32><b_253>,1184,"Keeper Foot x 2 Inch 02612 6' x 2"" Lift Sling",other,0,0,1,1,2,3,0,0,0,0,3,0,0,l1_routing_miss
r693a,570,A5914,1007,3d_filament,"6"" Cup Brush, Nylon Filament, 5/8""-11 Thread, 2500 max.RPM",<a_243><b_71><c_117>,<a_243>,<a_243><b_71>,999,,0,0,0,0,0,0,0.0,0.0,<a_32><b_253><c_135>,<a_32>,<a_32><b_253>,1184,"Keeper Foot x 2 Inch 02612 6' x 2"" Lift Sling",other,0,0,0,1,2,2,0,0,0,0,4,0,0,l1_routing_miss
r693a,571,A6414,1697,connector_fitting,American Terminal E-FMY250N-100 12/10-Gauge Economy Nylon Fully-Insulated Male Quick Disconnects,<a_40><b_88><c_3>,<a_40>,<a_40><b_88>,999,,0,0,0,0,0,0,0.0,0.0,<a_40><b_18><c_9>,<a_40>,<a_40><b_18>,521,"Gardner Bender 19-001 WireGard Screw-On Wire Connectors, 22-16 AWG, Electrical Wire Nut, 14 pk, Grey",connector_fitting,1,0,1,0,0,5,1,0,1,0,9,1,0,l2_routing_miss_after_l1_hit
r693a,572,A6414,1452,connector_fitting,American Terminal E-FMR250N-100 22/18-Gauge Economy Nylon Fully-Insulated Male Quick Disconnects,<a_40><b_88><c_162>,<a_40>,<a_40><b_88>,3,3.0,0,1,1,1,1,1,0.5,0.5,<a_40><b_88><c_58>,<a_40>,<a_40><b_88>,418,American Terminal E-FMB250N-100 16/14-Gauge Economy Nylon Fully-Insulated Male Quick Disconnects,connector_fitting,1,1,1,0,2,4,1,1,1,1,10,1,1,hit_at_10
r693a,573,A6441,1684,tape,3M VHB Tape RP32 0.5 in width x 5 yd length (1 Roll),<a_108><b_207><c_68>,<a_108>,<a_108><b_207>,999,,0,0,0,0,0,0,0.0,0.0,<a_190><b_103><c_0>,<a_190>,<a_190><b_103>,181|182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator || AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,0,0,0,0,1,1,0,0,0,0,1,0,0,l1_routing_miss
r693a,574,A6446,821,other,"Apera Instruments AI209 PH20 Value Waterproof pH Pocket Tester, &plusmn;0.1 pH Accuracy, 0-14.0 pH Range, Complete Kit",<a_153><b_36><c_155>,<a_153>,<a_153><b_36>,999,,0,0,0,0,0,0,0.0,0.0,<a_134><b_254><c_47>,<a_134>,<a_134><b_254>,145,"Marrywindix 6pcs ESD Precision Anti-Static Tweezers, Tweezers Stainless Steel Tweezers with a Bag for Electronics Jewelry-Making Repairing",other,0,0,1,0,0,1,0,0,0,0,4,0,0,l1_routing_miss
r693a,575,A7661,2820,other,American Educational Clear Borosilicate Glass 1000mL Bomex Filtering Flask,<a_148><b_121><c_114>,<a_148>,<a_148><b_121>,999,,0,0,0,0,0,0,0.0,0.0,<a_148><b_162><c_3>,<a_148>,<a_148><b_162>,385,"Eclectic Supply B36-24 Cobalt Glass Bottles with Glass Eye Dropper, 1 oz Capacity, Blue (Pack of 24)",other,1,0,1,0,0,0,1,0,1,0,1,0,0,l2_routing_miss_after_l1_hit
r693a,576,A7661,237,gauge_meter,"American Educational Cast Iron Support Ring Stand with Triangular Base, 7-3/4"" Legs, 7/16"" Diameter x 23"" Length Rod Size",<a_90><b_151><c_37>,<a_90>,<a_90><b_151>,999,,0,0,0,0,0,0,0.0,0.0,<a_148><b_162><c_3>,<a_148>,<a_148><b_162>,385,"Eclectic Supply B36-24 Cobalt Glass Bottles with Glass Eye Dropper, 1 oz Capacity, Blue (Pack of 24)",other,0,0,0,0,0,0,0,0,1,1,2,0,0,l1_routing_miss
r693a,577,A7661,2869,other,"13cm Dia. (5.1"") Filter Funnel, Buchner Style - 2 Parts, Polypropylene, Designed for 11-12.5cm Filter Paper",<a_219><b_104><c_130>,<a_219>,<a_219><b_104>,999,,0,0,0,0,0,0,0.0,0.0,<a_81><b_154><c_60>,<a_81>,<a_81><b_154>,1835,"Karter Scientific 214T2, 3.3 Boro, Griffin Low Form, Glass Beaker Set - 3 Sizes - 50ml, 100ml, 250ml",other,0,0,1,0,0,0,0,0,1,0,3,0,0,l1_routing_miss
r693a,578,A7661,3342,connector_fitting,"Anderson Metals 06102 Brass Pipe Fitting, Barstock Cross, 1/4"" x 1/4"" x 1/4"" x 1/4"" NPT Female Pipe",<a_166><b_67><c_21>,<a_166>,<a_166><b_67>,999,,0,0,0,0,0,0,0.0,0.0,<a_81><b_251><c_126>,<a_81>,<a_81><b_251>,2254,"Glass Erlenmeyer Flask Set - 3 Sizes - 50, 150 and 250ml, Karter Scientific 214U2",other,0,0,0,0,0,1,0,0,0,0,4,0,0,l1_routing_miss
r693a,579,A382,1324,other,RiteBrew Rubber Stopper - Size 10 - Drilled,<a_137><b_162><c_50>,<a_137>,<a_137><b_162>,999,,0,0,0,0,0,0,0.0,0.0,<a_162><b_228><c_3>,<a_162>,<a_162><b_228>,1155,"6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 0.5"" Diameter, 96"" Length",gauge_meter,0,0,0,0,3,6,0,0,0,0,10,1,0,l1_routing_miss
r693a,580,A2003,2363,connector_fitting,"Gardner Bender GSW-69 Electrical Rotary Switch, SPST, ON-OFF, 6 A/125V AC, 6 inch Wire Terminal, Black Plastic",<a_164><b_33><c_169>,<a_164>,<a_164><b_33>,999,,0,0,0,0,0,0,0.0,0.0,<a_90><b_109><c_185>,<a_90>,<a_90><b_109>,119,"Rubbermaid Commercial BRUTE Heavy-Duty Round Waste/Utility Container with Venting Channels, 20-gallon, Gray (FG262000GRAY)",other,0,0,0,1,3,3,0,0,0,0,6,0,0,l1_routing_miss
r693a,581,A3046,1336,fastener,"STEREN Grip-Clip Single Coaxial Cable Mounting Fastener Clips, 100ct Black",<a_118><b_251><c_158>,<a_118>,<a_118><b_251>,999,,0,0,0,0,0,0,0.0,0.0,<a_243><b_159><c_162>,<a_243>,<a_243><b_159>,1125,"304 Stainless Steel Round Rod, Unpolished (Mill) Finish, Annealed, AMS 5639/ASTM A276/AMS QQ-S 763/ASTM A276, 0.625"" Diameter, 60"" Length",gauge_meter,0,0,0,1,2,3,0,0,0,0,3,0,0,l1_routing_miss
r693a,582,A3046,1903,fastener,Lehigh 5/16-9 x 3-1/4 inch Stainless Steel Screw Eyes (6 Pack),<a_68><b_226><c_24>,<a_68>,<a_68><b_226>,999,,0,0,0,0,0,0,0.0,0.0,<a_243><b_159><c_162>,<a_243>,<a_243><b_159>,1125,"304 Stainless Steel Round Rod, Unpolished (Mill) Finish, Annealed, AMS 5639/ASTM A276/AMS QQ-S 763/ASTM A276, 0.625"" Diameter, 60"" Length",gauge_meter,0,0,0,1,2,3,0,0,0,0,4,0,0,l1_routing_miss
