case_type,baseline,idx,family,item_id,target_title,target_sid_r693a,r693a_rank,v2_on_p05_rank,r693a_failure_type,r693a_top1_history_repeat,r693a_top10_repeat_count,r693a_top5_predictions,v2_on_p05_top5_predictions,r680a_rank,r680a_top5_predictions
lost_vs_r680a,r680a,501,3d_filament,2912,Inland 1.75mm Black PLA 3D Printer Filament - 1kg Spool (2.2 lbs),<a_220><b_114><c_173>,,,leaf_or_ranking_miss_after_l2_hit,0,0,"<a_178><b_154><c_135> :: ids=[1851] :: fam=3d_filament :: HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Yellow
<a_178><b_165><c_148> :: ids=[2507] :: fam=3d_filament :: HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Silver
<a_178><b_252><c_162> :: ids=[1847] :: fam=3d_filament :: HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, White
<a_178><b_230><c_5> :: ids=[3016] :: fam=3d_filament :: HATCHBOX 3D Printer Filament, Dimensional Accuracy +/- 0.03mm, 1.75 mm, 1 kg Spool, Wood
<a_178><b_150><c_117> :: ids=[2544] :: fam=3d_filament :: SainSmart Clear Flexible TPU 3D Printing Filament, 1.75 mm, 0.8 kg, Dimensional Accuracy +/- 0.05 mm",,9.0,"<a_14><b_202><c_139> :: ids=[2932] :: fam=3d_filament :: Inland 1.75mm Blue PLA 3D Printer Filament - 1kg Spool (2.2 lbs)
<a_14><b_202><c_86> :: ids=[2979] :: fam=3d_filament :: Inland 1.75mm Gray PLA 3D Printer Filament - 1kg Spool (2.2 lbs)
<a_14><b_202><c_68> :: ids=[2734] :: fam=3d_filament :: Inland 1.75mm White PLA 3D Printer Filament - 1kg Spool (2.2 lbs)
<a_14><b_202><c_2> :: ids=[2485] :: fam=3d_filament :: Inland 1.75mm Gold PLA 3D Printer Filament - 1kg Spool (2.2 lbs)
<a_14><b_202><c_60> :: ids=[2718] :: fam=3d_filament :: Inland 1.75mm Pink PLA 3D Printer Filament - 1kg Spool (2.2 lbs)"
lost_vs_r680a,r680a,516,fastener,331,"Stanley TRA700BN Heavy-Duty Staple & Brad Assortment, 2500-Pack",<a_164><b_125><c_19>,,,l1_routing_miss,1,1,"<a_238><b_31><c_207> :: ids=[334] :: fam=other :: DEWALT DW4774 4-1/2-Inch Double-Row Diamond-Cup Grinding-Wheel
<a_7><b_141><c_102> :: ids=[1395] :: fam=fastener :: KREG Tools SSW Kreg Screw Selector Wheel. Woodworking
<a_209><b_33><c_25> :: ids=[577] :: fam=other :: Neiko 50458A Snap Ring Shop Assortment, 300 Count | 18 Sizes (1/8"" - 1-1/4"") | Hardened Steel
<a_238><b_232><c_129> :: ids=[335] :: fam=other :: Dewalt DW8061B5 4 x 0.045 Inch Metal and Stainless Steel Cutting Wheels , 4 Inch by 0.045-Inch
<a_238><b_78><c_225> :: ids=[582] :: fam=other :: Forney 72757 Wire Cup Brush, Knotted with 5/8-Inch-11 Threaded Arbor, 2-3/4-Inch-by-.020-Inch",,10.0,"<a_218><b_97><c_203> :: ids=[658] :: fam=other :: Stanley R120 Rivet Pack Assortment
<a_89><b_54><c_66> :: ids=[659] :: fam=other :: Stanley MR100CG Contractor Grade Riveter
<a_252><b_205><c_51> :: ids=[1538] :: fam=fastener :: FastenMaster FMTLOK10-12 TimberLOK Heavy-Duty Wood Screw, 10 Inches, 12-Count
<a_220><b_216><c_240> :: ids=[710] :: fam=other :: PORTER-CABLE PBN18200-1 2-Inch, 18 ga. brad nails (1000-Pack)
<a_195><b_60><c_221> :: ids=[914] :: fam=fastener :: The Hillman Group 591518 Small Machine Screws with Nuts Assortment, 195-Pack"
lost_vs_r680a,r680a,534,3d_filament,2726,ANYCUBIC 3D Printer Heating Controller MKS MOSFET for Heatbed Extruder MOS Module,<a_212><b_74><c_180>,11.0,,l2_routing_miss_after_l1_hit,1,1,"<a_178><b_166><c_183> :: ids=[2477] :: fam=3d_filament :: BAMtack! 1.75mm Black PLA 3D Printer Filament - 1kg (2.2 lbs) - Dimensional Accuracy +/- 0.03mm
<a_178><b_150><c_117> :: ids=[2544] :: fam=3d_filament :: SainSmart Clear Flexible TPU 3D Printing Filament, 1.75 mm, 0.8 kg, Dimensional Accuracy +/- 0.05 mm
<a_178><b_150><c_186> :: ids=[2714] :: fam=3d_filament :: NinjaFlex TPU 3D Printing Filament - 1.75mm .50kg - SAPPHIRE
<a_212><b_163><c_79> :: ids=[3406] :: fam=other :: High Lubricity Wear Resistant Nozzle Upgrade MK10 0.4 mm (For FlashForge, Wanhao D4 and i3, Dremel)
<a_178><b_20><c_140> :: ids=[1794] :: fam=3d_filament :: Filabot 910175 Taulman 910 Alloy, 1.75"" Filament Diameter, Natural",,6.0,"<a_60><b_195><c_233> :: ids=[3444] :: fam=3d_filament :: RepRap Champion Metal J-Head V6 Hot End for RepRap 3D Printer 1.75mm Filament Direct Feed Extruder 0.4mm Nozzle
<a_201><b_7><c_240> :: ids=[2918] :: fam=3d_filament :: Signswise 5PCS Barrel M6 X 30 Teflon Nozzle Throat for MK8 Tube Makerbot 3D Printer Extruder Hot End
<a_67><b_198><c_180> :: ids=[2926] :: fam=3d_filament :: HICTOP 5 Pieces 3D Printer Extruder Hotend 1.75mm Nozzle Throat for Reprap Prusa I3
<a_15><b_88><c_181> :: ids=[2477] :: fam=3d_filament :: BAMtack! 1.75mm Black PLA 3D Printer Filament - 1kg (2.2 lbs) - Dimensional Accuracy +/- 0.03mm
<a_118><b_78><c_16> :: ids=[1851] :: fam=3d_filament :: HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Yellow"
lost_vs_r680a,r680a,631,3d_filament,3462,"Gizmo Dorks 3mm (2.85mm) ABS Filament 1kg / 2.2lb for 3D Printers, White",<a_178><b_45><c_60>,48.0,,leaf_or_ranking_miss_after_l2_hit,0,1,"<a_82><b_180><c_246> :: ids=[3154] :: fam=3d_filament :: TwoUp 3D Printer Kit 7"" x 7"" x 5"" Build Dimensions 50 Micron 1.75mm PLA Filament
<a_178><b_45><c_173> :: ids=[3526] :: fam=3d_filament :: Gizmo Dorks 3mm (2.85mm) ABS Filament 1kg / 2.2lb for 3D Printers, Green
<a_178><b_45><c_132> :: ids=[1791] :: fam=3d_filament :: Gizmo Dorks 1.75mm PLA Filament 1kg / 2.2lb for 3D Printers, Translucent Green
<a_82><b_114><c_250> :: ids=[2188] :: fam=3d_filament :: Dremel Digilab 3D20 3D Printer, Idea Builder for Brand New Hobbyists and Tinkerers
<a_178><b_150><c_117> :: ids=[2544] :: fam=3d_filament :: SainSmart Clear Flexible TPU 3D Printing Filament, 1.75 mm, 0.8 kg, Dimensional Accuracy +/- 0.05 mm",,8.0,"<a_107><b_3><c_159> :: ids=[1205] :: fam=other :: PEI (Polyetherimide) Sheet, Opaque Off-White, Standard Tolerance, ASTM D5205 PEI0113, 0.03"" Thickness, 12"" Width, 24"" Length
<a_107><b_38><c_146> :: ids=[2061] :: fam=other :: Soyan 3D Pen for Arts and Crafts, 3D Molding, Sculpting and Doodling, Perfect Gift for Kids (Gray)
<a_15><b_163><c_20> :: ids=[1790] :: fam=3d_filament :: Gizmo Dorks 1.75mm PLA Filament 1kg / 2.2lb for 3D Printers, Black
<a_107><b_171><c_0> :: ids=[139, 774] :: fam=other :: DuPont Teflon Non-Stick / DuPont Teflon Non-Stick
<a_15><b_163><c_133> :: ids=[1791] :: fam=3d_filament :: Gizmo Dorks 1.75mm PLA Filament 1kg / 2.2lb for 3D Printers, Translucent Green"
lost_vs_r680a,r680a,646,connector_fitting,2468,"Anderson Metals Brass Pipe Fitting, 45 Degree Barstock Street Elbow, 1/8"" Female Pipe x 1/8"" Male Pipe",<a_166><b_67><c_0>,20.0,,leaf_or_ranking_miss_after_l2_hit,1,3,"<a_166><b_61><c_10> :: ids=[2301] :: fam=connector_fitting :: Anderson Metals Brass Tube Fitting, Short Flare Nut, 3/8"" Tube OD
<a_166><b_61><c_49> :: ids=[2300] :: fam=connector_fitting :: Anderson Metals Brass Tube Fitting, Short Flare Nut, 1 1/16 &ndash; 14"" Tube OD
<a_231><b_198><c_94> :: ids=[800] :: fam=connector_fitting :: Anderson Metals 57001-0402 Brass Hose Fitting, Adapter, 1/4"" Barb x 1/8"" NPT Male Pipe
<a_166><b_67><c_9> :: ids=[1768] :: fam=connector_fitting :: Anderson Metals Brass Pipe Fitting, Barstock Street Tee, 1/8"" Female Pipe x 1/8"" Male Pipe x 1/8"" Female Pipe
<a_181><b_82><c_28> :: ids=[742] :: fam=other :: Kingston KMBVM Series Brass Mini Ball Valve, Lever, 1/4"" NPT Male x NPT Female",,6.0,"<a_17><b_103><c_0> :: ids=[2301] :: fam=connector_fitting :: Anderson Metals Brass Tube Fitting, Short Flare Nut, 3/8"" Tube OD
<a_17><b_103><c_201> :: ids=[2300] :: fam=connector_fitting :: Anderson Metals Brass Tube Fitting, Short Flare Nut, 1 1/16 &ndash; 14"" Tube OD
<a_17><b_147><c_252> :: ids=[225] :: fam=connector_fitting :: Anderson Metals Brass Hose Fitting, Connector, 5/16"" Barb x 3/8"" Male Pipe
<a_17><b_136><c_108> :: ids=[2428] :: fam=connector_fitting :: Anderson Metals 56115 Brass Pipe Fitting, Hex Drive Countersunk Plug, 3/8"" NPT Male Pipe
<a_17><b_230><c_162> :: ids=[1918] :: fam=connector_fitting :: Anderson Metals Brass Hose Fitting, Union, 3/16"" x 3/16"" Barb"
lost_vs_r680a,r680a,688,3d_filament,2472,"HATCHBOX ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Black",<a_178><b_154><c_141>,11.0,,l2_routing_miss_after_l1_hit,0,1,"<a_178><b_110><c_0> :: ids=[3414] :: fam=3d_filament :: eSUN 1.75mm White ABS+ 3D Printer filament 1kg Spool (2.2lbs), White
<a_178><b_110><c_82> :: ids=[2678] :: fam=3d_filament :: eSUN 1.75mm White ABS 3D Printer filament 1kg Spool (2.2lbs), White
<a_178><b_110><c_12> :: ids=[3639] :: fam=3d_filament :: eSUN 1.75mm Gray ABS 3D Printer filament 1kg Spool (2.2lbs), Gray
<a_178><b_110><c_159> :: ids=[3636] :: fam=3d_filament :: eSUN 1.75mm Silver ABS 3D Printer filament 1kg Spool (2.2lbs), Silver
<a_178><b_110><c_91> :: ids=[2677] :: fam=3d_filament :: eSUN 1.75mm Black ABS 3D Printer filament 1kg Spool (2.2lbs), Black",,7.0,"<a_118><b_235><c_133> :: ids=[3639] :: fam=3d_filament :: eSUN 1.75mm Gray ABS 3D Printer filament 1kg Spool (2.2lbs), Gray
<a_118><b_235><c_56> :: ids=[3414] :: fam=3d_filament :: eSUN 1.75mm White ABS+ 3D Printer filament 1kg Spool (2.2lbs), White
<a_24><b_157><c_89> :: ids=[1847] :: fam=3d_filament :: HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, White
<a_24><b_96><c_125> :: ids=[444] :: fam=3d_filament :: HATCHBOX ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, White
<a_67><b_69><c_144> :: ids=[2768] :: fam=3d_filament :: Printrbot Printrbot Play 1505 - White Assembled 3D Printer, White"
lost_vs_r680a,r680a,738,3d_filament,3546,Inland 1.75mm Orange PLA 3D Printer Filament - 1kg Spool (2.2 lbs),<a_220><b_114><c_235>,,,leaf_or_ranking_miss_after_l2_hit,0,0,"<a_178><b_154><c_135> :: ids=[1851] :: fam=3d_filament :: HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Yellow
<a_178><b_165><c_148> :: ids=[2507] :: fam=3d_filament :: HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Silver
<a_220><b_114><c_145> :: ids=[2932] :: fam=3d_filament :: Inland 1.75mm Blue PLA 3D Printer Filament - 1kg Spool (2.2 lbs)
<a_178><b_154><c_141> :: ids=[2472] :: fam=3d_filament :: HATCHBOX ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Black
<a_178><b_154><c_50> :: ids=[444] :: fam=3d_filament :: HATCHBOX ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, White",,9.0,"<a_14><b_202><c_139> :: ids=[2932] :: fam=3d_filament :: Inland 1.75mm Blue PLA 3D Printer Filament - 1kg Spool (2.2 lbs)
<a_14><b_202><c_60> :: ids=[2718] :: fam=3d_filament :: Inland 1.75mm Pink PLA 3D Printer Filament - 1kg Spool (2.2 lbs)
<a_60><b_195><c_233> :: ids=[3444] :: fam=3d_filament :: RepRap Champion Metal J-Head V6 Hot End for RepRap 3D Printer 1.75mm Filament Direct Feed Extruder 0.4mm Nozzle
<a_14><b_202><c_86> :: ids=[2979] :: fam=3d_filament :: Inland 1.75mm Gray PLA 3D Printer Filament - 1kg Spool (2.2 lbs)
<a_14><b_202><c_68> :: ids=[2734] :: fam=3d_filament :: Inland 1.75mm White PLA 3D Printer Filament - 1kg Spool (2.2 lbs)"
lost_vs_r680a,r680a,750,3d_filament,2507,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Silver",<a_178><b_165><c_148>,24.0,,l2_routing_miss_after_l1_hit,0,1,"<a_178><b_14><c_6> :: ids=[2909, 3494] :: fam=3d_filament :: 3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS / 3D Solutech Real Yellow 3D Pr
<a_178><b_14><c_94> :: ids=[3112] :: fam=3d_filament :: 3D Solutech Real Black 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175RBLK
<a_178><b_14><c_107> :: ids=[2161] :: fam=3d_filament :: 3D Solutech Natural Clear 1.75mm 3D Printer PLA Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)
<a_178><b_14><c_75> :: ids=[2697] :: fam=3d_filament :: 3D Solutech Real White 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)
<a_178><b_14><c_7> :: ids=[3475] :: fam=3d_filament :: 3D Solutech Real Orange 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",,9.0,"<a_24><b_149><c_2> :: ids=[3112] :: fam=3d_filament :: 3D Solutech Real Black 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175RBLK
<a_24><b_149><c_24> :: ids=[2909] :: fam=3d_filament :: 3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS
<a_24><b_78><c_138> :: ids=[50] :: fam=3d_filament :: HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Blue
<a_24><b_157><c_89> :: ids=[1847] :: fam=3d_filament :: HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, White
<a_24><b_78><c_154> :: ids=[1573] :: fam=3d_filament :: HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Orange"
lost_vs_r680a,r680a,759,3d_filament,1848,Kamo 5PCS 3D Printer 0.4mm Extruder Brass Nozzle Print Head for MK8 1.75mm ABS PLA Printer,<a_212><b_168><c_133>,13.0,,l1_routing_miss,0,0,"<a_178><b_165><c_148> :: ids=[2507] :: fam=3d_filament :: HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Silver
<a_178><b_154><c_135> :: ids=[1851] :: fam=3d_filament :: HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Yellow
<a_178><b_150><c_117> :: ids=[2544] :: fam=3d_filament :: SainSmart Clear Flexible TPU 3D Printing Filament, 1.75 mm, 0.8 kg, Dimensional Accuracy +/- 0.05 mm
<a_178><b_165><c_53> :: ids=[50] :: fam=3d_filament :: HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Blue
<a_178><b_154><c_141> :: ids=[2472] :: fam=3d_filament :: HATCHBOX ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Black",,8.0,"<a_60><b_195><c_233> :: ids=[3444] :: fam=3d_filament :: RepRap Champion Metal J-Head V6 Hot End for RepRap 3D Printer 1.75mm Filament Direct Feed Extruder 0.4mm Nozzle
<a_118><b_78><c_16> :: ids=[1851] :: fam=3d_filament :: HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Yellow
<a_24><b_157><c_89> :: ids=[1847] :: fam=3d_filament :: HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, White
<a_24><b_78><c_138> :: ids=[50] :: fam=3d_filament :: HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Blue
<a_24><b_78><c_74> :: ids=[2507] :: fam=3d_filament :: HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Silver"
lost_vs_r680a,r680a,826,gauge_meter,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_190><b_103><c_0>,19.0,,l1_routing_miss,1,1,"<a_238><b_46><c_23> :: ids=[534] :: fam=other :: Century Drill and Tool 76221 Coarse Drill Cup Wire Brush, 2-3/4-Inch
<a_92><b_200><c_192> :: ids=[341] :: fam=other :: Neiko 11108A 4.5&rdquo; x 7/8-Inch Aluminum Oxide Flap Disc, 80 Grit | Flat Type #27 | 10-Pack
<a_238><b_232><c_129> :: ids=[335] :: fam=other :: Dewalt DW8061B5 4 x 0.045 Inch Metal and Stainless Steel Cutting Wheels , 4 Inch by 0.045-Inch
<a_31><b_155><c_192> :: ids=[168] :: fam=tape :: Scotch Super 33+ Vinyl Electrical Tape, 3/4 in x 66 ft
<a_238><b_57><c_66> :: ids=[333] :: fam=other :: DEWALT DW4930 4-Inch by 5/8-Inch-11 Full Cable Twist Wire Wheel/Carbon Steel .020-Inch",,3.0,"<a_115><b_251><c_9> :: ids=[534] :: fam=other :: Century Drill and Tool 76221 Coarse Drill Cup Wire Brush, 2-3/4-Inch
<a_182><b_248><c_36> :: ids=[245] :: fam=other :: Master Lock Strap, 12 ft. Long Lashing Strap, 3060DAT (Pack of 2)
<a_96><b_131><c_0> :: ids=[181, 182] :: fam=gauge_meter :: AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator / AcuRite 00613 Humidity Monitor with Indoor Thermometer
<a_115><b_251><c_2> :: ids=[907] :: fam=other :: Century Drill and Tool 76423 Fine Drill Radial Wire Brush, 2-1/2-Inch
<a_12><b_12><c_27> :: ids=[103] :: fam=other :: Osborn International 75116SP Steel File Card, 3-3/4"" Brush Area Length"
lost_vs_r680a,r680a,881,3d_filament,2697,"3D Solutech Real White 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",<a_178><b_14><c_75>,11.0,,leaf_or_ranking_miss_after_l2_hit,0,2,"<a_178><b_14><c_6> :: ids=[2909, 3494] :: fam=3d_filament :: 3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS / 3D Solutech Real Yellow 3D Pr
<a_178><b_150><c_117> :: ids=[2544] :: fam=3d_filament :: SainSmart Clear Flexible TPU 3D Printing Filament, 1.75 mm, 0.8 kg, Dimensional Accuracy +/- 0.05 mm
<a_82><b_114><c_250> :: ids=[2188] :: fam=3d_filament :: Dremel Digilab 3D20 3D Printer, Idea Builder for Brand New Hobbyists and Tinkerers
<a_82><b_114><c_110> :: ids=[2192] :: fam=3d_filament :: Dremel Digilab 3D40 Award Winning 3D Printer, Idea Builder with semi automated leveling, print PLA at 100 micron resolution
<a_178><b_143><c_111> :: ids=[3558] :: fam=3d_filament :: Professional Black 1.75mm PLA 3D Printer Filament, 1kg (2.2lb) Filament Weight, 0.05mm Tolerance, by ProMolt 3D",,4.0,"<a_118><b_78><c_16> :: ids=[1851] :: fam=3d_filament :: HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Yellow
<a_226><b_57><c_244> :: ids=[2188] :: fam=3d_filament :: Dremel Digilab 3D20 3D Printer, Idea Builder for Brand New Hobbyists and Tinkerers
<a_24><b_149><c_2> :: ids=[3112] :: fam=3d_filament :: 3D Solutech Real Black 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175RBLK
<a_24><b_202><c_179> :: ids=[2697] :: fam=3d_filament :: 3D Solutech Real White 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)
<a_24><b_157><c_89> :: ids=[1847] :: fam=3d_filament :: HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, White"
lost_vs_r680a,r680a,906,3d_filament,2979,Inland 1.75mm Gray PLA 3D Printer Filament - 1kg Spool (2.2 lbs),<a_220><b_114><c_224>,21.0,,leaf_or_ranking_miss_after_l2_hit,0,1,"<a_220><b_114><c_145> :: ids=[2932] :: fam=3d_filament :: Inland 1.75mm Blue PLA 3D Printer Filament - 1kg Spool (2.2 lbs)
<a_212><b_17><c_91> :: ids=[2926] :: fam=3d_filament :: HICTOP 5 Pieces 3D Printer Extruder Hotend 1.75mm Nozzle Throat for Reprap Prusa I3
<a_178><b_154><c_135> :: ids=[1851] :: fam=3d_filament :: HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Yellow
<a_178><b_165><c_148> :: ids=[2507] :: fam=3d_filament :: HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Silver
<a_178><b_230><c_5> :: ids=[3016] :: fam=3d_filament :: HATCHBOX 3D Printer Filament, Dimensional Accuracy +/- 0.03mm, 1.75 mm, 1 kg Spool, Wood",,3.0,"<a_14><b_202><c_139> :: ids=[2932] :: fam=3d_filament :: Inland 1.75mm Blue PLA 3D Printer Filament - 1kg Spool (2.2 lbs)
<a_14><b_202><c_2> :: ids=[2485] :: fam=3d_filament :: Inland 1.75mm Gold PLA 3D Printer Filament - 1kg Spool (2.2 lbs)
<a_14><b_202><c_86> :: ids=[2979] :: fam=3d_filament :: Inland 1.75mm Gray PLA 3D Printer Filament - 1kg Spool (2.2 lbs)
<a_14><b_202><c_60> :: ids=[2718] :: fam=3d_filament :: Inland 1.75mm Pink PLA 3D Printer Filament - 1kg Spool (2.2 lbs)
<a_14><b_202><c_68> :: ids=[2734] :: fam=3d_filament :: Inland 1.75mm White PLA 3D Printer Filament - 1kg Spool (2.2 lbs)"
lost_vs_r680a,r680a,968,3d_filament,2507,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Silver",<a_178><b_165><c_148>,24.0,,l2_routing_miss_after_l1_hit,0,1,"<a_178><b_14><c_6> :: ids=[2909, 3494] :: fam=3d_filament :: 3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS / 3D Solutech Real Yellow 3D Pr
<a_178><b_14><c_94> :: ids=[3112] :: fam=3d_filament :: 3D Solutech Real Black 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175RBLK
<a_178><b_14><c_107> :: ids=[2161] :: fam=3d_filament :: 3D Solutech Natural Clear 1.75mm 3D Printer PLA Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)
<a_178><b_14><c_75> :: ids=[2697] :: fam=3d_filament :: 3D Solutech Real White 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)
<a_178><b_14><c_135> :: ids=[2993] :: fam=3d_filament :: 3D Solutech Blue 3D Printer Ultra PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",,8.0,"<a_24><b_149><c_2> :: ids=[3112] :: fam=3d_filament :: 3D Solutech Real Black 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175RBLK
<a_24><b_149><c_24> :: ids=[2909] :: fam=3d_filament :: 3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS
<a_24><b_78><c_138> :: ids=[50] :: fam=3d_filament :: HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Blue
<a_24><b_157><c_89> :: ids=[1847] :: fam=3d_filament :: HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, White
<a_24><b_78><c_154> :: ids=[1573] :: fam=3d_filament :: HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Orange"
