item_id,title,baseline_l2_leaf_count,hierarchy_l2_leaf_count,baseline_l2_prefix,semantic_density,semantic_collab_disagreement,graph_competition,offline_combined,online_uncertainty,offline_plus_online,leaf_reduction,count,improved_at_1_rate,worsened_at_1_rate,improved_at_3_rate,worsened_at_3_rate,improved_at_5_rate,worsened_at_5_rate,improved_at_10_rate,worsened_at_10_rate,improved_at_20_rate,worsened_at_20_rate,improved_at_50_rate,worsened_at_50_rate,baseline_target_l2_fanout_mean,hierarchy_target_l2_fanout_mean
554,"Justrite 7150400 Type I Galvanized Steel Oils Safety Can, 5 Gallon Capacity, Green",1,1,<a_50><b_244>,0.8865571,0.9677419,0.9321615,0.7700549,0.26635215,0.6546304,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
555,"3M 3920-BK Duct Tape Black, 1.88 Inches by 20 Yards",2,2,<a_191><b_254>,0.94346523,0.984127,0.96283406,0.88909024,0.2498831,0.72003216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
556,"Waterjel 2120 Bacitracin Zinc Triple Antibiotic Ointment, 0.5gm Packet (Pack of 144)",2,1,<a_229><b_25>,0.82887405,0.877193,0.9513178,0.6257501,0.23047106,0.50236124,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
557,ECO-DENT DailyCare Original Mint Toothpowder,1,1,<a_65><b_194>,0.8766854,1.0,0.9605876,0.81163615,0.25828522,0.6744524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
558,"3M Littmann 2144L Master Classic II Stethoscope, Black, 27 inch",4,3,<a_166><b_245>,0.859294,0.93333334,0.9661174,0.73163193,0.23809254,0.58964086,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
559,Racers Edge 3000 1/2-Ounce Bottle W Needle Tip,1,2,<a_144><b_113>,0.8605213,1.0,0.8907745,0.72801,0.2478118,0.5996977,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
560,"Litmus pH Test Strips, Universal Application (pH 1-14), 2 Packs of 100 Strips",3,2,<a_244><b_124>,0.865739,0.984127,0.9929278,0.81087714,0.3990201,0.8578201,1.0,6.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.3333333333333333,0.0,0.16666666666666666,0.0,0.3333333333333333,0.0,3.0,2.0
561,GREAT STUFF Gaps & Cracks 20 oz Insulating Foam Sealant,1,1,<a_227><b_208>,0.86456096,1.0,0.9971994,0.82769847,0.27669218,0.7102373,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
562,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Black",25,26,<a_237><b_245>,0.9901695,0.984127,0.9789397,0.9663606,0.25452077,0.7825191,-1.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,26.0
563,Foreasy 3D Printer Tool 3D Print Removal Tool Enhanced Version Set of 2,2,4,<a_8><b_130>,0.88851905,0.984127,0.97765243,0.8280836,0.26688397,0.69770044,-2.0,6.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.5,0.16666666666666666,2.0,4.0
564,"VACTRA OIL NO.2, 1 QUART(32OZ)EXPEDITED DELIVERY NOT AVAILABLE",2,1,<a_128><b_253>,0.819379,1.0,0.99077606,0.7610554,0.24883334,0.6251639,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
565,5lb co2 Tank- New Aluminum Cylinder with CGA320 Valve,2,1,<a_194><b_117>,0.83353496,1.0,0.9367942,0.73235273,0.26539317,0.62584555,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
566,"4 - Red 12"" Tire Premium Skates Wheel Car Dolly Ball Bearings Skate Makes Moving A Car Easy Furniture Movers",1,5,<a_36><b_123>,0.92444646,0.984127,0.9918657,0.88913924,0.100182086,0.5244285,-4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0
567,"ProTapes Pro Duct 100 PE-Coated Cloth Economy Duct Tape, 60 yds Length x 2"" Width, Black (Pack of 1)",4,4,<a_191><b_93>,0.949663,1.0,0.96231794,0.9116227,0.26610193,0.7576822,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,4.0,4.0
568,"Strenco 1"" Self Adhesive Black Hook and Loop 5 yards Sticky Back Tape Fastener 15 feet - Light Weight",2,3,<a_36><b_240>,0.9259577,1.0,0.99347764,0.9072335,0.06796154,0.49553367,-1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0
569,"Ribbed Plastic Drywall Anchor Kit with Screws and Masonry Drill Bit, #10-12 x 1",2,1,<a_230><b_100>,0.8995762,1.0,0.9100822,0.79779595,0.36361623,0.80199945,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
570,Bissell 9595A CleanView Bagless Vacuum with OnePass,2,1,<a_223><b_3>,0.9136448,1.0,0.983976,0.8822084,0.29982802,0.7802782,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.2,0.0,0.2,0.13333333333333333,2.0,1.0
571,"The Hillman Group 591516 Small Anchors with Screws Assortment, 95-Pack",2,2,<a_230><b_94>,0.915931,1.0,0.9827135,0.8841748,0.34266305,0.8376939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
572,Dap 18128 Alex Plus Acrylic Latex Caulk Plus Silicone 5.5-Ounce,3,3,<a_227><b_184>,0.92791736,0.9677419,0.97494525,0.86373883,0.3033024,0.7713314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
573,Shepherd Hardware 9435 Wedge-It White Plastic Shims,1,1,<a_66><b_255>,0.87437594,1.0,0.9941379,0.8382289,0.31532228,0.7684114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
574,"BOSTITCH FN1540-1M 2-1/2-Inch 15-Gauge FN Style Angled Finish Nails, 1000-Qty.",8,6,<a_254><b_133>,0.92330515,1.0,0.9595299,0.87359446,0.313401,0.79172605,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
575,"Wesco 272018 Deheader with Plastic Hand Grip, For Steel Drums",1,1,<a_254><b_253>,0.841276,1.0,0.933785,0.74013156,0.24780726,0.6085435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
576,"NoTrax T30 General Purpose Rubber Competitor Safety/Anti-Fatigue Mat, for Wet Areas, 3' Width x 3' Length x 1/2"" Thickness, Black",1,1,<a_122><b_130>,0.8581842,1.0,0.9185948,0.7494917,0.31669593,0.705407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
577,"Neiko 50458A Snap Ring Shop Assortment, 300 Count | 18 Sizes (1/8"" - 1-1/4"") | Hardened Steel",2,1,<a_10><b_161>,0.89567906,0.984127,0.98826647,0.8471419,0.32828686,0.79186314,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
578,"IIT 16736 Safety PTO Pin Assortment, 5-Piece",2,2,<a_10><b_250>,0.83463275,1.0,0.9903489,0.781256,0.3065968,0.71540445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
579,Storehouse 67520 158 Pc Wire Connector Assortment,1,1,<a_248><b_94>,0.9113719,1.0,0.9389156,0.8392413,0.3236656,0.78005445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
580,Pro-Lift B-012D Grey Hydraulic Bottle Jack - 12 Ton Capacity,2,2,<a_98><b_49>,0.8800131,1.0,0.97423506,0.8282103,0.27941403,0.71416813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
581,"Smith-Cooper International 8135 Series Brass Ball Valve, Inline, Lever Handle, 1-1/4"" NPT Female, Non-Potable Water Use Only",2,4,<a_253><b_8>,0.919624,1.0,0.99355507,0.8987572,0.28753445,0.7762968,-2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0
582,"Forney 72757 Wire Cup Brush, Knotted with 5/8-Inch-11 Threaded Arbor, 2-3/4-Inch-by-.020-Inch",1,1,<a_254><b_195>,0.9080132,0.9677419,0.9904559,0.85062075,0.24980807,0.6918421,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
583,Marathon Universal Fit Pneumatic (Air Filled) Hand Truck / All Purpose Utility Tire on Wheel with Adapter Kit Included,2,1,<a_122><b_138>,0.85801977,1.0,0.9690704,0.79396564,0.3019385,0.71859777,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
584,"Colgate Sensitive Enamel Protect Toothpaste, 6.0-Ounce Packages (Pack of 4)",1,3,<a_65><b_28>,0.90035254,0.93333334,0.9849758,0.8037233,0.27677768,0.6928413,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,"Dropper-Plastic Pippets, Set of 12",2,1,<a_123><b_136>,0.9010079,0.984127,0.988351,0.8544059,0.24703604,0.69098353,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
586,Neato XV-21 Pet & Allergy Automatic Vacuum Cleaner,2,3,<a_253><b_166>,0.87997794,1.0,0.8201579,0.69172853,0.28314754,0.6193826,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
587,"Devcon 31345 2 Ton Clear Epoxy, 25 ml",1,3,<a_174><b_193>,0.89611113,1.0,0.8639985,0.7523144,0.29942095,0.6848922,-2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
588,"Scotch Electrical Tape, 3/4-Inch by 66-Foot",3,1,<a_191><b_16>,0.930552,1.0,0.97482365,0.8969137,0.2815088,0.7670758,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
589,"Shop-Vac 5872410 5.5-Peak Horsepower Portable Contractor Right Stuff Wet/Dry Vacuum, 5-Gallon",3,1,<a_223><b_73>,0.9300925,1.0,0.95390564,0.8777711,0.2775303,0.7478977,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
590,Mentadent Advance Whitening Refreshing Mint Bonus Pack Free Base & 2 Refills 5.25 OZ,2,2,<a_65><b_183>,0.91043437,1.0,0.9977643,0.89008665,0.2631713,0.73812574,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
591,Nubee Temperature Gun Non-contact Infrared Thermometer MAX Display & EMS Adjustable,5,4,<a_172><b_197>,0.9059684,1.0,0.99259436,0.8794837,0.20829225,0.6586634,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0
592,Philips Sonicare HX6732/74 Healthywhite Electric Rechargeable Toothbrush 2-pack,1,7,<a_18><b_245>,0.9182259,1.0,0.9398022,0.84927326,0.29665914,0.7520863,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
593,"Gardner Bender 10-106 50PK Ring Terminal, Yellow",1,4,<a_248><b_140>,0.9053841,1.0,0.94943887,0.8404816,0.30762303,0.7599945,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
594,Install Bay Vinyl Terminal Ring Connector 10/12 Gauge 3/8 Inch 100 Pack Yellow - YVRT38,7,2,<a_248><b_93>,0.8969004,0.9677419,0.9287644,0.78100103,0.32237038,0.7358322,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
595,"Gardner Bender GSW-17  Electrical Toggle Switch, SPST, ON-OFF, 6 A/120V AC,  Screw Terminal",9,2,<a_104><b_173>,0.90390503,1.0,0.9185471,0.81113166,0.30781707,0.7388156,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0
596,Install Bay Copper Ring Terminal 4 Gauge #516 25 Pack - CUR4516,6,6,<a_248><b_23>,0.91652894,1.0,0.8500087,0.76747245,0.34005746,0.7490678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
597,Ginsco 110pcs Female Yellow 12-10 Gauge Nylon Fully-Insulated Quick Disconnects Wiring Spade Wire Connector Crimp Terminal,5,3,<a_248><b_231>,0.9379048,0.8148148,0.84299845,0.61944216,0.31173298,0.6039535,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0
598,"Eaton Weatherhead 3700X4 Brass CA360 Fitting, Tee, 1/4""NPT Female",4,3,<a_248><b_233>,0.9226334,0.93333334,0.9523402,0.8048838,0.32629558,0.7584021,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
599,"Steelex D2581 Swivel Heavy Duty Industrial Wheel, 8-Inch",5,2,<a_122><b_113>,0.90215635,1.0,0.8997772,0.79215187,0.3081332,0.725369,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0
600,Vktech 5pcs 2M Waterproof Digital Temperature Temp Sensor Probe DS18b20,2,2,<a_235><b_115>,0.9021977,0.984127,0.99685174,0.86353844,0.07822395,0.4770373,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
601,"M-D Building Products 2733 Tape, White",2,2,<a_191><b_41>,0.90406764,1.0,0.9990314,0.8826194,0.31214648,0.79667693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
602,"Dynarex Nitrile Exam Gloves, Black, X-Large, 100 Count",6,5,<a_65><b_31>,0.90509856,1.0,0.96248406,0.8516477,0.2561144,0.7008335,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
603,"The Hillman Group 591519 Small Small Wood Screw Assortment, 195-Pack",2,2,<a_230><b_233>,0.92195463,0.9677419,0.99379253,0.8723838,0.34150934,0.8275758,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
604,"Move-It 9299 6-Inch Steel Tri-Dolly, 200-lb Load Capacity",3,1,<a_122><b_85>,0.8763351,1.0,0.9472762,0.7993763,0.2844944,0.69975173,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
605,Loctite Clear Silicone Waterproof Sealant 2.7-Ounce Tube (908570),2,1,<a_174><b_127>,0.9242078,0.984127,0.93969774,0.84262294,0.29959264,0.75106364,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
606,"Warp Brothers 6CH20-C 6 Mil Clear Plastic Sheeting, 20-Foot by 25-Foot",1,1,<a_161><b_73>,0.8681048,1.0,0.9053767,0.7511711,0.27300653,0.64953715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
607,Docooler&reg; Digital Temperature Controller Thermocouple with Sensor (-58~194&deg;F) 10A 110V,9,6,<a_247><b_7>,0.9159646,1.0,0.99689704,0.8967796,0.2715977,0.7540254,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
608,3M Tape Primer 94 1/2 Pint 8oz For Vinyl Di-Noc,1,1,<a_31><b_22>,0.8803425,1.0,0.9338947,0.79293346,0.21323001,0.60191375,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
609,"Dap 7079812343 Drydex 5.5 Oz 6Pk Raw Building Material, 5.5-Ounce, Pink/White",2,1,<a_45><b_193>,0.8931899,1.0,0.8510107,0.73687273,0.3030238,0.67832446,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,2.0,1.0
610,"Accessbuy 347pc Home Nut, Bolt, Screw & Washer Assortment - All Phillips Head!",1,1,<a_230><b_70>,0.9265049,1.0,0.97845745,0.89467144,0.36126995,0.86967576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
611,"Maxcraft 7688 Metal and Wood Screw Assortment, 300-Piece",6,1,<a_230><b_18>,0.9227972,1.0,0.9749408,0.8865554,0.3742307,0.88068706,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
612,"Arrow Fastener 214 Genuine JT21 1/4-Inch Staples, 1,000-Staples",3,1,<a_66><b_21>,0.8820336,1.0,0.963621,0.82153744,0.31548753,0.7564386,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
613,"Remington Industries 22SNSP 22 AWG Magnet Wire, Enameled Copper Wire, 1.0 lb, 0.0263"" Diameter, 507' Length, Red",13,6,<a_184><b_20>,0.9190481,0.984127,0.99711835,0.88650745,0.2895654,0.7700057,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
614,"Duck Brand 394471 Advanced Strength Duct Tape, 1.88 Inches by 60 Yards, Single Roll, Gray",6,5,<a_191><b_195>,0.94768834,0.984127,0.97837573,0.9085497,0.28672662,0.7823919,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0
615,Stainless Steel Phillips Pan Sheet Metal Screw Assortment Kit,4,3,<a_230><b_147>,0.9162942,0.984127,0.99012506,0.8765996,0.3679889,0.8652597,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0
616,"Hard-to-Find Fastener 014973291433 Phillips Flat TwinFast Wood Screws, 6 x 1/2-Inch, 100-Piece",2,1,<a_230><b_123>,0.92442095,0.9677419,0.99284035,0.87486786,0.3680476,0.8640717,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
617,Dap 18425 Alex Fast Dry Acrylic Latex Caulk Plus Silicone 10.1-Ounce,3,3,<a_227><b_184>,0.9327502,0.9677419,0.9907412,0.8842461,0.30907404,0.7938496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
618,"Dap 18354 Seal 'N Peel Removable Caulk, 10.1-Ounce",2,2,<a_227><b_205>,0.9118186,0.9677419,0.9944509,0.8592922,0.314446,0.7826476,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
619,Vktech 150pcs 2:1 Heat Shrink Tubing Tube Sleeving Wire Cable 8 Sizes 2-13mm Black,7,4,<a_184><b_121>,0.9439852,1.0,0.95992404,0.9018431,0.15566373,0.60621256,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0
620,"Nubee Non-Contact Digital Laser Infrared Thermometer Temperature Gun -58 &deg;F - 1022&deg;F(-50&deg;C - 550&deg;C) MAX Display, EMS Adjustable Function, Orange",5,4,<a_172><b_197>,0.9178417,1.0,0.9915661,0.8945915,0.22658224,0.6935983,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0
621,"IPG AC10 7 Mil Fix-It DUCTape 1.88"" x 50 yd, Silver",1,1,<a_191><b_35>,0.9255084,1.0,0.97959876,0.89433765,0.26276973,0.74070525,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
622,"Gorilla Tape, Black Duct Tape, 1.88"" x 12 yd, Black, (Pack of 1)",4,7,<a_191><b_107>,0.9345556,0.984127,0.9893251,0.9005278,0.18923336,0.64912313,-3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0
623,"Chemical Guys MIC_MBLUE_12 Workhorse Professional Grade Microfiber Towel, Blue (16 in. x 16 in.) (Pack of 12)",1,1,<a_253><b_184>,0.9079033,1.0,0.9652607,0.8578903,0.21956496,0.65762687,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
624,"Red Devil 0637 12 Pack 10.1 oz. Blacktop Acrylic Repair Sealant, Black",1,1,<a_227><b_190>,0.883837,1.0,0.9014036,0.7688773,0.29023322,0.68498003,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
625,"AMMEX - ABNPF48100-BX - Medical Nitrile Gloves - Disposable, Powder Free, Exam Grade, 4 mil, XLarge, Black (Box of 100)",6,4,<a_65><b_31>,0.9122337,1.0,0.9974237,0.89221257,0.25035676,0.72293127,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0
626,"XFasten Double Sided Tape Carpet Tape, Removable, 2 Inches x 20 Yards",1,3,<a_36><b_0>,0.9214549,1.0,0.93980217,0.8536294,0.17061524,0.5905446,-2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
627,"Shop Vac, 37987, Black Plastic",1,1,<a_122><b_146>,0.86229604,1.0,0.9913789,0.8194888,0.2664014,0.6907935,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
628,WD-40 Multi-Use Product - Multi-Purpose Lubricant with EZ-REACH Flexible Straw. 14.4 oz. (6 Pack),4,4,<a_128><b_3>,0.91000736,0.984127,0.9963848,0.87366104,0.27622524,0.7431909,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0
629,Ginsco 200pcs 3 Size Heat Shrink Butt Connectors Kit Electrical Insulated Wire Terminal 10-22 AWG Set,4,1,<a_248><b_202>,0.9332532,0.984127,0.9406452,0.85566515,0.3115903,0.77626693,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0
630,Bellows Hand Duster BHD001 by Anteater,1,1,<a_98><b_204>,0.8435297,1.0,0.97777134,0.78212166,0.26671588,0.6639175,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
631,"Dap 18001 Kwik Seal Caulk with 5.5-Ounce Tube, White",1,2,<a_227><b_245>,0.9248267,0.9677419,0.98992246,0.8728315,0.32990313,0.81273496,-1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
632,TEKTRUM EXTERNALLY POWERED SOLDERLESS 1660 TIE-POINTS EXPERIMENT PLUG-IN BREADBOARD WITH ALUMINUM BACK PLATE AND JUMPER WIRES FOR PROTO-TYPING CIRCUIT/ARDUINO,1,1,<a_235><b_23>,0.8970667,1.0,0.9968227,0.8712185,0.28366303,0.75112736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
633,100 x 2N2222 NPN TO-92 Plastic-Encapsulate Power Transistors 75V 600mA,3,1,<a_104><b_143>,0.84813046,0.93333334,0.9970572,0.7439682,0.3073164,0.68911576,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
634,"See All ICU7 Personal Safety and Security Clip-On Convex Security Mirror, 7"" Diameter (Pack of 1)",1,1,<a_24><b_78>,0.85679436,1.0,0.9872196,0.8083834,0.2702835,0.68775725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
635,Texas Instruments NE555N NE555 NE555P General Purpose Single Bipolar Timer DIP8 50 Pack,4,3,<a_247><b_130>,0.8423015,0.9677419,0.9968445,0.76762575,0.30918515,0.7088337,1.0,2.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0
636,SUNKEE 20pcs Photo Light Sensitive Resistor Photoresistor Optoresistor 5mm GM5539 5539,3,1,<a_235><b_157>,0.8476832,0.9508197,0.97455895,0.73955756,0.07859426,0.38698527,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
637,Mini Zip Lock Bags 1 X 1 Inch (2000 Bags),1,2,<a_161><b_48>,0.9160787,0.9677419,0.9099211,0.79018885,0.2829444,0.69101703,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
638,"Amamax Clear Zip Lock Bags, 4 X 6"", 500 Count",2,1,<a_161><b_137>,0.9175887,0.9677419,0.90473753,0.78763604,0.27104297,0.67359924,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
639,"Duck Brand 241410 Pittsburgh Steelers NFL Team Logo Duct Tape, 1.88-Inch by 10 Yards, Single Roll",6,5,<a_191><b_195>,0.9041359,1.0,0.9983092,0.8820719,0.31621054,0.8015883,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0
