item_id,family_keyword,brand,title,original_sid,qcr_sid,original_l1,qcr_l1,original_l2_prefix,qcr_l2_prefix,original_l1_bucket_size,qcr_l1_bucket_size,delta_l1_bucket_size,original_l2_bucket_size,qcr_l2_bucket_size,delta_l2_bucket_size,original_full_bucket_size,qcr_full_bucket_size,delta_full_bucket_size,original_l1_same_family_frac,qcr_l1_same_family_frac,delta_l1_same_family_frac,original_l2_same_family_frac,qcr_l2_same_family_frac,delta_l2_same_family_frac,original_l1_same_brand_frac,qcr_l1_same_brand_frac,delta_l1_same_brand_frac,original_l2_same_brand_frac,qcr_l2_same_brand_frac,delta_l2_same_brand_frac,original_l1_avg_cos_to_bucket,qcr_l1_avg_cos_to_bucket,delta_l1_avg_cos_to_bucket,original_l2_avg_cos_to_bucket,qcr_l2_avg_cos_to_bucket,delta_l2_avg_cos_to_bucket
587,adhesive_glue,Devcon,"Devcon 31345 2 Ton Clear Epoxy, 25 ml",<a_165><b_71><c_2>,<a_210><b_66><c_2>,<a_165>,<a_210>,<a_165><b_71>,<a_210><b_66>,72,29,-43,3,2,-1,1,1,0,0.7638888888888888,0.5517241379310345,-0.21216475095785436,1.0,0.5,-0.5,0.027777777777777776,0.06896551724137931,0.04118773946360153,0.6666666666666666,0.5,-0.16666666666666663,0.8674390551070092,0.8835086822509766,0.016069627143967313,0.9691627025604248,0.9046990871429443,-0.06446361541748047
588,tape,3M,"Scotch Electrical Tape, 3/4-Inch by 66-Foot",<a_202><b_86><c_58>,<a_172><b_153><c_245>,<a_202>,<a_172>,<a_202><b_86>,<a_172><b_153>,117,52,-65,1,1,0,1,1,0,0.9743589743589743,0.9807692307692307,0.0064102564102563875,1.0,1.0,0.0,0.2222222222222222,0.11538461538461539,-0.10683760683760682,1.0,1.0,0.0,0.9030505213244208,0.9083362654143688,0.005285744089948086,,,
589,other,Shop-Vac,"Shop-Vac 5872410 5.5-Peak Horsepower Portable Contractor Right Stuff Wet/Dry Vacuum, 5-Gallon",<a_24><b_174><c_121>,<a_237><b_148><c_88>,<a_24>,<a_237>,<a_24><b_174>,<a_237><b_148>,119,53,-66,2,2,0,1,1,0,0.6890756302521008,0.660377358490566,-0.028698271761534833,0.5,0.5,0.0,0.10084033613445378,0.2641509433962264,0.16331060726177263,0.5,1.0,0.5,0.8282719628285553,0.9115722362811749,0.08330027345261959,0.950117826461792,0.9626379013061523,0.012520074844360352
590,other,Church & Dwight,Mentadent Advance Whitening Refreshing Mint Bonus Pack Free Base & 2 Refills 5.25 OZ,<a_66><b_31><c_78>,<a_8><b_16><c_119>,<a_66>,<a_8>,<a_66><b_31>,<a_8><b_16>,40,32,-8,2,1,-1,1,1,0,0.9,0.84375,-0.05625000000000002,1.0,1.0,0.0,0.025,0.03125,0.006249999999999999,0.5,1.0,0.5,0.8606530213967348,0.8838547737367691,0.0232017523400343,0.9432604312896729,,
591,3d_filament,Nubee,Nubee Temperature Gun Non-contact Infrared Thermometer MAX Display & EMS Adjustable,<a_107><b_42><c_214>,<a_239><b_222><c_108>,<a_107>,<a_239>,<a_107><b_42>,<a_239><b_222>,66,40,-26,5,6,1,1,1,0,0.12121212121212122,0.1,-0.02121212121212121,0.2,0.3333333333333333,0.1333333333333333,0.07575757575757576,0.125,0.04924242424242424,0.8,0.8333333333333334,0.033333333333333326,0.8557674701397235,0.840547610551883,-0.015219859587840556,0.9735598564147949,0.9748711585998535,0.0013113021850585938
592,other,Philips Sonicare,Philips Sonicare HX6732/74 Healthywhite Electric Rechargeable Toothbrush 2-pack,<a_24><b_20><c_4>,<a_186><b_148><c_30>,<a_24>,<a_186>,<a_24><b_20>,<a_186><b_148>,119,35,-84,8,8,0,1,1,0,0.6890756302521008,0.7714285714285715,0.08235294117647063,0.625,0.625,0.0,0.09243697478991597,0.3142857142857143,0.2218487394957983,1.0,1.0,0.0,0.7875305434404793,0.8804112602682674,0.09288071682778809,0.970268794468471,0.970268794468471,0.0
593,connector_terminal,Gardner Bender,"Gardner Bender 10-106 50PK Ring Terminal, Yellow",<a_67><b_49><c_9>,<a_118><b_121><c_154>,<a_67>,<a_118>,<a_67><b_49>,<a_118><b_121>,119,21,-98,3,1,-2,1,1,0,0.31932773109243695,0.14285714285714285,-0.1764705882352941,0.6666666666666666,1.0,0.33333333333333337,0.07563025210084033,0.14285714285714285,0.06722689075630252,1.0,1.0,0.0,0.8746669575319452,0.8703880310058594,-0.004278926526085858,0.9898794889450073,,
594,connector_terminal,Install Bay,Install Bay Vinyl Terminal Ring Connector 10/12 Gauge 3/8 Inch 100 Pack Yellow - YVRT38,<a_67><b_1><c_199>,<a_34><b_85><c_14>,<a_67>,<a_34>,<a_67><b_1>,<a_34><b_85>,119,77,-42,4,1,-3,1,1,0,0.31932773109243695,0.37662337662337664,0.05729564553093969,1.0,1.0,0.0,0.15126050420168066,0.24675324675324675,0.09549274255156609,1.0,1.0,0.0,0.8589028827214645,0.8668588337145353,0.007955950993070782,0.9135937690734863,,
595,connector_terminal,Gardner Bender,"Gardner Bender GSW-17  Electrical Toggle Switch, SPST, ON-OFF, 6 A/120V AC,  Screw Terminal",<a_236><b_106><c_196>,<a_220><b_6><c_24>,<a_236>,<a_220>,<a_236><b_106>,<a_220><b_6>,84,47,-37,4,1,-3,1,1,0,0.11904761904761904,0.1276595744680851,0.008611955420466055,1.0,1.0,0.0,0.07142857142857142,0.1276595744680851,0.05623100303951367,1.0,1.0,0.0,0.8491597003247364,0.8805997268013332,0.03144002647659683,0.9793628056844076,,
596,connector_terminal,Install Bay,Install Bay Copper Ring Terminal 4 Gauge #516 25 Pack - CUR4516,<a_67><b_244><c_116>,<a_34><b_156><c_11>,<a_67>,<a_34>,<a_67><b_244>,<a_34><b_156>,119,77,-42,3,3,0,1,1,0,0.31932773109243695,0.37662337662337664,0.05729564553093969,1.0,1.0,0.0,0.15126050420168066,0.24675324675324675,0.09549274255156609,1.0,1.0,0.0,0.8757084345413466,0.8808925026341489,0.005184068092802252,0.9855711460113525,0.9829139709472656,-0.002657175064086914
597,wire_cable,Ginsco,Ginsco 110pcs Female Yellow 12-10 Gauge Nylon Fully-Insulated Quick Disconnects Wiring Spade Wire Connector Crimp Terminal,<a_67><b_23><c_27>,<a_34><b_224><c_105>,<a_67>,<a_34>,<a_67><b_23>,<a_34><b_224>,119,77,-42,8,2,-6,1,1,0,0.5126050420168067,0.5324675324675324,0.019862490450725745,1.0,1.0,0.0,0.09243697478991597,0.1038961038961039,0.011459129106187932,0.625,1.0,0.375,0.897236840199616,0.9026818526418585,0.005445012442242492,0.9767509869166783,0.9739705324172974,-0.0027804544993809133
598,pipe_fitting,Weatherhead,"Eaton Weatherhead 3700X4 Brass CA360 Fitting, Tee, 1/4""NPT Female",<a_108><b_160><c_0>,<a_140><b_12><c_19>,<a_108>,<a_140>,<a_108><b_160>,<a_140><b_12>,143,63,-80,4,2,-2,1,1,0,0.7272727272727273,0.873015873015873,0.14574314574314573,1.0,1.0,0.0,0.013986013986013986,0.031746031746031744,0.01776001776001776,0.5,1.0,0.5,0.8861366594341439,0.9055867964221586,0.019450136988014677,0.9644719759623209,0.9885494709014893,0.02407749493916833
599,pipe_fitting,Steelex,"Steelex D2581 Swivel Heavy Duty Industrial Wheel, 8-Inch",<a_87><b_44><c_68>,<a_125><b_242><c_90>,<a_87>,<a_125>,<a_87><b_44>,<a_125><b_242>,71,32,-39,4,1,-3,1,1,0,0.09859154929577464,0.15625,0.05765845070422536,0.5,1.0,0.5,0.056338028169014086,0.125,0.06866197183098591,1.0,1.0,0.0,0.8552471705845424,0.8802371486540763,0.024989978069533958,0.964428186416626,,
600,other,Vktech,Vktech 5pcs 2M Waterproof Digital Temperature Temp Sensor Probe DS18b20,<a_211><b_97><c_129>,<a_112><b_108><c_179>,<a_211>,<a_112>,<a_211><b_97>,<a_112><b_108>,45,39,-6,2,2,0,1,1,0,0.4888888888888889,0.5897435897435898,0.10085470085470088,1.0,1.0,0.0,0.044444444444444446,0.07692307692307693,0.03247863247863248,1.0,1.0,0.0,0.8371293328025124,0.8720198179546156,0.034890485152103135,0.9839823246002197,0.9839823246002197,0.0
601,tape,M-D Building Products,"M-D Building Products 2733 Tape, White",<a_244><b_0><c_22>,<a_235><b_24><c_49>,<a_244>,<a_235>,<a_244><b_0>,<a_235><b_24>,72,31,-41,3,1,-2,1,1,0,0.1111111111111111,0.5161290322580645,0.4050179211469534,1.0,1.0,0.0,0.05555555555555555,0.0967741935483871,0.04121863799283154,1.0,1.0,0.0,0.8607431331150969,0.8735308329264323,0.012787699811335429,0.9556760787963867,,
602,other,Dynarex,"Dynarex Nitrile Exam Gloves, Black, X-Large, 100 Count",<a_44><b_9><c_219>,<a_1><b_28><c_250>,<a_44>,<a_1>,<a_44><b_9>,<a_1><b_28>,65,31,-34,5,5,0,1,1,0,0.8769230769230769,0.9354838709677419,0.058560794044664966,1.0,1.0,0.0,0.13846153846153847,0.25806451612903225,0.11960297766749378,0.4,0.4,0.0,0.824256181716919,0.8928593953450521,0.06860321362813315,0.9755058288574219,0.9713099002838135,-0.0041959285736083984
603,fastener_screw,Hillman,"The Hillman Group 591519 Small Small Wood Screw Assortment, 195-Pack",<a_224><b_114><c_148>,<a_170><b_99><c_73>,<a_224>,<a_170>,<a_224><b_114>,<a_170><b_99>,191,59,-132,1,1,0,1,1,0,0.5706806282722513,0.4915254237288136,-0.07915520454343772,1.0,1.0,0.0,0.1256544502617801,0.01694915254237288,-0.10870529771940722,1.0,1.0,0.0,0.873785400390625,0.8837503893622036,0.009964988971578603,,,
604,pipe_fitting,Shepherd Hardware,"Move-It 9299 6-Inch Steel Tri-Dolly, 200-lb Load Capacity",<a_87><b_132><c_204>,<a_245><b_58><c_18>,<a_87>,<a_245>,<a_87><b_132>,<a_245><b_58>,71,49,-22,2,1,-1,1,1,0,0.09859154929577464,0.061224489795918366,-0.037367059499856276,0.5,1.0,0.5,0.07042253521126761,0.02040816326530612,-0.05001437194596149,0.5,1.0,0.5,0.8456287928989955,0.8387215932210287,-0.006907199677966824,0.8848140239715576,,
605,adhesive_glue,Loctite,Loctite Clear Silicone Waterproof Sealant 2.7-Ounce Tube (908570),<a_165><b_190><c_62>,<a_241><b_32><c_196>,<a_165>,<a_241>,<a_165><b_190>,<a_241><b_32>,72,42,-30,1,1,0,1,1,0,0.7638888888888888,0.9047619047619048,0.14087301587301593,1.0,1.0,0.0,0.2361111111111111,0.3333333333333333,0.09722222222222221,1.0,1.0,0.0,0.8858662457533286,0.8934811847965892,0.0076149390432606046,,,
606,3d_filament,Warp Brothers,"Warp Brothers 6CH20-C 6 Mil Clear Plastic Sheeting, 20-Foot by 25-Foot",<a_68><b_29><c_75>,<a_89><b_55><c_124>,<a_68>,<a_89>,<a_68><b_29>,<a_89><b_55>,67,24,-43,1,1,0,1,1,0,0.08955223880597014,0.20833333333333334,0.1187810945273632,1.0,1.0,0.0,0.014925373134328358,0.041666666666666664,0.026741293532338305,1.0,1.0,0.0,0.8217164241906368,0.8364939482315726,0.014777524040935797,,,
607,other,Docooler,Docooler&reg; Digital Temperature Controller Thermocouple with Sensor (-58~194&deg;F) 10A 110V,<a_107><b_35><c_79>,<a_112><b_103><c_120>,<a_107>,<a_112>,<a_107><b_35>,<a_112><b_103>,66,39,-27,7,1,-6,1,1,0,0.6666666666666666,0.5897435897435898,-0.07692307692307687,0.14285714285714285,1.0,0.8571428571428572,0.015151515151515152,0.02564102564102564,0.010489510489510488,0.14285714285714285,1.0,0.8571428571428572,0.8555888249323919,0.8803041357743112,0.024715310841919358,0.9573551019032797,,
608,tape,3M,3M Tape Primer 94 1/2 Pint 8oz For Vinyl Di-Noc,<a_233><b_205><c_196>,<a_235><b_68><c_70>,<a_233>,<a_235>,<a_233><b_205>,<a_235><b_68>,20,31,11,1,1,0,1,1,0,0.5,0.5161290322580645,0.016129032258064502,1.0,1.0,0.0,0.1,0.45161290322580644,0.3516129032258064,1.0,1.0,0.0,0.8364874187268709,0.8544794718424479,0.017992053115576945,,,
609,other,DAP,"Dap 7079812343 Drydex 5.5 Oz 6Pk Raw Building Material, 5.5-Ounce, Pink/White",<a_244><b_136><c_142>,<a_238><b_54><c_35>,<a_244>,<a_238>,<a_244><b_136>,<a_238><b_54>,72,19,-53,1,1,0,1,1,0,0.25,0.3157894736842105,0.06578947368421051,1.0,1.0,0.0,0.2361111111111111,0.2631578947368421,0.027046783625730986,1.0,1.0,0.0,0.8609079710194762,0.8638267517089844,0.002918780689508127,,,
610,fastener_screw,GS Tool,"Accessbuy 347pc Home Nut, Bolt, Screw & Washer Assortment - All Phillips Head!",<a_224><b_113><c_43>,<a_195><b_97><c_56>,<a_224>,<a_195>,<a_224><b_113>,<a_195><b_97>,191,45,-146,2,2,0,1,1,0,0.5706806282722513,0.8222222222222222,0.2515415939499709,0.5,1.0,0.5,0.005235602094240838,0.022222222222222223,0.016986620127981383,0.5,0.5,0.0,0.8802305522717928,0.9039813821965997,0.023750829924806927,0.9290547370910645,0.942922830581665,0.013868093490600586
611,fastener_screw,MAXCRAFT,"Maxcraft 7688 Metal and Wood Screw Assortment, 300-Piece",<a_224><b_139><c_139>,<a_170><b_40><c_28>,<a_224>,<a_170>,<a_224><b_139>,<a_170><b_40>,191,59,-132,4,1,-3,1,1,0,0.5706806282722513,0.4915254237288136,-0.07915520454343772,0.75,1.0,0.25,0.010471204188481676,0.01694915254237288,0.006477948353891205,0.25,1.0,0.75,0.8728862561677632,0.8897894497575431,0.016903193589779986,0.9009313583374023,,
612,fastener_screw,ARROW FASTENER,"Arrow Fastener 214 Genuine JT21 1/4-Inch Staples, 1,000-Staples",<a_42><b_125><c_117>,<a_2><b_156><c_121>,<a_42>,<a_2>,<a_42><b_125>,<a_2><b_156>,100,59,-41,1,1,0,1,1,0,0.06,0.288135593220339,0.228135593220339,1.0,1.0,0.0,0.06,0.11864406779661017,0.058644067796610175,1.0,1.0,0.0,0.8268308543195628,0.8426428827746161,0.01581202845505325,,,
613,wire_cable,Remington Industries,"Remington Industries 22SNSP 22 AWG Magnet Wire, Enameled Copper Wire, 1.0 lb, 0.0263"" Diameter, 507' Length, Red",<a_251><b_228><c_214>,<a_118><b_117><c_34>,<a_251>,<a_118>,<a_251><b_228>,<a_118><b_117>,92,21,-71,8,4,-4,1,1,0,0.10869565217391304,0.47619047619047616,0.36749482401656314,1.0,1.0,0.0,0.05434782608695652,0.23809523809523808,0.18374741200828157,0.625,1.0,0.375,0.8132305774059925,0.8928760528564453,0.07964547545045286,0.9738710267203194,0.9929706255594889,0.01909959883916945
614,tape,Duck,"Duck Brand 394471 Advanced Strength Duct Tape, 1.88 Inches by 60 Yards, Single Roll, Gray",<a_202><b_161><c_93>,<a_247><b_53><c_82>,<a_202>,<a_247>,<a_202><b_161>,<a_247><b_53>,117,64,-53,3,3,0,1,1,0,0.9743589743589743,0.96875,-0.005608974358974339,1.0,1.0,0.0,0.07692307692307693,0.125,0.04807692307692307,1.0,1.0,0.0,0.9091985636744006,0.9243842230902778,0.01518565941587724,0.9596893787384033,0.9762449264526367,0.0165555477142334
615,fastener_screw,Stainless Town,Stainless Steel Phillips Pan Sheet Metal Screw Assortment Kit,<a_224><b_222><c_138>,<a_170><b_217><c_63>,<a_224>,<a_170>,<a_224><b_222>,<a_170><b_217>,191,59,-132,4,1,-3,1,1,0,0.5706806282722513,0.4915254237288136,-0.07915520454343772,1.0,1.0,0.0,0.03664921465968586,0.05084745762711865,0.014198242967432786,0.75,1.0,0.25,0.8598912289268092,0.8693056435420595,0.009414414615250277,0.9550464948018392,,
616,fastener_screw,Hard-to-Find Fastener,"Hard-to-Find Fastener 014973291433 Phillips Flat TwinFast Wood Screws, 6 x 1/2-Inch, 100-Piece",<a_224><b_44><c_92>,<a_170><b_46><c_192>,<a_224>,<a_170>,<a_224><b_44>,<a_170><b_46>,191,59,-132,2,2,0,1,1,0,0.5706806282722513,0.4915254237288136,-0.07915520454343772,1.0,1.0,0.0,0.005235602094240838,0.01694915254237288,0.011713550448132043,0.5,0.5,0.0,0.8824955990439967,0.8867101998164736,0.0042146007724769285,0.9118666648864746,0.9311647415161133,0.019298076629638672
617,adhesive_glue,DAP,Dap 18425 Alex Fast Dry Acrylic Latex Caulk Plus Silicone 10.1-Ounce,<a_244><b_118><c_13>,<a_69><b_3><c_0>,<a_244>,<a_69>,<a_244><b_118>,<a_69><b_3>,72,37,-35,3,2,-1,1,1,0,0.6111111111111112,0.8648648648648649,0.25375375375375375,1.0,1.0,0.0,0.2361111111111111,0.2702702702702703,0.03415915915915918,1.0,1.0,0.0,0.9033598564040493,0.9198360443115234,0.016476187907474182,0.970029354095459,0.972238302230835,0.0022089481353759766
618,other,DAP,"Dap 18354 Seal 'N Peel Removable Caulk, 10.1-Ounce",<a_244><b_18><c_5>,<a_69><b_245><c_109>,<a_244>,<a_69>,<a_244><b_18>,<a_69><b_245>,72,37,-35,1,1,0,1,1,0,0.25,0.10810810810810811,-0.14189189189189189,1.0,1.0,0.0,0.2361111111111111,0.2702702702702703,0.03415915915915918,1.0,1.0,0.0,0.886366239735778,0.8997243245442709,0.013358084808492876,,,
619,heat_shrink,Vktech,Vktech 150pcs 2:1 Heat Shrink Tubing Tube Sleeving Wire Cable 8 Sizes 2-13mm Black,<a_228><b_18><c_189>,<a_228><b_13><c_249>,<a_228>,<a_228>,<a_228><b_18>,<a_228><b_13>,96,53,-43,2,2,0,1,1,0,0.4166666666666667,0.7547169811320755,0.33805031446540884,1.0,1.0,0.0,0.020833333333333332,0.03773584905660377,0.01690251572327044,1.0,0.5,-0.5,0.8893731368215461,0.9234943389892578,0.03412120216771175,0.9877201318740845,0.9559204578399658,-0.03179967403411865
620,3d_filament,Nubee,"Nubee Non-Contact Digital Laser Infrared Thermometer Temperature Gun -58 &deg;F - 1022&deg;F(-50&deg;C - 550&deg;C) MAX Display, EMS Adjustable Function, Orange",<a_107><b_133><c_57>,<a_239><b_222><c_142>,<a_107>,<a_239>,<a_107><b_133>,<a_239><b_222>,66,40,-26,1,6,5,1,1,0,0.12121212121212122,0.1,-0.02121212121212121,1.0,0.3333333333333333,-0.6666666666666667,0.07575757575757576,0.125,0.04924242424242424,1.0,0.8333333333333334,-0.16666666666666663,0.8658387404221755,0.8454478337214544,-0.02039090670072108,,0.9719535827636718,
621,tape,Intertape Polymer Group,"IPG AC10 7 Mil Fix-It DUCTape 1.88"" x 50 yd, Silver",<a_202><b_203><c_60>,<a_247><b_117><c_102>,<a_202>,<a_247>,<a_202><b_203>,<a_247><b_117>,117,64,-53,1,1,0,1,1,0,0.9743589743589743,0.96875,-0.005608974358974339,1.0,1.0,0.0,0.05128205128205128,0.078125,0.02684294871794872,1.0,1.0,0.0,0.9002705935774178,0.910103510296534,0.009832916719116236,,,
622,tape,Gorilla,"Gorilla Tape, Black Duct Tape, 1.88"" x 12 yd, Black, (Pack of 1)",<a_202><b_52><c_44>,<a_247><b_68><c_198>,<a_202>,<a_247>,<a_202><b_52>,<a_247><b_68>,117,64,-53,8,6,-2,1,1,0,0.9743589743589743,0.96875,-0.005608974358974339,1.0,1.0,0.0,0.06837606837606838,0.109375,0.04099893162393162,1.0,1.0,0.0,0.8980907571726832,0.9122956291077629,0.014204871935079688,0.9698507445199149,0.9783024787902832,0.008451734270368272
623,other,Chemical Guys,"Chemical Guys MIC_MBLUE_12 Workhorse Professional Grade Microfiber Towel, Blue (16 in. x 16 in.) (Pack of 12)",<a_197><b_121><c_25>,<a_114><b_173><c_31>,<a_197>,<a_114>,<a_197><b_121>,<a_114><b_173>,60,67,7,1,1,0,1,1,0,0.5666666666666667,0.43283582089552236,-0.1338308457711443,1.0,1.0,0.0,0.016666666666666666,0.014925373134328358,-0.0017412935323383085,1.0,1.0,0.0,0.8758345781746557,0.8954650416518702,0.019630463477214533,,,
624,adhesive_glue,Red Devil,"Red Devil 0637 12 Pack 10.1 oz. Blacktop Acrylic Repair Sealant, Black",<a_244><b_177><c_9>,<a_214><b_32><c_192>,<a_244>,<a_214>,<a_244><b_177>,<a_214><b_32>,72,15,-57,1,1,0,1,1,0,0.6111111111111112,0.3333333333333333,-0.27777777777777785,1.0,1.0,0.0,0.06944444444444445,0.06666666666666667,-0.002777777777777782,1.0,1.0,0.0,0.8575056908835827,0.8272432599748883,-0.030262430908694404,,,
625,other,Ammex,"AMMEX - ABNPF48100-BX - Medical Nitrile Gloves - Disposable, Powder Free, Exam Grade, 4 mil, XLarge, Black (Box of 100)",<a_44><b_217><c_235>,<a_1><b_221><c_5>,<a_44>,<a_1>,<a_44><b_217>,<a_1><b_221>,65,31,-34,4,4,0,1,1,0,0.8769230769230769,0.9354838709677419,0.058560794044664966,1.0,1.0,0.0,0.06153846153846154,0.12903225806451613,0.06749379652605458,1.0,1.0,0.0,0.8463617563247681,0.9023244222005208,0.055962665875752715,0.9889662265777588,0.9889662265777588,0.0
626,tape,XFasten,"XFasten Double Sided Tape Carpet Tape, Removable, 2 Inches x 20 Yards",<a_206><b_187><c_180>,<a_5><b_44><c_242>,<a_206>,<a_5>,<a_206><b_187>,<a_5><b_44>,60,59,-1,3,1,-2,1,1,0,0.21666666666666667,0.13559322033898305,-0.08107344632768362,0.6666666666666666,1.0,0.33333333333333337,0.05,0.05084745762711865,0.0008474576271186446,0.3333333333333333,1.0,0.6666666666666667,0.8640609999834481,0.9048079128923088,0.04074691290886068,0.861346960067749,,
627,3d_filament,Shop Vac,"Shop Vac, 37987, Black Plastic",<a_24><b_249><c_10>,<a_190><b_38><c_176>,<a_24>,<a_190>,<a_24><b_249>,<a_190><b_38>,119,14,-105,1,1,0,1,1,0,0.09243697478991597,0.35714285714285715,0.2647058823529412,1.0,1.0,0.0,0.008403361344537815,0.07142857142857142,0.06302521008403361,1.0,1.0,0.0,0.8040753380726959,0.8352501942561223,0.031174856183426414,,,
628,tape,WD-40,WD-40 Multi-Use Product - Multi-Purpose Lubricant with EZ-REACH Flexible Straw. 14.4 oz. (6 Pack),<a_173><b_94><c_213>,<a_88><b_245><c_69>,<a_173>,<a_88>,<a_173><b_94>,<a_88><b_245>,64,13,-51,3,1,-2,1,1,0,0.0625,0.3076923076923077,0.2451923076923077,0.6666666666666666,1.0,0.33333333333333337,0.15625,0.7692307692307693,0.6129807692307693,1.0,1.0,0.0,0.8762250022282676,0.9408970673878988,0.0646720651596312,0.9572089910507202,,
629,heat_shrink,Ginsco,Ginsco 200pcs 3 Size Heat Shrink Butt Connectors Kit Electrical Insulated Wire Terminal 10-22 AWG Set,<a_67><b_243><c_3>,<a_118><b_138><c_124>,<a_67>,<a_118>,<a_67><b_243>,<a_118><b_138>,119,21,-98,2,1,-1,1,1,0,0.07563025210084033,0.3333333333333333,0.25770308123249297,1.0,1.0,0.0,0.09243697478991597,0.14285714285714285,0.05042016806722688,1.0,1.0,0.0,0.8945042884955972,0.9025789260864258,0.008074637590828604,0.9634732007980347,,
630,other,Anteater,Bellows Hand Duster BHD001 by Anteater,<a_24><b_16><c_61>,<a_190><b_249><c_165>,<a_24>,<a_190>,<a_24><b_16>,<a_190><b_249>,119,14,-105,1,1,0,1,1,0,0.6890756302521008,0.5714285714285714,-0.11764705882352944,1.0,1.0,0.0,0.008403361344537815,0.07142857142857142,0.06302521008403361,1.0,1.0,0.0,0.8007424564684852,0.8223530695988581,0.021610613130372935,,,
631,other,DAP,"Dap 18001 Kwik Seal Caulk with 5.5-Ounce Tube, White",<a_244><b_197><c_136>,<a_69><b_224><c_203>,<a_244>,<a_69>,<a_244><b_197>,<a_69><b_224>,72,37,-35,1,1,0,1,1,0,0.25,0.10810810810810811,-0.14189189189189189,1.0,1.0,0.0,0.2361111111111111,0.2702702702702703,0.03415915915915918,1.0,1.0,0.0,0.8988866671709947,0.9139785766601562,0.015091909489161504,,,
632,3d_filament,Tektrum,TEKTRUM EXTERNALLY POWERED SOLDERLESS 1660 TIE-POINTS EXPERIMENT PLUG-IN BREADBOARD WITH ALUMINUM BACK PLATE AND JUMPER WIRES FOR PROTO-TYPING CIRCUIT/ARDUINO,<a_73><b_8><c_199>,<a_95><b_224><c_166>,<a_73>,<a_95>,<a_73><b_8>,<a_95><b_224>,114,33,-81,2,1,-1,1,1,0,0.07017543859649122,0.030303030303030304,-0.03987240829346092,0.5,1.0,0.5,0.008771929824561403,0.030303030303030304,0.0215311004784689,0.5,1.0,0.5,0.834676016748479,0.8726130723953247,0.037937055646845685,0.9395477771759033,,
633,3d_filament,Haobase,100 x 2N2222 NPN TO-92 Plastic-Encapsulate Power Transistors 75V 600mA,<a_236><b_17><c_228>,<a_93><b_55><c_105>,<a_236>,<a_93>,<a_236><b_17>,<a_93><b_55>,84,28,-56,1,1,0,1,1,0,0.05952380952380952,0.07142857142857142,0.011904761904761904,1.0,1.0,0.0,0.011904761904761904,0.03571428571428571,0.023809523809523808,1.0,1.0,0.0,0.7786085749246988,0.8053967511212384,0.026788176196539615,,,
634,other,SeeAll,"See All ICU7 Personal Safety and Security Clip-On Convex Security Mirror, 7"" Diameter (Pack of 1)",<a_180><b_192><c_61>,<a_18><b_135><c_183>,<a_180>,<a_18>,<a_180><b_192>,<a_18><b_135>,81,36,-45,2,1,-1,1,1,0,0.7654320987654321,0.7222222222222222,-0.043209876543209846,0.5,1.0,0.5,0.024691358024691357,0.05555555555555555,0.030864197530864196,0.5,1.0,0.5,0.8134782791137696,0.7903909955705916,-0.023087283543178017,0.8832787275314331,,
635,other,elegantstunning,Texas Instruments NE555N NE555 NE555P General Purpose Single Bipolar Timer DIP8 50 Pack,<a_30><b_191><c_20>,<a_225><b_155><c_39>,<a_30>,<a_225>,<a_30><b_191>,<a_225><b_155>,68,32,-36,3,2,-1,1,1,0,0.5588235294117647,0.46875,-0.09007352941176472,1.0,1.0,0.0,0.014705882352941176,0.03125,0.016544117647058824,0.3333333333333333,0.5,0.16666666666666669,0.7988759510552705,0.8003043513144216,0.0014284002591510303,0.9727464914321899,0.9909241199493408,0.01817762851715088
636,other,SUNKEE,SUNKEE 20pcs Photo Light Sensitive Resistor Photoresistor Optoresistor 5mm GM5539 5539,<a_73><b_37><c_0>,<a_113><b_13><c_216>,<a_73>,<a_113>,<a_73><b_37>,<a_113><b_13>,114,20,-94,3,1,-2,1,1,0,0.6228070175438597,0.65,0.027192982456140324,1.0,1.0,0.0,0.043859649122807015,0.15,0.10614035087719298,0.6666666666666666,1.0,0.33333333333333337,0.7999377630453194,0.8313096698961759,0.03137190685085656,0.9576318264007568,,
637,other,iMBAPrice,Mini Zip Lock Bags 1 X 1 Inch (2000 Bags),<a_210><b_46><c_244>,<a_211><b_205><c_91>,<a_210>,<a_211>,<a_210><b_46>,<a_211><b_205>,95,57,-38,2,2,0,1,1,0,0.6,0.5789473684210527,-0.021052631578947323,1.0,1.0,0.0,0.021052631578947368,0.03508771929824561,0.014035087719298244,0.5,0.5,0.0,0.819540632531998,0.8619155202593122,0.042374887727314126,0.9631417989730835,0.9631417989730835,0.0
638,other,Amamax,"Amamax Clear Zip Lock Bags, 4 X 6"", 500 Count",<a_210><b_46><c_168>,<a_211><b_205><c_31>,<a_210>,<a_211>,<a_210><b_46>,<a_211><b_205>,95,57,-38,2,2,0,1,1,0,0.6,0.5789473684210527,-0.021052631578947323,1.0,1.0,0.0,0.010526315789473684,0.017543859649122806,0.007017543859649122,0.5,0.5,0.0,0.8295538070354056,0.8696240016392299,0.04007019460382433,0.963141918182373,0.963141918182373,0.0
