variant,level,bucket,size,top_family,top_family_frac,top_brand,top_brand_frac,family_counts_top6,brand_counts_top6,example_items
original,1,<a_23>,50,wire_cable,0.32,uxcell,0.36,wire_cable:16; other:12; 3d_filament:9; fastener_screw:4; connector_terminal:4; abrasive_sandpaper:1,uxcell:18; Absolute:2; DHT Electronics:2; kingsmart:1; Nilight:1; Koch Industries:1,"3371:ASI PR005-1M Steel Slotted Din Rail (Pack of 10) || 2023:Absolute USA FQD1614B 16/14 Gauge Nylon Fully Insulated Female Quick Disconnects (Blue) || 1455:Absolute USA MQD1614B 16/14 Gauge Nylon Fully Insulated Male Quick Disconnects (Blue) || 1742:Ajax Scientific Battery Holder with Lead Wire, 1x AA Cell (Pack of 10) || 3172:BIQU Aluminum Heater Block Specialized for MK7 MK8 3D Printer Extruder(Pack of 5pcs) || 2320:Battery Holders, Clips & Contacts PCB PLSTIC BATT HLDR SMT 2 CELLS"
original,1,<a_211>,45,other,0.4888888888888889,uxcell,0.26666666666666666,other:22; wire_cable:15; 3d_filament:4; pipe_fitting:2; connector_terminal:2,uxcell:12; Amprobe:2; Vktech:2; Extech:2; TP-LINK:2; RioRand:2,"2026:9M Antenna RP-SMA Extension Cable for Wi-Fi Wi Fi Router || 2974:AGPtek Stainless Steel PT100 RTD Thermistor Sensor Probe (Temperature Rang: -20~420&deg;C) || 858:AST Labs Test Lead Alligator Clip Heavy Duty to Alligator Clip Heavy Duty 39 || 1812:Alligator Test Lead Clip To Banana Plug Probe Cable 90cm || 715:Amprobe TL35B Test Leads with Alligator Clips || 13:Amprobe TL36A Test Leads with Alligator Clips, 1000V"
original,1,<a_66>,40,other,0.9,Crest,0.25,other:36; abrasive_sandpaper:1; pipe_fitting:1; 3d_filament:1; fastener_screw:1,Crest:10; Colgate:7; Performacide:2; Lysol:2; Arm & Hammer:1; ECO-DENT:1,"3376:1 lb. Potassium Sorbate Preservative Food Grade Wine Stabilizer Beer Wine Making || 484:Arm & Hammer Peroxicare Deep Clean Toothpaste, 6 oz (Packaging May Vary) || 947:Bamboo Active Charcoal Toothpaste, Highest quality ingredients, Natural Bamboo Charcoal, E || 2070:CLR Pro CL-4Pro Calcium, Lime and Rust Remover, 1 Gallon Bottle || 1501:CREST COOL MINT GEL , Cool Mint, 6.4 oz || 150:Colgate Cavity Protection Toothpaste with Fluoride - 1 ounce (24 Pack)"
original,1,<a_109>,40,other,0.55,Westek,0.05,other:22; tape:6; 3d_filament:5; fastener_screw:3; pipe_fitting:2; bearing_mechanical:1,Westek:2; Intermatic:2; Delta:2; Rubbermaid Commercial Products:2; Phresh:1; Genie:1,"2373:6073 Great Northern Red Little Bambino Table Top Retro Machine Popcorn Popper, 2.5oz || 3226:American Educational 7-1847 Miniature Motor Model, 5-1/2""Length x 3-1/2"" Width x 4-1/4"" He || 2273:Benchmark 42030 Aluminum Speed Scoop || 2072:Campbell Mfg Llc 2""  Quietsewage Chk Valve B-0823-20C Well Supply Accessories || 1103:Carter P60504 In-Line Electric Fuel Pump || 2171:Delta 561T-DST Compel Single Lever Handle Bathroom Faucet with Touch2O. Technology, Chrome"
original,1,<a_14>,39,other,0.5897435897435898,Polar Ice,0.07692307692307693,other:23; 3d_filament:10; fastener_screw:5; battery_electrical:1,Polar Ice:3; T-fal:3; Karter Scientific:3; SEOH:2; United Scientific Supplies:2; ETA hand2mind:2,"104:#10 Solid Rubber Stopper || 726:5 Gallon Plastic Hedpack with cap || 1593:5 Gallon White Bucket & Gamma Seal Lid - Food Grade Plastic Pail & Gamma2 Screw Seal Tight || 1709:6 Pack - 5-inch, 16x125mm Pyrex Glass Test Tubes with Screw Caps || 1710:AmScope 50pc Pre-Cleaned Blank Ground Edge Glass Microscope Slides and 100pc Pre-Cleaned S || 2304:Aquarium Specimen Container"
original,1,<a_229>,36,other,0.6388888888888888,SEOH,0.1388888888888889,other:23; 3d_filament:6; pipe_fitting:5; label_tag:1; wire_cable:1,SEOH:5; EISCO:3; DuraChoice:2; Vintage Shop:1; PneumaticPlus:1; Davis:1,"3271:2"" Oil Filled Vacuum Pressure Gauge - SS/Br 1/4"" NPT Lower Mount, 30HG/0PSI || 3396:2-1/2"" Oil Filled Pressure Gauge - Stainless Steel Case, Brass, 1/4"" NPT, Lower Mount Conn || 1254:Acid Test Kit Gold 10K 14K 18K 22K Silver Platinum Testing Stone Jewelers Tool || 3595:American Educational Connecting Kjeldahl Bulb with Stopper for Distilling Apparatus, 50mm  || 805:American Weigh Scales 200WGT Carbon Steel 200gm Calibration Weight Scale with Chrome Finis || 959:American Weigh Scales Calibration Weight Kit WGHTKIT, Class M2"
original,2,<a_223><b_198>,47,3d_filament,1.0,HATCHBOX,1.0,3d_filament:47,HATCHBOX:47,"2419:HATCHBOX 3D ABS-1KG1.75-BLU ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 k || 3096:HATCHBOX 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Bronz || 2701:HATCHBOX 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Trans || 2472:HATCHBOX ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, B || 2723:HATCHBOX ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, B || 3637:HATCHBOX ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, B"
original,2,<a_223><b_80>,24,3d_filament,1.0,3D Solutech,0.9583333333333334,3d_filament:24,3D Solutech:23; 3D:1,"2659:3D Solutech Apple Green 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/-  || 3599:3D Solutech Aqua Blue 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0. || 2993:3D Solutech Blue 3D Printer Ultra PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0 || 3557:3D Solutech Chocolate Brown 3D Printer PLA Filament 1.75MM Filament 2.2 LBS (1.0KG) || 1888:3D Solutech Hot Pink 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.0 || 2161:3D Solutech Natural Clear 1.75mm 3D Printer PLA Filament, Dimensional Accuracy +/- 0.03 mm"
original,2,<a_158><b_72>,19,3d_filament,1.0,Inland,0.9473684210526315,3d_filament:19,Inland:18; AMZ3D:1,3598:1.75mm Red PLA 3D Printer Filament - 1kg Spool (2.2 lbs) - Dimensional Accuracy +/- 0.03mm || 3572:Inland 1.75mm Black ABS 3D Printer Filament - 1kg Spool (2.2 lbs) || 2912:Inland 1.75mm Black PLA 3D Printer Filament - 1kg Spool (2.2 lbs) || 2932:Inland 1.75mm Blue PLA 3D Printer Filament - 1kg Spool (2.2 lbs) || 2485:Inland 1.75mm Gold PLA 3D Printer Filament - 1kg Spool (2.2 lbs) || 2979:Inland 1.75mm Gray PLA 3D Printer Filament - 1kg Spool (2.2 lbs)
original,2,<a_223><b_144>,12,3d_filament,1.0,eSUN,1.0,3d_filament:12,eSUN:12,"1795:eSUN 1.75mm Black PLA 3D Printer filament 1kg Spool (2.2lbs), Black || 2514:eSUN 1.75mm Black PLA 3D Printer filament 1kg Spool (2.2lbs), Black || 3632:eSUN 1.75mm Blue PLA PRO (PLA+) 3D Printer Filament 1KG Spool (2.2lbs), Blue || 3655:eSUN 1.75mm Brown PLA PRO (PLA+) 3D Printer Filament 1KG Spool (2.2lbs), Brown || 3465:eSUN 1.75mm Cool White PLA PRO (PLA+) 3D Printer Filament 1KG Spool (2.2lbs), Cool White || 2281:eSUN 1.75mm Glass Watermelon Red PLA 3D Printer filament 1kg Spool (2.2lbs), Glass Red"
original,2,<a_67><b_152>,11,wire_cable,1.0,Remington Industries,1.0,wire_cable:11,Remington Industries:11,"1277:Remington Industries 16UL1007STRKIT UL1007 16 AWG Gauge Stranded Hook-Up Wire Kit, 300V, 0 || 1447:Remington Industries 18UL1007STRKIT UL1007 18 AWG Gauge Stranded Hook-Up Wire Kit, 300V, 0 || 1741:Remington Industries 20UL1007STRKIT UL1007 20 AWG Gauge Stranded Hook-Up Wire Kit, 300V, 0 || 953:Remington Industries 22UL1007STRBLA UL1007 22 AWG Gauge Stranded Hook-Up Wire, 300V, 0.025 || 3060:Remington Industries 22UL1007STRKIT UL1007 22 AWG Gauge Stranded Hook-Up Wire Kit, 300V, 0 || 954:Remington Industries 22UL1007STRRED UL1007 22 AWG Gauge Stranded Hook-Up Wire, 300V, 0.025"
original,2,<a_223><b_159>,11,3d_filament,1.0,Gizmo Dorks,1.0,3d_filament:11,Gizmo Dorks:11,"3554:Gizmo Dorks 1.75mm ABS Filament 1kg / 2.2lb for 3D Printers, White || 2894:Gizmo Dorks 1.75mm HIPS Filament 1kg / 2.2lb for 3D Printers, White || 1790:Gizmo Dorks 1.75mm PLA Filament 1kg / 2.2lb for 3D Printers, Black || 3514:Gizmo Dorks 1.75mm PLA Filament 1kg / 2.2lb for 3D Printers, Grey || 1791:Gizmo Dorks 1.75mm PLA Filament 1kg / 2.2lb for 3D Printers, Translucent Green || 3498:Gizmo Dorks 1.75mm PLA Filament 1kg / 2.2lb for 3D Printers, Translucent Pink"
original,2,<a_224><b_209>,10,fastener_screw,0.7,Hillman,0.5,fastener_screw:7; 3d_filament:3,Hillman:5; Small Parts:3; Crown Bolt:1; The Hillman Group:1,"97:18-8 Stainless Steel Flat Washer, Plain Finish, #10 Hole Size, 13/64"" ID, 7/16"" OD, 0.03""  || 401:Crown Bolt 30092 3/4 Inch Zinc-Plated SAE Flat Washers, 25-Count || 933:Hillman 290042 Fender Zinc Washer, 1/2-Inch x 2-Inch, 100 Piece || 406:Hillman 830502 Flat Washer, Stainless-Steel || 111:Hillman 830504 Stainless Steel 5/16-Inch Flat Washers, 100-Pack, 1 Pack || 1180:Hillman 830506 Stainless Steel 3/8-Inch Flat Washers, 100-Pack, Single"
original,2,<a_202><b_198>,10,tape,1.0,X-Treme Tape,1.0,tape:10,X-Treme Tape:10,"450:X-Treme Tape TPE-X36ZLB Silicone Rubber Self Fusing Tape, 1"" x 36', Triangular, Black || 1859:X-Treme Tape TPE-X36ZLR Silicone Rubber Self Fusing Tape, 1"" x 36', Triangualr, Iron Oxide || 2045:X-Treme Tape TPE-XR1510ZLB Silicone Rubber Self Fusing Tape, 1.5"" x 10', Rectangular, Blac || 975:X-Treme Tape TPE-XZLB Silicone Rubber Self Fusing Tape, 1"" x 10', Triangular, Black || 1996:X-Treme Tape TPE-XZLBLU Silicone Rubber Self Fusing Tape, 1"" x 10', Triangular, Blue || 1373:X-Treme Tape TPE-XZLBRD Silicone Rubber Self Fusing Tape, 1"" x 10', Triangular, Bright Red"
original,2,<a_210><b_219>,10,3d_filament,0.9,Plymor,1.0,3d_filament:9; other:1,Plymor:10,"723:4"" x 6"" 4 Mil (Heavy Duty) Plymor Brand Zipper Reclosable Storage Bags, DispenserBag Pack  || 2308:Plymor 13"" x 18"", 4 Mil (Pack of 100) Heavy Duty Plastic Reclosable Zipper Bags || 2220:Plymor 2"" x 3"", 2 Mil (Case of 1000) Zipper Reclosable Plastic Bags w/White Block || 2585:Plymor 3"" x 4"", 4 Mil (Pack of 500) Heavy Duty Plastic Reclosable Zipper Bags || 1516:Plymor 3"" x 5"", 4 Mil (Pack of 100) Heavy Duty Plastic Reclosable Zipper Bags || 2584:Plymor 4"" x 4"", 4 Mil (Pack of 500) Heavy Duty Plastic Reclosable Zipper Bags"
original,2,<a_223><b_126>,10,3d_filament,1.0,eSUN,0.7,3d_filament:10,eSUN:7; MG Chemicals:2; SainSmart:1,"3509:MG Chemicals Blue PETG 3D Printer Filament, 1.75 mm, 1 kg Spool || 3133:MG Chemicals PETG 3D Printer Filament, 1.75 mm, 0.5 kg, White || 3098:SainSmart PETG-1KG1.75 PETG 3D Printers Filament, 1 kg/2.2 lb. || 2703:eSUN 3D 1.75mm PETG Black Filament 1kg (2.2lb), PETG 3D Printer Filament, 1.75mm Solid Opa || 2157:eSUN 3D 1.75mm PETG Blue Filament 1kg (2.2lb), PETG 3D Printer Filament, 1.75mm Semi-Trans || 2158:eSUN 3D 1.75mm PETG Green Filament 1kg (2.2lb), PETG 3D Printer Filament, Semi-Transparent"
original,2,<a_223><b_72>,10,3d_filament,1.0,HATCHBOX,1.0,3d_filament:10,HATCHBOX:10,"3405:HATCHBOX PETG 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm,  || 3669:HATCHBOX PETG 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm,  || 3103:HATCHBOX PETG 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm,  || 2748:HATCHBOX PETG 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm,  || 3155:HATCHBOX PETG 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm,  || 3040:HATCHBOX PETG 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, "
original,2,<a_251><b_198>,9,other,1.0,Small Parts,1.0,other:9,Small Parts:9,"1155:6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 0.5"" || 1156:6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 1-5/ || 1158:6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 1/2"" || 2454:6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 1/2"" || 2453:6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 1/4"" || 1154:6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 1/4"""
original,2,<a_158><b_206>,9,3d_filament,1.0,AMZ3D,0.5555555555555556,3d_filament:9,AMZ3D:5; MeltInk3D:2; HICTOP:1; LabelPros:1,"2739:1.75mm Black PLA 3D Printer Filament - 1kg Spool (2.2 lbs) - Dimensional Accuracy +/- 0.03 || 2742:1.75mm Dark Blue PLA 3D Printer Filament - 1kg Spool (2.2 lbs) - Dimensional Accuracy +/-  || 3654:1.75mm Orange PLA 3D Printer Filament - 1kg Spool (2.2 lbs) - Dimensional Accuracy +/- 0.0 || 2740:1.75mm White PLA 3D Printer Filament - 1kg Spool (2.2 lbs) - Dimensional Accuracy +/- 0.03 || 2741:1.75mm Yellow PLA 3D Printer Filament - 1kg Spool (2.2 lbs) - Dimensional Accuracy +/- 0.0 || 3555:3D PLA 1.75MM BLUE Plastic 3D Printer Printing Filament, Dimensional Accuracy +/- 0.04 mm,"
original,2,<a_67><b_56>,8,connector_terminal,1.0,American Terminal,1.0,connector_terminal:8,American Terminal:8,1678:American Terminal E-BCBN-100 16/14-Gauge Economy Nylon Butt Connectors || 2900:American Terminal E-BCRN-100 22/18-Gauge Economy Nylon Butt Connectors || 417:American Terminal E-FFB250N-100 16/14-Gauge Economy Nylon Fully-Insulated Female Quick Dis || 58:American Terminal E-FFR250N-100 22/18-Gauge Economy Nylon Fully-Insulated Female Quick Dis || 1377:American Terminal E-FFY250N-100 12/10-Gauge Economy Nylon Fully-Insulated Female Quick Dis || 418:American Terminal E-FMB250N-100 16/14-Gauge Economy Nylon Fully-Insulated Male Quick Disco
original,2,<a_224><b_146>,8,3d_filament,1.0,Small Parts,1.0,3d_filament:8,Small Parts:8,"189:316 Stainless Steel Machine Screw, Plain Finish, Flat Head, Phillips Drive, 1/2"" Length, # || 2055:Brass Machine Screw, Plain Finish, Pan Head, Phillips Drive, 1/4"" Length, #2-56 Threads (P || 79:Brass Wood Screw, Plain Finish, Flat Head, Slotted Drive, 3/8"" Length, #6 Threads (Pack of || 2371:Brass Wood Screw, Plain Finish, Round Head, Phillips Drive, 1"" Length, #7 Threads (Pack of || 1172:Stainless Steel Sheet Metal Screw, Plain Finish, Oval Head, Phillips Drive, 1/2"" Length, # || 1949:Steel Machine Screw, Zinc Plated Finish, Flat Head, Phillips Drive, 2"" Length, #8-32 Threa"
original,2,<a_202><b_52>,8,tape,1.0,Gorilla,1.0,tape:8,Gorilla:8,"125:Gorilla 6100101 Tape Handy Roll, 1-Pack, Black || 1873:Gorilla Crystal Clear Duct Tape, 1.88&rdquo; x 5 yd, Clear, (Pack of 1) || 175:Gorilla Crystal Clear Duct Tape, 1.88&rdquo; x 9 yd, Clear, (Pack of 1) || 622:Gorilla Tape, Black Duct Tape, 1.88"" x 12 yd, Black, (Pack of 1) || 130:Gorilla Tape, Black Duct Tape, 1.88"" x 35 yd, Black, (Pack of 1) || 377:Gorilla Tape, Black Tough & Wide Duct Tape, 2.88"" x 30 yd, Black, (Pack of 1)"
original,2,<a_67><b_23>,8,wire_cable,1.0,Ginsco,0.625,wire_cable:8,Ginsco:5; yueton:3,2895:Ginsco 110pcs Female Blue 16-14 Gauge Nylon Fully-Insulated Quick Disconnects Wiring Spade || 2897:Ginsco 110pcs Female Red 22-18 Gauge Nylon Fully-Insulated Quick Disconnects Wiring Spade  || 597:Ginsco 110pcs Female Yellow 12-10 Gauge Nylon Fully-Insulated Quick Disconnects Wiring Spa || 2896:Ginsco 110pcs Male Blue 16-14 Gauge Nylon Fully-Insulated Quick Disconnects Wiring Spade W || 2431:Ginsco 110pcs Male Red 22-18 Gauge Nylon Fully-Insulated Quick Disconnects Wiring Spade Wi || 157:Yueton 100pcs Female Fully Insulated Wire Crimp Terminal Nylon Quick Connectors Wiring Spa
original,2,<a_24><b_20>,8,other,0.625,Philips Sonicare,1.0,other:5; 3d_filament:3,Philips Sonicare:8,"3176:Philips Sonicare 2 Series plaque control rechargeable electric toothbrush, HX6211/04 || 1300:Philips Sonicare 3 Series gum health rechargeable electric toothbrush, HX6631 || 3132:Philips Sonicare Diamond Clean Rechargeable Toothbrush w/Deep Clean Mode with Adaptive Cle || 820:Philips Sonicare Flexcare Platinum Connected Rechargeable Toothbrush || 1987:Philips Sonicare HX6212/05 2 Series Plaque Control Rechargeable Toothbrush, Special pack || 592:Philips Sonicare HX6732/74 Healthywhite Electric Rechargeable Toothbrush 2-pack"
original,2,<a_108><b_146>,8,pipe_fitting,0.75,Merit Brass,1.0,pipe_fitting:6; fastener_screw:2,Merit Brass:8,"2861:Stainless Steel 304 Cast Pipe Fitting, Hex Bushing, Class 150, 1"" NPT Male X 1/2"" NPT Fema || 1774:Stainless Steel 304 Cast Pipe Fitting, Hex Locknut, MSS SP-114, 1"" NPT Female || 3433:Stainless Steel 304 Cast Pipe Fitting, Hex Locknut, MSS SP-114, 1/2"" NPT Female || 2100:Stainless Steel 316 Cast Pipe Fitting, Coupling, Class 150, 1/2""NPT Female || 3344:Stainless Steel 316 Cast Pipe Fitting, Hex Bushing, Class 150, 2"" NPT Male X 1"" NPT Female || 1787:Stainless Steel 316 Cast Pipe Fitting, Hex Head Plug, Class 150, 1/4"" NPT Male"
original,2,<a_251><b_228>,8,wire_cable,1.0,Remington Industries,0.625,wire_cable:8,Remington Industries:5; Temco:3,"3566:Remington Industries 16SNSP 16 AWG Magnet Wire, Enameled Copper Wire, 1.0 lb, 0.0520"" Diam || 1781:Remington Industries 18SNSP Magnet Wire, Enameled Copper Wire, 18 AWG, 1.0 lb, 201' Length || 613:Remington Industries 22SNSP 22 AWG Magnet Wire, Enameled Copper Wire, 1.0 lb, 0.0263"" Diam || 2415:Remington Industries 28SNSP.25 28 AWG Magnet Wire, Enameled Copper Wire, 4 oz, 0.0135"" Dia || 2642:Remington Industries 36SNSP.25 36 AWG Magnet Wire, Enameled Copper Wire, 4 oz, 0.0055"" Dia || 3055:TEMCo 18 AWG Copper Magnet Wire - 4 oz 50 ft 200&deg;C Magnetic Coil Winding"
original,2,<a_108><b_1>,8,pipe_fitting,1.0,Anderson Metals,1.0,pipe_fitting:8,Anderson Metals:8,"3342:Anderson Metals 06102 Brass Pipe Fitting, Barstock Cross, 1/4"" x 1/4"" x 1/4"" x 1/4"" NPT Fe || 700:Anderson Metals 06130 Brass Pipe Fitting, 90 Degree Barstock Elbow, 1/4"" NPT Male x 1/4"" N || 2846:Anderson Metals 38101 Red Brass Pipe Fitting, Tee, 3/4"" x 3/4"" x 3/4"" Female Pipe || 818:Anderson Metals 38116 Red Brass Pipe Fitting, 90 Degree Street Elbow, 3/4"" Female x 3/4"" M || 1767:Anderson Metals 56101 Brass Pipe Fitting, Barstock Tee, 1/4"" x 1/4"" x 1/4"" NPT Female Pipe || 1003:Anderson Metals Brass Hose Fitting, 90 Degree Elbow, 3/8"" Barb x 1/2"" Male Pipe"
original,2,<a_223><b_96>,8,3d_filament,1.0,Smartbuy,0.75,3d_filament:8,Smartbuy:6; Stronghero3d:1; iXCC:1,2994:Smartbuy 1.75mm Black PLA 3D Printer Filament - 1kg Spool/Roll (2.2 lbs) - Dimensional Acc || 2720:Smartbuy 1.75mm Christmas Red ABS 3D Printer Filament - 1kg Spool/Roll (2.2 lbs) - Dimensi || 3601:Smartbuy 1.75mm Green PLA 3D Printer Filament - 1kg Spool/Roll (2.2 lbs) - Dimensional Acc || 2758:Smartbuy 1.75mm Orange PLA 3D Printer Filament - 1kg Spool/Roll (2.2 lbs) - Dimensional Ac || 3663:Smartbuy 1.75mm Red PLA 3D Printer Filament - 1kg Spool/Roll (2.2 lbs) - Dimensional Accur || 3537:Smartbuy 1.75mm Yellow PLA 3D Printer Filament - 1kg Spool/Roll (2.2 lbs) - Dimensional Ac
original,2,<a_224><b_163>,7,fastener_screw,1.0,Kreg,1.0,fastener_screw:7,Kreg:7,"359:Kreg SK03 Pocket-Hole Screw Kit in 5 Sizes || 387:Kreg SML-C125-100 1-1/4-Inch 8-Coarse Washer-Head Pocket Screws, 100-Count || 3:Kreg SML-C125-500 1-1/4-Inch #8 Coarse Pocket Hole Screws with Washer-Head, 500-Pack || 908:Kreg SML-C150-100 Pocket Screws 1-1/2-Inch, 8 Coarse, Washer-Head, 100-Count || 910:Kreg SML-C150B-100 Blue-Kote WR Pocket Screws - 1-1/2-Inch, 100 pack || 15:Kreg SML-C2-250 Pocket Screws 2-Inch, 8 Coarse, Washer Head, 250 Count"
original,2,<a_108><b_42>,7,pipe_fitting,1.0,Merit Brass,1.0,pipe_fitting:7,Merit Brass:7,"2014:Red Brass Pipe Fitting, Nipple, Schedule 40 Seamless, 1/4"" NPT Male X 1-1/2"" Length || 3345:Red Brass Pipe Fitting, Nipple, Schedule 40 Seamless, 1/4"" NPT Male X 3"" Length || 2233:Red Brass Pipe Fitting, Nipple, Schedule 40 Seamless, 1/4"" NPT Male X 4"" Length || 1775:Stainless Steel 304/304L Pipe Fitting, Nipple, Schedule 40 Seamless, 1"" X 5-1/2"" NPT Male || 101:Stainless Steel 304/304L Pipe Fitting, Nipple, Schedule 40 Welded, 4"" X 6"" NPT Male by Mer || 3314:Stainless Steel 316/316L Pipe Fitting, Nipple, Schedule 40 Welded, 3/4"" X 2-1/2"" NPT Male"
original,2,<a_202><b_160>,7,tape,1.0,3M,0.5714285714285714,tape:7,3M:4; Scotch:3,"2251:3M  Pro Strength Duct Tape, 1230-C, 1.88 Inches by 30 Yards || 156:3M Contractor Grade Pro Strength Duct Tape 3979 Silver, 1.88 in x 60 yd 8.0 mil, Individua || 1429:3M Duct Tape Black, 3920-BK, 1.88 Inches by 20 Yards || 222:3M Heavy Duty Duct Tape 3939 Silver, 48 mm x 54.8 m 9.0 mil, Conveniently Packaged (Pack o || 154:3M Multi-Use Duct Tape, 2930-C, 1.88 Inches by 30 Yards || 2551:3M Performance Plus Duct Tape 8979 Slate Blue, 48 mm x 22.8 m (Pack of 1)"
original,2,<a_228><b_45>,7,heat_shrink,1.0,SummitLink,0.8571428571428571,heat_shrink:7,SummitLink:6; URBEST:1,1146:SummitLink 218 Pcs Black Assorted Heat Shrink Tube 8 Sizes Tubing Wrap Sleeve Set Combo || 1290:SummitLink 306 Pcs Red Black Assorted Heat Shrink Tube 8 Sizes Tubing Wrap Sleeve Set Comb || 547:SummitLink 410 Pcs Assorted Heat Shrink Tubing Wrap Sleeve Set Combo Tube 5 Colors 10 Size || 1681:SummitLink 415 Pcs Black Assorted Heat Shrink Tube 10 Sizes Tubing Wrap Sleeve Set Combo || 2097:SummitLink 428 Pcs Red Black Assorted Heat Shrink Tube 10 Sizes Tubing Wrap Sleeve Set Com || 392:SummitLink Pack of 328 Pcs Assorted Heat Shrink Tube 5 Colors 8 Sizes Tubing Wrap Sleeve S
original,2,<a_224><b_77>,7,fastener_screw,1.0,Hillman,0.7142857142857143,fastener_screw:7,Hillman:5; The Hillman Group:2,"1468:Hillman 1/4-20 C NEX 150003 Coarse Thread Hex Nuts, 1/4 X 20-Inch, 100-Pack, Steel || 2799:Hillman 140009 Zinc Hex Machine Screw Nut, 4-40, 100-Pack || 508:Hillman 829300 1/4-20 SS HEX NUT || 3364:The Hillman Group 140015 Hex Machine Screw Nut, 6-Inch by 32-Inch, 100-Pack || 914:The Hillman Group 591518 Small Machine Screws with Nuts Assortment, 195-Pack || 686:The Hillman Group 90293 10-32-Inch x 1/2-Inch Round Head Combo Machine Screw, 100-Pack"
original,2,<a_193><b_178>,7,wire_cable,1.0,Forney,1.0,wire_cable:7,Forney:7,"1460:Forney 72729 Wire Cup Brush, Coarse Crimped with 1/4-Inch Hex Shank, 2-Inch-by-.012-Inch || 1459:Forney 72730 Wire Cup Brush, Fine Crimped with 1/4-Inch Hex Shank, 2-Inch-by-.008-Inch || 2208:Forney 72745 Wire Bench Wheel Brush, Coarse Crimped with 1/2-Inch and 5/8-Inch Arbor, 6-In || 1022:Forney 72747 Wire Bench Wheel Brush, Fine Crimped with 1/2-Inch and 5/8-Inch Arbor, 6-Inch || 967:Forney 72755 Wire Cup Brush, Coarse Crimped with 5/8-Inch-11 Threaded Arbor, 2-3/4-Inch-by || 582:Forney 72757 Wire Cup Brush, Knotted with 5/8-Inch-11 Threaded Arbor, 2-3/4-Inch-by-.020-I"
original,2,<a_107><b_35>,7,3d_filament,0.2857142857142857,Inkbird,0.7142857142857143,3d_filament:2; battery_electrical:2; other:1; label_tag:1; wire_cable:1,Inkbird:5; Docooler:1; bayite:1,"607:Docooler&reg; Digital Temperature Controller Thermocouple with Sensor (-58~194&deg;F) 10A  || 2383:Inkbird All-Purpose Digital Temperature Controller Fahrenheit &Centigrade Thermostat w Sen || 2356:Inkbird Dual Stage 12V(DC) Digital Temperature Controller Fahrenheit Thermostat || 1703:Inkbird ITC-1000 Dual Stage Digital Temperature Controller Fahrenheit  Celsius Thermostat  || 819:Inkbird ITC-1000 Dual Stage Digital Temperature Controller Fahrenheit  Celsius Thermostat  || 2608:Inkbird Pre-Wired Dual Stage Digital Temperature Controller Outlet Thermostat 110V, 1100W "
original,2,<a_71><b_104>,7,pipe_fitting,0.8571428571428571,BC Precision Balls,0.5714285714285714,pipe_fitting:6; bearing_mechanical:1,BC Precision Balls:4; BC Precision:3,"2505:100 3/8"" Inch Chrome Steel Bearing Balls G25 || 3398:25 3/4"" Inch Chrome Steel Bearing Balls G25 || 3102:25 3/8"" Inch Chrome Steel Bearing Balls G25 || 2811:500 Piece Assorted Loose Bicycle Bearing Balls 1/8"", 5/32"", 3/16"" 7/32"" & 1/4 || 653:Five 1"" Inch Chrome Steel Bearing Balls G25 || 1342:Ten 1"" Inch Chrome Steel Bearing Balls G25"
