item_id,item_title,brand,test_count,train_item_events,main_hit10,l3_hit10,main_mean_rank,l3_mean_rank,main_mean_ndcg10,l3_mean_ndcg10,main_same_l12_hist_mean,l3_same_l12_hist_mean,main_l12_bucket_size,l3_l12_bucket_size,main_sid,l3_sid,hit10_delta_l3_minus_main,ndcg10_delta_l3_minus_main
959,"American Weigh Scales Calibration Weight Kit WGHTKIT, Class M2",American Weigh,3,191,0,0,999.0,681.6666666666666,0.0,0.0,0.0,0.0,1,3,<a_91><b_67><c_161>,<a_254><b_55><c_59>,0,0.0
977,"Uriah Products UV001970 17-1/2"", Vinyl Battery Carrier Strap",Uriah Products,3,6,0,0,999.0,999.0,0.0,0.0,0.0,0.0,1,1,<a_171><b_183><c_63>,<a_16><b_69><c_212>,0,0.0
987,wall26 Reflective Student Driver Magnetic Car Signs(Set of 3) Safety Caution Sign,wall26,3,6,0,0,999.0,999.0,0.0,0.0,0.0,0.0,2,3,<a_51><b_28><c_227>,<a_163><b_192><c_205>,0,0.0
1022,"Forney 72747 Wire Bench Wheel Brush, Fine Crimped with 1/2-Inch and 5/8-Inch Arbor, 6-Inch-by-.008-Inch",Forney,3,57,0,0,999.0,999.0,0.0,0.0,0.0,0.0,7,1,<a_247><b_134><c_152>,<a_77><b_241><c_245>,0,0.0
1030,"SE DT220R 180 Grit Diamond Burr Set with 1/8"" Shank, 20-Piece",SE,3,103,0,0,999.0,999.0,0.0,0.0,0.3333333333333333,0.0,2,1,<a_122><b_196><c_18>,<a_71><b_130><c_155>,0,0.0
1042,uxcell Mandrel Mounted White Conical Felt Point Polishing Tool,uxcell,3,158,0,0,670.6666666666666,673.0,0.0,0.0,0.0,0.0,1,1,<a_122><b_101><c_95>,<a_77><b_182><c_240>,0,0.0
1171,"Drill America DWTSMT15X1.5 HSS Metric Tap, Special Size, M15 x 1.5",Drill America,3,31,0,0,999.0,999.0,0.0,0.0,0.0,0.0,3,3,<a_182><b_119><c_171>,<a_71><b_124><c_145>,0,0.0
1187,Parts Express Cable TV In-Line Coaxial Surge Protector,Parts Express,3,25,0,0,999.0,999.0,0.0,0.0,0.0,0.0,2,1,<a_45><b_171><c_169>,<a_0><b_61><c_11>,0,0.0
1198,TapeCase 3432 1in X 50yd Red Reflective Tape (1 Roll),TapeCase,3,21,1,1,666.3333333333334,337.0,0.3333333333333333,0.3333333333333333,1.0,1.0,3,4,<a_192><b_85><c_23>,<a_226><b_175><c_4>,0,0.0
1203,"eSUN 3D 1.75mm PETG Natural Filament 1kg (2.2lb), PETG 3D Printer Filament, Semi-Transparent 1.75mm Natural",eSUN,3,39,0,0,674.3333333333334,676.6666666666666,0.0,0.0,0.3333333333333333,0.3333333333333333,7,7,<a_85><b_161><c_110>,<a_184><b_236><c_229>,0,0.0
1218,"POWERTEC 15505 White Aluminum Oxide Grinding Wheel, 8-Inch by 1-Inch, 5/8-Inch Arbor, 120 Grit",POWERTEC,3,6,0,0,999.0,999.0,0.0,0.0,0.0,0.0,1,2,<a_122><b_250><c_101>,<a_71><b_62><c_108>,0,0.0
1222,"XFasten Transparent Filament Duct Tape, 2 Inches x 30 Yards",XFasten,3,1,0,0,999.0,999.0,0.0,0.0,0.0,0.0,1,1,<a_150><b_203><c_164>,<a_42><b_189><c_186>,0,0.0
1285,"Anderson Metals Brass Pipe Fitting, Coupling, 1/2"" x 1/2"" Female Pipe",Anderson Metals,3,78,0,0,345.0,17.666666666666668,0.0,0.0,0.3333333333333333,0.0,7,1,<a_78><b_39><c_168>,<a_31><b_168><c_33>,0,0.0
1336,"STEREN Grip-Clip Single Coaxial Cable Mounting Fastener Clips, 100ct Black",STEREN,3,82,0,0,999.0,999.0,0.0,0.0,0.0,0.0,1,1,<a_171><b_164><c_237>,<a_175><b_152><c_37>,0,0.0
1343,"Shark Welding 26-6M Shark 3-Inch by 1/32-Inch by 3/8-Inch Cut-Off Wheel with Mandrel, 6-Pack.",SHARK,3,30,0,0,999.0,999.0,0.0,0.0,0.0,0.0,1,1,<a_122><b_209><c_46>,<a_71><b_68><c_159>,0,0.0
1384,"RJ45 Tester, Continuity Tester, Coax Tester, LAN Scout Jr. Continuity Tester Klein Tools VDV526-052",Klein Tools,3,9,0,0,999.0,999.0,0.0,0.0,0.0,0.0,2,2,<a_239><b_88><c_39>,<a_0><b_99><c_12>,0,0.0
1387,"Uxcell a13052700ux0220 6mm to 8mm Bore Rigid Copper Motor Coupling Coupler W Tight Screws, Rubber",uxcell,3,1,0,0,999.0,999.0,0.0,0.0,0.0,0.0,2,3,<a_173><b_146><c_72>,<a_16><b_33><c_199>,0,0.0
1392,Pomona 4970 Bnc (M) with 20 Awg Leads,Pomona,3,0,0,0,999.0,999.0,0.0,0.0,0.0,0.0,1,3,<a_239><b_215><c_252>,<a_0><b_6><c_196>,0,0.0
1420,"HYDROMETER - ALCOHOL, 0-200 PROOF and Tralle by Bellwether",Vee Gee Scientific,3,40,0,0,999.0,999.0,0.0,0.0,0.0,0.0,1,1,<a_178><b_114><c_200>,<a_254><b_26><c_171>,0,0.0
1424,"AKOAK 15amp Diode Axial Schottky Blocking Diodes for Solar Cells Panel,15SQ045 Schottky(20Pcs)",AKOAK,3,2,0,0,999.0,999.0,0.0,0.0,0.0,0.0,3,2,<a_145><b_242><c_141>,<a_67><b_101><c_60>,0,0.0
1428,"Groom Industries Solvent Free Sprayer, Flairosol",Groom Industries,3,5,0,0,999.0,999.0,0.0,0.0,0.0,0.0,1,1,<a_6><b_15><c_145>,<a_83><b_57><c_134>,0,0.0
1447,"Remington Industries 18UL1007STRKIT UL1007 18 AWG Gauge Stranded Hook-Up Wire Kit, 300V, 0.0403"" Diameter, 25' Length Each",Remington Industries,3,62,0,0,999.0,999.0,0.0,0.0,0.0,0.0,11,11,<a_202><b_210><c_131>,<a_191><b_68><c_1>,0,0.0
1480,"Tekpower TP3005T Variable Linear DC Power Supply, 0-30V @ 0-5A with Alligator Test Leads",Tekpower,3,58,0,0,999.0,346.6666666666667,0.0,0.0,0.0,0.0,4,1,<a_186><b_117><c_1>,<a_245><b_116><c_119>,0,0.0
1593,5 Gallon White Bucket & Gamma Seal Lid - Food Grade Plastic Pail & Gamma2 Screw Seal Tight Lid (Red),Gamma Seal,3,8,0,0,999.0,999.0,0.0,0.0,0.0,0.0,1,1,<a_241><b_169><c_55>,<a_20><b_200><c_205>,0,0.0
1604,HONBAY 20 Pcs 1.2inch Thread Green & Red Cap SPST Latching Type Push Button Switch OFF-ON,Honbay,3,0,0,0,999.0,999.0,0.0,0.0,0.0,0.0,2,3,<a_145><b_205><c_209>,<a_67><b_102><c_251>,0,0.0
1808,"UHMW (Ultra High Molecular Weight Polyethylene) Sheet, Opaque White, Standard Tolerance, ASTM D4020, 3/4"" Thickness, 12"" Width, 24"" Length",Small Parts,3,44,0,0,347.6666666666667,999.0,0.0,0.0,1.0,0.3333333333333333,5,2,<a_51><b_17><c_163>,<a_251><b_10><c_15>,0,0.0
1826,"Stainless Steel 316L Seamless Round Tubing, 1/8"" OD, 0.027"" ID, 0.049"" Wall, 12"" Length",Small Parts,3,86,0,0,999.0,999.0,0.0,0.0,0.0,0.0,12,1,<a_165><b_106><c_85>,<a_200><b_133><c_240>,0,0.0
1835,"Karter Scientific 214T2, 3.3 Boro, Griffin Low Form, Glass Beaker Set - 3 Sizes - 50ml, 100ml, 250ml",Karter Scientific,3,126,0,0,999.0,999.0,0.0,0.0,0.0,0.0,1,1,<a_178><b_195><c_197>,<a_223><b_223><c_223>,0,0.0
1853,"Fluke 62 MAX Infrared Thermometer, AA Battery, -20 to +932 Degree F Range with a NIST-Traceable Calibration Certificate with Data",Fluke,3,76,0,0,999.0,999.0,0.0,0.0,0.0,0.0,1,1,<a_31><b_53><c_205>,<a_235><b_173><c_66>,0,0.0
1901,"PneumaticPlus PPR2-N02BG-2 Miniature Air Pressure Regulator 1/4"" NPT - Gauge, Bracket, Instrument Pressure (3-30 PSI)",PneumaticPlus,3,3,0,0,999.0,999.0,0.0,0.0,0.0,0.0,2,3,<a_0><b_223><c_94>,<a_84><b_234><c_90>,0,0.0
1938,"The Hillman Group The Hillman Group 852143 18"" Winding Rod - For Torsion Springs 2-Pack",Hillman,3,31,0,0,999.0,999.0,0.0,0.0,0.0,0.0,1,1,<a_10><b_212><c_98>,<a_16><b_211><c_172>,0,0.0
1981,"ARROW 160375 1-1/4"" Vinyl Coated Cup Hooks (Pack of 36)",Arrow,3,11,0,0,999.0,999.0,0.0,0.0,0.0,0.0,3,3,<a_41><b_31><c_77>,<a_13><b_136><c_97>,0,0.0
1995,"Spectra PAR12-02 Parker Laboratories 360 Electrode Gel, 2 oz. Tube",Spectra,3,67,0,0,682.3333333333334,351.3333333333333,0.0,0.0,0.0,0.0,2,1,<a_98><b_173><c_171>,<a_62><b_121><c_194>,0,0.0
2035,"Rok Hardware Heavy Duty Metal Bracket Right Angle Brace, 20 Gauge, Zinc Finish, 50 Pack",Rok,3,8,0,0,999.0,999.0,0.0,0.0,0.0,0.0,1,1,<a_41><b_235><c_198>,<a_16><b_170><c_49>,0,0.0
2053,"Sika Corporation 106711 Self Leveling Sealant, 29-Ounce, Gray",Sika Corp.,3,18,0,0,999.0,999.0,0.0,0.0,0.0,0.0,1,1,<a_89><b_23><c_14>,<a_57><b_41><c_144>,0,0.0
2086,"Dynarex 4110-B Disposable Scalpels, Sterile, Number 10, 10/bx",Dynarex,3,9,0,0,999.0,999.0,0.0,0.0,0.0,0.0,3,3,<a_50><b_45><c_73>,<a_86><b_134><c_0>,0,0.0
2130,uxcell 100 Pcs Zinc Plated Carbon Steel Rivet Nut Flat Head Insert Nutsert 1/4-20UNC,uxcell,3,41,0,0,999.0,999.0,0.0,0.0,0.0,0.0,2,2,<a_182><b_75><c_167>,<a_224><b_177><c_65>,0,0.0
2213,"Zenport DPG200 Zen-Tek Dry Air Pressure Gauge, 200 PSI",Zenport,3,11,0,0,999.0,999.0,0.0,0.0,0.0,0.0,1,1,<a_0><b_15><c_203>,<a_254><b_46><c_11>,0,0.0
2223,"250ml Narrow Mouth Erlenmeyer Flask with Rubber Stoppers, Karter Scientific 213G20 (Pack of 8)",Karter Scientific,3,61,0,0,679.6666666666666,682.6666666666666,0.0,0.0,0.0,0.0,1,2,<a_178><b_70><c_64>,<a_223><b_56><c_147>,0,0.0
2228,"Control Devices ST Series Brass ASME Safety Valve, 150 psi Set Pressure, 1/4"" Male NPT",Control Devices,3,37,0,0,679.3333333333334,999.0,0.0,0.0,0.0,0.0,2,1,<a_165><b_84><c_225>,<a_200><b_219><c_24>,0,0.0
2230,Glarks 122Pcs 2.54mm Pitch DIP IC Sockets Solder Type Adaptor Assortment Kit (6/8/14/16/18/24/28/40 Pins),Glarks,3,6,0,0,999.0,999.0,0.0,0.0,0.0,0.0,1,1,<a_239><b_112><c_106>,<a_175><b_34><c_87>,0,0.0
2241,"Curad Antiviral Face Mask, 10 Count",Curad,3,26,0,0,999.0,999.0,0.0,0.0,0.0,0.0,1,1,<a_127><b_116><c_101>,<a_62><b_113><c_69>,0,0.0
2275,Loctite Epoxy One Minute Instant Mix 0.47-Fluid Ounce Syringe (1366072),Loctite,3,14,0,0,999.0,999.0,0.0,0.0,0.0,0.0,3,3,<a_89><b_176><c_186>,<a_19><b_77><c_1>,0,0.0
2331,Anycubic All Metal Right Hand MK8 Extruder Aluminum Frame Block DIY Kit for Reprap i3 3D Printer,Anycubic,3,20,0,0,999.0,999.0,0.0,0.0,0.0,0.0,1,1,<a_48><b_113><c_102>,<a_29><b_161><c_173>,0,0.0
2344,"Uxcell a12013100ux0116 High Knob 3P 2 Position 1P2T SPDT Vertical Slide Switch, 0.5 Amp, 50V DC, 50 Piece, 3 mm",uxcell,3,106,0,0,999.0,999.0,0.0,0.0,0.0,0.0,2,2,<a_145><b_11><c_252>,<a_67><b_174><c_84>,0,0.0
2366,"Steel Flat Washer, Black Oxide Finish, ASME B18.22.1, 1/4"" Screw Size, 9/32"" ID, 5/8"" OD, 0.065"" Thick (Pack of 100)",Small Parts,3,8,0,0,999.0,999.0,0.0,0.0,0.0,0.0,3,6,<a_78><b_139><c_9>,<a_224><b_35><c_221>,0,0.0
2415,"Remington Industries 28SNSP.25 28 AWG Magnet Wire, Enameled Copper Wire, 4 oz, 0.0135"" Diameter, 507' Length, Red",Remington Industries,3,5,0,0,999.0,999.0,0.0,0.0,0.0,0.0,5,5,<a_202><b_182><c_19>,<a_115><b_196><c_152>,0,0.0
2444,"KINGLAKE Plastic Transfer Pipettes 3ML,Essential Oils Pipettes,Graduated,Pack of 100, Makeup Tool",KINGLAKE,3,18,0,0,999.0,999.0,0.0,0.0,0.0,0.0,1,2,<a_51><b_231><c_251>,<a_245><b_202><c_13>,0,0.0
2474,BIQU MK10 M7 0.4mm Extruder Brass Nozzle Print Head for Makerbot 2 RepRap 1.75mm Filament 3D Printer (Pack of 5pcs),CTYRZCH,3,15,0,0,999.0,999.0,0.0,0.0,0.0,0.0,1,1,<a_48><b_183><c_28>,<a_29><b_50><c_101>,0,0.0
2475,"Gizmo Dorks 3D Print Removal Tool, 5-inch Blade",Gizmo Dorks,3,24,0,0,999.0,999.0,0.0,0.0,0.0,0.0,1,3,<a_249><b_158><c_64>,<a_246><b_50><c_225>,0,0.0
2484,LHI XT-60 XT60 Male Female Bullet Connectors Plugs for RC Lipo Battery,LHI,3,46,0,0,999.0,678.3333333333334,0.0,0.0,0.0,0.0,2,1,<a_186><b_40><c_191>,<a_15><b_237><c_58>,0,0.0
2496,"Apera Instruments EC20 Value Conductivity Pocket Tester, &plusmn;1% F.S Accuracy, BPB Sensor, Complete Kit","Apera Instruments, LLC",3,0,0,0,999.0,999.0,0.0,0.0,0.0,0.0,1,2,<a_62><b_4><c_59>,<a_59><b_46><c_39>,0,0.0
2500,"Micro Swiss MK10 All Metal Hotend Kit .4mm Nozzle WANHAO, FlashForge, Dremel Idea Builder",Micro-Swiss,3,32,0,0,999.0,999.0,0.0,0.0,0.0,0.0,2,2,<a_48><b_206><c_220>,<a_29><b_224><c_1>,0,0.0
2527,Hillman 847043 4-Inch Nail-On Traditional Solid Brass House Number 1,Hillman,3,6,0,0,999.0,999.0,0.0,0.0,2.0,2.0,1,2,<a_41><b_150><c_248>,<a_16><b_157><c_141>,0,0.0
2546,"E3D All-metal v6 HotEnd Full Kit - 1.75mm Universal - Direct, 12v - Approximately 120mm PTFE (ASSEMBLY REQUIRED)",E3D,3,56,0,0,999.0,678.3333333333334,0.0,0.0,0.0,0.0,2,2,<a_48><b_206><c_172>,<a_29><b_76><c_176>,0,0.0
2608,"Inkbird Pre-Wired Dual Stage Digital Temperature Controller Outlet Thermostat 110V, 1100W Heating and Cooling for Fermentation Kegerator Heating Mat ect",Inkbird,3,25,0,0,999.0,999.0,0.0,0.0,0.0,0.0,4,9,<a_31><b_243><c_228>,<a_59><b_226><c_192>,0,0.0
2619,"Digital Clamp Meter AC/DC Auto-Ranging 600 Amp Measures Voltage, Resistance, Temp, More Klein Tools CL800",Klein Tools,3,8,0,0,999.0,999.0,0.0,0.0,0.0,0.0,1,1,<a_42><b_100><c_88>,<a_229><b_107><c_244>,0,0.0
2640,Uxcell a13052700ux0257 6mm to 8mm CNC Stepper Motor Shaft Coupling Coupler for Encoder,uxcell,3,43,0,0,999.0,999.0,0.0,0.0,0.0,0.3333333333333333,1,3,<a_173><b_42><c_60>,<a_16><b_33><c_10>,0,0.0
2671,"Gardner Bender GHG-1538 5PK 3/8"" Grommet, Black",Gardner Bender,3,38,0,0,999.0,999.0,0.0,0.0,0.0,0.0,3,1,<a_10><b_193><c_46>,<a_167><b_76><c_128>,0,0.0
2672,"JB Industries DVO-24 Bottle of Black Gold Vacuum Pump Oil, 1 gallon - GIDDS-2463009",JB Industries,3,18,0,0,999.0,999.0,0.0,0.0,0.0,0.0,2,1,<a_6><b_137><c_135>,<a_20><b_242><c_49>,0,0.0
2725,Syrtenty TENS Unit Electrodes Pads 2x2 Replacement Pads Electrode Patches for Electrotherapy,Syrtenty,3,6,0,0,999.0,999.0,0.0,0.0,0.0,0.0,2,1,<a_171><b_36><c_150>,<a_144><b_169><c_44>,0,0.0
2731,"BuildTak 3D Printing Build Surface, 8"" x 8"" Square, Black (Pack of 3)",BuildTak,3,59,0,0,351.3333333333333,999.0,0.0,0.0,0.0,0.0,2,1,<a_186><b_176><c_197>,<a_251><b_157><c_249>,0,0.0
2732,PTFE Teflon Bowden Tube for 1.75 Filament (2.0mm ID/4.0mm OD) &ndash; WhiteConnector Tubing for 3D Printer - 1.5 Meters,AMX3d,3,45,0,0,999.0,349.6666666666667,0.0,0.0,0.3333333333333333,0.3333333333333333,2,3,<a_48><b_254><c_234>,<a_118><b_0><c_50>,0,0.0
2775,"Milwaukee Instruments MA9015 Storage Solution for pH/ORP Electrode, 230 mL Volume",Milwaukee,3,24,0,0,999.0,999.0,0.0,0.0,0.0,0.0,1,1,<a_62><b_159><c_221>,<a_59><b_136><c_132>,0,0.0
2793,"First Aid Only Splinter Out, 10 Per Box",First Aid Only,3,72,0,0,345.6666666666667,346.3333333333333,0.0,0.0,0.0,0.0,1,1,<a_67><b_207><c_73>,<a_86><b_108><c_17>,0,0.0
2811,"500 Piece Assorted Loose Bicycle Bearing Balls 1/8"", 5/32"", 3/16"" 7/32"" & 1/4",BC Precision,3,29,0,0,999.0,999.0,0.0,0.0,0.3333333333333333,0.0,7,4,<a_34><b_225><c_15>,<a_84><b_122><c_233>,0,0.0
2826,"Dynarex D1415 Povidone Iodine Prep Solution USP, 16 Fluid Ounce",Dynarex,3,19,0,0,999.0,999.0,0.0,0.0,0.0,0.0,1,1,<a_254><b_129><c_56>,<a_83><b_233><c_47>,0,0.0
2834,E Support 50Pack Yellow Heat Shrink Butt Wire Electrical Crimp Terminal Connector 10-12 AWG Gauge,E Support,3,3,0,0,999.0,999.0,0.0,0.0,0.0,0.0,1,3,<a_202><b_7><c_192>,<a_191><b_203><c_226>,0,0.0
2862,"Apera Instruments AI311 PH60 Premium Waterproof pH Pocket Tester, Replaceable Probe, &plusmn;0.01 pH Accuracy, -2.00-16.00 pH Range","Apera Instruments, LLC",3,2,0,0,999.0,999.0,0.0,0.0,0.0,0.0,2,1,<a_62><b_79><c_1>,<a_59><b_23><c_119>,0,0.0
2916,"Taulman BRIDGE Filament, 1.75 mm, BLACK",Taulman 3D,3,6,0,0,999.0,999.0,0.0,0.0,0.0,0.0,1,4,<a_222><b_158><c_36>,<a_184><b_183><c_0>,0,0.0
2950,AmScope BS-72P-100S-22 72 Pieces of Pre-Cleaned Blank Microscope Slides and 100 Pieces of 22x22mm Square Coverslips Cover Glass,AmScope,3,14,0,0,999.0,999.0,0.0,0.0,0.0,0.0,3,2,<a_51><b_229><c_208>,<a_245><b_25><c_9>,0,0.0
2967,Inland 1.75mm Green PLA 3D Printer Filament - 1kg Spool (2.2 lbs),Inland,3,3,0,0,999.0,999.0,0.0,0.0,1.0,1.0,21,18,<a_186><b_178><c_235>,<a_251><b_78><c_62>,0,0.0
3048,"eSUN Bronze filament 1.75mm 0.5kg(1.1lb) Spool for Makerbot, Reprap, UP, Afinia, Flash Forge and all FDM 3D Printers",eSUN,3,46,0,0,999.0,999.0,0.0,0.0,0.0,0.0,3,1,<a_48><b_185><c_56>,<a_184><b_231><c_71>,0,0.0
3073,bayite AC 110V Fahrenheit Digital Temperature Controller 10A 1 Relay with Sensor,bayite,3,12,0,0,999.0,999.0,0.0,0.0,0.0,0.0,4,9,<a_31><b_243><c_147>,<a_59><b_226><c_89>,0,0.0
3136,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Copper",HATCHBOX,3,15,0,0,669.6666666666666,999.0,0.0,0.0,1.0,1.3333333333333333,24,27,<a_222><b_157><c_57>,<a_184><b_67><c_202>,0,0.0
3151,Anycubic Pulley Version Unassemble Delta Rostock 3D Printer Kossel Kit Large Print Size with Heatbed and Power Supply,Anycubic,3,25,0,0,675.6666666666666,680.3333333333334,0.0,0.0,0.0,0.0,1,5,<a_186><b_68><c_3>,<a_251><b_120><c_41>,0,0.0
3177,Video Surveillance Sign - No Trespassing Violators Will Be Prosecuted Legend 10 X 14 High Quality Aluminum,Sigo Signs,3,4,0,0,999.0,999.0,0.0,0.0,0.0,0.0,1,1,<a_175><b_102><c_200>,<a_144><b_189><c_104>,0,0.0
3205,"Stens 125-508 Oil Drain Valve, 3/8""- 18"" NPTF Threads, Uses 1/2"" hose, Quick twist and pull motion to open",Stens,3,10,0,0,999.0,999.0,0.0,0.0,0.0,0.0,1,1,<a_34><b_186><c_154>,<a_84><b_59><c_0>,0,0.0
3207,"Tru-Flate 21-133 5/16"" Male Hose End Barb Type Hose Fitting",Tru-Flate,3,0,0,0,999.0,999.0,0.0,0.0,0.0,0.0,2,1,<a_78><b_121><c_151>,<a_56><b_89><c_196>,0,0.0
3216,"3D Printer Head(6PCS),6PCS 3D Printer 0.4mm Extruder Brass Nozzle Print Head for MK8 1.75mm ABS PLA Printer(0.4mm)",ILamourCar,3,15,0,0,999.0,999.0,0.0,0.0,0.0,0.0,1,1,<a_48><b_249><c_83>,<a_29><b_158><c_95>,0,0.0
3276,Thick Glass Graduated Measuring Cylinder Set 5ml 10ml 50ml 100ml Glass with Two Brushes,Ronyes Lifescience,3,2,0,0,999.0,999.0,0.0,0.0,0.0,0.0,5,1,<a_178><b_143><c_27>,<a_223><b_200><c_101>,0,0.0
3296,"Polyolefin 2:1 Heat Shrink Tubing 1/16, 1/8, 3/16, 1/4, 3/8, 1/2 , 3/4, 1 Inch",WindyNation,3,5,0,0,999.0,999.0,0.0,0.0,0.0,0.0,2,2,<a_202><b_104><c_172>,<a_115><b_162><c_12>,0,0.0
3333,"E-Z Lok Threaded Insert, Brass, Knife Thread, 3/8""-16 Internal Threads, 0.625"" Length (Pack of 10)",E-Z LOK,3,51,0,0,999.0,673.6666666666666,0.0,0.0,0.3333333333333333,0.3333333333333333,5,5,<a_182><b_189><c_23>,<a_71><b_86><c_94>,0,0.0
3338,Uxcell a15052000ux0115 2Pcs Slotted Metal 35 mm Din Mounting Rail 40 cm Long for AC Contactor,uxcell,3,7,0,0,999.0,999.0,0.0,0.0,0.0,0.0,1,2,<a_145><b_94><c_164>,<a_16><b_140><c_90>,0,0.0
3342,"Anderson Metals 06102 Brass Pipe Fitting, Barstock Cross, 1/4"" x 1/4"" x 1/4"" x 1/4"" NPT Female Pipe",Anderson Metals,3,18,0,0,999.0,999.0,0.0,0.0,0.0,0.0,7,1,<a_78><b_39><c_1>,<a_31><b_203><c_134>,0,0.0
3370,"BuildTak 3D Printing Build Surface, 9"" x 10"" Rectangle, Black (Pack of 3)",BuildTak,3,5,0,0,999.0,999.0,0.0,0.0,0.0,0.0,6,1,<a_222><b_206><c_181>,<a_246><b_19><c_150>,0,0.0
3378,"Uxcell a14041400ux1070 2Pcs LM6LUU 6mm Shaft Dia Double Wide Sealed Linear Motion Bearing, 0.47"" width, 0.24 Metal",uxcell,3,6,0,0,999.0,999.0,0.0,0.0,0.0,0.0,2,1,<a_34><b_72><c_76>,<a_84><b_153><c_184>,0,0.0
3418,uxcell 660V 20A 6 Terminals 4 Positions Rotary Cam Changeover Switch,uxcell,3,12,0,0,999.0,999.0,0.0,0.0,0.0,0.0,1,2,<a_145><b_223><c_103>,<a_67><b_174><c_252>,0,0.0
3419,60ml Catheter Tip Disposable Syringe by Care Touch (1 60ml Syringe),Care Touch,3,1,0,0,999.0,999.0,0.0,0.0,0.0,0.0,1,4,<a_172><b_247><c_47>,<a_20><b_20><c_243>,0,0.0
3446,Anycubic 1.75mm Skin Color PLA 3D Printer Filament - 1kg Spool (2.2 lbs) - Dimensional Accuracy +/- 0.05mm,Anycubic,3,8,0,0,999.0,999.0,0.0,0.0,0.0,0.0,1,1,<a_85><b_200><c_31>,<a_184><b_232><c_8>,0,0.0
3539,"Starbond EM-2000 Thick, PREMIUM CA - Super Glue plus Extra Cap and Microtips, 2 oz. (For Woodturning, Hobby, Archery Fletching)",STARBOND,3,5,0,0,999.0,999.0,0.0,0.0,0.0,0.0,3,2,<a_89><b_10><c_100>,<a_19><b_202><c_9>,0,0.0
3542,FlashForge FFH001 2 Nozzles and 4 Teflon Tubes kit for FlashForge Creator Pro and Dreamer (Pack of 6),FlashForge,3,25,0,0,999.0,999.0,0.0,0.0,0.0,0.0,1,1,<a_48><b_180><c_182>,<a_29><b_249><c_20>,0,0.0
3546,Inland 1.75mm Orange PLA 3D Printer Filament - 1kg Spool (2.2 lbs),Inland,3,37,0,0,348.0,345.6666666666667,0.0,0.0,1.6666666666666667,1.6666666666666667,21,18,<a_186><b_178><c_9>,<a_251><b_78><c_252>,0,0.0
3591,"1/4"" Eccentric Spacer for Full Size V Wheels (Pack of 20)",Generic,3,6,0,0,999.0,999.0,0.0,0.0,0.0,0.0,1,1,<a_34><b_211><c_249>,<a_84><b_96><c_87>,0,0.0
3600,"Micro-Swiss HW-NOZ-MK10-04 Plated Brass Wear Resistant Nozzles, 1.75 mm, MK10 (Flash Forge/Dremel/Wanhao) 0.4 mm, Bright Nickel",Micro-Swiss,3,13,0,0,999.0,999.0,0.0,0.0,0.0,0.0,1,1,<a_48><b_190><c_4>,<a_29><b_64><c_190>,0,0.0
3619,"eSUN 1.75mm Red PLA PRO (PLA+) 3D Printer Filament 1KG Spool (2.2lbs), Red, (Pantone 485C)",eSUN,3,14,0,0,999.0,999.0,0.0,0.0,0.0,0.0,8,1,<a_85><b_80><c_1>,<a_184><b_139><c_191>,0,0.0
3626,MUYI 10 Meters = 32.8 Feet PTFE Teflon Tube OD 4mm ID 2mm for Chemical Electrical Medical Equipment,MUYI,3,1,0,0,999.0,999.0,0.0,0.0,0.0,0.0,1,1,<a_225><b_208><c_42>,<a_115><b_116><c_205>,0,0.0
3632,"eSUN 1.75mm Blue PLA PRO (PLA+) 3D Printer Filament 1KG Spool (2.2lbs), Blue",eSUN,3,10,0,0,999.0,999.0,0.0,0.0,0.0,0.0,8,13,<a_85><b_80><c_12>,<a_184><b_244><c_244>,0,0.0
3654,1.75mm Orange PLA 3D Printer Filament - 1kg Spool (2.2 lbs) - Dimensional Accuracy +/- 0.03mm,AMZ3D,3,2,0,0,999.0,682.0,0.0,0.0,0.3333333333333333,1.6666666666666667,21,9,<a_186><b_178><c_6>,<a_251><b_181><c_19>,0,0.0
3674,1.75mm Green PLA 3D Printer Filament - 1kg Spool (2.2 lbs) - Dimensional Accuracy +/- 0.03mm,AMZ3D,3,0,0,0,999.0,999.0,0.0,0.0,0.0,0.0,1,1,<a_85><b_249><c_253>,<a_184><b_119><c_174>,0,0.0
3681,3D Solutech Real Orange 1.75mm ABS 3D Printer Filament 2.2 LBS (1.0KG),3D Solutech,3,0,0,0,999.0,999.0,0.0,0.0,4.666666666666667,4.666666666666667,23,24,<a_222><b_68><c_2>,<a_184><b_137><c_2>,0,0.0
6,PORTER-CABLE 740000801 4 1/2-Inch x 10yd 80 Grit Adhesive-Backed Sanding Roll,PORTER-CABLE,2,14,0,0,999.0,999.0,0.0,0.0,0.0,0.0,2,3,<a_191><b_58><c_24>,<a_71><b_220><c_23>,0,0.0
14,Titan Tools 11185 Telescoping Inspection Mirror,Titan Tools,2,35,0,0,999.0,999.0,0.0,0.0,0.0,0.0,1,1,<a_12><b_21><c_84>,<a_149><b_14><c_214>,0,0.0
20,"PORTER-CABLE (PBN18075-1) 18 Gauge Brad Nails, 3/4-Inch, 1000-Pack",PORTER-CABLE,2,28,0,0,509.0,999.0,0.0,0.0,0.0,0.0,4,4,<a_191><b_207><c_194>,<a_255><b_82><c_242>,0,0.0
