idx,user_id,item_id,item_title,family,brand,target_sid,target_l1,target_l2,target_l1_bucket_size,target_l2_bucket_size,target_l1_family_purity,target_l2_family_purity,target_l1_dominant_family,target_l2_dominant_family,history_len,target_l1_in_history,target_l2_in_history,rank,rank_found,hit1,hit3,hit5,hit10,hit20,hit50,ndcg10,ndcg50,top1_sid,top1_item_repr,top1_item_titles,top1_families,top1_brands,top1_same_l1,top1_same_l2,top1_same_family,top1_same_brand,top1_history_repeat,top10_history_repeat_count,top50_history_repeat_count,top10_has_target_l1,top10_has_target_l2,top50_has_target_l1,top50_has_target_l2,failure_type_at10,top5_predictions
1949,A1238,1304,"Duda Energy borp1 Fine Powder Boric Acid H3BO3 99, 1 lb. (Packaging may vary)",other,Duda Energy,<a_173><b_22><c_11>,<a_173>,<a_173><b_22>,64,1,0.75,1.0,other,other,4,0,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_122><b_118><c_244>,718,Tear-Aid Repair Type B Vinyl Kit,3d_filament,Tear-Aid Repair,0,0,0,0,1,2,4,0,0,0,0,l1_routing_miss,<a_122><b_118><c_244> || <a_165><b_7><c_199> || <a_202><b_52><c_171> || <a_165><b_247><c_68> || <a_202><b_52><c_122>
1950,A2712,2924,"Hilitchi 635 Pcs 40 Pin 2.54mm Pitch Single Row Pin Headers,Dupont Connector Housing Female,Dupont Male/Female Pin Connector Kit",connector_fitting,Hilitchi,<a_73><b_244><c_79>,<a_73>,<a_73><b_244>,114,1,0.5350877192982456,1.0,other,connector_fitting,10,1,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_104><b_251><c_25>,415,"Miller Electric 229895 Gage, Wire Metal Sizes",other,Miller Electric,0,0,0,0,0,2,2,0,0,1,0,l1_routing_miss,<a_104><b_251><c_25> || <a_104><b_5><c_245> || <a_107><b_93><c_0> || <a_15><b_155><c_49> || <a_17><b_14><c_32>
1951,A3962,711,3M Scotch #35 Electrical Tape Value Pack (10457NA),tape,3M,<a_202><b_218><c_109>,<a_202>,<a_202><b_218>,117,3,0.5470085470085471,0.6666666666666666,adhesive_epoxy,adhesive_epoxy,4,1,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_244><b_224><c_182>,530,"Dap 00688 All-Purpose Adhesive Sealant, 100% Silicone, 2.8-Ounce Tube",adhesive_epoxy,DAP,0,0,0,0,1,2,4,1,0,1,1,l2_routing_miss_after_l1_hit,<a_244><b_224><c_182> || <a_165><b_59><c_69> || <a_165><b_247><c_68> || <a_202><b_52><c_171> || <a_165><b_170><c_116>
1952,A4691,1134,FiberFix 10x Tape- 10x Stonger Than Duct Tape- Weight Bearing Untearable Water Resistant Repair Tape,adhesive_epoxy,FiberFix,<a_122><b_121><c_22>,<a_122>,<a_122><b_121>,35,1,0.4,1.0,adhesive_epoxy,adhesive_epoxy,4,1,0,9,1,0,0,0,1,1,1,0.3010299956639812,0.3010299956639812,<a_79><b_179><c_161>,928,"Seaboard High Density Polyethylene Sheet, Matte Finish, 1/2"" Thick, 12"" Length x 24"" Width, Black",other,Vycom,0,0,0,0,1,3,3,1,1,1,1,hit10,<a_79><b_179><c_161> || <a_17><b_80><c_8> || <a_233><b_25><c_236> || <a_17><b_14><c_32> || <a_122><b_126><c_5>
1953,A5259,2349,Spectra 360 1208 Electrode Gel - Parker Laboratories - 8.5 oz Tube - (Pack of 3),other,SPECTRA 360,<a_44><b_4><c_51>,<a_44>,<a_44><b_4>,65,4,0.9230769230769231,1.0,other,other,8,1,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_107><b_93><c_0>,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator || AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,AcuRite,0,0,0,0,0,2,4,0,0,1,0,l1_routing_miss,<a_107><b_93><c_0> || <a_17><b_145><c_1> || <a_94><b_35><c_31> || <a_210><b_12><c_10> || <a_206><b_99><c_1>
1954,A5955,2660,"3D Solutech Real Grey 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3d_filament,3D Solutech,<a_223><b_80><c_158>,<a_223>,<a_223><b_80>,247,24,0.9676113360323887,1.0,3d_filament,3d_filament,6,1,0,50,1,0,0,0,0,0,1,0.0,0.17629143438888212,<a_223><b_160><c_251>,2477,BAMtack! 1.75mm Black PLA 3D Printer Filament - 1kg (2.2 lbs) - Dimensional Accuracy +/- 0.03mm,3d_filament,BAMtack!,1,0,1,0,0,2,2,1,0,1,1,l2_routing_miss_after_l1_hit,<a_223><b_160><c_251> || <a_223><b_201><c_101> || <a_223><b_20><c_170> || <a_223><b_198><c_230> || <a_223><b_198><c_250>
1955,A6532,2100,"Stainless Steel 316 Cast Pipe Fitting, Coupling, Class 150, 1/2""NPT Female",tape,Merit Brass,<a_108><b_146><c_2>,<a_108>,<a_108><b_146>,143,8,0.5384615384615384,1.0,connector_fitting,tape,6,1,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_107><b_26><c_118>,1989,Automatic Temperature Compensation 0-32% Brix Refractometer Beer Wine CNC Fruit by Ade Advanced Optics,gauge_meter,Ade Advanced Optics,0,0,0,0,0,1,3,0,0,1,1,l1_routing_miss,<a_107><b_26><c_118> || <a_228><b_158><c_82> || <a_229><b_238><c_126> || <a_94><b_35><c_31> || <a_107><b_35><c_187>
1956,A6621,3256,"Transfer Pipette, 3.0ml Graduated, 5.0ml Capacity, Large Bulb, 155mm, Karter Scientific 206H3 (Pack of 100)",other,Karter Scientific,<a_94><b_69><c_3>,<a_94>,<a_94><b_69>,111,3,0.7747747747747747,1.0,other,other,2,0,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_229><b_246><c_41>,1329,"LabExact 1200158 W33 Cellulose Weighing Paper Sheet, Nitrogen Free, Non-Absorbing, High-Gloss, 3 x 3 Inches (Pack of 500)",other,LabExact,0,0,1,0,0,0,1,1,0,1,0,l2_routing_miss_after_l1_hit,<a_229><b_246><c_41> || <a_229><b_184><c_102> || <a_94><b_189><c_188> || <a_229><b_99><c_27> || <a_180><b_221><c_238>
1957,A6621,2608,"Inkbird Pre-Wired Dual Stage Digital Temperature Controller Outlet Thermostat 110V, 1100W Heating and Cooling for Fermentation Kegerator Heating Mat ect",gauge_meter,Inkbird,<a_107><b_35><c_187>,<a_107>,<a_107><b_35>,66,7,0.7575757575757576,0.7142857142857143,gauge_meter,gauge_meter,3,0,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_94><b_189><c_188>,2254,"Glass Erlenmeyer Flask Set - 3 Sizes - 50, 150 and 250ml, Karter Scientific 214U2",other,Karter Scientific,0,0,0,0,0,0,2,1,0,1,0,l2_routing_miss_after_l1_hit,<a_94><b_189><c_188> || <a_107><b_93><c_0> || <a_94><b_75><c_129> || <a_94><b_35><c_31> || <a_107><b_26><c_118>
1958,A6621,821,"Apera Instruments AI209 PH20 Value Waterproof pH Pocket Tester, &plusmn;0.1 pH Accuracy, 0-14.0 pH Range, Complete Kit",gauge_meter,"Apera Instruments, LLC",<a_107><b_231><c_0>,<a_107>,<a_107><b_231>,66,2,0.7575757575757576,1.0,gauge_meter,gauge_meter,4,1,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_94><b_40><c_0>,1955,SEOH 5 Pack Glass Borosilicate Graduated Beakers 50 100 250 600 and 1000ml || SEOH 5 Pack Glass Borosilicate Graduated Beakers 50 100 250 600 and 1000ml,other,SEOH,0,0,0,0,0,0,3,1,0,1,0,l2_routing_miss_after_l1_hit,<a_94><b_40><c_0> || <a_107><b_35><c_115> || <a_94><b_166><c_155> || <a_94><b_189><c_188> || <a_107><b_26><c_118>
1959,A6918,2290,uxcell 5Pcs 2 Rows 12P Wire Connector Screw Terminal Barrier Block 300V 20A,connector_fitting,uxcell,<a_73><b_87><c_68>,<a_73>,<a_73><b_87>,114,5,0.5350877192982456,0.8,other,fastener,5,0,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_52><b_192><c_121>,2921,AGPtek&reg; 12 Pipe Aluminum Heat Exchanger Radiator for PC CPU CO2 Laser Water Cool System Computer,other,AGPTEK,0,0,0,0,1,3,3,0,0,1,0,l1_routing_miss,<a_52><b_192><c_121> || <a_236><b_106><c_37> || <a_109><b_154><c_125> || <a_109><b_29><c_242> || <a_109><b_106><c_6>
1960,A156,304,"Carlisle 3621962414 Sweep Complete Aluminum Handle Floor Sweep with Squeegee, Plastic Bristles, 24"" Length, 3"" Bristle Trim, Blue",other,Carlisle,<a_24><b_106><c_121>,<a_24>,<a_24><b_106>,119,1,0.7142857142857143,1.0,other,other,10,0,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_44><b_217><c_32>,641,"AMMEX - ABNPF46100 - Medical Nitrile Gloves - Disposable, Powder Free, Exam Grade, 4 mil, Large, Black (Case of 1000)",other,Ammex,0,0,1,0,0,2,5,1,0,1,0,l2_routing_miss_after_l1_hit,<a_44><b_217><c_32> || <a_44><b_217><c_50> || <a_44><b_217><c_235> || <a_122><b_11><c_238> || <a_202><b_118><c_74>
1961,A1463,623,"Chemical Guys MIC_MBLUE_12 Workhorse Professional Grade Microfiber Towel, Blue (16 in. x 16 in.) (Pack of 12)",other,Chemical Guys,<a_197><b_121><c_25>,<a_197>,<a_197><b_121>,60,1,0.4666666666666667,1.0,other,other,6,0,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_122><b_156><c_152>,213,"Shoreline Marine GOOP, 3.7-Ounce, Clear",adhesive_epoxy,Shoreline Marine,0,0,0,0,1,2,2,0,0,1,0,l1_routing_miss,<a_122><b_156><c_152> || <a_71><b_242><c_21> || <a_173><b_181><c_125> || <a_173><b_174><c_196> || <a_71><b_201><c_34>
1962,A1956,2826,"Dynarex D1415 Povidone Iodine Prep Solution USP, 16 Fluid Ounce",other,Dynarex,<a_44><b_52><c_59>,<a_44>,<a_44><b_52>,65,1,0.9230769230769231,1.0,other,other,8,0,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_165><b_59><c_69>,675,J-B Weld 8265S Original Cold-Weld Steel Reinforced Epoxy - 2 oz.,adhesive_epoxy,J-B Weld,0,0,0,0,0,2,3,0,0,0,0,l1_routing_miss,<a_165><b_59><c_69> || <a_17><b_204><c_8> || <a_165><b_59><c_20> || <a_24><b_132><c_34> || <a_206><b_204><c_158>
1963,A2462,1281,Barge All Purpose Cement,adhesive_epoxy,Barge,<a_206><b_20><c_124>,<a_206>,<a_206><b_20>,60,2,0.5,0.5,other,fastener,1,0,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_71><b_106><c_76>,245,"Master Lock Strap, 12 ft. Long Lashing Strap, 3060DAT (Pack of 2)",other,Master Lock,0,0,0,0,1,1,1,0,0,0,0,l1_routing_miss,<a_71><b_106><c_76> || <a_71><b_106><c_108> || <a_107><b_93><c_0> || <a_71><b_34><c_83> || <a_180><b_106><c_10>
1964,A2462,1847,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, White",3d_filament,HATCHBOX,<a_223><b_20><c_170>,<a_223>,<a_223><b_20>,247,5,0.9676113360323887,1.0,3d_filament,3d_filament,2,0,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_71><b_106><c_76>,245,"Master Lock Strap, 12 ft. Long Lashing Strap, 3060DAT (Pack of 2)",other,Master Lock,0,0,0,0,1,1,2,0,0,0,0,l1_routing_miss,<a_71><b_106><c_76> || <a_15><b_155><c_49> || <a_71><b_106><c_108> || <a_202><b_100><c_73> || <a_71><b_34><c_83>
1965,A2462,2161,"3D Solutech Natural Clear 1.75mm 3D Printer PLA Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3d_filament,3D Solutech,<a_223><b_80><c_140>,<a_223>,<a_223><b_80>,247,24,0.9676113360323887,1.0,3d_filament,3d_filament,3,1,0,18,1,0,0,0,0,1,1,0.0,0.23540891336663824,<a_223><b_198><c_36>,50,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Blue",3d_filament,HATCHBOX,1,0,1,0,0,0,2,1,0,1,1,l2_routing_miss_after_l1_hit,<a_223><b_198><c_36> || <a_223><b_198><c_214> || <a_223><b_198><c_182> || <a_223><b_78><c_41> || <a_223><b_198><c_114>
1966,A2462,176,URBEST 530 Pcs 2:1 Heat Shrink Tubing Tube Sleeving Wrap Cable Wire 5 Color 8 Size,other,URBEST,<a_17><b_80><c_8>,<a_17>,<a_17><b_80>,99,1,0.6363636363636364,1.0,other,other,4,0,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_223><b_80><c_3>,3112,"3D Solutech Real Black 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175RBLK || 3D Solutech Printer Filament, Real Blue PLA, 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 1.1 LBS (0.5KG)",3d_filament,3D Solutech,0,0,0,0,0,1,2,0,0,0,0,l1_routing_miss,<a_223><b_80><c_3> || <a_223><b_160><c_251> || <a_223><b_80><c_84> || <a_223><b_80><c_140> || <a_223><b_80><c_0>
1967,A3146,84,Neiko 01409A Electronic Digital Caliper with Extra Large LCD Screen | 0 - 12 Inches | Inch/Fractions/Millimeter Conversion,gauge_meter,Neiko,<a_104><b_186><c_66>,<a_104>,<a_104><b_186>,60,2,0.5,0.5,other,gauge_meter,4,0,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_44><b_9><c_168>,283,Nitrile Exam Glove (non-latex) PF Medium Blue 100/BX,other,VersaPro,0,0,0,0,1,3,3,0,0,0,0,l1_routing_miss,<a_44><b_9><c_168> || <a_180><b_112><c_241> || <a_206><b_184><c_0> || <a_44><b_9><c_196> || <a_44><b_9><c_69>
1968,A3275,3470,SCStyle 5 Meters GT2 2mm Pitch 6mm Wide Timing Belt for 3D Printer CNC,3d_filament,SCStyle,<a_23><b_192><c_221>,<a_23>,<a_23><b_192>,50,1,0.46,1.0,other,3d_filament,8,0,0,19,1,0,0,0,0,1,1,0.0,0.23137821315975915,<a_73><b_244><c_79>,2924,"Hilitchi 635 Pcs 40 Pin 2.54mm Pitch Single Row Pin Headers,Dupont Connector Housing Female,Dupont Male/Female Pin Connector Kit",connector_fitting,Hilitchi,0,0,0,0,0,0,2,0,0,1,1,l1_routing_miss,<a_73><b_244><c_79> || <a_73><b_231><c_56> || <a_73><b_19><c_203> || <a_158><b_105><c_147> || <a_158><b_245><c_180>
1969,A3367,656,Uni-T B4Q094 UT210E True RMS AC/DC Current Mini Clamp M W Capacitance Tester,gauge_meter,UNI-T,<a_36><b_235><c_249>,<a_36>,<a_36><b_235>,54,2,0.5555555555555556,1.0,other,gauge_meter,4,0,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_30><b_192><c_4>,3576,5PCS Nema17 Stepper Motor 2A 64oz.in 40mm Body 4-lead 1m Cable W/Connector DIY CNC,3d_filament,STEPPERONLINE,0,0,0,0,0,0,3,0,0,0,0,l1_routing_miss,<a_30><b_192><c_4> || <a_158><b_79><c_187> || <a_73><b_185><c_122> || <a_158><b_217><c_2> || <a_73><b_36><c_154>
1970,A4287,2793,"First Aid Only Splinter Out, 10 Per Box",other,First Aid Only,<a_44><b_124><c_167>,<a_44>,<a_44><b_124>,65,1,0.9230769230769231,1.0,other,other,8,0,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_94><b_166><c_155>,560,"Litmus pH Test Strips, Universal Application (pH 1-14), 2 Packs of 100 Strips",test_strip,LabRat Supplies,0,0,0,0,1,1,5,0,0,0,0,l1_routing_miss,<a_94><b_166><c_155> || <a_94><b_35><c_31> || <a_94><b_144><c_130> || <a_94><b_235><c_41> || <a_14><b_246><c_237>
1971,A4316,3220,4M Table Top Robot,other,4M,<a_87><b_176><c_34>,<a_87>,<a_87><b_176>,71,1,0.7746478873239436,1.0,other,other,4,0,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_202><b_160><c_244>,154,"3M Multi-Use Duct Tape, 2930-C, 1.88 Inches by 30 Yards",adhesive_epoxy,Scotch,0,0,0,0,0,2,3,0,0,0,0,l1_routing_miss,<a_202><b_160><c_244> || <a_202><b_160><c_184> || <a_107><b_93><c_0> || <a_244><b_136><c_142> || <a_193><b_203><c_191>
1972,A4385,3254,ETA hand2mind Dual-Dial Analog Platform Scale - Simple Enough for Kids and Great with Kitchen Food,fastener,ETA hand2mind,<a_229><b_105><c_188>,<a_229>,<a_229><b_105>,36,1,0.7222222222222222,1.0,other,fastener,4,0,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_42><b_251><c_149>,1886,"Arrow Fastener 256 Genuine T25 3/8-Inch Staples, 1,000-Pack",fastener,ARROW FASTENER,0,0,1,0,0,2,3,0,0,0,0,l1_routing_miss,<a_42><b_251><c_149> || <a_107><b_90><c_50> || <a_107><b_93><c_0> || <a_107><b_90><c_68> || <a_180><b_128><c_50>
1973,A4522,2677,"eSUN 1.75mm Black ABS 3D Printer filament 1kg Spool (2.2lbs), Black",3d_filament,eSUN,<a_223><b_217><c_151>,<a_223>,<a_223><b_217>,247,6,0.9676113360323887,1.0,3d_filament,3d_filament,5,0,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_180><b_41><c_58>,1531,"Prestige Medical Fluoride Scissor, Black, 7 1/2 Inch",tape,Prestige Medical,0,0,0,0,0,1,3,0,0,0,0,l1_routing_miss,<a_180><b_41><c_58> || <a_150><b_192><c_215> || <a_180><b_183><c_255> || <a_180><b_186><c_7> || <a_180><b_41><c_32>
1974,A4889,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,AcuRite,<a_107><b_93><c_0>,<a_107>,<a_107><b_93>,66,2,0.7575757575757576,1.0,gauge_meter,gauge_meter,2,1,0,1,1,1,1,1,1,1,1,1.0,1.0,<a_107><b_93><c_0>,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator || AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,AcuRite,1,1,1,1,0,1,2,1,1,1,1,hit10,<a_107><b_93><c_0> || <a_107><b_231><c_0> || <a_107><b_42><c_17> || <a_94><b_35><c_31> || <a_210><b_231><c_0>
1975,A4889,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,AcuRite,<a_107><b_93><c_0>,<a_107>,<a_107><b_93>,66,2,0.7575757575757576,1.0,gauge_meter,gauge_meter,3,1,1,1,1,1,1,1,1,1,1,1.0,1.0,<a_107><b_93><c_0>,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator || AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,AcuRite,1,1,1,1,1,3,3,1,1,1,1,hit10,<a_107><b_93><c_0> || <a_109><b_74><c_57> || <a_107><b_90><c_50> || <a_107><b_42><c_17> || <a_229><b_95><c_222>
1976,A4889,182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,AcuRite,<a_107><b_93><c_0>,<a_107>,<a_107><b_93>,66,2,0.7575757575757576,1.0,gauge_meter,gauge_meter,4,1,1,1,1,1,1,1,1,1,1,1.0,1.0,<a_107><b_93><c_0>,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator || AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,AcuRite,1,1,1,1,1,3,3,1,1,1,1,hit10,<a_107><b_93><c_0> || <a_107><b_90><c_50> || <a_109><b_74><c_57> || <a_107><b_90><c_68> || <a_107><b_42><c_17>
1977,A5615,3163,"Scott Essential Multifold Paper Towels (01804) with Fast-Drying Absorbency Pockets, White, 16 Packs / Case, 250 Multifold Towels / Pack",other,Kimberly-Clark Professional,<a_210><b_45><c_66>,<a_210>,<a_210><b_45>,95,1,0.9052631578947369,1.0,other,other,7,0,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_94><b_35><c_31>,148,"Plastic Transfer Pipettes 3ml, Graduated, Pack of 100",other,Pipettes,0,0,1,0,0,1,3,0,0,0,0,l1_routing_miss,<a_94><b_35><c_31> || <a_94><b_189><c_188> || <a_94><b_40><c_0> || <a_150><b_189><c_49> || <a_94><b_183><c_53>
1978,A5947,1086,"Gems Sensors A2012-S150 Solenoid Valve, 24 V, 60 Hz AC, 125 PSI",other,Gems Sensors,<a_236><b_21><c_16>,<a_236>,<a_236><b_21>,84,1,0.7380952380952381,1.0,other,other,3,0,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_211><b_102><c_167>,388,"Fluke TP1 Slim-Reach Flat Blade Test Probe with Stainless Steel Tip, 1000V Voltage, 10A Current",other,Fluke,0,0,1,0,0,3,3,0,0,0,0,l1_routing_miss,<a_211><b_102><c_167> || <a_73><b_231><c_56> || <a_107><b_93><c_0> || <a_73><b_8><c_168> || <a_211><b_68><c_182>
1979,A5947,1853,"Fluke 62 MAX Infrared Thermometer, AA Battery, -20 to +932 Degree F Range with a NIST-Traceable Calibration Certificate with Data",gauge_meter,Fluke,<a_107><b_73><c_114>,<a_107>,<a_107><b_73>,66,1,0.7575757575757576,1.0,gauge_meter,gauge_meter,4,0,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_73><b_8><c_168>,285,Z&T Solderless Flexible Breadboard Jumper Wires M/M 100pcs,connector_fitting,Z&T,0,0,0,0,0,0,4,1,0,1,0,l2_routing_miss_after_l1_hit,<a_73><b_8><c_168> || <a_73><b_231><c_56> || <a_153><b_201><c_178> || <a_107><b_93><c_0> || <a_73><b_37><c_53>
1980,A6263,3171,Signstek 10 PCS Reprap 12V 40W 620 Ceramic Cartridge Heater for 3D Printer Prusa Mendel,3d_filament,Signstek,<a_158><b_172><c_147>,<a_158>,<a_158><b_172>,109,2,0.5596330275229358,1.0,3d_filament,3d_filament,4,0,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_223><b_126><c_99>,3648,"eSUN 3D 1.75mm PETG Orange Filament 1kg (2.2lb), PETG 3D Printer Filament, Semi-Transparent 1.75mm Orange",3d_filament,eSUN,0,0,1,0,0,1,2,1,0,1,0,l2_routing_miss_after_l1_hit,<a_223><b_126><c_99> || <a_223><b_126><c_115> || <a_223><b_126><c_0> || <a_223><b_144><c_16> || <a_223><b_126><c_21>
1981,A6915,2811,"500 Piece Assorted Loose Bicycle Bearing Balls 1/8"", 5/32"", 3/16"" 7/32"" & 1/4",other,BC Precision,<a_71><b_104><c_232>,<a_71>,<a_71><b_104>,118,7,0.6271186440677966,1.0,other,other,10,1,1,999,0,0,0,0,0,0,0,0.0,0.0,<a_223><b_72><c_76>,3670,"HATCHBOX PETG 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Red",3d_filament,HATCHBOX,0,0,0,0,0,1,3,0,0,0,0,l1_routing_miss,<a_223><b_72><c_76> || <a_158><b_206><c_223> || <a_158><b_72><c_88> || <a_158><b_245><c_180> || <a_158><b_211><c_119>
1982,A7342,2703,"eSUN 3D 1.75mm PETG Black Filament 1kg (2.2lb), PETG 3D Printer Filament, 1.75mm Solid Opaque Black",3d_filament,eSUN,<a_223><b_126><c_0>,<a_223>,<a_223><b_126>,247,10,0.9676113360323887,1.0,3d_filament,3d_filament,5,1,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_223><b_80><c_3>,3112,"3D Solutech Real Black 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175RBLK || 3D Solutech Printer Filament, Real Blue PLA, 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 1.1 LBS (0.5KG)",3d_filament,3D Solutech,1,0,1,0,1,1,3,1,0,1,0,l2_routing_miss_after_l1_hit,<a_223><b_80><c_3> || <a_223><b_198><c_114> || <a_223><b_198><c_230> || <a_223><b_80><c_158> || <a_223><b_80><c_101>
1983,A7589,1826,"Stainless Steel 316L Seamless Round Tubing, 1/8"" OD, 0.027"" ID, 0.049"" Wall, 12"" Length",connector_fitting,Small Parts,<a_17><b_120><c_201>,<a_17>,<a_17><b_120>,99,5,0.6363636363636364,0.6,other,other,2,0,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_107><b_93><c_0>,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator || AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,AcuRite,0,0,0,0,0,0,1,0,0,0,0,l1_routing_miss,<a_107><b_93><c_0> || <a_94><b_144><c_130> || <a_228><b_158><c_82> || <a_94><b_166><c_155> || <a_108><b_142><c_250>
1984,A474,1198,TapeCase 3432 1in X 50yd Red Reflective Tape (1 Roll),tape,TapeCase,<a_68><b_121><c_7>,<a_68>,<a_68><b_121>,67,4,0.4925373134328358,1.0,other,tape,4,0,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_99><b_53><c_168>,719,"Gorilla Heavy Duty Construction Adhesive, 2.5 ounce Squeeze Tube, White",adhesive_epoxy,Gorilla,0,0,0,0,1,1,3,0,0,0,0,l1_routing_miss,<a_99><b_53><c_168> || <a_202><b_52><c_171> || <a_202><b_52><c_122> || <a_202><b_52><c_132> || <a_165><b_107><c_20>
1985,A750,2035,"Rok Hardware Heavy Duty Metal Bracket Right Angle Brace, 20 Gauge, Zinc Finish, 50 Pack",other,Rok,<a_71><b_164><c_69>,<a_71>,<a_71><b_164>,118,5,0.6271186440677966,0.6,other,fastener,10,0,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_67><b_127><c_152>,1541,Ginsco 260pcs Insulated Female&Male Bullet Butt Connector wire Crimp Terminals Set Red Blue Yellow,connector_fitting,Ginsco,0,0,0,0,1,2,4,0,0,1,0,l1_routing_miss,<a_67><b_127><c_152> || <a_67><b_13><c_33> || <a_67><b_13><c_246> || <a_67><b_156><c_55> || <a_17><b_80><c_8>
1986,A1347,2156,"Monoprice ABS 3D Printer Filament - White - 1kg Spool, 1.75mm Thick | For All ABS Compatible Printers",3d_filament,Monoprice,<a_223><b_78><c_229>,<a_223>,<a_223><b_78>,247,4,0.9676113360323887,1.0,3d_filament,3d_filament,10,1,1,999,0,0,0,0,0,0,0,0.0,0.0,<a_197><b_78><c_121>,2731,"BuildTak 3D Printing Build Surface, 8"" x 8"" Square, Black (Pack of 3)",other,BuildTak,0,0,0,0,1,1,3,1,1,1,1,leaf_or_ranking_miss_after_l2_hit,<a_197><b_78><c_121> || <a_91><b_162><c_93> || <a_223><b_20><c_170> || <a_91><b_78><c_184> || <a_91><b_176><c_178>
1987,A1360,78,PSI LCENTLT2 No. 2MT Heavy Duty Live Tailstock Center,other,PSI Woodworking,<a_159><b_172><c_75>,<a_159>,<a_159><b_172>,52,1,0.5192307692307693,1.0,other,other,10,0,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_193><b_5><c_106>,341,"Neiko 11108A 4.5&rdquo; x 7/8-Inch Aluminum Oxide Flap Disc, 80 Grit | Flat Type #27 | 10-Pack",other,Neiko,0,0,1,0,0,3,4,1,0,1,0,l2_routing_miss_after_l1_hit,<a_193><b_5><c_106> || <a_193><b_5><c_255> || <a_193><b_5><c_43> || <a_193><b_5><c_30> || <a_159><b_63><c_34>
