item_id,item_title,family,eval_count,orig_failure_type,orig_l1_in_history,sem_l1_in_history,orig_l2_in_history,sem_l2_in_history,orig_l1_bucket_size,sem_l1_bucket_size,orig_l2_bucket_size,sem_l2_bucket_size,orig_l1_purity,sem_l1_purity,orig_l2_purity,sem_l2_purity,orig_target_l1,sem_target_l1,orig_target_l2,sem_target_l2,delta_l1_hist,delta_l2_hist
858,AST Labs Test Lead Alligator Clip Heavy Duty to Alligator Clip Heavy Duty 39,other,3,l1_routing_miss,0.0,0.0,0.0,0.0,45,35,1,1,0.4222222222222222,0.5428571428571428,1.0,1.0,<a_211>,<a_71>,<a_211><b_84>,<a_71><b_60>,0.0,0.0
861,"SCIGRIP 16 10315 Acrylic Cement, Low-VOC, Medium bodied, 5 Ounce Tube, Clear",adhesive_epoxy,3,l1_routing_miss,0.0,0.0,0.0,0.0,72,65,5,5,0.8055555555555556,0.9384615384615385,1.0,1.0,<a_165>,<a_254>,<a_165><b_219>,<a_254><b_245>,0.0,0.0
875,Big Horn 19053C 3 Pieces 8-Inch Spring Caliper / Divider Set,other,3,l1_routing_miss,0.0,0.0,0.0,0.0,60,27,1,1,0.5,0.6296296296296297,1.0,1.0,<a_104>,<a_255>,<a_104><b_248>,<a_255><b_123>,0.0,0.0
889,Hornady 9991 One Shot Spray Case Lube with DynaGlide Plus (5 fl Oz Aerosol),other,3,l1_routing_miss,0.0,0.0,0.0,0.0,64,61,1,1,0.75,0.7049180327868853,1.0,1.0,<a_173>,<a_112>,<a_173><b_25>,<a_112><b_60>,0.0,0.0
924,"Loctite 234796-6 Super Glue Liquid, 10g Longneck Bottles (Case of 6)",3d_filament,3,l1_routing_miss,0.3333333333333333,0.3333333333333333,0.0,0.0,72,62,2,1,0.8055555555555556,0.7741935483870968,0.5,1.0,<a_165>,<a_175>,<a_165><b_210>,<a_175><b_133>,0.0,0.0
959,"American Weigh Scales Calibration Weight Kit WGHTKIT, Class M2",other,3,l1_routing_miss,0.0,0.0,0.0,0.0,36,14,1,1,0.7222222222222222,0.9285714285714286,1.0,1.0,<a_229>,<a_14>,<a_229><b_238>,<a_14><b_31>,0.0,0.0
987,wall26 Reflective Student Driver Magnetic Car Signs(Set of 3) Safety Caution Sign,other,3,l1_routing_miss,0.0,0.0,0.0,0.0,60,47,3,1,0.5,0.5319148936170213,0.6666666666666666,1.0,<a_206>,<a_105>,<a_206><b_62>,<a_105><b_186>,0.0,0.0
1022,"Forney 72747 Wire Bench Wheel Brush, Fine Crimped with 1/2-Inch and 5/8-Inch Arbor, 6-Inch-by-.008-Inch",other,3,l1_routing_miss,0.0,0.0,0.0,0.0,133,39,7,1,0.8045112781954887,0.8974358974358975,1.0,1.0,<a_193>,<a_20>,<a_193><b_178>,<a_20><b_117>,0.0,0.0
1030,"SE DT220R 180 Grit Diamond Burr Set with 1/8"" Shank, 20-Piece",other,3,l1_routing_miss,0.3333333333333333,0.3333333333333333,0.0,0.0,133,47,5,1,0.8045112781954887,0.723404255319149,1.0,1.0,<a_193>,<a_85>,<a_193><b_113>,<a_85><b_2>,0.0,0.0
1171,"Drill America DWTSMT15X1.5 HSS Metric Tap, Special Size, M15 x 1.5",other,3,l1_routing_miss,0.3333333333333333,0.3333333333333333,0.0,0.0,191,53,2,1,0.7329842931937173,0.6037735849056604,1.0,1.0,<a_224>,<a_121>,<a_224><b_109>,<a_121><b_109>,0.0,0.0
1187,Parts Express Cable TV In-Line Coaxial Surge Protector,other,3,l1_routing_miss,0.0,0.0,0.0,0.0,50,35,1,1,0.46,0.5428571428571428,1.0,1.0,<a_23>,<a_71>,<a_23><b_236>,<a_71><b_124>,0.0,0.0
1218,"POWERTEC 15505 White Aluminum Oxide Grinding Wheel, 8-Inch by 1-Inch, 5/8-Inch Arbor, 120 Grit",other,3,l1_routing_miss,0.3333333333333333,0.3333333333333333,0.0,0.0,133,39,4,2,0.8045112781954887,0.8974358974358975,1.0,0.5,<a_193>,<a_20>,<a_193><b_5>,<a_20><b_95>,0.0,0.0
1222,"XFasten Transparent Filament Duct Tape, 2 Inches x 30 Yards",3d_filament,3,l2_routing_miss_after_l1_hit,0.0,0.0,0.0,0.0,117,85,1,1,0.5470085470085471,0.5294117647058824,1.0,1.0,<a_202>,<a_18>,<a_202><b_13>,<a_18><b_229>,0.0,0.0
1336,"STEREN Grip-Clip Single Coaxial Cable Mounting Fastener Clips, 100ct Black",fastener,3,l1_routing_miss,0.0,0.0,0.0,0.0,119,15,1,1,0.5714285714285714,0.4666666666666667,1.0,1.0,<a_67>,<a_168>,<a_67><b_55>,<a_168><b_40>,0.0,0.0
1343,"Shark Welding 26-6M Shark 3-Inch by 1/32-Inch by 3/8-Inch Cut-Off Wheel with Mandrel, 6-Pack.",other,3,l1_routing_miss,0.0,0.0,0.0,0.0,133,39,1,2,0.8045112781954887,0.8974358974358975,1.0,1.0,<a_193>,<a_20>,<a_193><b_233>,<a_20><b_220>,0.0,0.0
1384,"RJ45 Tester, Continuity Tester, Coax Tester, LAN Scout Jr. Continuity Tester Klein Tools VDV526-052",fastener,3,l1_routing_miss,0.0,0.0,0.0,0.0,45,35,2,1,0.4222222222222222,0.5428571428571428,0.5,1.0,<a_211>,<a_71>,<a_211><b_233>,<a_71><b_42>,0.0,0.0
1387,"Uxcell a13052700ux0220 6mm to 8mm Bore Rigid Copper Motor Coupling Coupler W Tight Screws, Rubber",connector_fitting,3,l1_routing_miss,0.0,0.0,0.0,0.0,50,17,1,1,0.46,0.7058823529411765,1.0,1.0,<a_23>,<a_201>,<a_23><b_238>,<a_201><b_33>,0.0,0.0
1392,Pomona 4970 Bnc (M) with 20 Awg Leads,connector_fitting,3,l1_routing_miss,0.0,0.0,0.0,0.0,25,35,1,1,0.6,0.5428571428571428,1.0,1.0,<a_170>,<a_71>,<a_170><b_228>,<a_71><b_211>,0.0,0.0
1420,"HYDROMETER - ALCOHOL, 0-200 PROOF and Tralle by Bellwether",gauge_meter,3,l1_routing_miss,0.3333333333333333,0.3333333333333333,0.0,0.0,111,52,2,1,0.7747747747747747,0.5769230769230769,1.0,1.0,<a_94>,<a_51>,<a_94><b_254>,<a_51><b_103>,0.0,0.0
1424,"AKOAK 15amp Diode Axial Schottky Blocking Diodes for Solar Cells Panel,15SQ045 Schottky(20Pcs)",other,3,l1_routing_miss,0.0,0.0,0.0,0.0,68,43,1,1,0.75,0.9069767441860465,1.0,1.0,<a_30>,<a_196>,<a_30><b_60>,<a_196><b_0>,0.0,0.0
1428,"Groom Industries Solvent Free Sprayer, Flairosol",other,3,l1_routing_miss,0.0,0.0,0.0,0.0,40,33,2,1,0.875,0.7575757575757576,0.5,1.0,<a_66>,<a_211>,<a_66><b_71>,<a_211><b_95>,0.0,0.0
1447,"Remington Industries 18UL1007STRKIT UL1007 18 AWG Gauge Stranded Hook-Up Wire Kit, 300V, 0.0403"" Diameter, 25' Length Each",other,3,l1_routing_miss,0.0,0.0,0.0,0.0,119,40,11,11,0.5714285714285714,0.925,1.0,1.0,<a_67>,<a_118>,<a_67><b_152>,<a_118><b_150>,0.0,0.0
1480,"Tekpower TP3005T Variable Linear DC Power Supply, 0-30V @ 0-5A with Alligator Test Leads",other,3,l1_routing_miss,0.0,0.0,0.0,0.0,109,73,3,1,0.5596330275229358,0.726027397260274,0.6666666666666666,1.0,<a_158>,<a_17>,<a_158><b_99>,<a_17><b_231>,0.0,0.0
1593,5 Gallon White Bucket & Gamma Seal Lid - Food Grade Plastic Pail & Gamma2 Screw Seal Tight Lid (Red),fastener,3,l1_routing_miss,0.0,0.0,0.0,0.0,39,17,1,1,0.7692307692307693,0.6470588235294118,1.0,1.0,<a_14>,<a_115>,<a_14><b_11>,<a_115><b_190>,0.0,0.0
1835,"Karter Scientific 214T2, 3.3 Boro, Griffin Low Form, Glass Beaker Set - 3 Sizes - 50ml, 100ml, 250ml",other,3,l1_routing_miss,0.0,0.0,0.0,0.0,111,64,3,1,0.7747747747747747,0.890625,1.0,1.0,<a_94>,<a_117>,<a_94><b_144>,<a_117><b_38>,0.0,0.0
1853,"Fluke 62 MAX Infrared Thermometer, AA Battery, -20 to +932 Degree F Range with a NIST-Traceable Calibration Certificate with Data",gauge_meter,3,l2_routing_miss_after_l1_hit,0.0,0.0,0.0,0.0,66,45,1,1,0.7575757575757576,0.4888888888888889,1.0,1.0,<a_107>,<a_35>,<a_107><b_73>,<a_35><b_18>,0.0,0.0
1901,"PneumaticPlus PPR2-N02BG-2 Miniature Air Pressure Regulator 1/4"" NPT - Gauge, Bracket, Instrument Pressure (3-30 PSI)",connector_fitting,3,l1_routing_miss,0.0,0.0,0.0,0.0,143,23,3,2,0.5384615384615384,0.5217391304347826,1.0,1.0,<a_108>,<a_125>,<a_108><b_22>,<a_125><b_65>,0.0,0.0
1995,"Spectra PAR12-02 Parker Laboratories 360 Electrode Gel, 2 oz. Tube",other,3,l1_routing_miss,0.0,0.0,0.0,0.0,65,13,4,1,0.9230769230769231,1.0,1.0,1.0,<a_44>,<a_89>,<a_44><b_4>,<a_89><b_30>,0.0,0.0
2053,"Sika Corporation 106711 Self Leveling Sealant, 29-Ounce, Gray",adhesive_epoxy,3,l1_routing_miss,0.0,0.0,0.0,0.0,72,46,1,1,0.8333333333333334,0.7608695652173914,1.0,1.0,<a_244>,<a_29>,<a_244><b_21>,<a_29><b_170>,0.0,0.0
2130,uxcell 100 Pcs Zinc Plated Carbon Steel Rivet Nut Flat Head Insert Nutsert 1/4-20UNC,fastener,3,l1_routing_miss,0.0,0.0,0.0,0.0,191,60,2,1,0.7329842931937173,0.9,0.5,1.0,<a_224>,<a_140>,<a_224><b_253>,<a_140><b_160>,0.0,0.0
2213,"Zenport DPG200 Zen-Tek Dry Air Pressure Gauge, 200 PSI",3d_filament,3,l1_routing_miss,0.0,0.0,0.0,0.0,36,23,1,1,0.7222222222222222,0.5217391304347826,1.0,1.0,<a_229>,<a_125>,<a_229><b_100>,<a_125><b_214>,0.0,0.0
2228,"Control Devices ST Series Brass ASME Safety Valve, 150 psi Set Pressure, 1/4"" Male NPT",connector_fitting,3,l1_routing_miss,0.3333333333333333,0.3333333333333333,0.0,0.0,60,98,1,4,0.4666666666666667,0.336734693877551,1.0,0.5,<a_197>,<a_178>,<a_197><b_200>,<a_178><b_125>,0.0,0.0
2311,"TEMCo 3/4"" Marine Heat Shrink Tube 3:1 Adhesive Glue Lined 4 ft RED",adhesive_epoxy,3,leaf_or_ranking_miss_after_l2_hit,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,96,76,6,7,0.5625,0.5921052631578947,1.0,1.0,<a_228>,<a_247>,<a_228><b_198>,<a_247><b_37>,0.0,0.0
2331,Anycubic All Metal Right Hand MK8 Extruder Aluminum Frame Block DIY Kit for Reprap i3 3D Printer,3d_filament,3,l1_routing_miss,0.0,0.0,0.0,0.0,72,28,1,1,0.9305555555555556,0.9642857142857143,1.0,1.0,<a_91>,<a_23>,<a_91><b_246>,<a_23><b_79>,0.0,0.0
2344,"Uxcell a12013100ux0116 High Knob 3P 2 Position 1P2T SPDT Vertical Slide Switch, 0.5 Amp, 50V DC, 50 Piece, 3 mm",other,3,l1_routing_miss,0.0,0.0,0.0,0.0,84,47,1,1,0.7380952380952381,0.6382978723404256,1.0,1.0,<a_236>,<a_45>,<a_236><b_173>,<a_45><b_14>,0.0,0.0
2474,BIQU MK10 M7 0.4mm Extruder Brass Nozzle Print Head for Makerbot 2 RepRap 1.75mm Filament 3D Printer (Pack of 5pcs),3d_filament,3,l1_routing_miss,0.3333333333333333,0.3333333333333333,0.0,0.0,72,16,2,2,0.9305555555555556,1.0,1.0,1.0,<a_91>,<a_154>,<a_91><b_29>,<a_154><b_225>,0.0,0.0
2484,LHI XT-60 XT60 Male Female Bullet Connectors Plugs for RC Lipo Battery,connector_fitting,3,l1_routing_miss,0.3333333333333333,0.3333333333333333,0.0,0.0,109,105,2,2,0.5596330275229358,0.5428571428571428,0.5,0.5,<a_158>,<a_223>,<a_158><b_105>,<a_223><b_6>,0.0,0.0
2527,Hillman 847043 4-Inch Nail-On Traditional Solid Brass House Number 1,fastener,3,l1_routing_miss,1.0,1.0,1.0,1.0,118,34,1,1,0.6271186440677966,0.6470588235294118,1.0,1.0,<a_71>,<a_172>,<a_71><b_248>,<a_172><b_64>,0.0,0.0
2660,"3D Solutech Real Grey 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3d_filament,3,l2_routing_miss_after_l1_hit,1.0,1.0,0.3333333333333333,0.3333333333333333,247,128,24,24,0.9676113360323887,1.0,1.0,1.0,<a_223>,<a_235>,<a_223><b_80>,<a_235><b_202>,0.0,0.0
2672,"JB Industries DVO-24 Bottle of Black Gold Vacuum Pump Oil, 1 gallon - GIDDS-2463009",other,3,l1_routing_miss,0.3333333333333333,0.3333333333333333,0.0,0.0,64,33,2,1,0.75,0.7575757575757576,1.0,1.0,<a_173>,<a_211>,<a_173><b_100>,<a_211><b_223>,0.0,0.0
2793,"First Aid Only Splinter Out, 10 Per Box",other,3,l1_routing_miss,0.0,0.0,0.0,0.0,65,4,1,1,0.9230769230769231,1.0,1.0,1.0,<a_44>,<a_78>,<a_44><b_124>,<a_78><b_41>,0.0,0.0
2826,"Dynarex D1415 Povidone Iodine Prep Solution USP, 16 Fluid Ounce",other,3,l1_routing_miss,0.0,0.0,0.0,0.0,65,8,1,1,0.9230769230769231,1.0,1.0,1.0,<a_44>,<a_41>,<a_44><b_52>,<a_41><b_38>,0.0,0.0
2834,E Support 50Pack Yellow Heat Shrink Butt Wire Electrical Crimp Terminal Connector 10-12 AWG Gauge,connector_fitting,3,l2_routing_miss_after_l1_hit,0.3333333333333333,0.3333333333333333,0.0,0.0,119,78,2,2,0.5714285714285714,0.6666666666666666,0.5,0.5,<a_67>,<a_243>,<a_67><b_126>,<a_243><b_175>,0.0,0.0
2916,"Taulman BRIDGE Filament, 1.75 mm, BLACK",3d_filament,3,l2_routing_miss_after_l1_hit,0.6666666666666666,0.6666666666666666,0.0,0.0,247,128,2,1,0.9676113360323887,1.0,1.0,1.0,<a_223>,<a_235>,<a_223><b_240>,<a_235><b_2>,0.0,0.0
2967,Inland 1.75mm Green PLA 3D Printer Filament - 1kg Spool (2.2 lbs),3d_filament,3,leaf_or_ranking_miss_after_l2_hit,1.0,1.0,0.6666666666666666,0.6666666666666666,109,105,19,10,0.5596330275229358,0.5428571428571428,1.0,1.0,<a_158>,<a_223>,<a_158><b_72>,<a_223><b_63>,0.0,0.0
3177,Video Surveillance Sign - No Trespassing Violators Will Be Prosecuted Legend 10 X 14 High Quality Aluminum,fastener,3,l1_routing_miss,0.0,0.0,0.0,0.0,67,20,1,2,0.4925373134328358,0.65,1.0,0.5,<a_68>,<a_3>,<a_68><b_193>,<a_3><b_218>,0.0,0.0
3216,"3D Printer Head(6PCS),6PCS 3D Printer 0.4mm Extruder Brass Nozzle Print Head for MK8 1.75mm ABS PLA Printer(0.4mm)",3d_filament,3,leaf_or_ranking_miss_after_l2_hit,0.0,0.0,0.0,0.0,72,28,3,1,0.9305555555555556,0.9642857142857143,1.0,1.0,<a_91>,<a_23>,<a_91><b_105>,<a_23><b_114>,0.0,0.0
3268,Cast Corner Bracket for 20mm Aluminum Extrusion 20x20x17mm (Pack of 10),3d_filament,3,l1_routing_miss,0.0,0.0,0.0,0.0,118,20,1,1,0.6271186440677966,0.6,1.0,1.0,<a_71>,<a_187>,<a_71><b_223>,<a_187><b_140>,0.0,0.0
3276,Thick Glass Graduated Measuring Cylinder Set 5ml 10ml 50ml 100ml Glass with Two Brushes,other,3,l1_routing_miss,0.0,0.0,0.0,0.0,111,56,1,3,0.7747747747747747,0.8214285714285714,1.0,1.0,<a_94>,<a_106>,<a_94><b_155>,<a_106><b_106>,0.0,0.0
3296,"Polyolefin 2:1 Heat Shrink Tubing 1/16, 1/8, 3/16, 1/4, 3/8, 1/2 , 3/4, 1 Inch",other,3,l1_routing_miss,0.3333333333333333,0.3333333333333333,0.0,0.0,96,76,1,2,0.5625,0.5921052631578947,1.0,1.0,<a_228>,<a_247>,<a_228><b_61>,<a_247><b_182>,0.0,0.0
3312,"TEMCo 3/4"" Marine Heat Shrink Tube 3:1 Adhesive Glue Lined 4 ft BLACK",adhesive_epoxy,3,l1_routing_miss,0.0,0.0,0.0,0.0,96,76,6,7,0.5625,0.5921052631578947,1.0,1.0,<a_228>,<a_247>,<a_228><b_198>,<a_247><b_37>,0.0,0.0
3333,"E-Z Lok Threaded Insert, Brass, Knife Thread, 3/8""-16 Internal Threads, 0.625"" Length (Pack of 10)",fastener,3,l1_routing_miss,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,191,53,4,4,0.7329842931937173,0.6037735849056604,1.0,1.0,<a_224>,<a_121>,<a_224><b_133>,<a_121><b_145>,0.0,0.0
3338,Uxcell a15052000ux0115 2Pcs Slotted Metal 35 mm Din Mounting Rail 40 cm Long for AC Contactor,other,3,l1_routing_miss,0.0,0.0,0.0,0.0,50,20,2,1,0.46,0.6,0.5,1.0,<a_23>,<a_187>,<a_23><b_188>,<a_187><b_184>,0.0,0.0
3418,uxcell 660V 20A 6 Terminals 4 Positions Rotary Cam Changeover Switch,gauge_meter,3,l1_routing_miss,0.0,0.0,0.0,0.0,84,47,1,1,0.7380952380952381,0.6382978723404256,1.0,1.0,<a_236>,<a_45>,<a_236><b_251>,<a_45><b_26>,0.0,0.0
3419,60ml Catheter Tip Disposable Syringe by Care Touch (1 60ml Syringe),other,3,l1_routing_miss,0.0,0.0,0.0,0.0,116,44,1,1,0.7586206896551724,0.75,1.0,1.0,<a_150>,<a_13>,<a_150><b_125>,<a_13><b_96>,0.0,0.0
3446,Anycubic 1.75mm Skin Color PLA 3D Printer Filament - 1kg Spool (2.2 lbs) - Dimensional Accuracy +/- 0.05mm,3d_filament,3,l2_routing_miss_after_l1_hit,1.0,1.0,0.0,0.0,247,85,3,2,0.9676113360323887,0.9882352941176471,1.0,1.0,<a_223>,<a_66>,<a_223><b_105>,<a_66><b_180>,0.0,0.0
3539,"Starbond EM-2000 Thick, PREMIUM CA - Super Glue plus Extra Cap and Microtips, 2 oz. (For Woodturning, Hobby, Archery Fletching)",adhesive_epoxy,3,l1_routing_miss,0.0,0.0,0.0,0.0,32,62,2,2,0.53125,0.7741935483870968,1.0,1.0,<a_99>,<a_175>,<a_99><b_230>,<a_175><b_102>,0.0,0.0
3626,MUYI 10 Meters = 32.8 Feet PTFE Teflon Tube OD 4mm ID 2mm for Chemical Electrical Medical Equipment,other,3,l1_routing_miss,0.0,0.0,0.0,0.0,96,76,3,1,0.5625,0.5921052631578947,0.6666666666666666,1.0,<a_228>,<a_247>,<a_228><b_172>,<a_247><b_62>,0.0,0.0
3654,1.75mm Orange PLA 3D Printer Filament - 1kg Spool (2.2 lbs) - Dimensional Accuracy +/- 0.03mm,3d_filament,3,leaf_or_ranking_miss_after_l2_hit,1.0,1.0,1.0,1.0,109,105,9,20,0.5596330275229358,0.5428571428571428,1.0,1.0,<a_158>,<a_223>,<a_158><b_206>,<a_223><b_240>,0.0,0.0
3681,3D Solutech Real Orange 1.75mm ABS 3D Printer Filament 2.2 LBS (1.0KG),3d_filament,3,leaf_or_ranking_miss_after_l2_hit,1.0,1.0,1.0,1.0,247,128,24,24,0.9676113360323887,1.0,1.0,1.0,<a_223>,<a_235>,<a_223><b_80>,<a_235><b_202>,0.0,0.0
2223,"250ml Narrow Mouth Erlenmeyer Flask with Rubber Stoppers, Karter Scientific 213G20 (Pack of 8)",other,3,l2_routing_miss_after_l1_hit,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,111,64,7,3,0.7747747747747747,0.890625,0.8571428571428571,1.0,<a_94>,<a_117>,<a_94><b_195>,<a_117><b_147>,0.0,-0.3333333333333333
3114,Inland 1.75mm Purple PLA 3D Printer Filament - 1kg Spool (2.2 lbs),3d_filament,3,leaf_or_ranking_miss_after_l2_hit,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,109,105,19,20,0.5596330275229358,0.5428571428571428,1.0,1.0,<a_158>,<a_223>,<a_158><b_72>,<a_223><b_240>,0.0,-0.3333333333333333
3579,Inland 1.75mm Natural PETG 3D Printer Filament - 1kg Spool (2.2 Lbs),3d_filament,3,leaf_or_ranking_miss_after_l2_hit,1.0,1.0,1.0,0.3333333333333333,109,105,19,10,0.5596330275229358,0.5428571428571428,1.0,1.0,<a_158>,<a_223>,<a_158><b_72>,<a_223><b_63>,0.0,-0.6666666666666667
75,"Jumbo 51pc Drum Sanding Kit - Fits Dremel - Includes Rubber Drum Mandrels - 1/2, 3/8 & 1/4",other,3,l1_routing_miss,0.3333333333333333,0.0,0.0,0.0,52,11,1,1,0.5192307692307693,0.6363636363636364,1.0,1.0,<a_159>,<a_38>,<a_159><b_63>,<a_38><b_110>,-0.3333333333333333,0.0
129,Hilitchi 260pcs M3/4/5/6/8 Allen Head Socket Hex Grub Screw Set Assortment Kit with Plastic Box 12.9 Class Black Alloy Steel,fastener,3,l1_routing_miss,0.3333333333333333,0.0,0.0,0.0,191,60,5,1,0.7329842931937173,0.9,0.8,1.0,<a_224>,<a_140>,<a_224><b_153>,<a_140><b_65>,-0.3333333333333333,0.0
156,"3M Contractor Grade Pro Strength Duct Tape 3979 Silver, 1.88 in x 60 yd 8.0 mil, Individually Wrapped, Conveniently Packaged",adhesive_epoxy,3,l1_routing_miss,0.3333333333333333,0.0,0.0,0.0,117,85,7,1,0.5470085470085471,0.5294117647058824,1.0,1.0,<a_202>,<a_18>,<a_202><b_160>,<a_18><b_56>,-0.3333333333333333,0.0
259,"GE Silicone 2+ Window & Door Caulk, 10.1 Oz. Tube, Clear, GE5000",adhesive_epoxy,3,l1_routing_miss,0.6666666666666666,0.3333333333333333,0.0,0.0,72,65,1,5,0.8333333333333334,0.9384615384615385,1.0,1.0,<a_244>,<a_254>,<a_244><b_218>,<a_254><b_139>,-0.3333333333333333,0.0
272,"Gorilla Original Gorilla Glue, Waterproof Polyurethane Glue, 2 ounce Bottle, Brown",3d_filament,3,l1_routing_miss,0.6666666666666666,0.3333333333333333,0.0,0.0,72,62,5,5,0.8055555555555556,0.7741935483870968,1.0,1.0,<a_165>,<a_175>,<a_165><b_107>,<a_175><b_219>,-0.3333333333333333,0.0
353,"Scotch Aluminum Foil Tape 3311 Silver, 2 in x 10 yd 3.6 mil (Pack of 1)",adhesive_epoxy,3,l1_routing_miss,0.3333333333333333,0.0,0.0,0.0,117,30,4,1,0.5470085470085471,0.6333333333333333,1.0,1.0,<a_202>,<a_195>,<a_202><b_10>,<a_195><b_56>,-0.3333333333333333,0.0
605,Loctite Clear Silicone Waterproof Sealant 2.7-Ounce Tube (908570),adhesive_epoxy,3,l1_routing_miss,0.3333333333333333,0.0,0.0,0.0,72,65,1,1,0.8055555555555556,0.9384615384615385,1.0,1.0,<a_165>,<a_254>,<a_165><b_190>,<a_254><b_225>,-0.3333333333333333,0.0
658,Stanley R120 Rivet Pack Assortment,fastener,3,l2_routing_miss_after_l1_hit,0.3333333333333333,0.0,0.0,0.0,191,50,1,2,0.7329842931937173,0.92,1.0,1.0,<a_224>,<a_86>,<a_224><b_76>,<a_86><b_103>,-0.3333333333333333,0.0
939,Dophee 10Pcs 240 Grit Flap Sanding Wheel Head Grinding Disc & 3mm Arbor for Rotary Tool,other,3,l1_routing_miss,0.3333333333333333,0.0,0.0,0.0,133,47,1,2,0.8045112781954887,0.8936170212765957,1.0,1.0,<a_193>,<a_227>,<a_193><b_47>,<a_227><b_157>,-0.3333333333333333,0.0
953,"Remington Industries 22UL1007STRBLA UL1007 22 AWG Gauge Stranded Hook-Up Wire, 300V, 0.0253"" Diameter, 100' Length, Black",other,3,l1_routing_miss,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,119,40,11,11,0.5714285714285714,0.925,1.0,1.0,<a_67>,<a_118>,<a_67><b_152>,<a_118><b_150>,-0.3333333333333333,0.0
977,"Uriah Products UV001970 17-1/2"", Vinyl Battery Carrier Strap",other,3,l1_routing_miss,0.3333333333333333,0.0,0.0,0.0,50,28,1,1,0.46,0.6428571428571429,1.0,1.0,<a_23>,<a_65>,<a_23><b_84>,<a_65><b_60>,-0.3333333333333333,0.0
979,"Anderson Metals Brass Threaded Pipe Fitting, Hex Bushing, 3/4"" Male x 1/2"" Female",tape,3,l1_routing_miss,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,143,45,3,3,0.5384615384615384,0.7555555555555555,1.0,1.0,<a_108>,<a_198>,<a_108><b_133>,<a_198><b_220>,-0.3333333333333333,0.0
1098,J-B Weld 50112 ClearWeld Quick-Setting Epoxy Syringe - Dries Clear - 25 ml,adhesive_epoxy,3,l2_routing_miss_after_l1_hit,0.6666666666666666,0.3333333333333333,0.0,0.0,72,65,1,2,0.8055555555555556,0.9384615384615385,1.0,1.0,<a_165>,<a_254>,<a_165><b_159>,<a_254><b_7>,-0.3333333333333333,0.0
1604,HONBAY 20 Pcs 1.2inch Thread Green & Red Cap SPST Latching Type Push Button Switch OFF-ON,other,3,l1_routing_miss,0.3333333333333333,0.0,0.0,0.0,84,47,1,2,0.7380952380952381,0.6382978723404256,1.0,0.5,<a_236>,<a_45>,<a_236><b_252>,<a_45><b_127>,-0.3333333333333333,0.0
1826,"Stainless Steel 316L Seamless Round Tubing, 1/8"" OD, 0.027"" ID, 0.049"" Wall, 12"" Length",connector_fitting,3,l1_routing_miss,0.3333333333333333,0.0,0.0,0.0,99,98,5,1,0.6363636363636364,0.336734693877551,0.6,1.0,<a_17>,<a_178>,<a_17><b_120>,<a_178><b_61>,-0.3333333333333333,0.0
1938,"The Hillman Group The Hillman Group 852143 18"" Winding Rod - For Torsion Springs 2-Pack",other,3,l2_routing_miss_after_l1_hit,0.3333333333333333,0.0,0.0,0.0,118,17,2,1,0.6271186440677966,0.7058823529411765,1.0,1.0,<a_71>,<a_201>,<a_71><b_250>,<a_201><b_150>,-0.3333333333333333,0.0
1981,"ARROW 160375 1-1/4"" Vinyl Coated Cup Hooks (Pack of 36)",other,3,l1_routing_miss,0.3333333333333333,0.0,0.0,0.0,118,11,2,1,0.6271186440677966,0.45454545454545453,1.0,1.0,<a_71>,<a_191>,<a_71><b_174>,<a_191><b_220>,-0.3333333333333333,0.0
2035,"Rok Hardware Heavy Duty Metal Bracket Right Angle Brace, 20 Gauge, Zinc Finish, 50 Pack",other,3,l1_routing_miss,0.3333333333333333,0.0,0.0,0.0,118,20,5,1,0.6271186440677966,0.6,0.6,1.0,<a_71>,<a_187>,<a_71><b_164>,<a_187><b_229>,-0.3333333333333333,0.0
2086,"Dynarex 4110-B Disposable Scalpels, Sterile, Number 10, 10/bx",other,3,l1_routing_miss,0.3333333333333333,0.0,0.0,0.0,81,6,2,1,0.8888888888888888,1.0,1.0,1.0,<a_180>,<a_72>,<a_180><b_183>,<a_72><b_17>,-0.3333333333333333,0.0
2157,"eSUN 3D 1.75mm PETG Blue Filament 1kg (2.2lb), PETG 3D Printer Filament, 1.75mm Semi-Transparent Blue",3d_filament,3,l1_routing_miss,0.3333333333333333,0.0,0.0,0.0,247,128,10,8,0.9676113360323887,1.0,1.0,1.0,<a_223>,<a_235>,<a_223><b_126>,<a_235><b_18>,-0.3333333333333333,0.0
2230,Glarks 122Pcs 2.54mm Pitch DIP IC Sockets Solder Type Adaptor Assortment Kit (6/8/14/16/18/24/28/40 Pins),fastener,3,l2_routing_miss_after_l1_hit,0.6666666666666666,0.3333333333333333,0.0,0.0,114,35,2,2,0.5350877192982456,0.37142857142857144,0.5,0.5,<a_73>,<a_166>,<a_73><b_191>,<a_166><b_174>,-0.3333333333333333,0.0
