idx,item_id,item_title,family,orig_failure_type_at10,orig_hit10,orig_hit1,orig_target_l1,orig_target_l2,orig_l1_bucket_size,orig_l2_bucket_size,orig_l1_family_purity,orig_l2_family_purity,orig_l1_in_history,orig_l2_in_history,sem_target_l1,sem_target_l2,sem_l1_bucket_size,sem_l2_bucket_size,sem_l1_family_purity,sem_l2_family_purity,sem_l1_in_history,sem_l2_in_history,delta_l1_in_history,delta_l2_in_history,delta_l1_purity,delta_l2_purity,delta_l1_bucket_size,delta_l2_bucket_size
619,3529,"SIENOC 3D PLA 1KG 1.75mm PLA 3D Printer Filament, Dimensional Accuracy+/- 0.05mm 1 kg(2.2 lbs) Spool White",3d_filament,l1_routing_miss,0,0,<a_223>,<a_223><b_220>,247,4,0.9676113360323887,1.0,1,1,<a_66>,<a_66><b_240>,85,3,0.9882352941176471,1.0,1,0,0,-1,0.02062395808525841,0.0,-162,-1
620,2061,"Soyan 3D Pen for Arts and Crafts, 3D Molding, Sculpting and Doodling, Perfect Gift for Kids (Gray)",other,l1_routing_miss,0,0,<a_158>,<a_158><b_21>,109,2,0.5596330275229358,1.0,0,0,<a_5>,<a_5><b_76>,19,1,0.5789473684210527,1.0,1,0,1,0,0.0193143408981169,0.0,-90,-1
621,691,"Deft Interior Clear Wood Finish Gloss Lacquer, 12.25-Ounce Aerosol Spray",other,l1_routing_miss,0,0,<a_99>,<a_99><b_132>,32,2,0.53125,0.5,0,0,<a_1>,<a_1><b_255>,29,1,0.6896551724137931,1.0,0,0,0,0,0.15840517241379315,0.5,-3,-1
622,742,"Kingston KMBVM Series Brass Mini Ball Valve, Lever, 1/4"" NPT Male x NPT Female",tape,l1_routing_miss,0,0,<a_108>,<a_108><b_114>,143,2,0.5384615384615384,0.5,0,0,<a_239>,<a_239><b_151>,36,1,0.6666666666666666,1.0,0,0,0,0,0.1282051282051282,0.5,-107,-1
623,2609,"Control Devices CR Series Brass Pressure Relief Valve, 0-100 psi Adjustable Pressure Range, 1/4"" Male NPT",connector_fitting,l2_routing_miss_after_l1_hit,0,0,<a_108>,<a_108><b_93>,143,3,0.5384615384615384,1.0,1,0,<a_239>,<a_239><b_214>,36,1,0.6666666666666666,1.0,1,0,0,0,0.1282051282051282,0.0,-107,-2
624,1721,Bob Smith 206 Slow-Cure 9oz Epoxy,adhesive_epoxy,l1_routing_miss,0,0,<a_99>,<a_99><b_99>,32,1,0.53125,1.0,0,0,<a_175>,<a_175><b_82>,62,4,0.7741935483870968,1.0,0,0,0,0,0.24294354838709675,0.0,30,3
625,2161,"3D Solutech Natural Clear 1.75mm 3D Printer PLA Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3d_filament,l1_routing_miss,0,0,<a_223>,<a_223><b_80>,247,24,0.9676113360323887,1.0,0,0,<a_235>,<a_235><b_202>,128,24,1.0,1.0,0,0,0,0,0.03238866396761131,0.0,-119,0
626,116,Rescue Tape RT1000201202USCO,tape,l2_routing_miss_after_l1_hit,0,0,<a_202>,<a_202><b_62>,117,6,0.5470085470085471,0.6666666666666666,1,0,<a_195>,<a_195><b_160>,30,1,0.6333333333333333,1.0,0,0,-1,0,0.08632478632478624,0.33333333333333337,-87,-5
627,116,Rescue Tape RT1000201202USCO,tape,hit10,1,1,<a_202>,<a_202><b_62>,117,6,0.5470085470085471,0.6666666666666666,1,1,<a_195>,<a_195><b_160>,30,1,0.6333333333333333,1.0,1,1,0,0,0.08632478632478624,0.33333333333333337,-87,-5
628,1374,HHIP 4401-0811 Mini Universal Magnetic Base with Fine,other,l1_routing_miss,0,0,<a_104>,<a_104><b_85>,60,1,0.5,1.0,0,0,<a_149>,<a_149><b_14>,19,2,0.631578947368421,1.0,0,0,0,0,0.13157894736842102,0.0,-41,1
629,3356,PURE Potassium Hydroxide Flakes - 2 LB (Caustic Potash Anhydrous KOH Dry),other,l1_routing_miss,0,0,<a_66>,<a_66><b_38>,40,1,0.875,1.0,0,0,<a_2>,<a_2><b_55>,46,2,0.8260869565217391,1.0,0,0,0,0,-0.048913043478260865,0.0,6,1
630,3461,"Gizmo Dorks 3mm (2.85mm) ABS Filament 1kg / 2.2lb for 3D Printers, Black",3d_filament,l2_routing_miss_after_l1_hit,0,0,<a_223>,<a_223><b_159>,247,11,0.9676113360323887,1.0,1,0,<a_235>,<a_235><b_199>,128,11,1.0,1.0,0,0,-1,0,0.03238866396761131,0.0,-119,0
631,3462,"Gizmo Dorks 3mm (2.85mm) ABS Filament 1kg / 2.2lb for 3D Printers, White",3d_filament,hit10,1,0,<a_223>,<a_223><b_159>,247,11,0.9676113360323887,1.0,1,1,<a_235>,<a_235><b_199>,128,11,1.0,1.0,1,1,0,0,0.03238866396761131,0.0,-119,0
632,3440,HICTOP 5 Pieces 3D Printer Endstops/ Limit Switch/ Mechanical Switch for Reprap Prusa I3,3d_filament,l1_routing_miss,0,0,<a_91>,<a_91><b_89>,72,2,0.9305555555555556,1.0,0,0,<a_123>,<a_123><b_195>,31,1,0.9032258064516129,1.0,0,0,0,0,-0.027329749103942702,0.0,-41,-1
633,2920,BuildTak BT30185 Spatula,other,l1_routing_miss,0,0,<a_91>,<a_91><b_127>,72,1,0.9305555555555556,1.0,0,0,<a_129>,<a_129><b_70>,11,1,0.45454545454545453,1.0,0,0,0,0,-0.47601010101010105,0.0,-61,0
634,2204,"Proto-pasta CFP11705 The Original Carbon Fiber Spool , PLA 1.75 mm, 500 g , Black",3d_filament,hit10,1,0,<a_223>,<a_223><b_89>,247,2,0.9676113360323887,1.0,1,0,<a_66>,<a_66><b_95>,85,2,0.9882352941176471,1.0,0,0,-1,0,0.02062395808525841,0.0,-162,0
635,2145,"ROBO 3D R1 Plus 10x9x8-Inch ABS/PLA 3D Printer, White (A1-0002-000)",3d_filament,l1_routing_miss,0,0,<a_197>,<a_197><b_62>,60,1,0.4666666666666667,1.0,0,0,<a_178>,<a_178><b_216>,98,5,0.336734693877551,1.0,0,0,0,0,-0.12993197278911567,0.0,38,4
636,705,"Shepherd Hardware 9782 4-Inch Cast Iron Swivel Plate Caster, 500-lb Load Capacity",other,l1_routing_miss,0,0,<a_87>,<a_87><b_249>,71,1,0.7746478873239436,1.0,1,0,<a_232>,<a_232><b_106>,74,3,0.7297297297297297,0.6666666666666666,0,0,-1,0,-0.044918157594213914,-0.33333333333333337,3,2
637,706,"Shepherd Hardware 9174 2-Inch Cast Iron Swivel Plate Caster, 125-lb Load Capacity",other,hit10,1,1,<a_87>,<a_87><b_222>,71,1,0.7746478873239436,1.0,1,0,<a_232>,<a_232><b_34>,74,1,0.7297297297297297,1.0,1,0,0,0,-0.044918157594213914,0.0,3,0
638,871,MEECO'S RED DEVIL 121 Furnace Cement and Fireplace Mortar,adhesive_epoxy,l1_routing_miss,0,0,<a_79>,<a_79><b_13>,60,2,0.4,1.0,0,0,<a_29>,<a_29><b_85>,46,4,0.7608695652173914,0.75,0,0,0,0,0.36086956521739133,-0.25,-14,2
639,1921,"Rok Hardware #6 x 5/8"" Flat Head Phillips Deep Thread Wood Screws Nickel (Zinc Finish) - Super Value 100 Pack",fastener,l1_routing_miss,0,0,<a_224>,<a_224><b_95>,191,3,0.7329842931937173,1.0,0,0,<a_57>,<a_57><b_242>,52,2,0.9230769230769231,1.0,0,0,0,0,0.19009262988320585,0.0,-139,-1
640,1035,"Anderson Metals Brass Pipe Fitting, 90 Degree Barstock Street Elbow, 3/8"" Male Pipe x 3/8"" Female Pipe",connector_fitting,l1_routing_miss,0,0,<a_108>,<a_108><b_1>,143,8,0.5384615384615384,0.5,0,0,<a_198>,<a_198><b_33>,45,3,0.7555555555555555,1.0,0,0,0,0,0.2170940170940171,0.5,-98,-5
641,9,"Anderson Metals Brass Tube Fitting, Half-Union, 3/8"" Flare x 1/8"" Male Pipe",connector_fitting,l2_routing_miss_after_l1_hit,0,0,<a_108>,<a_108><b_140>,143,3,0.5384615384615384,1.0,1,0,<a_236>,<a_236><b_227>,35,2,0.7428571428571429,1.0,0,0,-1,0,0.20439560439560445,0.0,-108,-1
642,2300,"Anderson Metals Brass Tube Fitting, Short Flare Nut, 1 1/16 &ndash; 14"" Tube OD",adhesive_epoxy,l2_routing_miss_after_l1_hit,0,0,<a_108>,<a_108><b_58>,143,3,0.5384615384615384,0.6666666666666666,1,0,<a_236>,<a_236><b_175>,35,3,0.7428571428571429,0.6666666666666666,1,0,0,0,0.20439560439560445,0.0,-108,0
643,403,"Anderson Metals Brass Tube Fitting, Union, 3/8"" x 3/8"" Flare",connector_fitting,leaf_or_ranking_miss_after_l2_hit,0,0,<a_108>,<a_108><b_58>,143,3,0.5384615384615384,0.6666666666666666,1,1,<a_198>,<a_198><b_14>,45,1,0.7555555555555555,1.0,1,0,0,-1,0.2170940170940171,0.33333333333333337,-98,-2
644,1285,"Anderson Metals Brass Pipe Fitting, Coupling, 1/2"" x 1/2"" Female Pipe",tape,hit10,1,0,<a_108>,<a_108><b_244>,143,4,0.5384615384615384,0.75,1,0,<a_198>,<a_198><b_213>,45,3,0.7555555555555555,1.0,1,0,0,0,0.2170940170940171,0.25,-98,-1
645,2301,"Anderson Metals Brass Tube Fitting, Short Flare Nut, 3/8"" Tube OD",adhesive_epoxy,hit10,1,1,<a_108>,<a_108><b_58>,143,3,0.5384615384615384,0.6666666666666666,1,1,<a_236>,<a_236><b_175>,35,3,0.7428571428571429,0.6666666666666666,1,1,0,0,0.20439560439560445,0.0,-108,0
646,2468,"Anderson Metals Brass Pipe Fitting, 45 Degree Barstock Street Elbow, 1/8"" Female Pipe x 1/8"" Male Pipe",tape,l2_routing_miss_after_l1_hit,0,0,<a_108>,<a_108><b_1>,143,8,0.5384615384615384,0.5,1,1,<a_198>,<a_198><b_226>,45,2,0.7555555555555555,1.0,1,0,0,-1,0.2170940170940171,0.5,-98,-6
647,130,"Gorilla Tape, Black Duct Tape, 1.88"" x 35 yd, Black, (Pack of 1)",adhesive_epoxy,l1_routing_miss,0,0,<a_202>,<a_202><b_52>,117,8,0.5470085470085471,0.75,0,0,<a_18>,<a_18><b_128>,85,3,0.5294117647058824,1.0,0,0,0,0,-0.017596782302664704,0.25,-32,-5
648,232,"Karter Scientific 213A2 Borosilicate Glass Low Form Glass Beaker, 50/100/250/500/1000 mL (Pack of 5)",other,l2_routing_miss_after_l1_hit,0,0,<a_94>,<a_94><b_163>,111,1,0.7747747747747747,1.0,1,0,<a_117>,<a_117><b_183>,64,1,0.890625,1.0,1,0,0,0,0.11585022522522526,0.0,-47,0
649,2383,Inkbird All-Purpose Digital Temperature Controller Fahrenheit &Centigrade Thermostat w Sensor 2 Relays ITC-1000,gauge_meter,l2_routing_miss_after_l1_hit,0,0,<a_107>,<a_107><b_35>,66,7,0.7575757575757576,0.7142857142857143,0,0,<a_130>,<a_130><b_158>,68,7,0.4117647058823529,0.8571428571428571,0,0,0,0,-0.34581105169340465,0.1428571428571428,2,0
650,125,"Gorilla 6100101 Tape Handy Roll, 1-Pack, Black",tape,hit10,1,0,<a_202>,<a_202><b_52>,117,8,0.5470085470085471,0.75,1,0,<a_105>,<a_105><b_170>,47,1,0.5319148936170213,1.0,0,0,-1,0,-0.015093653391525796,0.25,-70,-7
651,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,hit10,1,1,<a_107>,<a_107><b_93>,66,2,0.7575757575757576,1.0,1,1,<a_252>,<a_252><b_88>,14,2,0.9285714285714286,1.0,1,1,0,0,0.17099567099567103,0.0,-52,0
652,182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,hit10,1,1,<a_107>,<a_107><b_93>,66,2,0.7575757575757576,1.0,1,1,<a_252>,<a_252><b_88>,14,2,0.9285714285714286,1.0,1,1,0,0,0.17099567099567103,0.0,-52,0
653,643,Craftsman 100 Piece drilling and driving kit,fastener,l1_routing_miss,0,0,<a_159>,<a_159><b_33>,52,1,0.5192307692307693,1.0,0,0,<a_126>,<a_126><b_99>,29,1,0.6896551724137931,1.0,0,0,0,0,0.17042440318302388,0.0,-23,0
654,2515,"Blue Sea Systems Terminal Block Jumper for 30A Terminal Blocks, Pack of 5",connector_fitting,l1_routing_miss,0,0,<a_67>,<a_67><b_135>,119,1,0.5714285714285714,1.0,0,0,<a_15>,<a_15><b_214>,25,1,0.52,1.0,0,0,0,0,-0.05142857142857138,0.0,-94,0
655,1953,"Funnel, Regular stem, glass, 50 OD x 50mm stem",other,l2_routing_miss_after_l1_hit,0,0,<a_94>,<a_94><b_221>,111,1,0.7747747747747747,1.0,1,0,<a_115>,<a_115><b_53>,17,1,0.6470588235294118,1.0,0,0,-1,0,-0.12771595124536295,0.0,-94,0
656,560,"Litmus pH Test Strips, Universal Application (pH 1-14), 2 Packs of 100 Strips",test_strip,hit10,1,0,<a_94>,<a_94><b_166>,111,5,0.7747747747747747,0.8,1,0,<a_51>,<a_51><b_115>,52,3,0.5769230769230769,1.0,0,0,-1,0,-0.19785169785169787,0.19999999999999996,-59,-2
657,1420,"HYDROMETER - ALCOHOL, 0-200 PROOF and Tralle by Bellwether",gauge_meter,l2_routing_miss_after_l1_hit,0,0,<a_94>,<a_94><b_254>,111,2,0.7747747747747747,1.0,1,0,<a_51>,<a_51><b_103>,52,1,0.5769230769230769,1.0,1,0,0,0,-0.19785169785169787,0.0,-59,-1
658,295,"American Educational 7-G15-A Cast Iron Support Ring Stand with Acid Resistant Finish, 8"" Length x 5"" Width Base Size",other,l1_routing_miss,0,0,<a_87>,<a_87><b_150>,71,3,0.7746478873239436,1.0,0,0,<a_125>,<a_125><b_173>,23,2,0.5217391304347826,1.0,0,0,0,0,-0.25290875688916103,0.0,-48,-1
659,3578,Drillpro 4x4'' Scientific Lab Jack Aluminum Lab Lifting Platform Stand Rack Scissor Lab-Lift Lifter,other,l1_routing_miss,0,0,<a_87>,<a_87><b_124>,71,1,0.7746478873239436,1.0,1,0,<a_14>,<a_14><b_143>,14,1,0.9285714285714286,1.0,0,0,-1,0,0.15392354124748497,0.0,-57,0
660,2474,BIQU MK10 M7 0.4mm Extruder Brass Nozzle Print Head for Makerbot 2 RepRap 1.75mm Filament 3D Printer (Pack of 5pcs),3d_filament,l1_routing_miss,0,0,<a_91>,<a_91><b_29>,72,2,0.9305555555555556,1.0,1,0,<a_154>,<a_154><b_225>,16,2,1.0,1.0,1,0,0,0,0.06944444444444442,0.0,-56,0
661,406,"Hillman 830502 Flat Washer, Stainless-Steel",fastener,l2_routing_miss_after_l1_hit,0,0,<a_224>,<a_224><b_209>,191,10,0.7329842931937173,0.9,1,0,<a_19>,<a_19><b_161>,29,2,0.6896551724137931,0.5,1,0,0,0,-0.043329120779924124,-0.4,-162,-8
662,1836,"VIVOSUN 6 inch Inline Duct Booster Fan 240 CFM, Low Noise & Extra Long 5.5' Grounded Power Cord",ventilation_fan,l2_routing_miss_after_l1_hit,0,0,<a_158>,<a_158><b_198>,109,2,0.5596330275229358,1.0,0,0,<a_17>,<a_17><b_113>,73,3,0.726027397260274,1.0,0,0,0,0,0.16639436973733823,0.0,-36,1
663,1901,"PneumaticPlus PPR2-N02BG-2 Miniature Air Pressure Regulator 1/4"" NPT - Gauge, Bracket, Instrument Pressure (3-30 PSI)",connector_fitting,l1_routing_miss,0,0,<a_108>,<a_108><b_22>,143,3,0.5384615384615384,1.0,0,0,<a_125>,<a_125><b_65>,23,2,0.5217391304347826,1.0,0,0,0,0,-0.01672240802675584,0.0,-120,-1
664,2357,Diymall Bme280 Pressure Temperature Sensor Module with IIC I2c for Arduino,other,l1_routing_miss,0,0,<a_211>,<a_211><b_112>,45,1,0.4222222222222222,1.0,0,0,<a_130>,<a_130><b_203>,68,1,0.4117647058823529,1.0,0,0,0,0,-0.0104575163398693,0.0,23,0
665,399,Anytime Tools 48 pc HEAT SHRINK TUBING WRAP SLEEVES ASSORTED SIZES,other,l1_routing_miss,0,0,<a_228>,<a_228><b_187>,96,3,0.5625,1.0,0,0,<a_247>,<a_247><b_200>,76,3,0.5921052631578947,1.0,0,0,0,0,0.02960526315789469,0.0,-20,0
666,2993,"3D Solutech Blue 3D Printer Ultra PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3d_filament,l2_routing_miss_after_l1_hit,0,0,<a_223>,<a_223><b_80>,247,24,0.9676113360323887,1.0,1,0,<a_235>,<a_235><b_202>,128,24,1.0,1.0,1,0,0,0,0.03238866396761131,0.0,-119,0
667,3378,"Uxcell a14041400ux1070 2Pcs LM6LUU 6mm Shaft Dia Double Wide Sealed Linear Motion Bearing, 0.47"" width, 0.24 Metal",other,l2_routing_miss_after_l1_hit,0,0,<a_251>,<a_251><b_167>,92,3,0.6956521739130435,1.0,0,0,<a_232>,<a_232><b_184>,74,1,0.7297297297297297,1.0,0,0,0,0,0.034077555816686256,0.0,-18,-2
668,200,"3M Scotch 2120-A Tough Transparent Duct Tape, 1.8-Inch, 20 yds",tape,l1_routing_miss,0,0,<a_206>,<a_206><b_9>,60,1,0.5,1.0,0,0,<a_178>,<a_178><b_15>,98,3,0.336734693877551,0.3333333333333333,0,0,0,0,-0.163265306122449,-0.6666666666666667,38,2
669,334,DEWALT DW4774 4-1/2-Inch Double-Row Diamond-Cup Grinding-Wheel,other,l2_routing_miss_after_l1_hit,0,0,<a_193>,<a_193><b_229>,133,2,0.8045112781954887,1.0,0,0,<a_44>,<a_44><b_150>,58,1,0.6551724137931034,1.0,0,0,0,0,-0.1493388644023853,0.0,-75,-1
670,562,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Black",3d_filament,l1_routing_miss,0,0,<a_223>,<a_223><b_198>,247,47,0.9676113360323887,1.0,0,0,<a_235>,<a_235><b_198>,128,26,1.0,1.0,0,0,0,0,0.03238866396761131,0.0,-119,-21
671,2912,Inland 1.75mm Black PLA 3D Printer Filament - 1kg Spool (2.2 lbs),3d_filament,l1_routing_miss,0,0,<a_158>,<a_158><b_72>,109,19,0.5596330275229358,1.0,0,0,<a_223>,<a_223><b_240>,105,20,0.5428571428571428,1.0,0,0,0,0,-0.01677588466579294,0.0,-4,1
672,2736,Signswise 2 Pack 5mm 40T Extruder Driver Feeder Gear Bore for Makerbot Mk7 Mk8 3D Printer,3d_filament,l1_routing_miss,0,0,<a_159>,<a_159><b_19>,52,1,0.5192307692307693,1.0,0,0,<a_154>,<a_154><b_202>,16,1,1.0,1.0,0,0,0,0,0.4807692307692307,0.0,-36,0
673,2727,Micro Swiss All Metal Hotend with SLOTTED Cooling Block for Wanhao i3,3d_filament,l2_routing_miss_after_l1_hit,0,0,<a_91>,<a_91><b_195>,72,1,0.9305555555555556,1.0,0,0,<a_23>,<a_23><b_112>,28,1,0.9642857142857143,1.0,0,0,0,0,0.03373015873015872,0.0,-44,0
674,1930,"Capri Tools CP20003 Platinum Series Fractional Digital Caliper with Extra Large LCD Screen, 12-Inch",gauge_meter,l2_routing_miss_after_l1_hit,0,0,<a_104>,<a_104><b_165>,60,2,0.5,0.5,1,0,<a_77>,<a_77><b_81>,40,1,0.65,1.0,1,0,0,0,0.15000000000000002,0.5,-20,-1
675,3,"Kreg SML-C125-500 1-1/4-Inch #8 Coarse Pocket Hole Screws with Washer-Head, 500-Pack",fastener,l1_routing_miss,0,0,<a_224>,<a_224><b_163>,191,7,0.7329842931937173,1.0,0,0,<a_57>,<a_57><b_99>,52,3,0.9230769230769231,1.0,0,0,0,0,0.19009262988320585,0.0,-139,-4
676,1347,Woodstock D4160 110-Volt Paddle Switch,fastener,l1_routing_miss,0,0,<a_236>,<a_236><b_7>,84,1,0.7380952380952381,1.0,0,0,<a_12>,<a_12><b_239>,13,1,0.6153846153846154,1.0,0,0,0,0,-0.12271062271062272,0.0,-71,0
677,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,hit10,1,0,<a_107>,<a_107><b_93>,66,2,0.7575757575757576,1.0,0,0,<a_252>,<a_252><b_88>,14,2,0.9285714285714286,1.0,0,0,0,0,0.17099567099567103,0.0,-52,0
678,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,hit10,1,1,<a_107>,<a_107><b_93>,66,2,0.7575757575757576,1.0,1,1,<a_252>,<a_252><b_88>,14,2,0.9285714285714286,1.0,1,1,0,0,0.17099567099567103,0.0,-52,0
679,182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,hit10,1,1,<a_107>,<a_107><b_93>,66,2,0.7575757575757576,1.0,1,1,<a_252>,<a_252><b_88>,14,2,0.9285714285714286,1.0,1,1,0,0,0.17099567099567103,0.0,-52,0
680,1593,5 Gallon White Bucket & Gamma Seal Lid - Food Grade Plastic Pail & Gamma2 Screw Seal Tight Lid (Red),fastener,l1_routing_miss,0,0,<a_14>,<a_14><b_11>,39,1,0.7692307692307693,1.0,0,0,<a_115>,<a_115><b_190>,17,1,0.6470588235294118,1.0,0,0,0,0,-0.12217194570135748,0.0,-22,0
681,199,J-B Weld 50133 Plastic Bonder Structural Adhesive Syringe - Dries Tan - 25 ml,adhesive_epoxy,l2_routing_miss_after_l1_hit,0,0,<a_165>,<a_165><b_197>,72,2,0.8055555555555556,0.5,0,0,<a_254>,<a_254><b_222>,65,1,0.9384615384615385,1.0,0,0,0,0,0.13290598290598288,0.5,-7,-1
682,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,l1_routing_miss,0,0,<a_107>,<a_107><b_93>,66,2,0.7575757575757576,1.0,0,0,<a_252>,<a_252><b_88>,14,2,0.9285714285714286,1.0,0,0,0,0,0.17099567099567103,0.0,-52,0
683,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,hit10,1,1,<a_107>,<a_107><b_93>,66,2,0.7575757575757576,1.0,1,1,<a_252>,<a_252><b_88>,14,2,0.9285714285714286,1.0,1,1,0,0,0.17099567099567103,0.0,-52,0
684,570,Bissell 9595A CleanView Bagless Vacuum with OnePass,other,l1_routing_miss,0,0,<a_24>,<a_24><b_132>,119,1,0.7142857142857143,1.0,0,0,<a_44>,<a_44><b_17>,58,1,0.6551724137931034,1.0,0,0,0,0,-0.059113300492610876,0.0,-61,0
685,182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,hit10,1,1,<a_107>,<a_107><b_93>,66,2,0.7575757575757576,1.0,1,1,<a_252>,<a_252><b_88>,14,2,0.9285714285714286,1.0,1,1,0,0,0.17099567099567103,0.0,-52,0
686,3536,Staple Remover Kit,fastener,l2_routing_miss_after_l1_hit,0,0,<a_24>,<a_24><b_148>,119,1,0.7142857142857143,1.0,0,0,<a_38>,<a_38><b_21>,11,1,0.6363636363636364,1.0,0,0,0,0,-0.07792207792207795,0.0,-108,0
687,3205,"Stens 125-508 Oil Drain Valve, 3/8""- 18"" NPTF Threads, Uses 1/2"" hose, Quick twist and pull motion to open",connector_fitting,l2_routing_miss_after_l1_hit,0,0,<a_159>,<a_159><b_54>,52,1,0.5192307692307693,1.0,0,0,<a_239>,<a_239><b_93>,36,1,0.6666666666666666,1.0,1,0,1,0,0.14743589743589736,0.0,-16,0
688,2472,"HATCHBOX ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Black",3d_filament,l2_routing_miss_after_l1_hit,0,0,<a_223>,<a_223><b_198>,247,47,0.9676113360323887,1.0,1,1,<a_235>,<a_235><b_17>,128,20,1.0,1.0,1,1,0,0,0.03238866396761131,0.0,-119,-27
689,3656,Anycubic 1 Spool Stable Acrylic 3D Printer Filament Tabletop Mount Rack,3d_filament,l2_routing_miss_after_l1_hit,0,0,<a_223>,<a_223><b_83>,247,1,0.9676113360323887,1.0,1,0,<a_141>,<a_141><b_185>,14,1,0.9285714285714286,1.0,0,0,-1,0,-0.03903990746096009,0.0,-233,0
690,2413,"E-Z Lok Threaded Insert, Brass, Knife Thread, #8-32 Internal Threads, 0.375"" Length (Pack of 25)",fastener,l1_routing_miss,0,0,<a_224>,<a_224><b_133>,191,4,0.7329842931937173,1.0,1,0,<a_121>,<a_121><b_145>,53,4,0.6037735849056604,1.0,1,0,0,0,-0.12921070828805692,0.0,-138,0
691,2797,"WD-40&nbsp;Multi-Use Product Non-Aerosol Trigger Pro, 20 OZ [12 Pack]",adhesive_epoxy,l1_routing_miss,0,0,<a_173>,<a_173><b_94>,64,3,0.75,0.3333333333333333,0,0,<a_112>,<a_112><b_123>,61,1,0.7049180327868853,1.0,0,0,0,0,-0.04508196721311475,0.6666666666666667,-3,-2
692,22,"Eye-Vac EVPRO Tuxedo Black Touchless Stationary Vacuum &ndash; 1400 Watts Professional Vacuum with HEPA Filtration, Bag-less Canister. Floor Care",other,l1_routing_miss,0,0,<a_197>,<a_197><b_91>,60,3,0.4666666666666667,1.0,0,0,<a_178>,<a_178><b_135>,98,4,0.336734693877551,1.0,0,0,0,0,-0.12993197278911567,0.0,38,1
693,22,"Eye-Vac EVPRO Tuxedo Black Touchless Stationary Vacuum &ndash; 1400 Watts Professional Vacuum with HEPA Filtration, Bag-less Canister. Floor Care",other,hit10,1,1,<a_197>,<a_197><b_91>,60,3,0.4666666666666667,1.0,1,1,<a_178>,<a_178><b_135>,98,4,0.336734693877551,1.0,1,1,0,0,-0.12993197278911567,0.0,38,1
694,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,l1_routing_miss,0,0,<a_107>,<a_107><b_93>,66,2,0.7575757575757576,1.0,0,0,<a_252>,<a_252><b_88>,14,2,0.9285714285714286,1.0,0,0,0,0,0.17099567099567103,0.0,-52,0
695,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,hit10,1,1,<a_107>,<a_107><b_93>,66,2,0.7575757575757576,1.0,1,1,<a_252>,<a_252><b_88>,14,2,0.9285714285714286,1.0,1,1,0,0,0.17099567099567103,0.0,-52,0
696,182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,hit10,1,1,<a_107>,<a_107><b_93>,66,2,0.7575757575757576,1.0,1,1,<a_252>,<a_252><b_88>,14,2,0.9285714285714286,1.0,1,1,0,0,0.17099567099567103,0.0,-52,0
697,2913,"Madison Supply, Premium Quality Fluoride Coated Medical Scissors, EMT and Trauma Shears 2 pack",tape,l2_routing_miss_after_l1_hit,0,0,<a_180>,<a_180><b_248>,81,1,0.8888888888888888,1.0,0,0,<a_157>,<a_157><b_105>,6,1,0.3333333333333333,1.0,0,0,0,0,-0.5555555555555556,0.0,-75,0
698,467,"3M Utility Duct Tape 2929 Silver, 1.88 in x 50 yd 5.8 mils (Pack of 1)",adhesive_epoxy,l2_routing_miss_after_l1_hit,0,0,<a_202>,<a_202><b_160>,117,7,0.5470085470085471,1.0,0,0,<a_18>,<a_18><b_202>,85,1,0.5294117647058824,1.0,0,0,0,0,-0.017596782302664704,0.0,-32,-6
699,228,"Duck Brand 240201 MAX Strength Duct Tape, 1.88 Inches by 45 Yards, Silver, Single Roll",adhesive_epoxy,l2_routing_miss_after_l1_hit,0,0,<a_202>,<a_202><b_161>,117,3,0.5470085470085471,1.0,1,0,<a_18>,<a_18><b_162>,85,4,0.5294117647058824,0.75,1,0,0,0,-0.017596782302664704,-0.25,-32,1
