idx,item_id,title,family,eval_count_global,r720b_output_sid,r720b_top1_sid,r720b_hit1,r720b_hit10,r720b_hit50,r720b_top1_item_ids,r720b_top1_titles,orig_align_output_sid,orig_align_top1_sid,orig_align_hit1,orig_align_hit10,orig_align_hit50,orig_align_top1_item_ids,orig_align_top1_titles,orig_best_output_sid,orig_best_top1_sid,orig_best_hit1,orig_best_hit10,orig_best_hit50,orig_best_top1_item_ids,orig_best_top1_titles
1386,33,Bessey BV-NVJ Multi-Purpose Vise Jaws (Jaws Only),other,2,<a_148><b_128><c_181>,<a_191><b_221><c_34>,0,0,1,98,"Industrial & Scientific"" />",<a_193><b_97><c_87>,<a_193><b_97><c_87>,1,1,1,33,Bessey BV-NVJ Multi-Purpose Vise Jaws (Jaws Only),<a_193><b_97><c_87>,<a_15><b_206><c_230>,0,1,1,54,"Industrial & Scientific"" />"
1426,159,"Etekcity Lasergrip 774 Non-contact Digital Laser Infrared Thermometer Temperature Gun -58~ 716 (-50 ~ 380), Yellow and Black",gauge_meter,14,<a_50><b_235><c_27>,<a_131><b_6><c_0>,0,0,1,181|182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator | AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_107><b_90><c_68>,<a_107><b_93><c_0>,0,1,1,181|182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator | AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_107><b_90><c_68>,<a_150><b_61><c_87>,0,0,0,284,Silica Gel Desiccants 2-1/4 x 1 1/2 Inches - 25 Silica Gel Packets of 10 Grams Each by Dry-Packs
1467,72,"Eagle 1654 Yellow Blow-Molded HDPE Salvage Drum with Metal Ring Lever-Lock Lid, 20 gallon Capacity, 21"" Height, 21"" Diameter",gauge_meter,1,<a_20><b_12><c_102>,<a_237><b_128><c_211>,0,0,0,1847,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, White",<a_206><b_120><c_196>,<a_206><b_120><c_147>,0,1,1,2445,"Eagle 1601MB Blue High Density Polyethylene Lab Pack Drum with Metal Lever-lock Lid, 30 gallon Capacity, 28.5"" Height, 21.25"" Diameter",<a_206><b_120><c_196>,<a_223><b_184><c_16>,0,0,1,3445,"BuildTak 3D Printing Build Surface, 6.5"" x 6.5"" Square, Black (Pack of 3)"
1475,2909,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS",3d_filament,31,<a_58><b_78><c_0>,<a_58><b_172><c_168>,0,0,1,1850,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Red",<a_223><b_80><c_84>,<a_223><b_80><c_84>,1,1,1,2909,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS",<a_223><b_80><c_84>,<a_223><b_96><c_140>,0,1,1,3537,Smartbuy 1.75mm Yellow PLA 3D Printer Filament - 1kg Spool/Roll (2.2 lbs) - Dimensional Accuracy +/- 0.05mm
1512,2734,Inland 1.75mm White PLA 3D Printer Filament - 1kg Spool (2.2 lbs),3d_filament,21,<a_237><b_122><c_136>,<a_237><b_122><c_152>,0,0,1,2934,Inland 1.75mm Yellow PLA 3D Printer Filament - 1kg Spool (2.2 lbs),<a_158><b_72><c_232>,<a_158><b_72><c_219>,0,1,1,2932,Inland 1.75mm Blue PLA 3D Printer Filament - 1kg Spool (2.2 lbs),<a_158><b_72><c_232>,<a_158><b_72><c_88>,0,1,1,2979,Inland 1.75mm Gray PLA 3D Printer Filament - 1kg Spool (2.2 lbs)
1520,273,"Gorilla Original Gorilla Glue, Waterproof Polyurethane Glue, 2 ounce Bottle, Brown, (Pack of 4)",adhesive_epoxy,3,<a_48><b_79><c_1>,<a_34><b_81><c_83>,0,0,1,280,WD-40 Multi-Use Product with SMART STRAW&nbsp;SPRAYS 2 WAYS 8 OZ,<a_165><b_107><c_4>,<a_165><b_52><c_74>,0,1,1,172,"Gorilla Super Glue Gel, 15 Gram, Clear",<a_165><b_107><c_4>,<a_165><b_107><c_4>,1,1,1,273,"Gorilla Original Gorilla Glue, Waterproof Polyurethane Glue, 2 ounce Bottle, Brown, (Pack of 4)"
1580,416,PRO 1 Fuel Line Hose 1/4 Inch Inside Diameter X 25 Feet Length NRB/PVCC SAE30R6,connector_fitting,7,<a_123><b_113><c_161>,<a_131><b_6><c_0>,0,0,0,181|182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator | AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_228><b_75><c_44>,<a_228><b_75><c_44>,1,1,1,416,PRO 1 Fuel Line Hose 1/4 Inch Inside Diameter X 25 Feet Length NRB/PVCC SAE30R6,<a_228><b_75><c_44>,<a_228><b_75><c_44>,1,1,1,416,PRO 1 Fuel Line Hose 1/4 Inch Inside Diameter X 25 Feet Length NRB/PVCC SAE30R6
1626,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,132,<a_131><b_6><c_0>,<a_165><b_91><c_0>,0,0,1,94,"White SiliconeTubing, 3/16""ID, 1/4""OD, 1/32"" Wall, 10' Length",<a_107><b_93><c_0>,<a_228><b_158><c_11>,0,1,1,94,"White SiliconeTubing, 3/16""ID, 1/4""OD, 1/32"" Wall, 10' Length",<a_107><b_93><c_0>,<a_228><b_158><c_11>,0,0,0,94,"White SiliconeTubing, 3/16""ID, 1/4""OD, 1/32"" Wall, 10' Length"
1640,281,SE TL10 10-Piece Test Lead Set with Alligator Clips,other,7,<a_36><b_77><c_159>,<a_222><b_45><c_68>,0,0,0,395,Arctic Silver 5 AS5-3.5G Thermal Paste,<a_211><b_100><c_25>,<a_79><b_24><c_40>,0,1,1,395,Arctic Silver 5 AS5-3.5G Thermal Paste,<a_211><b_100><c_25>,<a_165><b_107><c_20>,0,0,0,257,"Gorilla 5000408  Original Gorilla Glue, Waterproof Polyurethane Glue, 4 ounce Bottle, Brown"
1643,1559,"Hakko CHP 7-SA Stainless Steel Non-Magnetic Precision Tweezers with Very-Fine Point Curved Tips, 4-1/2"" Length",other,2,<a_72><b_141><c_197>,<a_220><b_59><c_150>,0,0,1,145,"Marrywindix 6pcs ESD Precision Anti-Static Tweezers, Tweezers Stainless Steel Tweezers with a Bag for Electronics Jewelry-Making Repairing",<a_42><b_110><c_0>,<a_211><b_100><c_25>,0,1,1,281,SE TL10 10-Piece Test Lead Set with Alligator Clips,<a_42><b_110><c_0>,<a_211><b_100><c_25>,0,1,1,281,SE TL10 10-Piece Test Lead Set with Alligator Clips
1697,176,URBEST 530 Pcs 2:1 Heat Shrink Tubing Tube Sleeving Wrap Cable Wire 5 Color 8 Size,other,11,<a_65><b_6><c_0>,<a_186><b_244><c_1>,0,0,1,1287,Install Bay Copper Ring Terminal 2 Gauge 3/8 Inch 10 Pack - CUR238,<a_17><b_80><c_8>,<a_71><b_93><c_169>,0,1,1,1184,"Keeper Foot x 2 Inch 02612 6' x 2"" Lift Sling",<a_17><b_80><c_8>,<a_71><b_28><c_190>,0,0,1,1246,"Keeper (02604 6' x 1"" Lift Sling, 1 Ply"
1704,1376,"Century Drill and Tool 97205 Plug Hand Pipe Tap, 3/4-14 NPT",other,3,<a_202><b_230><c_80>,<a_202><b_5><c_0>,0,0,0,2414,"Century Drill & Tool 97122 High Carbon Steel Fractional Plug Tap, 1-12 NF",<a_224><b_88><c_115>,<a_71><b_244><c_200>,0,1,1,1065,JawayTool Rubber Grommets Kit & Plug Wire Ring Assortment Set Electrical Gasket Tools - 180 - Pieces,<a_224><b_88><c_115>,<a_71><b_36><c_171>,0,1,1,1663,"Prime-Line Products P 7645 Screen Retainer Spline, .250-in, 25-ft, Gray"
1719,917,Reliable Hardware Company RH-5112BO-A 1/2-Inch Wood Screw with Black Oxide and Wax,fastener,2,<a_162><b_29><c_142>,<a_130><b_113><c_1>,0,0,0,3325,"Rok Hardware #6 x 3/4"" Flat Head Phillips Deep Thread Wood Screws Nickel (Zinc finish) - Super Value 100 Pack",<a_224><b_44><c_65>,<a_224><b_238><c_35>,0,1,1,2491,"Kreg SML-F125-100 1-1/4-Inch 7-Fine Washer-Head Pocket Screws, 100-Count",<a_224><b_44><c_65>,<a_150><b_142><c_167>,0,0,0,1682,Precision Applicators - Dispense Pack by Rockler
1726,2365,SEOH Mohr Pipets Class B 25ml,other,1,<a_43><b_218><c_230>,<a_112><b_113><c_4>,0,0,0,385,"Eclectic Supply B36-24 Cobalt Glass Bottles with Glass Eye Dropper, 1 oz Capacity, Blue (Pack of 24)",<a_94><b_227><c_192>,<a_94><b_197><c_192>,0,1,1,2364,SEOH 10ml Class B Mohr Pipets,<a_94><b_227><c_192>,<a_94><b_34><c_87>,0,1,1,1632,Karter Scientific PIPETTE PUMP 25ml Red
1739,1184,"Keeper Foot x 2 Inch 02612 6' x 2"" Lift Sling",other,4,<a_210><b_174><c_2>,<a_34><b_81><c_83>,0,0,0,280,WD-40 Multi-Use Product with SMART STRAW&nbsp;SPRAYS 2 WAYS 8 OZ,<a_71><b_93><c_169>,<a_202><b_160><c_211>,0,1,1,222,"3M Heavy Duty Duct Tape 3939 Silver, 48 mm x 54.8 m 9.0 mil, Conveniently Packaged (Pack of 3)",<a_71><b_93><c_169>,<a_71><b_28><c_190>,0,0,1,1246,"Keeper (02604 6' x 1"" Lift Sling, 1 Ply"
1759,416,PRO 1 Fuel Line Hose 1/4 Inch Inside Diameter X 25 Feet Length NRB/PVCC SAE30R6,connector_fitting,7,<a_123><b_113><c_161>,<a_109><b_54><c_213>,0,0,1,42,"Precision Brand M6S Micro Seal, Miniature All Stainless Worm Gear Hose Clamp, 5/16"" - 7/8"" (Pack of 10)",<a_228><b_75><c_44>,<a_228><b_75><c_44>,1,1,1,416,PRO 1 Fuel Line Hose 1/4 Inch Inside Diameter X 25 Feet Length NRB/PVCC SAE30R6,<a_228><b_75><c_44>,<a_228><b_75><c_44>,1,1,1,416,PRO 1 Fuel Line Hose 1/4 Inch Inside Diameter X 25 Feet Length NRB/PVCC SAE30R6
1776,2544,"SainSmart Clear Flexible TPU 3D Printing Filament, 1.75 mm, 0.8 kg, Dimensional Accuracy +/- 0.05 mm",3d_filament,8,<a_71><b_98><c_88>,<a_58><b_172><c_168>,0,0,1,1850,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Red",<a_223><b_86><c_176>,<a_223><b_198><c_230>,0,1,1,1107,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Glow in the Dark",<a_223><b_86><c_176>,<a_223><b_198><c_173>,0,1,1,2507,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Silver"
1806,3112,"3D Solutech Real Black 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175RBLK",3d_filament,32,<a_58><b_78><c_198>,<a_237><b_128><c_211>,0,0,1,1847,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, White",<a_223><b_80><c_3>,<a_223><b_80><c_84>,0,1,1,2909,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS",<a_223><b_80><c_3>,<a_223><b_80><c_84>,0,1,1,2909,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS"
1873,1354,Red Devil Available 3332 Steel Wool Multi-Grade Pack,other,1,<a_119><b_216><c_1>,<a_119><b_216><c_4>,0,0,1,123,"Red Devil 0325 Steel Wool, 2 Medium Course, 8 Pads",<a_173><b_194><c_0>,<a_173><b_194><c_4>,0,1,1,123,"Red Devil 0325 Steel Wool, 2 Medium Course, 8 Pads",<a_173><b_194><c_0>,<a_173><b_194><c_0>,1,1,1,1354,Red Devil Available 3332 Steel Wool Multi-Grade Pack
1889,2659,"3D Solutech Apple Green 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3d_filament,8,<a_58><b_226><c_251>,<a_58><b_78><c_0>,0,0,1,2909,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS",<a_223><b_80><c_0>,<a_223><b_80><c_84>,0,1,1,2909,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS",<a_223><b_80><c_0>,<a_223><b_80><c_0>,1,1,1,2659|3557|3631,"3D Solutech Apple Green 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) | 3D Solutech Chocolate Brown 3D Printer PLA Filament 1.75MM Filament 2.2 LBS (1.0KG)"
1897,975,"X-Treme Tape TPE-XZLB Silicone Rubber Self Fusing Tape, 1"" x 10', Triangular, Black",tape,4,<a_179><b_162><c_43>,<a_179><b_162><c_202>,0,0,1,450,"X-Treme Tape TPE-X36ZLB Silicone Rubber Self Fusing Tape, 1"" x 36', Triangular, Black",<a_202><b_198><c_77>,<a_202><b_198><c_77>,1,1,1,975,"X-Treme Tape TPE-XZLB Silicone Rubber Self Fusing Tape, 1"" x 10', Triangular, Black",<a_202><b_198><c_77>,<a_202><b_198><c_218>,0,1,1,950,"X-Treme Tape TPE-XZLCLR Silicone Rubber Self Fusing Tape, 1"" x 10', Triangular, Clear"
1942,444,"HATCHBOX ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, White",3d_filament,8,<a_58><b_115><c_198>,<a_58><b_172><c_168>,0,0,0,1850,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Red",<a_223><b_198><c_114>,<a_223><b_198><c_230>,0,1,1,1107,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Glow in the Dark",<a_223><b_198><c_114>,<a_223><b_198><c_230>,0,1,1,1107,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Glow in the Dark"
1943,2703,"eSUN 3D 1.75mm PETG Black Filament 1kg (2.2lb), PETG 3D Printer Filament, 1.75mm Solid Opaque Black",3d_filament,14,<a_237><b_57><c_96>,<a_9><b_225><c_67>,0,0,0,3097,HICTOP 5 Pcs 100K ohm NTC Thermistors/Temp Sensor for Reprap 3D printer,<a_223><b_126><c_0>,<a_223><b_143><c_162>,0,1,1,1889,"Filabot TCBL1 Taulman Clear t-glase Filament, 1.75 mm, Black",<a_223><b_126><c_0>,<a_158><b_211><c_119>,0,0,0,3151,Anycubic Pulley Version Unassemble Delta Rostock 3D Printer Kossel Kit Large Print Size with Heatbed and Power Supply
1968,3470,SCStyle 5 Meters GT2 2mm Pitch 6mm Wide Timing Belt for 3D Printer CNC,3d_filament,6,<a_137><b_40><c_62>,<a_5><b_117><c_80>,0,0,0,3266,2x ATMEL ATTINY85-20PU 8-BIT 20MHz MCU,<a_23><b_192><c_221>,<a_23><b_192><c_221>,1,1,1,3470,SCStyle 5 Meters GT2 2mm Pitch 6mm Wide Timing Belt for 3D Printer CNC,<a_23><b_192><c_221>,<a_73><b_244><c_79>,0,0,1,2924,"Hilitchi 635 Pcs 40 Pin 2.54mm Pitch Single Row Pin Headers,Dupont Connector Housing Female,Dupont Male/Female Pin Connector Kit"
1990,152,"Camco 4ft TastePURE Drinking Water Hose - Lead and BPA Free, Reinforced for Maximum Kink Resistance,  1/2""Inner Diameter (22763)",connector_fitting,10,<a_165><b_71><c_94>,<a_131><b_6><c_0>,0,0,1,181|182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator | AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_228><b_113><c_68>,<a_228><b_113><c_68>,1,1,1,152,"Camco 4ft TastePURE Drinking Water Hose - Lead and BPA Free, Reinforced for Maximum Kink Resistance,  1/2""Inner Diameter (22763)",<a_228><b_113><c_68>,<a_44><b_217><c_50>,0,0,1,303,"AMMEX - AINPF46100 - Medical Nitrile Gloves - Disposable, Powder Free, Exam Grade, 3 mil, Large, Indigo (Case of 1000)"
1995,176,URBEST 530 Pcs 2:1 Heat Shrink Tubing Tube Sleeving Wrap Cable Wire 5 Color 8 Size,other,11,<a_65><b_6><c_0>,<a_186><b_14><c_135>,0,0,1,1561,Install Bay CC1210 Crimp Cap Nylon Connector 12/10 Gauge (100-Pack),<a_17><b_80><c_8>,<a_67><b_133><c_141>,0,1,1,1481,Install Bay CCL1614 Crimp Cap Nylon Connector 16/14 Gauge Long Neck -100-Pack,<a_17><b_80><c_8>,<a_67><b_133><c_6>,0,0,1,751,Install Bay CC2218 Crimp Cap Nylon Connector 22/18 Gauge (100-Pack)
2049,2063,"3Doodler Create 3D Pen with 50 Plastic Strands, No Mess, Non-Toxic -",other,5,<a_113><b_213><c_139>,<a_58><b_172><c_168>,0,0,1,1850,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Red",<a_223><b_102><c_158>,<a_223><b_27><c_220>,0,1,1,2143,"3Doodler Start Emoji & Symbol DoodleBlock Kit with 2 Plastic Packs, (3D Pen not Included)",<a_223><b_102><c_158>,<a_223><b_27><c_220>,0,1,1,2143,"3Doodler Start Emoji & Symbol DoodleBlock Kit with 2 Plastic Packs, (3D Pen not Included)"
2055,201,"ColorConnex Coupler & Plug Kit (7 Piece), Industrial Type D, 1/4 in. NPT, Red - A73457D",connector_fitting,8,<a_247><b_245><c_54>,<a_131><b_6><c_0>,0,0,0,181|182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator | AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_67><b_185><c_54>,<a_107><b_183><c_251>,0,1,1,2321,"HM Digital C342 TDS and EC Calibration Solution, 342 ppm (NaCl), 90 ml Volume",<a_67><b_185><c_54>,<a_107><b_93><c_0>,0,0,0,181|182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator | AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator"
2090,266,"iGaging ABSOLUTE ORIGIN 0-6"" Digital Electronic Caliper - IP54 Protection/Extreme Accuracy",gauge_meter,11,<a_241><b_159><c_91>,<a_202><b_177><c_50>,0,0,1,339,"Drill America DWT Series Qualtech High-Speed Steel Round Adjustable Threading Die, 1-1/2"" Diameter, 11/16""-18 Size (Pack of 1)",<a_104><b_60><c_152>,<a_173><b_148><c_224>,0,1,1,3420,(2 Pack) Petrol Gel Food Grade Equipment LubricantNSF (2/4 oz. Tube),<a_104><b_60><c_152>,<a_173><b_209><c_251>,0,0,1,55,CRC 5037 White Lithium Grease - 10 Wt Oz.
2114,2605,Acid Blend - 1 lb.,other,2,<a_177><b_229><c_38>,<a_177><b_202><c_118>,0,0,1,24,Wine Yeast Red Star Premier Classique Formerly Montrachet For Wine Making x10,<a_150><b_205><c_81>,<a_150><b_50><c_177>,0,1,1,1714,"Red Star Premier Cuvee Wine Yeast, 5g - 10-Pack",<a_150><b_205><c_81>,<a_202><b_62><c_182>,0,0,1,116,Rescue Tape RT1000201202USCO
2115,1726,Yeast Nutrient 1 lb.,fastener,1,<a_177><b_104><c_32>,<a_177><b_57><c_83>,0,0,1,1727,Home Brew Ohio 6382a Pectic Enzyme (powder) - 1 lb.,<a_150><b_94><c_120>,<a_150><b_50><c_177>,0,1,1,1714,"Red Star Premier Cuvee Wine Yeast, 5g - 10-Pack",<a_150><b_94><c_120>,<a_150><b_50><c_166>,0,1,1,24,Wine Yeast Red Star Premier Classique Formerly Montrachet For Wine Making x10
2120,3048,"eSUN Bronze filament 1.75mm 0.5kg(1.1lb) Spool for Makerbot, Reprap, UP, Afinia, Flash Forge and all FDM 3D Printers",3d_filament,3,<a_113><b_124><c_189>,<a_71><b_98><c_88>,0,0,1,2544,"SainSmart Clear Flexible TPU 3D Printing Filament, 1.75 mm, 0.8 kg, Dimensional Accuracy +/- 0.05 mm",<a_223><b_93><c_161>,<a_158><b_217><c_2>,0,1,1,3444,RepRap Champion Metal J-Head V6 Hot End for RepRap 3D Printer 1.75mm Filament Direct Feed Extruder 0.4mm Nozzle,<a_223><b_93><c_161>,<a_158><b_245><c_180>,0,0,1,1206,"eSUN 1.75mm Black PLA PRO (PLA+) 3D Printer Filament 1KG Spool (2.2lbs), Black"
2204,3112,"3D Solutech Real Black 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175RBLK",3d_filament,32,<a_58><b_78><c_198>,<a_58><b_172><c_168>,0,0,1,1850,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Red",<a_223><b_80><c_3>,<a_223><b_80><c_84>,0,1,1,2909,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS",<a_223><b_80><c_3>,<a_223><b_160><c_251>,0,1,1,2477,BAMtack! 1.75mm Black PLA 3D Printer Filament - 1kg (2.2 lbs) - Dimensional Accuracy +/- 0.03mm
2238,814,"DEWALT DW4902 1-Inch by 1/4-Inch High Performance Carbon Knot Wire End Brush, 0.020-Inch Wire",other,1,<a_17><b_67><c_28>,<a_2><b_42><c_213>,0,0,0,495,National Hardware S819-841 CD8377 51 Piece Peg Board Hook Kit in Zinc,<a_193><b_58><c_115>,<a_104><b_7><c_204>,0,1,1,1870,"iGaging 100-D68 Caliper Depth Base T-Bar Attachment for Dial/Digital/Vernier Calipers, 4"", 6"", 8"", 12",<a_193><b_58><c_115>,<a_193><b_58><c_115>,1,1,1,814,"DEWALT DW4902 1-Inch by 1/4-Inch High Performance Carbon Knot Wire End Brush, 0.020-Inch Wire"
2259,2660,"3D Solutech Real Grey 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3d_filament,10,<a_58><b_78><c_61>,<a_58><b_172><c_168>,0,0,1,1850,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Red",<a_223><b_80><c_158>,<a_223><b_80><c_84>,0,1,1,2909,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS",<a_223><b_80><c_158>,<a_223><b_80><c_101>,0,1,1,3494,"3D Solutech Real Yellow 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)"
2286,3312,"TEMCo 3/4"" Marine Heat Shrink Tube 3:1 Adhesive Glue Lined 4 ft BLACK",adhesive_epoxy,4,<a_254><b_114><c_202>,<a_172><b_91><c_68>,0,0,1,809,"Loos Cableware AN100-C4 Stainless Steel Thimble for 3/32"" and 1/8"" Diameter Wire Rope (10 Piece)",<a_228><b_198><c_25>,<a_17><b_118><c_175>,0,1,1,649,BQLZR M4 Stainless Steel 304 Hook & Eye Turnbuckle Wire Rope Tension Pack Of 5,<a_228><b_198><c_25>,<a_228><b_198><c_1>,0,1,1,3232,"TEMCo 3/8"" Marine Heat Shrink Tube 3:1 Adhesive Glue Lined 4 ft BLACK"
2335,699,"POWERTEC 15501 1/2"" Arbor 60-Grit Silicon Carbide Grinding Wheel, 6"" by 3/4",other,4,<a_0><b_148><c_201>,<a_131><b_6><c_0>,0,0,1,181|182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator | AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_193><b_177><c_173>,<a_107><b_93><c_0>,0,1,1,181|182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator | AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_193><b_177><c_173>,<a_193><b_177><c_105>,0,1,1,1115,TEKTON 8-Inch Swivel Bench Vise | 54008
2341,3466,"3D Solutech Real Red 3D Printer PLA Filament 1.75MM, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - RA-I00I-DQUY",3d_filament,11,<a_58><b_78><c_1>,<a_58><b_172><c_168>,0,0,1,1850,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Red",<a_223><b_80><c_165>,<a_223><b_80><c_84>,0,1,1,2909,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS",<a_223><b_80><c_165>,<a_223><b_80><c_0>,0,1,1,2659|3557|3631,"3D Solutech Apple Green 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) | 3D Solutech Chocolate Brown 3D Printer PLA Filament 1.75MM Filament 2.2 LBS (1.0KG)"
2342,2659,"3D Solutech Apple Green 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3d_filament,8,<a_58><b_226><c_251>,<a_58><b_78><c_0>,0,0,1,2909,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS",<a_223><b_80><c_0>,<a_223><b_80><c_84>,0,1,1,2909,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS",<a_223><b_80><c_0>,<a_223><b_80><c_0>,1,1,1,2659|3557|3631,"3D Solutech Apple Green 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) | 3D Solutech Chocolate Brown 3D Printer PLA Filament 1.75MM Filament 2.2 LBS (1.0KG)"
