user_id,history_item_title,item_title,history_item_id,item_id,history_item_sid,item_sid
A3391,['NTE Heat Shrink 2:1 Assorted Colors and Sizes 160 PCS'],360-piece Solderless Electrical Terminal Assortment,[398],1186,['<a_88><b_209><c_109>'],<a_88><b_249><c_31>
A3391,"['NTE Heat Shrink 2:1 Assorted Colors and Sizes 160 PCS', '360-piece Solderless Electrical Terminal Assortment']",360-piece Solderless Electrical Terminal Assortment,"[398, 1186]",1186,"['<a_88><b_209><c_109>', '<a_88><b_249><c_31>']",<a_88><b_249><c_31>
A4175,"['Dynarex Safe-Touch Powder-Free Latex Exam Gloves, Large, Box/100', 'Command Bath Water-Resistant Replacement Strips, White, 2-Medium, 4-Large Strips (17615B)', 'Nashua 361-11 Foil Tape for Waterproofing Repair, 11 mil Thick, 10 m Length, 48 mm Width&nbsp;, Aluminum', 'UltraSource 192033 Hamburger Patty Paper, 5.5"" x 5.5"" (Pack of 1000)', 'UltraSource 192033 Hamburger Patty Paper, 5.5"" x 5.5"" (Pack of 1000)']",Motsenbocker's Lift Off 411-01 Spray Paint Graffiti Remover,"[701, 1669, 681, 7, 8]",1510,"['<a_65><b_213><c_249>', '<a_58><b_164><c_17>', '<a_83><b_200><c_185>', '<a_107><b_201><c_0>', '<a_107><b_201><c_0>']",<a_52><b_255><c_23>
A4175,"['Dynarex Safe-Touch Powder-Free Latex Exam Gloves, Large, Box/100', 'Command Bath Water-Resistant Replacement Strips, White, 2-Medium, 4-Large Strips (17615B)', 'Nashua 361-11 Foil Tape for Waterproofing Repair, 11 mil Thick, 10 m Length, 48 mm Width&nbsp;, Aluminum', 'UltraSource 192033 Hamburger Patty Paper, 5.5"" x 5.5"" (Pack of 1000)', 'UltraSource 192033 Hamburger Patty Paper, 5.5"" x 5.5"" (Pack of 1000)', ""Motsenbocker's Lift Off 411-01 Spray Paint Graffiti Remover""]",Motsenbocker's Lift Off 411-01 Spray Paint Graffiti Remover,"[701, 1669, 681, 7, 8, 1510]",1510,"['<a_65><b_213><c_249>', '<a_58><b_164><c_17>', '<a_83><b_200><c_185>', '<a_107><b_201><c_0>', '<a_107><b_201><c_0>', '<a_52><b_255><c_23>']",<a_52><b_255><c_23>
A4197,['213S3 Karter Scientific 30ml Amber Glass Dropping Bottle With Glass Dropper'],"Vintage Shop PW-COIA-QACH Hydrometer 12"" Test Jar with Removable Base",[942],120,['<a_56><b_67><c_55>'],<a_106><b_72><c_25>
A4197,"['213S3 Karter Scientific 30ml Amber Glass Dropping Bottle With Glass Dropper', 'Vintage Shop PW-COIA-QACH Hydrometer 12"" Test Jar with Removable Base']",Melting Dish Casting Crucible Tool Ingot Mold,"[942, 120]",3495,"['<a_56><b_67><c_55>', '<a_106><b_72><c_25>']",<a_156><b_61><c_200>
A4197,"['213S3 Karter Scientific 30ml Amber Glass Dropping Bottle With Glass Dropper', 'Vintage Shop PW-COIA-QACH Hydrometer 12"" Test Jar with Removable Base', 'Melting Dish Casting Crucible Tool Ingot Mold']",Calibration Kit with Tweezers and Weights 10mg - 50g,"[942, 120, 3495]",3594,"['<a_56><b_67><c_55>', '<a_106><b_72><c_25>', '<a_156><b_61><c_200>']",<a_37><b_104><c_217>
A4197,"['213S3 Karter Scientific 30ml Amber Glass Dropping Bottle With Glass Dropper', 'Vintage Shop PW-COIA-QACH Hydrometer 12"" Test Jar with Removable Base', 'Melting Dish Casting Crucible Tool Ingot Mold', 'Calibration Kit with Tweezers and Weights 10mg - 50g']",Calibration Kit with Tweezers and Weights 10mg - 50g,"[942, 120, 3495, 3594]",3594,"['<a_56><b_67><c_55>', '<a_106><b_72><c_25>', '<a_156><b_61><c_200>', '<a_37><b_104><c_217>']",<a_37><b_104><c_217>
A4197,"['213S3 Karter Scientific 30ml Amber Glass Dropping Bottle With Glass Dropper', 'Vintage Shop PW-COIA-QACH Hydrometer 12"" Test Jar with Removable Base', 'Melting Dish Casting Crucible Tool Ingot Mold', 'Calibration Kit with Tweezers and Weights 10mg - 50g', 'Calibration Kit with Tweezers and Weights 10mg - 50g']",Graduated Bomex Beaker Set 50 100 250 600 and 1000ml glass,"[942, 120, 3495, 3594, 3594]",2362,"['<a_56><b_67><c_55>', '<a_106><b_72><c_25>', '<a_156><b_61><c_200>', '<a_37><b_104><c_217>', '<a_37><b_104><c_217>']",<a_245><b_26><c_232>
A4197,"['213S3 Karter Scientific 30ml Amber Glass Dropping Bottle With Glass Dropper', 'Vintage Shop PW-COIA-QACH Hydrometer 12"" Test Jar with Removable Base', 'Melting Dish Casting Crucible Tool Ingot Mold', 'Calibration Kit with Tweezers and Weights 10mg - 50g', 'Calibration Kit with Tweezers and Weights 10mg - 50g', 'Graduated Bomex Beaker Set 50 100 250 600 and 1000ml glass']","Industrial & Scientific"" />","[942, 120, 3495, 3594, 3594, 2362]",843,"['<a_56><b_67><c_55>', '<a_106><b_72><c_25>', '<a_156><b_61><c_200>', '<a_37><b_104><c_217>', '<a_37><b_104><c_217>', '<a_245><b_26><c_232>']",<a_37><b_197><c_42>
A4197,"['213S3 Karter Scientific 30ml Amber Glass Dropping Bottle With Glass Dropper', 'Vintage Shop PW-COIA-QACH Hydrometer 12"" Test Jar with Removable Base', 'Melting Dish Casting Crucible Tool Ingot Mold', 'Calibration Kit with Tweezers and Weights 10mg - 50g', 'Calibration Kit with Tweezers and Weights 10mg - 50g', 'Graduated Bomex Beaker Set 50 100 250 600 and 1000ml glass', 'Industrial & Scientific"" />']",American Weigh Scales 200WGT Carbon Steel 200gm Calibration Weight Scale with Chrome Finish,"[942, 120, 3495, 3594, 3594, 2362, 843]",805,"['<a_56><b_67><c_55>', '<a_106><b_72><c_25>', '<a_156><b_61><c_200>', '<a_37><b_104><c_217>', '<a_37><b_104><c_217>', '<a_245><b_26><c_232>', '<a_37><b_197><c_42>']",<a_209><b_129><c_231>
A4197,"['213S3 Karter Scientific 30ml Amber Glass Dropping Bottle With Glass Dropper', 'Vintage Shop PW-COIA-QACH Hydrometer 12"" Test Jar with Removable Base', 'Melting Dish Casting Crucible Tool Ingot Mold', 'Calibration Kit with Tweezers and Weights 10mg - 50g', 'Calibration Kit with Tweezers and Weights 10mg - 50g', 'Graduated Bomex Beaker Set 50 100 250 600 and 1000ml glass', 'Industrial & Scientific"" />', 'American Weigh Scales 200WGT Carbon Steel 200gm Calibration Weight Scale with Chrome Finish']","American Educational Connecting Kjeldahl Bulb with Stopper for Distilling Apparatus, 50mm Bulb Diameter","[942, 120, 3495, 3594, 3594, 2362, 843, 805]",3595,"['<a_56><b_67><c_55>', '<a_106><b_72><c_25>', '<a_156><b_61><c_200>', '<a_37><b_104><c_217>', '<a_37><b_104><c_217>', '<a_245><b_26><c_232>', '<a_37><b_197><c_42>', '<a_209><b_129><c_231>']",<a_179><b_252><c_59>
A4197,"['213S3 Karter Scientific 30ml Amber Glass Dropping Bottle With Glass Dropper', 'Vintage Shop PW-COIA-QACH Hydrometer 12"" Test Jar with Removable Base', 'Melting Dish Casting Crucible Tool Ingot Mold', 'Calibration Kit with Tweezers and Weights 10mg - 50g', 'Calibration Kit with Tweezers and Weights 10mg - 50g', 'Graduated Bomex Beaker Set 50 100 250 600 and 1000ml glass', 'Industrial & Scientific"" />', 'American Weigh Scales 200WGT Carbon Steel 200gm Calibration Weight Scale with Chrome Finish', 'American Educational Connecting Kjeldahl Bulb with Stopper for Distilling Apparatus, 50mm Bulb Diameter']","Karter Scientific Glass Flask 5 Piece Set, Narrow Mouth Erlenmeyer, Borosilicate 3.3 Glass - 50ml, 150ml, 250ml, 500ml, 1L, 213B2","[942, 120, 3495, 3594, 3594, 2362, 843, 805, 3595]",1956,"['<a_56><b_67><c_55>', '<a_106><b_72><c_25>', '<a_156><b_61><c_200>', '<a_37><b_104><c_217>', '<a_37><b_104><c_217>', '<a_245><b_26><c_232>', '<a_37><b_197><c_42>', '<a_209><b_129><c_231>', '<a_179><b_252><c_59>']",<a_245><b_53><c_93>
A4197,"['213S3 Karter Scientific 30ml Amber Glass Dropping Bottle With Glass Dropper', 'Vintage Shop PW-COIA-QACH Hydrometer 12"" Test Jar with Removable Base', 'Melting Dish Casting Crucible Tool Ingot Mold', 'Calibration Kit with Tweezers and Weights 10mg - 50g', 'Calibration Kit with Tweezers and Weights 10mg - 50g', 'Graduated Bomex Beaker Set 50 100 250 600 and 1000ml glass', 'Industrial & Scientific"" />', 'American Weigh Scales 200WGT Carbon Steel 200gm Calibration Weight Scale with Chrome Finish', 'American Educational Connecting Kjeldahl Bulb with Stopper for Distilling Apparatus, 50mm Bulb Diameter', 'Karter Scientific Glass Flask 5 Piece Set, Narrow Mouth Erlenmeyer, Borosilicate 3.3 Glass - 50ml, 150ml, 250ml, 500ml, 1L, 213B2']",Wine Yeast Red Star Premier Classique Formerly Montrachet For Wine Making x10,"[942, 120, 3495, 3594, 3594, 2362, 843, 805, 3595, 1956]",24,"['<a_56><b_67><c_55>', '<a_106><b_72><c_25>', '<a_156><b_61><c_200>', '<a_37><b_104><c_217>', '<a_37><b_104><c_217>', '<a_245><b_26><c_232>', '<a_37><b_197><c_42>', '<a_209><b_129><c_231>', '<a_179><b_252><c_59>', '<a_245><b_53><c_93>']",<a_192><b_81><c_149>
A4197,"['Vintage Shop PW-COIA-QACH Hydrometer 12"" Test Jar with Removable Base', 'Melting Dish Casting Crucible Tool Ingot Mold', 'Calibration Kit with Tweezers and Weights 10mg - 50g', 'Calibration Kit with Tweezers and Weights 10mg - 50g', 'Graduated Bomex Beaker Set 50 100 250 600 and 1000ml glass', 'Industrial & Scientific"" />', 'American Weigh Scales 200WGT Carbon Steel 200gm Calibration Weight Scale with Chrome Finish', 'American Educational Connecting Kjeldahl Bulb with Stopper for Distilling Apparatus, 50mm Bulb Diameter', 'Karter Scientific Glass Flask 5 Piece Set, Narrow Mouth Erlenmeyer, Borosilicate 3.3 Glass - 50ml, 150ml, 250ml, 500ml, 1L, 213B2', 'Wine Yeast Red Star Premier Classique Formerly Montrachet For Wine Making x10']",SEOH Beaker Borosilicate Glass Low Form Graduated 1000ml Each,"[120, 3495, 3594, 3594, 2362, 843, 805, 3595, 1956, 24]",3496,"['<a_106><b_72><c_25>', '<a_156><b_61><c_200>', '<a_37><b_104><c_217>', '<a_37><b_104><c_217>', '<a_245><b_26><c_232>', '<a_37><b_197><c_42>', '<a_209><b_129><c_231>', '<a_179><b_252><c_59>', '<a_245><b_53><c_93>', '<a_192><b_81><c_149>']",<a_245><b_79><c_217>
A4197,"['Melting Dish Casting Crucible Tool Ingot Mold', 'Calibration Kit with Tweezers and Weights 10mg - 50g', 'Calibration Kit with Tweezers and Weights 10mg - 50g', 'Graduated Bomex Beaker Set 50 100 250 600 and 1000ml glass', 'Industrial & Scientific"" />', 'American Weigh Scales 200WGT Carbon Steel 200gm Calibration Weight Scale with Chrome Finish', 'American Educational Connecting Kjeldahl Bulb with Stopper for Distilling Apparatus, 50mm Bulb Diameter', 'Karter Scientific Glass Flask 5 Piece Set, Narrow Mouth Erlenmeyer, Borosilicate 3.3 Glass - 50ml, 150ml, 250ml, 500ml, 1L, 213B2', 'Wine Yeast Red Star Premier Classique Formerly Montrachet For Wine Making x10', 'SEOH Beaker Borosilicate Glass Low Form Graduated 1000ml Each']","SE Forceps, Straight 12"" + Curved 12","[3495, 3594, 3594, 2362, 843, 805, 3595, 1956, 24, 3496]",1116,"['<a_156><b_61><c_200>', '<a_37><b_104><c_217>', '<a_37><b_104><c_217>', '<a_245><b_26><c_232>', '<a_37><b_197><c_42>', '<a_209><b_129><c_231>', '<a_179><b_252><c_59>', '<a_245><b_53><c_93>', '<a_192><b_81><c_149>', '<a_245><b_79><c_217>']",<a_153><b_186><c_44>
A4197,"['Calibration Kit with Tweezers and Weights 10mg - 50g', 'Calibration Kit with Tweezers and Weights 10mg - 50g', 'Graduated Bomex Beaker Set 50 100 250 600 and 1000ml glass', 'Industrial & Scientific"" />', 'American Weigh Scales 200WGT Carbon Steel 200gm Calibration Weight Scale with Chrome Finish', 'American Educational Connecting Kjeldahl Bulb with Stopper for Distilling Apparatus, 50mm Bulb Diameter', 'Karter Scientific Glass Flask 5 Piece Set, Narrow Mouth Erlenmeyer, Borosilicate 3.3 Glass - 50ml, 150ml, 250ml, 500ml, 1L, 213B2', 'Wine Yeast Red Star Premier Classique Formerly Montrachet For Wine Making x10', 'SEOH Beaker Borosilicate Glass Low Form Graduated 1000ml Each', 'SE Forceps, Straight 12"" + Curved 12']","American Educational Double Burette Clamp with Rubber-Coated Rotating Jaws, 3/8"" - 1-3/8"" Holding Size","[3594, 3594, 2362, 843, 805, 3595, 1956, 24, 3496, 1116]",236,"['<a_37><b_104><c_217>', '<a_37><b_104><c_217>', '<a_245><b_26><c_232>', '<a_37><b_197><c_42>', '<a_209><b_129><c_231>', '<a_179><b_252><c_59>', '<a_245><b_53><c_93>', '<a_192><b_81><c_149>', '<a_245><b_79><c_217>', '<a_153><b_186><c_44>']",<a_204><b_209><c_10>
A4784,['SainSmart DDS Portable Handheld PC-Based USB Digital Storage Oscilloscope (DDS120)'],"Supco 90290 General Purpose Fan Relay, 4 A Load Current, 24 V Coil Voltage, Single Pole Single Throw Contacts",[3078],949,['<a_140><b_191><c_93>'],<a_233><b_16><c_2>
A4791,"['Tensive Parker Labs Conductive Adhesive Gel, 50 Gram', 'Tensive Parker Labs Conductive Adhesive Gel, 50 Gram', 'Yellow Jacket 93842 Mini Ball Valve (3 Pack)', 'Yellow Jacket 93842 Mini Ball Valve (3 Pack)']",Signstek 3 1/2 6802 II Dual Channel Digital Thermometer -58&deg;F~1022&deg;F(-50~1300&deg;C) with 2 K-Type Thermocouple Sensor Probe,"[739, 739, 732, 732]",866,"['<a_161><b_162><c_169>', '<a_161><b_162><c_169>', '<a_78><b_113><c_211>', '<a_78><b_113><c_211>']",<a_23><b_79><c_26>
A5915,"['AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator']","Vacmaster 4 Gallon, 5 Peak HP with 2-Stage Industrial Motor Wet/Dry Floor Vacuum, VF408",[182],1268,['<a_120><b_67><c_0>'],<a_113><b_80><c_246>
A5915,"['AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator', 'Vacmaster 4 Gallon, 5 Peak HP with 2-Stage Industrial Motor Wet/Dry Floor Vacuum, VF408']",American Weigh Scales 200WGT Carbon Steel 200gm Calibration Weight Scale with Chrome Finish,"[182, 1268]",805,"['<a_120><b_67><c_0>', '<a_113><b_80><c_246>']",<a_209><b_129><c_231>
A5915,"['AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator', 'Vacmaster 4 Gallon, 5 Peak HP with 2-Stage Industrial Motor Wet/Dry Floor Vacuum, VF408', 'American Weigh Scales 200WGT Carbon Steel 200gm Calibration Weight Scale with Chrome Finish']","LA-CO Plumbset Professional Plumbers' Putty, 5 lbs","[182, 1268, 805]",901,"['<a_120><b_67><c_0>', '<a_113><b_80><c_246>', '<a_209><b_129><c_231>']",<a_247><b_32><c_238>
A5915,"['AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator', 'Vacmaster 4 Gallon, 5 Peak HP with 2-Stage Industrial Motor Wet/Dry Floor Vacuum, VF408', 'American Weigh Scales 200WGT Carbon Steel 200gm Calibration Weight Scale with Chrome Finish', ""LA-CO Plumbset Professional Plumbers' Putty, 5 lbs""]",Loctite 1589155 9 Fluid Ounce Cartridge Power Grab Clear All Purpose Construction Adhesive,"[182, 1268, 805, 901]",261,"['<a_120><b_67><c_0>', '<a_113><b_80><c_246>', '<a_209><b_129><c_231>', '<a_247><b_32><c_238>']",<a_110><b_135><c_164>
A5940,"['Plastic Transfer Pipettes 3ml, Graduated, Pack of 100', '100ml Graduated Cylinder, Borosilicate 3.3 Glass, Single Metric Scale, Karter Scientific 213I12 (Single)', 'Karter Scientific 214T2, 3.3 Boro, Griffin Low Form, Glass Beaker Set - 3 Sizes - 50ml, 100ml, 250ml', 'microtivity IM414 Double-sided Prototyping Board (4x6cm, Pack of 5)', '100 x 2N2222 NPN TO-92 Plastic-Encapsulate Power Transistors 75V 600mA']",Sportsman Series TOW14 14' Utility Chain,"[148, 3130, 1835, 1556, 633]",974,"['<a_73><b_209><c_164>', '<a_245><b_14><c_141>', '<a_245><b_136><c_239>', '<a_133><b_121><c_137>', '<a_92><b_157><c_149>']",<a_28><b_152><c_7>
A510,"['ClearlyBags Reclosable Plastic Bag 3""x5"" 6-mil Zip Lock pk/100']","NIBCO 429 Series PVC Pipe Fitting, Coupling, Schedule 40, 1"" Slip",[1615],1616,['<a_177><b_10><c_137>'],<a_250><b_135><c_238>
A564,"['FastCap 3rd Hand Support System 57-to-144-Inches, 2-pack #3HAND5', 'Parts Express 3A Variable Transformer AC Power 0-130 VAC']",uxcell AC 600V 10A Red Mushroom Emergency Stop Push Button Switch 22mm NO NC,"[551, 874]",912,"['<a_198><b_38><c_36>', '<a_233><b_2><c_67>']",<a_44><b_134><c_132>
A584,"['RioRand&trade; Upgraded 6V-90V 15A DC Motor Pump Speed Controller', 'Uxcell a13121300ux0338 2.1 mmx5.5 mm DC Power Jack Socket Threaded Female Connector 3 Piece', 'UHMW (Ultra High Molecular Weight Polyethylene) Sheet, Opaque White, Standard Tolerance, ASTM D4020, 3/4"" Thickness, 12"" Width, 24"" Length', 'UHMW (Ultra High Molecular Weight Polyethylene) Sheet, Opaque White, Standard Tolerance, ASTM D4020, 1/8"" Thickness, 12"" Width, 24"" Length', 'Polycarbonate (PC) Sheet, Transparent Clear, Standard Tolerance, ASTM D3935, 0.093"" Thickness, 12"" Width, 24"" Length', 'Polycarbonate (PC) Sheet, Transparent Clear, Standard Tolerance, ASTM D3935, 0.08"" Thickness, 12"" Width, 24"" Length', 'SCIGRIP 16 10315 Acrylic Cement, Low-VOC, Medium bodied, 5 Ounce Tube, Clear', 'Cast Acrylic Sheet, Clear, 12"" x 12"" x 0.118"" Size', 'Gardner Bender TK-175 Electrical Solderless Terminal Kit', 'Loos Cableware SL11-6 2 Piece Stainless Steel Crimping Sleeve Set For 3/16"" Wire Rope (Pack of 2)']","Uxcell a13041000ux0023 Metal 6 mm Knurled Shaft Insert Dia. Potentiometer Control Knobs, 10 Piece, Black","[1807, 1689, 1808, 1809, 107, 108, 861, 881, 1422, 1803]",1562,"['<a_233><b_54><c_141>', '<a_165><b_218><c_156>', '<a_56><b_31><c_35>', '<a_148><b_170><c_83>', '<a_56><b_5><c_234>', '<a_56><b_5><c_63>', '<a_17><b_196><c_62>', '<a_148><b_209><c_12>', '<a_88><b_132><c_16>', '<a_108><b_247><c_36>']",<a_168><b_70><c_128>
A584,"['Uxcell a13121300ux0338 2.1 mmx5.5 mm DC Power Jack Socket Threaded Female Connector 3 Piece', 'UHMW (Ultra High Molecular Weight Polyethylene) Sheet, Opaque White, Standard Tolerance, ASTM D4020, 3/4"" Thickness, 12"" Width, 24"" Length', 'UHMW (Ultra High Molecular Weight Polyethylene) Sheet, Opaque White, Standard Tolerance, ASTM D4020, 1/8"" Thickness, 12"" Width, 24"" Length', 'Polycarbonate (PC) Sheet, Transparent Clear, Standard Tolerance, ASTM D3935, 0.093"" Thickness, 12"" Width, 24"" Length', 'Polycarbonate (PC) Sheet, Transparent Clear, Standard Tolerance, ASTM D3935, 0.08"" Thickness, 12"" Width, 24"" Length', 'SCIGRIP 16 10315 Acrylic Cement, Low-VOC, Medium bodied, 5 Ounce Tube, Clear', 'Cast Acrylic Sheet, Clear, 12"" x 12"" x 0.118"" Size', 'Gardner Bender TK-175 Electrical Solderless Terminal Kit', 'Loos Cableware SL11-6 2 Piece Stainless Steel Crimping Sleeve Set For 3/16"" Wire Rope (Pack of 2)', 'Uxcell a13041000ux0023 Metal 6 mm Knurled Shaft Insert Dia. Potentiometer Control Knobs, 10 Piece, Black']","ABN 3-Piece Titanium Step Drill Bit Set M2 Steel - 28 Sizes, SAE","[1689, 1808, 1809, 107, 108, 861, 881, 1422, 1803, 1562]",1237,"['<a_165><b_218><c_156>', '<a_56><b_31><c_35>', '<a_148><b_170><c_83>', '<a_56><b_5><c_234>', '<a_56><b_5><c_63>', '<a_17><b_196><c_62>', '<a_148><b_209><c_12>', '<a_88><b_132><c_16>', '<a_108><b_247><c_36>', '<a_168><b_70><c_128>']",<a_56><b_90><c_2>
A669,"['Duck Brand 240200 Double-Sided Duct Tape, 1.4-Inch by 12-Yards, Single Roll']",Nicholson File Card & Brush (Pack of 1),[703],1140,['<a_58><b_96><c_49>'],<a_100><b_129><c_251>
A932,"['Gorilla White Glue, Waterproof, 2 ounce Bottle, White, (Pack of 1)', 'Gorilla Crystal Clear Duct Tape, 1.88&rdquo; x 9 yd, Clear, (Pack of 1)']","Gorilla Original Gorilla Glue, Waterproof Polyurethane Glue, 2 ounce Bottle, Brown","[256, 175]",272,"['<a_110><b_187><c_52>', '<a_91><b_119><c_68>']",<a_110><b_49><c_88>
A932,"['Gorilla White Glue, Waterproof, 2 ounce Bottle, White, (Pack of 1)', 'Gorilla Crystal Clear Duct Tape, 1.88&rdquo; x 9 yd, Clear, (Pack of 1)', 'Gorilla Original Gorilla Glue, Waterproof Polyurethane Glue, 2 ounce Bottle, Brown']","Gorilla Original Gorilla Glue, Waterproof Polyurethane Glue, 2 ounce Bottle, Brown, (Pack of 4)","[256, 175, 272]",273,"['<a_110><b_187><c_52>', '<a_91><b_119><c_68>', '<a_110><b_49><c_88>']",<a_110><b_96><c_216>
A1282,['Amprobe TL35B Test Leads with Alligator Clips'],Fluke 323 True-RMS Clamp Meter,[715],1216,['<a_215><b_46><c_1>'],<a_215><b_175><c_125>
A1359,"['Kerick Valve MA252 PVC Mini Float Valve, Tank Mount, Adjustable Arm, 1.5 gpm at 60 psi, 1/4"" Tube']",Nitrile Exam Glove (non-latex) PF Medium Blue 100/BX,[1702],283,['<a_200><b_73><c_22>'],<a_65><b_49><c_23>
A1359,"['Kerick Valve MA252 PVC Mini Float Valve, Tank Mount, Adjustable Arm, 1.5 gpm at 60 psi, 1/4"" Tube', 'Nitrile Exam Glove (non-latex) PF Medium Blue 100/BX']",Nitrile Exam Glove (non-latex) PF Medium Blue 100/BX,"[1702, 283]",283,"['<a_200><b_73><c_22>', '<a_65><b_49><c_23>']",<a_65><b_49><c_23>
A1359,"['Kerick Valve MA252 PVC Mini Float Valve, Tank Mount, Adjustable Arm, 1.5 gpm at 60 psi, 1/4"" Tube', 'Nitrile Exam Glove (non-latex) PF Medium Blue 100/BX', 'Nitrile Exam Glove (non-latex) PF Medium Blue 100/BX']","Aven 18434 Straight Serrated Tip Forceps, Stainless Steel, 8"" Length, 25mm Tip Length, 3mm Tip Width","[1702, 283, 283]",2760,"['<a_200><b_73><c_22>', '<a_65><b_49><c_23>', '<a_65><b_49><c_23>']",<a_153><b_129><c_2>
A1548,['10 Pcs Silver Tone Metal Butt Hinge for Window Cupboard'],"The Hillman Group 591520 Small Wire Nail and Brad Assortment, 260-Pack",[1637],540,['<a_173><b_247><c_238>'],<a_82><b_140><c_201>
A1762,"['Joe Knows Electronics 5mm Clear Round LED Assortment (100 Pack, 5 Colors, 20 of Each)']",BQLZR 3.175mm Drill Bits Engraving Bits CNC PCB Machinery 0.6-1.5mm Cutting Pack Of 10,[1765],2465,['<a_170><b_111><c_42>'],<a_56><b_90><c_3>
A1922,"['Campbell 1/4"" x 250\' Galvanized Cable 7000827 Aircraft Cable', 'VenTech VT IF6+CF6 IF6CF620 Inline Duct Fan with Virgin Charcoal Carbon Filter Combo, 440 CFM, 6', 'SharkBite 22461LF Barb PEX Ball Valve, 1/2-Inch, Brass']","Arrow Fastener 508IP Genuine T50 1/2-Inch Staples, 5,000-Pack","[3127, 3128, 1512]",428,"['<a_108><b_105><c_37>', '<a_193><b_102><c_129>', '<a_78><b_22><c_163>']",<a_214><b_44><c_11>
A2684,"['Krazy Glue KG517 Purpose Super Glue, Precision Tip, 2 Grams, 2 Count, 1']","The Hillman Group 591516 Small Anchors with Screws Assortment, 95-Pack",[311],571,['<a_110><b_26><c_93>'],<a_57><b_78><c_6>
A2856,['3M Aqua-Pure Whole House Replacement Water Filter &ndash; Model AP810'],3M Aqua-Pure Whole House Replacement Water Filter &ndash; Model AP810,[851],851,['<a_56><b_137><c_171>'],<a_56><b_137><c_171>
A4254,['TEKTON 7608 Telescoping Inspection Mirror'],Lisle 52750 Stethoscope Kit,[825],366,['<a_209><b_2><c_93>'],<a_209><b_131><c_230>
A4254,"['TEKTON 7608 Telescoping Inspection Mirror', 'Lisle 52750 Stethoscope Kit']",Lisle 52750 Stethoscope Kit,"[825, 366]",366,"['<a_209><b_2><c_93>', '<a_209><b_131><c_230>']",<a_209><b_131><c_230>
A4254,"['TEKTON 7608 Telescoping Inspection Mirror', 'Lisle 52750 Stethoscope Kit', 'Lisle 52750 Stethoscope Kit']",EastVita&reg; Watch Repair Magnifier Loupe 20X Glasses With LED Light,"[825, 366, 366]",519,"['<a_209><b_2><c_93>', '<a_209><b_131><c_230>', '<a_209><b_131><c_230>']",<a_60><b_226><c_11>
A4330,"['SE 82331TF 30-Piece Set of Titanium-Coated Diamond Burrs, Grits 120-150', 'Calibration Kit with Tweezers and Weights 10mg - 50g', 'Calibration Kit with Tweezers and Weights 10mg - 50g', 'AmScope 3.0 MP USB2.0 Microscope Digital Camera + Software 3.0 MP, Compatible with Windows XP/Vista/7/8/10, Mac OS X and Linux']","Industrial & Scientific"" />","[1255, 3594, 3594, 3608]",1707,"['<a_86><b_62><c_213>', '<a_37><b_104><c_217>', '<a_37><b_104><c_217>', '<a_56><b_167><c_170>']",<a_156><b_30><c_62>
A5483,['PowerSmith PAVC101 10 Amp Ash Vacuum'],"Karter Scientific 214T2, 3.3 Boro, Griffin Low Form, Glass Beaker Set - 3 Sizes - 50ml, 100ml, 250ml",[1407],1835,['<a_113><b_231><c_211>'],<a_245><b_136><c_239>
A1204,['Intermatic K4251 120-Volt Thermal Photocontrols with Stem and Swivel Mounting'],Intermatic K4251 120-Volt Thermal Photocontrols with Stem and Swivel Mounting,[1055],1055,['<a_233><b_14><c_188>'],<a_233><b_14><c_188>
A1204,"['Intermatic K4251 120-Volt Thermal Photocontrols with Stem and Swivel Mounting', 'Intermatic K4251 120-Volt Thermal Photocontrols with Stem and Swivel Mounting']",Bissell 9595A CleanView Bagless Vacuum with OnePass,"[1055, 1055]",570,"['<a_233><b_14><c_188>', '<a_233><b_14><c_188>']",<a_163><b_214><c_221>
A1204,"['Intermatic K4251 120-Volt Thermal Photocontrols with Stem and Swivel Mounting', 'Intermatic K4251 120-Volt Thermal Photocontrols with Stem and Swivel Mounting', 'Bissell 9595A CleanView Bagless Vacuum with OnePass']","Gorilla Super Glue Gel, 15 Gram, Clear","[1055, 1055, 570]",172,"['<a_233><b_14><c_188>', '<a_233><b_14><c_188>', '<a_163><b_214><c_221>']",<a_110><b_121><c_4>
A1227,"['3M Scotch 2120-A Tough Transparent Duct Tape, 1.8-Inch, 20 yds', '3M Utility Duct Tape 2929 Silver, 1.88 in x 50 yd 5.8 mils (Pack of 1)']",Intertape Polymer Group 9970 Indoor Carpet Tape 1.88-Inches x 36-Yards,"[200, 467]",436,"['<a_200><b_114><c_52>', '<a_91><b_96><c_10>']",<a_83><b_132><c_22>
