item_a,item_b,semantic_affinity,mid_affinity,reliability,rule,weak_threshold
1467,3502,0.0179121196269989,0.0,0.0179121196269989,semantic_near_mid_weak,1e-08
384,3536,0.01791168935596943,0.0,0.01791168935596943,semantic_near_mid_weak,1e-08
2650,2919,0.017910879105329514,0.0,0.017910879105329514,semantic_near_mid_weak,1e-08
653,1137,0.017910875380039215,0.0,0.017910875380039215,semantic_near_mid_weak,1e-08
215,1666,0.017910614609718323,0.0,0.017910614609718323,semantic_near_mid_weak,1e-08
1666,1872,0.017908548936247826,0.0,0.017908548936247826,semantic_near_mid_weak,1e-08
1466,2670,0.01790832355618477,0.0,0.01790832355618477,semantic_near_mid_weak,1e-08
215,1872,0.017906930297613144,0.0,0.017906930297613144,semantic_near_mid_weak,1e-08
1945,2479,0.017902718856930733,0.0,0.017902718856930733,semantic_near_mid_weak,1e-08
2452,2868,0.017902476713061333,0.0,0.017902476713061333,semantic_near_mid_weak,1e-08
3470,3532,0.01790228672325611,0.0,0.01790228672325611,semantic_near_mid_weak,1e-08
1666,2606,0.01790079101920128,0.0,0.01790079101920128,semantic_near_mid_weak,1e-08
215,1161,0.01789896748960018,0.0,0.01789896748960018,semantic_near_mid_weak,1e-08
1070,2670,0.017897458747029305,0.0,0.017897458747029305,semantic_near_mid_weak,1e-08
3327,3502,0.01789695955812931,0.0,0.01789695955812931,semantic_near_mid_weak,1e-08
1974,3445,0.017895324155688286,0.0,0.017895324155688286,semantic_near_mid_weak,1e-08
1551,1974,0.01789459027349949,0.0,0.01789459027349949,semantic_near_mid_weak,1e-08
1459,1460,0.017893211916089058,0.0,0.017893211916089058,semantic_near_mid_weak,1e-08
449,2517,0.017892632633447647,0.0,0.017892632633447647,semantic_near_mid_weak,1e-08
1316,2637,0.01789170131087303,0.0,0.01789170131087303,semantic_near_mid_weak,1e-08
1147,1611,0.01789163611829281,0.0,0.01789163611829281,semantic_near_mid_weak,1e-08
3328,3502,0.017886880785226822,0.0,0.017886880785226822,semantic_near_mid_weak,1e-08
1562,3473,0.01788659766316414,0.0,0.01788659766316414,semantic_near_mid_weak,1e-08
2163,3605,0.017885670065879822,0.0,0.017885670065879822,semantic_near_mid_weak,1e-08
592,3176,0.017885642126202583,0.0,0.017885642126202583,semantic_near_mid_weak,1e-08
2479,2517,0.017885150387883186,0.0,0.017885150387883186,semantic_near_mid_weak,1e-08
2576,2785,0.01788383349776268,0.0,0.01788383349776268,semantic_near_mid_weak,1e-08
1872,2606,0.017883354797959328,0.0,0.017883354797959328,semantic_near_mid_weak,1e-08
670,2295,0.017883257940411568,0.0,0.017883257940411568,semantic_near_mid_weak,1e-08
2086,2217,0.017881227657198906,0.0,0.017881227657198906,semantic_near_mid_weak,1e-08
263,1070,0.017880640923976898,0.0,0.017880640923976898,semantic_near_mid_weak,1e-08
284,2517,0.01787973940372467,0.0,0.01787973940372467,semantic_near_mid_weak,1e-08
1543,1738,0.01787945069372654,0.0,0.01787945069372654,semantic_near_mid_weak,1e-08
592,3022,0.017878297716379166,0.0,0.017878297716379166,semantic_near_mid_weak,1e-08
1253,1668,0.0178766380995512,0.0,0.0178766380995512,semantic_near_mid_weak,1e-08
1974,3370,0.01787496544420719,0.0,0.01787496544420719,semantic_near_mid_weak,1e-08
1333,2517,0.01787448488175869,0.0,0.01787448488175869,semantic_near_mid_weak,1e-08
1974,2698,0.01787433959543705,0.0,0.01787433959543705,semantic_near_mid_weak,1e-08
396,1565,0.017874302342534065,0.0,0.017874302342534065,semantic_near_mid_weak,1e-08
1467,1472,0.017874207347631454,0.0,0.017874207347631454,semantic_near_mid_weak,1e-08
1814,3074,0.01787414401769638,0.0,0.01787414401769638,semantic_near_mid_weak,1e-08
653,3102,0.017873680219054222,0.0,0.017873680219054222,semantic_near_mid_weak,1e-08
2928,3172,0.017873359844088554,0.0,0.017873359844088554,semantic_near_mid_weak,1e-08
2505,3398,0.017870912328362465,0.0,0.017870912328362465,semantic_near_mid_weak,1e-08
1123,2738,0.017869064584374428,0.0,0.017869064584374428,semantic_near_mid_weak,1e-08
1987,3022,0.017867878079414368,0.0,0.017867878079414368,semantic_near_mid_weak,1e-08
820,1987,0.01786641776561737,0.0,0.01786641776561737,semantic_near_mid_weak,1e-08
269,3022,0.017865201458334923,0.0,0.017865201458334923,semantic_near_mid_weak,1e-08
820,3132,0.017863446846604347,0.0,0.017863446846604347,semantic_near_mid_weak,1e-08
1184,3483,0.017860066145658493,0.0,0.017860066145658493,semantic_near_mid_weak,1e-08
283,625,0.017858607694506645,0.0,0.017858607694506645,semantic_near_mid_weak,1e-08
1543,1739,0.01785806193947792,0.0,0.01785806193947792,semantic_near_mid_weak,1e-08
215,2606,0.01785757578909397,0.0,0.01785757578909397,semantic_near_mid_weak,1e-08
1300,1987,0.017856961116194725,0.0,0.017856961116194725,semantic_near_mid_weak,1e-08
1230,1991,0.01785651221871376,0.0,0.01785651221871376,semantic_near_mid_weak,1e-08
432,2705,0.017854157835245132,0.0,0.017854157835245132,semantic_near_mid_weak,1e-08
1551,2698,0.017853688448667526,0.0,0.017853688448667526,semantic_near_mid_weak,1e-08
2919,3596,0.01785360276699066,0.0,0.01785360276699066,semantic_near_mid_weak,1e-08
1892,2068,0.017852313816547394,0.0,0.017852313816547394,semantic_near_mid_weak,1e-08
1491,2439,0.01785190962255001,0.0,0.01785190962255001,semantic_near_mid_weak,1e-08
1551,3370,0.017851708456873894,0.0,0.017851708456873894,semantic_near_mid_weak,1e-08
88,2138,0.01784982904791832,0.0,0.01784982904791832,semantic_near_mid_weak,1e-08
295,3249,0.017849767580628395,0.0,0.017849767580628395,semantic_near_mid_weak,1e-08
2698,3445,0.017848191782832146,0.0,0.017848191782832146,semantic_near_mid_weak,1e-08
269,592,0.017847105860710144,0.0,0.017847105860710144,semantic_near_mid_weak,1e-08
277,2670,0.01784706301987171,0.0,0.01784706301987171,semantic_near_mid_weak,1e-08
121,1989,0.017845872789621353,0.0,0.017845872789621353,semantic_near_mid_weak,1e-08
653,2505,0.017845772206783295,0.0,0.017845772206783295,semantic_near_mid_weak,1e-08
63,1523,0.017845086753368378,0.0,0.017845086753368378,semantic_near_mid_weak,1e-08
301,1070,0.017844587564468384,0.0,0.017844587564468384,semantic_near_mid_weak,1e-08
1647,3543,0.01784440502524376,0.0,0.01784440502524376,semantic_near_mid_weak,1e-08
136,704,0.01784197799861431,0.0,0.01784197799861431,semantic_near_mid_weak,1e-08
2203,3560,0.01784168928861618,0.0,0.01784168928861618,semantic_near_mid_weak,1e-08
88,702,0.01784117892384529,0.0,0.01784117892384529,semantic_near_mid_weak,1e-08
3370,3445,0.017841149121522903,0.0,0.017841149121522903,semantic_near_mid_weak,1e-08
88,602,0.017839644104242325,0.0,0.017839644104242325,semantic_near_mid_weak,1e-08
602,1256,0.01783851720392704,0.0,0.01783851720392704,semantic_near_mid_weak,1e-08
2517,2798,0.01783764362335205,0.0,0.01783764362335205,semantic_near_mid_weak,1e-08
2086,2166,0.017834914848208427,0.0,0.017834914848208427,semantic_near_mid_weak,1e-08
81,2440,0.01783067174255848,0.0,0.01783067174255848,semantic_near_mid_weak,1e-08
671,2148,0.01783018186688423,0.0,0.01783018186688423,semantic_near_mid_weak,1e-08
283,641,0.017827536910772324,0.0,0.017827536910772324,semantic_near_mid_weak,1e-08
2083,2110,0.017827438190579414,0.0,0.017827438190579414,semantic_near_mid_weak,1e-08
2928,3037,0.01782718300819397,0.0,0.01782718300819397,semantic_near_mid_weak,1e-08
787,1458,0.017827101051807404,0.0,0.017827101051807404,semantic_near_mid_weak,1e-08
1566,3074,0.017826706171035767,0.0,0.017826706171035767,semantic_near_mid_weak,1e-08
592,1987,0.01782665215432644,0.0,0.01782665215432644,semantic_near_mid_weak,1e-08
449,1945,0.017826398834586143,0.0,0.017826398834586143,semantic_near_mid_weak,1e-08
494,3502,0.017826128751039505,0.0,0.017826128751039505,semantic_near_mid_weak,1e-08
595,870,0.017825715243816376,0.0,0.017825715243816376,semantic_near_mid_weak,1e-08
323,2453,0.01782531663775444,0.0,0.01782531663775444,semantic_near_mid_weak,1e-08
124,2002,0.017824985086917877,0.0,0.017824985086917877,semantic_near_mid_weak,1e-08
3037,3172,0.017824795097112656,0.0,0.017824795097112656,semantic_near_mid_weak,1e-08
625,1256,0.017821842804551125,0.0,0.017821842804551125,semantic_near_mid_weak,1e-08
1230,3219,0.017821380868554115,0.0,0.017821380868554115,semantic_near_mid_weak,1e-08
1342,3398,0.01781870611011982,0.0,0.01781870611011982,semantic_near_mid_weak,1e-08
292,672,0.017818547785282135,0.0,0.017818547785282135,semantic_near_mid_weak,1e-08
840,2131,0.01781737059354782,0.0,0.01781737059354782,semantic_near_mid_weak,1e-08
2099,2267,0.017816459760069847,0.0,0.017816459760069847,semantic_near_mid_weak,1e-08
2542,3293,0.01781456172466278,0.0,0.01781456172466278,semantic_near_mid_weak,1e-08
558,2575,0.01781451143324375,0.0,0.01781451143324375,semantic_near_mid_weak,1e-08
1241,2186,0.017812203615903854,0.0,0.017812203615903854,semantic_near_mid_weak,1e-08
860,1019,0.01780818961560726,0.0,0.01780818961560726,semantic_near_mid_weak,1e-08
1256,1991,0.017807278782129288,0.0,0.017807278782129288,semantic_near_mid_weak,1e-08
219,1550,0.017807208001613617,0.0,0.017807208001613617,semantic_near_mid_weak,1e-08
1316,2891,0.01780690811574459,0.0,0.01780690811574459,semantic_near_mid_weak,1e-08
448,2914,0.017806479707360268,0.0,0.017806479707360268,semantic_near_mid_weak,1e-08
1351,1653,0.017805416136980057,0.0,0.017805416136980057,semantic_near_mid_weak,1e-08
2773,3640,0.0178049448877573,0.0,0.0178049448877573,semantic_near_mid_weak,1e-08
3032,3251,0.01780479960143566,0.0,0.01780479960143566,semantic_near_mid_weak,1e-08
323,2454,0.017800604924559593,0.0,0.017800604924559593,semantic_near_mid_weak,1e-08
3117,3640,0.017800046131014824,0.0,0.017800046131014824,semantic_near_mid_weak,1e-08
3445,3662,0.01779978908598423,0.0,0.01779978908598423,semantic_near_mid_weak,1e-08
641,1256,0.01779944822192192,0.0,0.01779944822192192,semantic_near_mid_weak,1e-08
149,2725,0.017799124121665955,0.0,0.017799124121665955,semantic_near_mid_weak,1e-08
1109,2953,0.01779893785715103,0.0,0.01779893785715103,semantic_near_mid_weak,1e-08
1337,2919,0.01779729314148426,0.0,0.01779729314148426,semantic_near_mid_weak,1e-08
3129,3191,0.017796026542782784,0.0,0.017796026542782784,semantic_near_mid_weak,1e-08
499,1809,0.017795639112591743,0.0,0.017795639112591743,semantic_near_mid_weak,1e-08
269,820,0.017795128747820854,0.0,0.017795128747820854,semantic_near_mid_weak,1e-08
1337,3032,0.01779249496757984,0.0,0.01779249496757984,semantic_near_mid_weak,1e-08
323,2452,0.017792202532291412,0.0,0.017792202532291412,semantic_near_mid_weak,1e-08
303,1256,0.01779218204319477,0.0,0.01779218204319477,semantic_near_mid_weak,1e-08
1438,3377,0.01779213175177574,0.0,0.01779213175177574,semantic_near_mid_weak,1e-08
821,2502,0.01779177598655224,0.0,0.01779177598655224,semantic_near_mid_weak,1e-08
455,558,0.01779121719300747,0.0,0.01779121719300747,semantic_near_mid_weak,1e-08
967,1460,0.0177908968180418,0.0,0.0177908968180418,semantic_near_mid_weak,1e-08
2919,3078,0.01778978668153286,0.0,0.01778978668153286,semantic_near_mid_weak,1e-08
1010,1256,0.01778840646147728,0.0,0.01778840646147728,semantic_near_mid_weak,1e-08
1055,1208,0.017788192257285118,0.0,0.017788192257285118,semantic_near_mid_weak,1e-08
884,927,0.017787886783480644,0.0,0.017787886783480644,semantic_near_mid_weak,1e-08
494,558,0.017787819728255272,0.0,0.017787819728255272,semantic_near_mid_weak,1e-08
283,1133,0.0177872646600008,0.0,0.0177872646600008,semantic_near_mid_weak,1e-08
1045,1642,0.017787110060453415,0.0,0.017787110060453415,semantic_near_mid_weak,1e-08
2852,2987,0.01778576709330082,0.0,0.01778576709330082,semantic_near_mid_weak,1e-08
307,2196,0.01778469607234001,0.0,0.01778469607234001,semantic_near_mid_weak,1e-08
797,2107,0.01778402179479599,0.0,0.01778402179479599,semantic_near_mid_weak,1e-08
1300,3022,0.01778220757842064,0.0,0.01778220757842064,semantic_near_mid_weak,1e-08
840,3160,0.01778148114681244,0.0,0.01778148114681244,semantic_near_mid_weak,1e-08
1551,3445,0.017779838293790817,0.0,0.017779838293790817,semantic_near_mid_weak,1e-08
1622,3218,0.017779793590307236,0.0,0.017779793590307236,semantic_near_mid_weak,1e-08
1067,1150,0.017778385430574417,0.0,0.017778385430574417,semantic_near_mid_weak,1e-08
2790,3640,0.017778372392058372,0.0,0.017778372392058372,semantic_near_mid_weak,1e-08
655,3365,0.017778202891349792,0.0,0.017778202891349792,semantic_near_mid_weak,1e-08
1137,3398,0.01777568645775318,0.0,0.01777568645775318,semantic_near_mid_weak,1e-08
943,2255,0.017774736508727074,0.0,0.017774736508727074,semantic_near_mid_weak,1e-08
1137,3102,0.017773551866412163,0.0,0.017773551866412163,semantic_near_mid_weak,1e-08
2597,2995,0.017773371189832687,0.0,0.017773371189832687,semantic_near_mid_weak,1e-08
1785,2982,0.017772920429706573,0.0,0.017772920429706573,semantic_near_mid_weak,1e-08
345,3177,0.017772044986486435,0.0,0.017772044986486435,semantic_near_mid_weak,1e-08
677,1230,0.01776939444243908,0.0,0.01776939444243908,semantic_near_mid_weak,1e-08
345,2839,0.017768273130059242,0.0,0.017768273130059242,semantic_near_mid_weak,1e-08
2110,3020,0.017768170684576035,0.0,0.017768170684576035,semantic_near_mid_weak,1e-08
269,1987,0.01776806265115738,0.0,0.01776806265115738,semantic_near_mid_weak,1e-08
591,620,0.017767392098903656,0.0,0.017767392098903656,semantic_near_mid_weak,1e-08
178,248,0.017766503617167473,0.0,0.017766503617167473,semantic_near_mid_weak,1e-08
1133,1256,0.017764227464795113,0.0,0.017764227464795113,semantic_near_mid_weak,1e-08
2919,3032,0.01776362955570221,0.0,0.01776362955570221,semantic_near_mid_weak,1e-08
1602,2563,0.017762938514351845,0.0,0.017762938514351845,semantic_near_mid_weak,1e-08
820,1300,0.017762569710612297,0.0,0.017762569710612297,semantic_near_mid_weak,1e-08
1958,2343,0.01776191033422947,0.0,0.01776191033422947,semantic_near_mid_weak,1e-08
3132,3176,0.017760874703526497,0.0,0.017760874703526497,semantic_near_mid_weak,1e-08
1551,3662,0.017760535702109337,0.0,0.017760535702109337,semantic_near_mid_weak,1e-08
1391,2670,0.017759982496500015,0.0,0.017759982496500015,semantic_near_mid_weak,1e-08
1366,2210,0.017759675160050392,0.0,0.017759675160050392,semantic_near_mid_weak,1e-08
372,3170,0.017759274691343307,0.0,0.017759274691343307,semantic_near_mid_weak,1e-08
1578,3502,0.01775849424302578,0.0,0.01775849424302578,semantic_near_mid_weak,1e-08
563,3508,0.017756305634975433,0.0,0.017756305634975433,semantic_near_mid_weak,1e-08
1312,3218,0.01775543950498104,0.0,0.01775543950498104,semantic_near_mid_weak,1e-08
1491,2560,0.017755167558789253,0.0,0.017755167558789253,semantic_near_mid_weak,1e-08
838,1578,0.017752662301063538,0.0,0.017752662301063538,semantic_near_mid_weak,1e-08
769,1550,0.017752012237906456,0.0,0.017752012237906456,semantic_near_mid_weak,1e-08
820,3176,0.01775135099887848,0.0,0.01775135099887848,semantic_near_mid_weak,1e-08
702,1256,0.01775098592042923,0.0,0.01775098592042923,semantic_near_mid_weak,1e-08
1967,2087,0.017750293016433716,0.0,0.017750293016433716,semantic_near_mid_weak,1e-08
1344,2318,0.0177500881254673,0.0,0.0177500881254673,semantic_near_mid_weak,1e-08
2771,3646,0.0177471861243248,0.0,0.0177471861243248,semantic_near_mid_weak,1e-08
1442,3001,0.017747074365615845,0.0,0.017747074365615845,semantic_near_mid_weak,1e-08
730,1400,0.01774616912007332,0.0,0.01774616912007332,semantic_near_mid_weak,1e-08
2646,2992,0.017744269222021103,0.0,0.017744269222021103,semantic_near_mid_weak,1e-08
1272,3243,0.017743490636348724,0.0,0.017743490636348724,semantic_near_mid_weak,1e-08
1747,1868,0.01774328015744686,0.0,0.01774328015744686,semantic_near_mid_weak,1e-08
2384,2709,0.01774289272725582,0.0,0.01774289272725582,semantic_near_mid_weak,1e-08
592,820,0.017742644995450974,0.0,0.017742644995450974,semantic_near_mid_weak,1e-08
1891,3024,0.017742102965712547,0.0,0.017742102965712547,semantic_near_mid_weak,1e-08
1779,3003,0.017738820984959602,0.0,0.017738820984959602,semantic_near_mid_weak,1e-08
3484,3497,0.017737586051225662,0.0,0.017737586051225662,semantic_near_mid_weak,1e-08
